ano,cargo_efetivo,cargo_em_comissao_ou_funcao,linhas,matriculas_distintas,creditos,descontos,auxilios,liquido
2023,AUXILIAR LEGISLATIVO,ASSESSOR DE DIST. E PROPOSICAO,9,1,"73.668,44","'-29.867,17","6.403,54","50.204,81"
2023,AUXILIAR LEGISLATIVO,CARGO EM COMISSAO DE ASSISTÊNCIA,50,5,"462.345,21","'-180.093,62","27.716,48","309.968,07"
2023,AUXILIAR LEGISLATIVO,CARGO EM COMISSAO DE SUPERVISAO,69,6,"682.780,97","'-238.585,01","42.973,07","487.169,03"
2023,AUXILIAR LEGISLATIVO,CARGO EM COMISSÃO DE ASSESSORAMENTO,62,7,"667.599,34","'-212.882,96","35.801,26","490.517,64"
2023,AUXILIAR LEGISLATIVO,CARGO EM COMISSÃO DE ASSISTÊNCIA,9,1,"78.961,09","'-27.494,56","6.403,54","57.870,07"
2023,AUXILIAR LEGISLATIVO,CHEFE DE NÚCLEO,24,2,"242.170,33","'-101.001,71","12.807,08","153.975,70"
2023,AUXILIAR LEGISLATIVO,CHEFE DE SECAO,5,1,"79.011,39","'-22.337,96","1.532,74","58.206,17"
2023,AUXILIAR LEGISLATIVO,CHEFE DE SETOR,14,1,"166.180,56","'-72.675,32","6.642,90","100.148,14"
2023,CONSULTOR LEGISLATIVO,,2199,112,"52.514.267,55","'-24.421.631,47","1.372.148,54","29.464.784,62"
2023,CONSULTOR LEGISLATIVO,CARGO EM COMISSAO DE SUPERVISAO,142,7,"2.348.694,71","'-976.192,47","93.372,84","1.465.875,08"
2023,CONSULTOR LEGISLATIVO,CARGO ESPECIAL DE GABINETE,15,1,"298.591,59","'-132.369,12","10.100,64","176.323,11"
2023,CONSULTOR LEGISLATIVO,CHEFE DE SECAO,12,1,"176.003,28","'-60.256,37","12.437,18","128.184,09"
2023,CONSULTOR LEGISLATIVO,CHEFE DE SETOR,70,3,"1.330.353,08","'-456.545,71","65.139,25","938.946,62"
2023,CONSULTOR LEGISLATIVO,CHEFE DE UNIDADE,135,6,"2.845.880,83","'-1.069.315,33","101.527,02","1.878.092,52"
2023,CONSULTOR LEGISLATIVO,SECRETARIO PARLAMENTAR,17,3,"344.552,13","'-165.432,69","11.451,66","190.571,10"
2023,CONSULTOR TECNICO LEGISLATIVO,,6732,328,"144.815.582,58","'-65.981.421,35","4.419.443,26","83.253.604,49"
2023,CONSULTOR TECNICO LEGISLATIVO,ASSESSOR DE CERIMONIAL,34,1,"435.751,98","'-145.312,22","32.445,37","322.885,13"
2023,CONSULTOR TECNICO LEGISLATIVO,CARGO EM COMISSAO DE ASSISTÊNCIA,52,2,"948.177,39","'-396.705,76","33.010,56","584.482,19"
2023,CONSULTOR TECNICO LEGISLATIVO,CARGO EM COMISSAO DE SUPERVISAO,109,7,"1.646.220,03","'-648.560,90","95.583,22","1.093.242,35"
2023,CONSULTOR TECNICO LEGISLATIVO,CARGO EM COMISSÃO DE ASSESSORAMENTO,109,6,"2.055.120,70","'-859.901,92","81.761,93","1.276.980,71"
2023,CONSULTOR TECNICO LEGISLATIVO,CHEFE DA AUDITORIA,23,2,"455.604,56","'-156.579,78","17.718,46","316.743,24"
2023,CONSULTOR TECNICO LEGISLATIVO,CHEFE DE NUCLEO,218,11,"3.553.088,39","'-1.555.387,15","174.429,50","2.172.130,74"
2023,CONSULTOR TECNICO LEGISLATIVO,CHEFE DE SECAO,65,3,"1.367.866,63","'-606.821,44","47.651,27","808.696,46"
2023,CONSULTOR TECNICO LEGISLATIVO,CHEFE DE SETOR,2,1,"31.968,98","'-9.872,27","1.592,58","23.689,29"
2023,CONSULTOR TECNICO LEGISLATIVO,CHEFE DE UNIDADE,4,1,"64.987,07","'-39.622,27","1.532,74","26.897,54"
2023,CONSULTOR TECNICO LEGISLATIVO,COORDENADOR,28,2,"619.625,83","'-217.722,56","20.110,42","422.013,69"
2023,CONSULTOR TECNICO LEGISLATIVO,COORDENADOR DE COMISSAO,9,1,"184.151,29","'-71.425,90","6.733,76","119.459,15"
2023,CONSULTOR TECNICO LEGISLATIVO,DF-11,14,1,"463.318,06","'-86.248,45","0,00","377.069,61"
2023,PROCURADOR LEGISLATIVO,,344,16,"8.622.127,06","'-4.726.557,09","236.830,57","4.132.400,54"
2023,PROCURADOR LEGISLATIVO,CHEFE DE NUCLEO,104,6,"1.774.736,83","'-812.594,68","83.705,51","1.045.847,66"
2023,PROCURADOR LEGISLATIVO,CHEFE DE SECAO,12,1,"160.553,34","'-70.454,88","12.582,54","102.681,00"
2023,TECNICO ADMINISTRATIVO LEGISLATIVO,,1346,100,"22.059.682,29","'-11.124.893,31","679.433,75","11.614.222,73"
2023,TECNICO ADMINISTRATIVO LEGISLATIVO,ASSISTENTE DE COORDENADOR,17,1,"240.228,42","'-115.123,74","12.988,80","138.093,48"
2023,TECNICO ADMINISTRATIVO LEGISLATIVO,CARGO EM COMISSAO DE ASSISTENCIA,17,1,"281.865,36","'-144.389,80","12.988,80","150.464,36"
2023,TECNICO ADMINISTRATIVO LEGISLATIVO,CARGO EM COMISSAO DE ASSISTÊNCIA,127,8,"1.931.400,53","'-1.055.848,01","107.924,00","983.476,52"
2023,TECNICO ADMINISTRATIVO LEGISLATIVO,CARGO EM COMISSAO DE SUPERVISAO,164,9,"2.558.449,40","'-1.261.402,58","131.760,85","1.428.807,67"
2023,TECNICO ADMINISTRATIVO LEGISLATIVO,CARGO EM COMISSÃO DE ASSESSORAMENTO,188,10,"2.698.711,16","'-1.301.366,85","126.453,36","1.523.797,67"
2023,TECNICO ADMINISTRATIVO LEGISLATIVO,CHEFE DE NUCLEO,19,1,"273.669,25","'-189.418,41","13.467,52","97.718,36"
2023,TECNICO ADMINISTRATIVO LEGISLATIVO,CHEFE DE SECAO,58,4,"1.148.717,38","'-644.610,00","61.797,04","565.904,42"
2023,TECNICO ADMINISTRATIVO LEGISLATIVO,CHEFE DE SETOR,106,6,"2.165.155,11","'-1.064.826,08","87.152,08","1.187.481,11"
2023,TECNICO ADMINISTRATIVO LEGISLATIVO,MEMBRO TITULAR,35,2,"637.846,42","'-300.794,11","25.977,60","363.029,91"
2023,TECNICO LEGISLATIVO,,2640,330,"37.509.204,46","'-14.052.559,56","1.571.093,64","25.027.738,54"
2023,TECNICO LEGISLATIVO,ASSESSOR DE APOIO ATIV.PLENARIO,8,1,"95.670,00","'-37.181,69","4.870,80","63.359,11"
2023,TECNICO LEGISLATIVO,ASSESSOR DE CERIMONIAL,12,1,"88.609,37","'-30.527,37","7.847,73","65.929,73"
2023,TECNICO LEGISLATIVO,CARGO EM COMISSAO DE ASSISTÊNCIA,57,8,"793.491,25","'-241.806,03","38.339,94","590.025,16"
2023,TECNICO LEGISLATIVO,CARGO EM COMISSAO DE SUPERVISAO,125,16,"1.795.751,64","'-646.008,96","85.945,10","1.235.687,78"
2023,TECNICO LEGISLATIVO,CARGO EM COMISSÃO DE ASSESSORAMENTO,67,8,"863.149,23","'-353.862,77","52.575,22","561.861,68"
2023,TECNICO LEGISLATIVO,CARGO ESPECIAL DE GABINETE,10,1,"152.411,32","'-60.562,01","4.870,80","96.720,11"
2023,TECNICO LEGISLATIVO,CHEFE DE NUCLEO,54,5,"981.413,90","'-346.592,65","40.088,63","674.909,88"
2023,TECNICO LEGISLATIVO,CHEFE DE NUCLEO DE APOIO,10,1,"71.442,76","'-23.295,32","14.789,12","62.936,56"
2023,TECNICO LEGISLATIVO,CHEFE DE SECAO,55,6,"1.132.941,27","'-515.079,73","38.214,08","656.075,62"
2023,TECNICO LEGISLATIVO,CHEFE DE SETOR,132,14,"2.951.632,55","'-1.250.782,15","84.213,02","1.785.063,42"
2023,TECNICO LEGISLATIVO,COORDENADOR DE COMISSAO,3,1,"26.085,57","'-8.012,63","1.683,44","19.756,38"
2023,TECNICO LEGISLATIVO,COORDENADOR DE CONTRATOS E AQUISIÇÕES,9,1,"151.163,68","'-70.025,82","6.403,54","87.541,40"
2023,TECNICO LEGISLATIVO,COORDENADOR DE POLICIA LEGISLATIVA,12,1,"252.945,21","'-123.519,54","6.403,54","135.829,21"
2023,TECNICO LEGISLATIVO,MEMBRO TITULAR,10,1,"203.243,65","'-92.704,58","6.403,54","116.942,61"
2023,TECNICO LEGISLATIVO,MEMBRO TITULAR/VICE-PRESIDENTE,11,1,"135.699,70","'-43.198,14","6.642,90","99.144,46"
2023,TECNICO LEGISLATIVO,PRESIDENTE CPC,9,1,"156.012,97","'-63.293,13","6.403,54","99.123,38"
2024,,,763,102,"11.209.203,50","'-4.614.263,03","6.544,10","6.601.484,57"
2024,,ASSESSOR,2668,121,"9.026.185,71","'-3.553.175,55","1.956.482,95","7.429.493,11"
2024,,ASSESSOR CHEFE GAB. VICE-PRESIDENCIA,30,1,"265.136,96","'-78.532,39","20.804,08","207.408,65"
2024,,ASSESSOR CL-10,37,3,"264.734,03","'-170.246,06","36.579,45","131.067,42"
2024,,ASSESSOR DA CPC,4,1,"34.091,41","'-6.584,71","3.748,90","31.255,60"
2024,,ASSESSOR DA PROCURADORIA GERAL,27,2,"234.019,74","'-92.626,10","19.060,36","160.454,00"
2024,,ASSESSOR DE CHEFE DE SETOR,63,2,"335.320,24","'-102.411,77","58.025,55","290.934,02"
2024,,ASSESSOR DE CHEFE GAB. PRESIDENCIA,29,1,"269.163,72","'-82.495,88","20.804,08","207.471,92"
2024,,ASSESSOR DE COMISSAO,370,23,"2.005.601,42","'-715.239,56","325.490,38","1.615.852,24"
2024,,ASSESSOR DE COMISSÃO,8,2,"39.556,68","'-8.354,63","3.366,88","34.568,93"
2024,,ASSESSOR DE COORDENADORIA,37,3,"240.546,62","'-72.352,19","24.111,12","192.305,55"
2024,,ASSESSOR DE DIRETOR,17,1,"168.247,86","'-75.228,85","12.206,04","105.225,05"
2024,,ASSESSOR DE DIRETOR - DAF,28,1,"254.907,28","'-73.639,85","20.804,08","202.071,51"
2024,,ASSESSOR DE DIRETOR - DLEG,29,1,"254.921,28","'-77.419,71","20.804,08","198.305,65"
2024,,ASSESSOR DE DIRETOR - DRH,28,1,"269.163,72","'-84.823,72","20.804,08","205.144,08"
2024,,ASSESSOR DE MANUTENCAO,18,1,"36.252,58","'-9.573,39","8.925,70","35.604,89"
2024,,ASSESSOR DE MEMBRO DA MESA DIR.,43,3,"328.893,23","'-172.360,79","25.854,40","182.386,84"
2024,,ASSESSOR DE MEMBRO DA MESA DIR. -,34,1,"262.107,03","'-75.619,79","20.804,08","207.291,32"
2024,,ASSESSOR DE MEMBRO DA MESA DIRETORA,53,4,"397.890,15","'-115.411,32","47.830,30","330.309,13"
2024,,ASSESSOR DO COORDENADOR DE POLICIA LEGISLATIVA,10,1,"28.479,60","'-18.818,05","6.914,60","16.576,15"
2024,,ASSESSOR DO DIRETOR DE POLICIA LEGISLATIVA,16,1,"74.800,67","'-43.468,92","12.206,04","43.537,79"
2024,,ASSESSOR DO GABINETE DA MESA DIR,29,2,"251.794,80","'-106.299,38","20.712,34","166.207,76"
2024,,ASSESSOR ESPECIAL,277,14,"2.633.987,01","'-969.478,42","223.645,64","1.888.154,23"
2024,,ASSESSOR JURIDICO,65,4,"427.496,86","'-184.201,99","50.253,62","293.548,49"
2024,,ASSESSOR MEMBRO DA MESA DIRETORA,25,2,"244.347,27","'-152.018,69","25.486,60","117.815,18"
2024,,Assessor,267,10,"720.732,53","'-296.291,68","199.086,05","623.526,90"
2024,,CARGO DE NATUREZA ESPECIAL,1408,56,"16.424.057,72","'-6.533.243,56","1.193.243,88","11.084.058,04"
2024,,CARGO ESPECIAL DE GABINETE,21980,813,"71.986.093,06","'-28.832.226,01","15.191.299,83","58.345.166,88"
2024,,CARGO SEM REMUNERAÇÃO,109,11,"2.636,86","'-1.913,50","155.647,86","156.371,22"
2024,,CHEFE DA AGENCIA CLDF DE NOTICIAS,25,1,"282.626,62","'-178.907,36","19.120,64","122.839,90"
2024,,CHEFE DA CONSULTORIA LEGISLATIVA,25,1,"237.237,99","'-77.220,34","19.120,64","179.138,29"
2024,,CHEFE DA CONSULTORIA TECNICO LEGISLATIVA,25,1,"251.036,52","'-88.611,63","19.120,64","181.545,53"
2024,,CHEFE DA PUBLICIDADE INSTITUCIONAL,28,2,"307.310,58","'-78.711,41","20.804,08","249.403,25"
2024,,CHEFE DA TV E RADIO LEGISLATIVA,25,1,"269.579,24","'-77.509,65","19.120,64","211.190,23"
2024,,CHEFE DE ASSESSORIA,34,3,"360.680,85","'-114.114,42","23.121,60","269.688,03"
2024,,CHEFE DE DIVISAO,44,11,"306.999,05","'-122.892,72","20.523,46","204.629,79"
2024,,CHEFE DE GAB. PARLAMENTAR,145,7,"1.732.117,35","'-621.084,01","121.763,96","1.232.797,30"
2024,,CHEFE DE GABINETE DE MEMBRO DA MESA,155,6,"1.752.306,78","'-797.712,50","116.796,26","1.071.390,54"
2024,,CHEFE DE GABINETE PARLAMENTAR,430,17,"4.797.613,01","'-1.646.924,36","361.456,18","3.512.144,83"
2024,,CHEFE DE SECAO,10,3,"63.816,30","'-13.969,07","5.050,32","54.897,55"
2024,,CHEFE DE SETOR,15,1,"129.541,51","'-36.100,34","0,00","93.441,17"
2024,,CHEFE DE SEÇÃO,4,1,"42.573,00","'-6.479,19","1.683,44","37.777,25"
2024,,CHEFE GABINETE PARLAMENTAR,5,1,"72.322,02","'-28.185,86","3.487,44","47.623,60"
2024,,COORDENADOR,56,4,"434.418,39","'-126.974,72","40.577,58","348.021,25"
2024,,DEPUTADO DISTRITAL,710,24,"10.494.607,09","'-4.204.260,14","520.283,36","6.810.630,31"
2024,,DIRETOR,197,9,"2.304.089,31","'-888.899,49","156.326,85","1.571.516,67"
2024,,GERENTE COORDENADOR-FASCAL,15,1,"104.512,06","'-43.759,79","12.805,58","73.557,85"
2024,,PROCURADOR-GERAL,28,1,"363.578,19","'-130.992,12","20.804,08","253.390,15"
2024,,SECRETARIO DA CORREGEDORIA,25,1,"236.517,02","'-135.313,44","19.120,64","120.324,22"
2024,,SECRETARIO DA OUVIDORIA,26,1,"251.192,80","'-73.970,26","30.863,77","208.086,31"
2024,,SECRETARIO DA PROCURADORIA ESPECIAL DA MULHER,4,1,"26.455,27","'-7.266,92","1.683,44","20.871,79"
2024,,SECRETARIO DE COMISSAO,363,17,"2.996.557,91","'-1.129.123,40","322.572,78","2.190.007,29"
2024,,SECRETARIO DE PROCURADORIA,78,6,"735.546,62","'-247.154,36","57.361,92","545.754,18"
2024,,SECRETARIO EXECUTIVO DA 1 SECRETARIA,31,2,"435.191,66","'-206.887,14","22.547,80","250.852,32"
2024,,SECRETARIO EXECUTIVO DA 2 SECRETARIA,28,1,"375.480,90","'-207.344,29","20.804,08","188.940,69"
2024,,SECRETARIO EXECUTIVO DA 3 SECRETARIA,29,1,"374.488,72","'-126.770,94","20.804,08","268.521,86"
2024,,SECRETARIO EXECUTIVO DA VICE-PRESIDENCIA,30,1,"377.424,32","'-167.409,66","20.804,08","230.818,74"
2024,,SECRETARIO GERAL PRESIDENCIA,32,2,"350.724,54","'-114.177,07","20.804,08","257.351,55"
2024,,SECRETARIO LEGISLATIVO,29,1,"351.091,15","'-151.528,55","20.804,08","220.366,68"
2024,,SECRETARIO PARLAMENTAR,2132,99,"2.184.481,26","'-910.165,47","1.380.141,58","2.654.457,37"
2024,,SEGURANCA PARLAMENTAR,1578,62,"6.172.213,07","'-2.730.337,37","1.261.545,13","4.703.420,83"
2024,ANALISTA LEGISLATIVO,,8506,378,"138.675.205,69","'-54.421.127,77","5.184.365,04","89.438.442,96"
2024,ANALISTA LEGISLATIVO,ASSESSOR DE APOIO ATIV.PLENARIO,26,2,"310.415,67","'-107.357,29","19.060,80","222.119,18"
2024,ANALISTA LEGISLATIVO,ASSESSOR DE CERIMONIAL,4,1,"21.668,70","'-7.647,87","2.716,17","16.737,00"
2024,ANALISTA LEGISLATIVO,CARGO EM COMISSAO ASSESSORAMENTO,27,1,"229.798,76","'-117.555,73","19.120,64","131.363,67"
2024,ANALISTA LEGISLATIVO,CARGO EM COMISSAO DE ASSESSORAMENTO,45,2,"878.388,00","'-420.525,72","30.907,80","488.770,08"
2024,ANALISTA LEGISLATIVO,CARGO EM COMISSAO DE ASSISTENCIA,148,8,"1.721.927,10","'-677.607,42","114.434,68","1.158.754,36"
2024,ANALISTA LEGISLATIVO,CARGO EM COMISSAO DE ASSISTÊNCIA,122,9,"1.511.826,35","'-494.482,21","91.225,16","1.108.569,30"
2024,ANALISTA LEGISLATIVO,CARGO EM COMISSAO DE SUPERVISAO,415,20,"6.225.972,77","'-2.751.982,40","287.882,35","3.761.872,72"
2024,ANALISTA LEGISLATIVO,CARGO EM COMISSÃO DE ASSESSORAMENTO,56,8,"534.705,27","'-225.993,07","34.474,10","343.186,30"
2024,ANALISTA LEGISLATIVO,CARGO ESPECIAL DE GABINETE,50,2,"911.347,09","'-413.968,62","44.496,25","541.874,72"
2024,ANALISTA LEGISLATIVO,CHEFE DE APOIO ADMINISTRATIVO,25,1,"266.574,17","'-86.602,67","19.120,64","199.092,14"
2024,ANALISTA LEGISLATIVO,CHEFE DE ASSESSORIA,39,2,"867.130,09","'-522.922,78","25.437,28","369.644,59"
2024,ANALISTA LEGISLATIVO,CHEFE DE NUCLEO,828,37,"11.420.742,20","'-4.699.116,48","639.589,02","7.361.214,74"
2024,ANALISTA LEGISLATIVO,CHEFE DE NUCLEO DE APOIO,3,1,"19.414,10","'-6.122,27","1.683,44","14.975,27"
2024,ANALISTA LEGISLATIVO,CHEFE DE SECAO,17,4,"312.171,78","'-120.614,98","8.559,86","200.116,66"
2024,ANALISTA LEGISLATIVO,CHEFE DE SETOR,465,21,"9.273.662,51","'-4.190.115,04","319.098,10","5.402.645,57"
2024,ANALISTA LEGISLATIVO,COORDENADOR DE CONTRATOS E AQUISIÇÕES,3,1,"41.882,90","'-20.765,04","1.623,60","22.741,46"
2024,ANALISTA LEGISLATIVO,COORDENADOR DE POLICIA LEGISLATIVA,14,1,"331.874,61","'-162.914,84","8.298,84","177.258,61"
2024,ANALISTA LEGISLATIVO,DIRETOR,18,1,"433.391,30","'-265.524,19","11.787,16","179.654,27"
2024,ANALISTA LEGISLATIVO,MEMBRO TITULAR,31,1,"700.538,91","'-311.724,67","20.086,00","408.900,24"
2024,ANALISTA LEGISLATIVO,MEMBRO TITULAR/VICE PRESIDENTE,32,1,"558.374,28","'-175.802,64","19.120,64","401.692,28"
2024,ANALISTA LEGISLATIVO,MEMBRO TITULAR/VICE-PRESIDENTE,3,1,"37.484,14","'-12.937,31","1.683,44","26.230,27"
2024,ANALISTA LEGISLATIVO,PRESIDENTE CPC,30,1,"653.671,22","'-264.555,64","20.086,00","409.201,58"
2024,ASSISTENTE TECNICO LEGISLATIVO,,3597,182,"41.585.079,65","'-17.501.896,53","1.244.967,04","25.328.150,16"
2024,ASSISTENTE TECNICO LEGISLATIVO,ASSESSOR DE DIST. E PROPOSICAO,32,1,"326.616,58","'-131.981,13","20.086,00","214.721,45"
2024,ASSISTENTE TECNICO LEGISLATIVO,CARGO EM COMISSAO ASSESSORAMENTO,27,1,"232.709,73","'-138.057,25","19.120,64","113.773,12"
2024,ASSISTENTE TECNICO LEGISLATIVO,CARGO EM COMISSAO DE ASSISTENCIA,49,2,"551.967,80","'-288.054,08","46.018,69","309.932,41"
2024,ASSISTENTE TECNICO LEGISLATIVO,CARGO EM COMISSAO DE ASSISTÊNCIA,66,4,"737.719,96","'-269.473,06","42.573,52","510.820,42"
2024,ASSISTENTE TECNICO LEGISLATIVO,CARGO EM COMISSAO DE SUPERVISAO,79,4,"865.398,50","'-343.647,76","56.254,90","578.005,64"
2024,ASSISTENTE TECNICO LEGISLATIVO,CARGO EM COMISSÃO DE ASSESSORAMENTO,61,5,"601.653,53","'-182.173,17","28.450,89","447.931,25"
2024,ASSISTENTE TECNICO LEGISLATIVO,CARGO EM COMISSÃO DE ASSISTÊNCIA,29,1,"297.113,61","'-101.831,61","20.086,00","215.368,00"
2024,ASSISTENTE TECNICO LEGISLATIVO,CHEFE DE NUCLEO,30,1,"345.055,37","'-120.969,59","19.120,64","243.206,42"
2024,ASSISTENTE TECNICO LEGISLATIVO,CHEFE DE NÚCLEO,65,2,"694.916,55","'-337.675,25","40.172,00","397.413,30"
2024,ASSISTENTE TECNICO LEGISLATIVO,CHEFE DE SETOR,32,1,"426.137,22","'-203.379,51","20.804,08","243.561,79"
2024,CONSULTOR LEGISLATIVO,,2740,129,"60.845.295,34","'-27.738.435,85","1.685.816,47","34.792.675,96"
2024,CONSULTOR LEGISLATIVO,CARGO EM COMISSAO DE SUPERVISAO,130,6,"2.048.659,76","'-841.421,92","84.181,68","1.291.419,52"
2024,CONSULTOR LEGISLATIVO,CARGO ESPECIAL DE GABINETE,18,1,"307.637,85","'-102.237,99","13.949,76","219.349,62"
2024,CONSULTOR LEGISLATIVO,CHEFE DA AUDITORIA,16,1,"283.582,28","'-144.612,46","19.703,32","158.673,14"
2024,CONSULTOR LEGISLATIVO,CHEFE DE NUCLEO,22,1,"362.206,79","'-128.804,98","17.437,20","250.839,01"
2024,CONSULTOR LEGISLATIVO,CHEFE DE SETOR,112,5,"1.867.034,60","'-607.775,84","90.330,88","1.349.589,64"
2024,CONSULTOR LEGISLATIVO,CHEFE DE UNIDADE,150,5,"2.862.503,23","'-1.005.802,44","105.091,44","1.961.792,23"
2024,CONSULTOR TECNICO LEGISLATIVO,,8798,389,"177.986.958,65","'-79.046.266,93","5.848.442,67","104.789.134,39"
2024,CONSULTOR TECNICO LEGISLATIVO,ASSESSOR,9,1,"187.517,80","'-109.793,45","6.974,88","84.699,23"
2024,CONSULTOR TECNICO LEGISLATIVO,ASSESSOR DE CERIMONIAL,4,1,"30.004,12","'-10.911,67","2.716,17","21.808,62"
2024,CONSULTOR TECNICO LEGISLATIVO,CARGO EM COMISSAO DE ASSESSORAMENTO,36,2,"539.699,97","'-194.602,12","46.406,97","391.504,82"
2024,CONSULTOR TECNICO LEGISLATIVO,CARGO EM COMISSAO DE ASSISTÊNCIA,34,2,"772.670,33","'-353.612,57","21.769,44","440.827,20"
2024,CONSULTOR TECNICO LEGISLATIVO,CARGO EM COMISSAO DE SUPERVISAO,229,12,"3.073.207,68","'-1.101.835,08","187.735,87","2.159.108,47"
2024,CONSULTOR TECNICO LEGISLATIVO,CARGO EM COMISSÃO DE ASSESSORAMENTO,99,4,"1.995.864,28","'-871.515,43","76.153,46","1.200.502,31"
2024,CONSULTOR TECNICO LEGISLATIVO,CHEFE DA AUDITORIA,12,1,"219.884,73","'-113.880,49","8.598,04","114.602,28"
2024,CONSULTOR TECNICO LEGISLATIVO,CHEFE DE ASSESSORIA,39,2,"641.341,20","'-237.768,24","30.379,68","433.952,64"
2024,CONSULTOR TECNICO LEGISLATIVO,CHEFE DE NUCLEO,539,24,"7.752.386,35","'-3.097.384,49","472.789,10","5.127.790,96"
2024,CONSULTOR TECNICO LEGISLATIVO,CHEFE DE SECAO,11,3,"129.292,41","'-57.357,57","6.023,21","77.958,05"
2024,CONSULTOR TECNICO LEGISLATIVO,CHEFE DE SETOR,156,6,"2.717.553,73","'-1.114.332,83","131.636,89","1.734.857,79"
2024,CONSULTOR TECNICO LEGISLATIVO,CHEFE DE UNIDADE,90,4,"1.392.948,78","'-564.545,00","71.954,64","900.358,42"
2024,CONSULTOR TECNICO LEGISLATIVO,COORDENADOR,3,1,"86.325,74","'-16.160,34","1.683,44","71.848,84"
2024,CONSULTOR TECNICO LEGISLATIVO,COORDENADOR DE COMISSAO,3,1,"86.325,74","'-14.781,28","1.683,44","73.227,90"
2024,CONSULTOR TECNICO LEGISLATIVO,DF-11,14,1,"493.235,63","'-53.192,78","0,00","440.042,85"
2024,PROCURADOR LEGISLATIVO,,441,16,"10.522.067,81","'-5.608.559,12","314.501,03","5.228.009,72"
2024,PROCURADOR LEGISLATIVO,CHEFE DE NUCLEO,115,6,"1.822.124,02","'-635.778,05","98.592,90","1.284.938,87"
2024,PROCURADOR LEGISLATIVO,PROCURADOR ADJUNTO,28,1,"445.164,42","'-151.869,68","19.120,64","312.415,38"
2024,TECNICO ADMINISTRATIVO LEGISLATIVO,,2404,106,"37.668.417,63","'-17.130.643,07","1.123.330,39","21.661.104,95"
2024,TECNICO ADMINISTRATIVO LEGISLATIVO,ASSISTENTE DE COORDENADOR,3,1,"27.342,19","'-11.758,39","1.623,60","17.207,40"
2024,TECNICO ADMINISTRATIVO LEGISLATIVO,CARGO EM COMISSAO DE ASSESSORAMENTO,27,2,"407.812,14","'-180.641,31","16.778,52","243.949,35"
2024,TECNICO ADMINISTRATIVO LEGISLATIVO,CARGO EM COMISSAO DE ASSISTENCIA,229,9,"3.232.290,97","'-1.559.431,00","138.852,12","1.811.712,09"
2024,TECNICO ADMINISTRATIVO LEGISLATIVO,CARGO EM COMISSAO DE ASSISTÊNCIA,158,7,"2.208.053,39","'-996.210,93","97.025,30","1.308.867,76"
2024,TECNICO ADMINISTRATIVO LEGISLATIVO,CARGO EM COMISSAO DE SUPERVISAO,252,10,"3.700.002,10","'-1.518.526,97","172.520,52","2.353.995,65"
2024,TECNICO ADMINISTRATIVO LEGISLATIVO,CARGO EM COMISSÃO DE ASSESSORAMENTO,45,9,"578.550,17","'-173.550,36","14.791,92","419.791,73"
2024,TECNICO ADMINISTRATIVO LEGISLATIVO,CHEFE DE NUCLEO,183,8,"2.818.394,88","'-1.529.973,23","123.331,56","1.411.753,21"
2024,TECNICO ADMINISTRATIVO LEGISLATIVO,CHEFE DE SECAO,24,4,"420.944,37","'-111.655,18","8.739,38","318.028,57"
2024,TECNICO ADMINISTRATIVO LEGISLATIVO,CHEFE DE SETOR,269,10,"4.548.745,28","'-2.152.718,05","201.551,23","2.597.578,46"
2024,TECNICO ADMINISTRATIVO LEGISLATIVO,MEMBRO TITULAR,65,2,"1.080.714,00","'-415.655,30","40.172,00","705.230,70"
2025,,,1060,213,"12.404.379,46","'-5.124.738,35","69.032,54","7.348.673,65"
2025,,ASSESSOR,3589,160,"12.115.137,14","'-4.631.961,83","3.030.790,50","10.513.965,81"
2025,,ASSESSOR CHEFE GAB. VICE-PRESIDENCIA,29,1,"276.750,57","'-80.053,97","23.597,71","220.294,31"
2025,,ASSESSOR CL-10,30,1,"182.446,15","'-110.558,86","38.090,87","109.978,16"
2025,,ASSESSOR DA PROCURADORIA GERAL,27,1,"280.523,56","'-87.236,87","23.597,71","216.884,40"
2025,,ASSESSOR DE CHEFE DE GABINETE,23,2,"220.612,79","'-105.840,57","22.409,60","137.181,82"
2025,,ASSESSOR DE CHEFE DE SETOR,65,2,"339.028,91","'-175.361,15","76.181,74","239.849,50"
2025,,ASSESSOR DE CHEFE GAB. PRESIDENCIA,27,1,"259.827,48","'-80.909,58","23.597,71","202.515,61"
2025,,ASSESSOR DE COMISSAO,410,20,"2.199.865,45","'-741.096,74","384.435,27","1.843.203,98"
2025,,ASSESSOR DE COORDENADORIA,27,1,"180.293,63","'-62.824,25","23.597,71","141.067,09"
2025,,ASSESSOR DE DIRETOR,22,2,"217.057,52","'-100.297,65","19.607,79","136.367,66"
2025,,ASSESSOR DE DIRETOR - DAF,27,1,"274.796,96","'-76.491,29","23.597,71","221.903,38"
2025,,ASSESSOR DE DIRETOR - DLEG,27,1,"274.796,96","'-79.773,70","23.597,71","218.620,97"
2025,,ASSESSOR DE DIRETOR - DRH,27,1,"274.796,96","'-100.080,72","23.597,71","198.313,95"
2025,,ASSESSOR DE MEMBRO DA MESA DIR.,35,1,"307.336,36","'-166.780,18","23.597,71","164.153,89"
2025,,ASSESSOR DE MEMBRO DA MESA DIR. -,30,1,"277.222,71","'-73.450,24","25.442,71","229.215,18"
