ano,tipoProposicao,autor_id,autor,apresentadas,aprovadas,rejeitadas,pendentes,nao_se_aplica,inclassificavel
2023,Proposta de Emenda à Lei Orgânica,62,Deputado Joaquim Roriz Neto,5,1,0,4,0,0
2023,Proposta de Emenda à Lei Orgânica,26,Deputado Jorge Vianna,2,0,0,2,0,0
2023,Proposta de Emenda à Lei Orgânica,25,Deputado João Cardoso ,1,0,0,1,0,0
2023,Proposta de Emenda à Lei Orgânica,30,Deputado Martins Machado,1,1,0,0,0,0
2023,Proposta de Emenda à Lei Orgânica,63,Deputado Max Maciel,5,1,0,4,0,0
2023,Proposta de Emenda à Lei Orgânica,59,Deputado Pastor Daniel de Castro,6,1,0,5,0,0
2023,Proposta de Emenda à Lei Orgânica,65,Deputado Pepa,5,1,0,4,0,0
2023,Proposta de Emenda à Lei Orgânica,57,Deputado Ricardo Vale,4,1,0,3,0,0
2023,Proposta de Emenda à Lei Orgânica,33,Deputado Robério Negreiros,2,0,0,2,0,0
2023,Proposta de Emenda à Lei Orgânica,67,Deputado Rogério Morro da Cruz,3,1,0,2,0,0
2023,Proposta de Emenda à Lei Orgânica,34,Deputado Roosevelt Vilela,2,1,0,1,0,0
2023,Proposta de Emenda à Lei Orgânica,66,Deputado Thiago Manzoni,2,1,0,1,0,0
2023,Proposta de Emenda à Lei Orgânica,58,Deputado Wellington Luiz,4,2,0,2,0,0
2023,Proposta de Emenda à Lei Orgânica,6,Poder Executivo,1,1,0,0,0,0
2023,Questão de Ordem,46,"Comissão de Defesa dos Direitos Humanos, Cidadania e Legislação Participativa",1,0,0,0,1,0
2023,Recurso,60,Deputada Dayse Amarilio,1,0,0,0,1,0
2023,Recurso,64,Deputada Paula Belmonte,4,0,0,0,4,0
2023,Recurso,15,Deputado Chico Vigilante,1,0,0,0,1,0
2023,Recurso,20,Deputado Fábio Felix,1,0,0,0,1,0
2023,Recurso,68,Deputado Gabriel Magno,2,0,0,0,2,0
2023,Recurso,22,Deputado Hermeto,1,0,0,0,1,0
2023,Recurso,23,Deputado Iolando,3,0,0,0,3,0
2023,Recurso,62,Deputado Joaquim Roriz Neto,2,0,0,0,2,0
2023,Recurso,63,Deputado Max Maciel,2,0,0,0,2,0
2023,Recurso,59,Deputado Pastor Daniel de Castro,3,0,0,0,3,0
2023,Recurso,65,Deputado Pepa,2,0,0,0,2,0
2023,Recurso,33,Deputado Robério Negreiros,2,0,0,0,2,0
2023,Recurso,34,Deputado Roosevelt Vilela,1,0,0,0,1,0
2023,Recurso,66,Deputado Thiago Manzoni,2,0,0,0,2,0
2023,Requerimento,8,Comissão de Constituição e Justiça,1,0,0,0,1,0
2023,Requerimento,48,Comissão de Educação Saúde e Cultura,3,0,0,0,3,0
2023,Requerimento,49,Comissão de Fiscalização Governança Transparência Controle,26,0,0,0,26,0
2023,Requerimento,51,Comissão de Transporte e Mobilidade Urbana,3,0,0,0,3,0
2023,Requerimento,42,Defensoria Pública do Distrito Federal,3,0,0,0,3,0
2023,Requerimento,60,Deputada Dayse Amarilio,331,1,0,0,330,0
2023,Requerimento,61,Deputada Doutora Jane,129,1,0,0,128,0
2023,Requerimento,24,Deputada Jaqueline Silva,124,0,0,0,124,0
2023,Requerimento,64,Deputada Paula Belmonte,280,1,0,0,279,0
2023,Requerimento,15,Deputado Chico Vigilante,77,1,0,0,76,0
2023,Requerimento,17,Deputado Daniel Donizet,50,0,0,0,50,0
2023,Requerimento,19,Deputado Eduardo Pedrosa,193,0,0,0,193,0
2023,Requerimento,20,Deputado Fábio Felix,142,2,0,0,140,0
2023,Requerimento,68,Deputado Gabriel Magno,229,2,0,0,227,0
2023,Requerimento,22,Deputado Hermeto,121,0,0,0,121,0
2023,Requerimento,23,Deputado Iolando,117,0,0,0,117,0
2023,Requerimento,62,Deputado Joaquim Roriz Neto,121,0,0,0,121,0
2023,Requerimento,26,Deputado Jorge Vianna,103,0,0,0,103,0
2023,Requerimento,25,Deputado João Cardoso ,138,1,0,0,137,0
2023,Requerimento,30,Deputado Martins Machado,131,1,0,0,130,0
2023,Requerimento,63,Deputado Max Maciel,188,0,0,0,188,0
2023,Requerimento,59,Deputado Pastor Daniel de Castro,235,0,0,0,235,0
2023,Requerimento,65,Deputado Pepa,160,0,0,0,160,0
2023,Requerimento,57,Deputado Ricardo Vale,176,1,0,0,175,0
2023,Requerimento,33,Deputado Robério Negreiros,176,0,0,0,176,0
2023,Requerimento,67,Deputado Rogério Morro da Cruz,115,0,0,0,115,0
2023,Requerimento,34,Deputado Roosevelt Vilela,165,0,0,0,165,0
2023,Requerimento,66,Deputado Thiago Manzoni,108,0,0,0,108,0
2023,Requerimento,58,Deputado Wellington Luiz,63,1,0,0,62,0
2023,Requerimento,56,Mesa Diretora,1,0,0,0,1,0
2024,Indicação,51,Comissão de Transporte e Mobilidade Urbana,1,0,0,0,1,0
2024,Indicação,60,Deputada Dayse Amarilio,84,0,0,0,84,0
2024,Indicação,61,Deputada Doutora Jane,74,0,0,0,74,0
2024,Indicação,24,Deputada Jaqueline Silva,638,0,0,0,638,0
2024,Indicação,64,Deputada Paula Belmonte,8,0,0,0,8,0
2024,Indicação,15,Deputado Chico Vigilante,10,0,0,0,10,0
2024,Indicação,17,Deputado Daniel Donizet,45,0,0,0,45,0
2024,Indicação,19,Deputado Eduardo Pedrosa,36,0,0,0,36,0
2024,Indicação,20,Deputado Fábio Felix,30,0,0,0,30,0
2024,Indicação,68,Deputado Gabriel Magno,11,0,0,0,11,0
2024,Indicação,22,Deputado Hermeto,168,0,0,0,168,0
2024,Indicação,23,Deputado Iolando,22,0,0,0,22,0
2024,Indicação,62,Deputado Joaquim Roriz Neto,1048,0,0,0,1048,0
2024,Indicação,26,Deputado Jorge Vianna,46,0,0,0,46,0
2024,Indicação,25,Deputado João Cardoso ,16,0,0,0,16,0
2024,Indicação,30,Deputado Martins Machado,2,0,0,0,2,0
2024,Indicação,63,Deputado Max Maciel,72,0,0,0,72,0
2024,Indicação,59,Deputado Pastor Daniel de Castro,56,0,0,0,56,0
2024,Indicação,65,Deputado Pepa,113,0,0,0,113,0
2024,Indicação,57,Deputado Ricardo Vale,89,0,0,0,89,0
2024,Indicação,33,Deputado Robério Negreiros,58,0,0,0,58,0
2024,Indicação,67,Deputado Rogério Morro da Cruz,69,0,0,0,69,0
2024,Indicação,66,Deputado Thiago Manzoni,17,0,0,0,17,0
2024,Indicação,58,Deputado Wellington Luiz,31,0,0,0,31,0
2024,Moção,60,Deputada Dayse Amarilio,43,0,0,0,43,0
2024,Moção,61,Deputada Doutora Jane,55,0,0,0,55,0
2024,Moção,24,Deputada Jaqueline Silva,41,0,0,0,41,0
2024,Moção,64,Deputada Paula Belmonte,29,0,0,0,29,0
2024,Moção,15,Deputado Chico Vigilante,12,0,0,0,12,0
2024,Moção,17,Deputado Daniel Donizet,3,0,0,0,3,0
2024,Moção,19,Deputado Eduardo Pedrosa,20,0,0,0,20,0
2024,Moção,20,Deputado Fábio Felix,19,0,0,0,19,0
2024,Moção,68,Deputado Gabriel Magno,57,0,0,0,57,0
2024,Moção,22,Deputado Hermeto,40,0,0,0,40,0
2024,Moção,23,Deputado Iolando,15,0,0,0,15,0
2024,Moção,62,Deputado Joaquim Roriz Neto,3,0,0,0,3,0
2024,Moção,26,Deputado Jorge Vianna,50,0,0,0,50,0
2024,Moção,25,Deputado João Cardoso ,20,0,0,0,20,0
2024,Moção,30,Deputado Martins Machado,52,0,0,0,52,0
2024,Moção,63,Deputado Max Maciel,21,0,0,0,21,0
2024,Moção,59,Deputado Pastor Daniel de Castro,62,0,0,0,62,0
2024,Moção,65,Deputado Pepa,7,0,0,0,7,0
2024,Moção,57,Deputado Ricardo Vale,24,0,0,0,24,0
2024,Moção,33,Deputado Robério Negreiros,7,0,0,0,7,0
2024,Moção,67,Deputado Rogério Morro da Cruz,11,0,0,0,11,0
2024,Moção,34,Deputado Roosevelt Vilela,37,0,0,0,37,0
2024,Moção,66,Deputado Thiago Manzoni,30,0,0,0,30,0
2024,Moção,58,Deputado Wellington Luiz,20,0,0,0,20,0
2024,Proc,6,Poder Executivo,10,1,0,9,0,0
2024,Projeto de Decreto Legislativo,9,"Comissão de Economia, Orçamento e Finanças",2,2,0,0,0,0
2024,Projeto de Decreto Legislativo,60,Deputada Dayse Amarilio,8,2,0,6,0,0
2024,Projeto de Decreto Legislativo,61,Deputada Doutora Jane,2,1,0,1,0,0
2024,Projeto de Decreto Legislativo,24,Deputada Jaqueline Silva,5,2,0,3,0,0
2024,Projeto de Decreto Legislativo,64,Deputada Paula Belmonte,11,10,0,1,0,0
2024,Projeto de Decreto Legislativo,15,Deputado Chico Vigilante,5,4,0,1,0,0
2024,Projeto de Decreto Legislativo,17,Deputado Daniel Donizet,3,2,0,1,0,0
2024,Projeto de Decreto Legislativo,19,Deputado Eduardo Pedrosa,10,8,0,2,0,0
2024,Projeto de Decreto Legislativo,20,Deputado Fábio Felix,2,1,0,1,0,0
2024,Projeto de Decreto Legislativo,68,Deputado Gabriel Magno,11,4,0,7,0,0
2024,Projeto de Decreto Legislativo,22,Deputado Hermeto,13,6,0,7,0,0
2024,Projeto de Decreto Legislativo,23,Deputado Iolando,6,3,0,3,0,0
2024,Projeto de Decreto Legislativo,62,Deputado Joaquim Roriz Neto,6,4,0,2,0,0
2024,Projeto de Decreto Legislativo,26,Deputado Jorge Vianna,3,1,0,2,0,0
2024,Projeto de Decreto Legislativo,25,Deputado João Cardoso ,5,3,0,2,0,0
2024,Projeto de Decreto Legislativo,30,Deputado Martins Machado,13,6,0,7,0,0
2024,Projeto de Decreto Legislativo,63,Deputado Max Maciel,9,6,0,3,0,0
2024,Projeto de Decreto Legislativo,59,Deputado Pastor Daniel de Castro,23,17,0,6,0,0
2024,Projeto de Decreto Legislativo,65,Deputado Pepa,13,7,0,6,0,0
2024,Projeto de Decreto Legislativo,57,Deputado Ricardo Vale,8,4,0,4,0,0
2024,Projeto de Decreto Legislativo,33,Deputado Robério Negreiros,5,4,0,1,0,0
2024,Projeto de Decreto Legislativo,67,Deputado Rogério Morro da Cruz,10,6,0,4,0,0
2024,Projeto de Decreto Legislativo,34,Deputado Roosevelt Vilela,8,3,0,5,0,0
2024,Projeto de Decreto Legislativo,66,Deputado Thiago Manzoni,11,6,1,4,0,0
2024,Projeto de Decreto Legislativo,58,Deputado Wellington Luiz,21,15,0,6,0,0
2024,Projeto de Lei,51,Comissão de Transporte e Mobilidade Urbana,1,1,0,0,0,0
2024,Projeto de Lei,42,Defensoria Pública do Distrito Federal,2,2,0,0,0,0
2024,Projeto de Lei,60,Deputada Dayse Amarilio,11,5,0,6,0,0
2024,Projeto de Lei,61,Deputada Doutora Jane,23,7,0,16,0,0
2024,Projeto de Lei,24,Deputada Jaqueline Silva,24,5,0,19,0,0
2024,Projeto de Lei,64,Deputada Paula Belmonte,25,3,1,21,0,0
2024,Projeto de Lei,15,Deputado Chico Vigilante,14,3,0,11,0,0
2024,Projeto de Lei,19,Deputado Eduardo Pedrosa,19,2,0,17,0,0
2024,Projeto de Lei,20,Deputado Fábio Felix,22,1,0,21,0,0
2024,Projeto de Lei,68,Deputado Gabriel Magno,17,3,0,14,0,0
2024,Projeto de Lei,22,Deputado Hermeto,26,4,1,21,0,0
2024,Projeto de Lei,23,Deputado Iolando,43,2,0,41,0,0
2024,Projeto de Lei,62,Deputado Joaquim Roriz Neto,14,2,0,12,0,0
2024,Projeto de Lei,26,Deputado Jorge Vianna,21,4,0,17,0,0
2024,Projeto de Lei,25,Deputado João Cardoso ,18,4,0,14,0,0
2024,Projeto de Lei,30,Deputado Martins Machado,8,3,0,5,0,0
2024,Projeto de Lei,63,Deputado Max Maciel,21,6,0,15,0,0
2024,Projeto de Lei,59,Deputado Pastor Daniel de Castro,84,6,0,78,0,0
2024,Projeto de Lei,65,Deputado Pepa,11,6,0,5,0,0
2024,Projeto de Lei,57,Deputado Ricardo Vale,18,6,0,12,0,0
2024,Projeto de Lei,33,Deputado Robério Negreiros,26,2,0,24,0,0
2024,Projeto de Lei,67,Deputado Rogério Morro da Cruz,33,4,0,29,0,0
2024,Projeto de Lei,34,Deputado Roosevelt Vilela,15,3,0,12,0,0
2024,Projeto de Lei,66,Deputado Thiago Manzoni,14,4,0,10,0,0
2024,Projeto de Lei,58,Deputado Wellington Luiz,37,9,0,28,0,0
2024,Projeto de Lei,56,Mesa Diretora,3,3,0,0,0,0
2024,Projeto de Lei,6,Poder Executivo,108,93,0,15,0,0
2024,Projeto de Lei,7,Tribunal de Contas do Distrito Federal,3,3,0,0,0,0
2024,Projeto de Lei Complementar,60,Deputada Dayse Amarilio,2,0,0,2,0,0
2024,Projeto de Lei Complementar,24,Deputada Jaqueline Silva,1,0,0,1,0,0
2024,Projeto de Lei Complementar,68,Deputado Gabriel Magno,1,0,0,1,0,0
2024,Projeto de Lei Complementar,23,Deputado Iolando,1,0,0,1,0,0
2024,Projeto de Lei Complementar,62,Deputado Joaquim Roriz Neto,1,0,0,1,0,0
2024,Projeto de Lei Complementar,63,Deputado Max Maciel,1,0,0,1,0,0
2024,Projeto de Lei Complementar,59,Deputado Pastor Daniel de Castro,6,0,0,6,0,0
2024,Projeto de Lei Complementar,66,Deputado Thiago Manzoni,1,0,0,1,0,0
2024,Projeto de Lei Complementar,6,Poder Executivo,10,7,0,3,0,0
2024,Projeto de Resolução,69,Comissão de Produção Rural e Abastecimento,1,0,0,1,0,0
2024,Projeto de Resolução,60,Deputada Dayse Amarilio,7,3,0,4,0,0
2024,Projeto de Resolução,61,Deputada Doutora Jane,3,0,0,3,0,0
2024,Projeto de Resolução,24,Deputada Jaqueline Silva,3,0,0,3,0,0
2024,Projeto de Resolução,64,Deputada Paula Belmonte,8,1,0,7,0,0
2024,Projeto de Resolução,15,Deputado Chico Vigilante,1,0,0,1,0,0
2024,Projeto de Resolução,17,Deputado Daniel Donizet,3,0,0,3,0,0
2024,Projeto de Resolução,19,Deputado Eduardo Pedrosa,7,2,0,5,0,0
2024,Projeto de Resolução,20,Deputado Fábio Felix,1,0,0,1,0,0
2024,Projeto de Resolução,68,Deputado Gabriel Magno,1,0,0,1,0,0
2024,Projeto de Resolução,22,Deputado Hermeto,1,0,0,1,0,0
2024,Projeto de Resolução,23,Deputado Iolando,2,0,0,2,0,0
2024,Projeto de Resolução,62,Deputado Joaquim Roriz Neto,4,1,0,3,0,0
2024,Projeto de Resolução,26,Deputado Jorge Vianna,1,1,0,0,0,0
2024,Projeto de Resolução,25,Deputado João Cardoso ,4,1,0,3,0,0
2024,Projeto de Resolução,30,Deputado Martins Machado,5,1,0,4,0,0
2024,Projeto de Resolução,63,Deputado Max Maciel,2,0,0,2,0,0
2024,Projeto de Resolução,59,Deputado Pastor Daniel de Castro,11,1,0,10,0,0
2024,Projeto de Resolução,65,Deputado Pepa,7,1,0,6,0,0
2024,Projeto de Resolução,33,Deputado Robério Negreiros,2,0,0,2,0,0
2024,Projeto de Resolução,67,Deputado Rogério Morro da Cruz,5,1,0,4,0,0
2024,Projeto de Resolução,66,Deputado Thiago Manzoni,3,1,0,2,0,0
2024,Projeto de Resolução,58,Deputado Wellington Luiz,3,0,0,3,0,0
2024,Projeto de Resolução,56,Mesa Diretora,5,3,0,2,0,0
2024,Proposta de Emenda à Lei Orgânica,60,Deputada Dayse Amarilio,3,1,0,2,0,0
2024,Proposta de Emenda à Lei Orgânica,61,Deputada Doutora Jane,3,1,0,2,0,0
2024,Proposta de Emenda à Lei Orgânica,24,Deputada Jaqueline Silva,4,1,0,3,0,0
2024,Proposta de Emenda à Lei Orgânica,64,Deputada Paula Belmonte,5,1,0,4,0,0
2024,Proposta de Emenda à Lei Orgânica,15,Deputado Chico Vigilante,2,1,0,1,0,0
2024,Proposta de Emenda à Lei Orgânica,17,Deputado Daniel Donizet,1,0,0,1,0,0
2024,Proposta de Emenda à Lei Orgânica,19,Deputado Eduardo Pedrosa,4,1,0,3,0,0
2024,Proposta de Emenda à Lei Orgânica,20,Deputado Fábio Felix,2,0,0,2,0,0
2024,Proposta de Emenda à Lei Orgânica,68,Deputado Gabriel Magno,2,1,0,1,0,0
2024,Proposta de Emenda à Lei Orgânica,22,Deputado Hermeto,1,1,0,0,0,0
2024,Proposta de Emenda à Lei Orgânica,62,Deputado Joaquim Roriz Neto,2,1,0,1,0,0
2024,Proposta de Emenda à Lei Orgânica,25,Deputado João Cardoso ,1,0,0,1,0,0
2024,Proposta de Emenda à Lei Orgânica,30,Deputado Martins Machado,1,1,0,0,0,0
2024,Proposta de Emenda à Lei Orgânica,63,Deputado Max Maciel,1,0,0,1,0,0
2024,Proposta de Emenda à Lei Orgânica,59,Deputado Pastor Daniel de Castro,4,1,0,3,0,0
2024,Proposta de Emenda à Lei Orgânica,65,Deputado Pepa,3,1,0,2,0,0
2024,Proposta de Emenda à Lei Orgânica,57,Deputado Ricardo Vale,4,1,0,3,0,0
2024,Proposta de Emenda à Lei Orgânica,67,Deputado Rogério Morro da Cruz,2,0,0,2,0,0
2024,Proposta de Emenda à Lei Orgânica,34,Deputado Roosevelt Vilela,2,1,0,1,0,0
2024,Proposta de Emenda à Lei Orgânica,58,Deputado Wellington Luiz,3,1,0,2,0,0
2024,Questão de Ordem,8,Comissão de Constituição e Justiça,1,0,0,0,1,0
2024,Recurso,20,Deputado Fábio Felix,1,0,0,0,1,0
2024,Recurso,34,Deputado Roosevelt Vilela,1,0,0,0,1,0
2024,Recurso,66,Deputado Thiago Manzoni,1,0,0,0,1,0
2024,Requerimento,43,Comissão de Assuntos Fundiários,1,0,0,0,1,0
2024,Requerimento,8,Comissão de Constituição e Justiça,1,0,0,0,1,0
2024,Requerimento,48,Comissão de Educação Saúde e Cultura,5,0,0,0,5,0
2024,Requerimento,49,Comissão de Fiscalização Governança Transparência Controle,15,0,0,0,15,0
2024,Requerimento,69,Comissão de Produção Rural e Abastecimento,1,0,0,0,1,0
2024,Requerimento,60,Deputada Dayse Amarilio,170,0,0,0,170,0
2024,Requerimento,61,Deputada Doutora Jane,91,0,0,0,91,0
2024,Requerimento,24,Deputada Jaqueline Silva,69,0,0,0,69,0
2024,Requerimento,64,Deputada Paula Belmonte,208,0,0,0,208,0
2024,Requerimento,15,Deputado Chico Vigilante,56,0,0,0,56,0
2024,Requerimento,17,Deputado Daniel Donizet,22,0,0,0,22,0
2024,Requerimento,19,Deputado Eduardo Pedrosa,128,0,0,0,128,0
2024,Requerimento,20,Deputado Fábio Felix,130,0,0,0,130,0
2024,Requerimento,68,Deputado Gabriel Magno,137,0,0,0,137,0
2024,Requerimento,22,Deputado Hermeto,35,0,0,0,35,0
2024,Requerimento,23,Deputado Iolando,38,0,0,0,38,0
2024,Requerimento,62,Deputado Joaquim Roriz Neto,21,0,0,0,21,0
2024,Requerimento,26,Deputado Jorge Vianna,41,0,0,0,41,0
2024,Requerimento,25,Deputado João Cardoso ,55,0,0,0,55,0
2024,Requerimento,30,Deputado Martins Machado,65,0,0,0,65,0
2024,Requerimento,63,Deputado Max Maciel,91,0,0,0,91,0
2024,Requerimento,59,Deputado Pastor Daniel de Castro,158,0,0,0,158,0
2024,Requerimento,65,Deputado Pepa,73,0,0,0,73,0
2024,Requerimento,57,Deputado Ricardo Vale,85,0,0,0,85,0
2024,Requerimento,33,Deputado Robério Negreiros,52,0,0,0,52,0
2024,Requerimento,67,Deputado Rogério Morro da Cruz,73,0,0,0,73,0
2024,Requerimento,34,Deputado Roosevelt Vilela,52,0,0,0,52,0
2024,Requerimento,66,Deputado Thiago Manzoni,71,0,0,0,71,0
2024,Requerimento,58,Deputado Wellington Luiz,60,0,0,0,60,0
2024,Requerimento,56,Mesa Diretora,1,0,0,0,1,0
2025,Indicação,49,Comissão de Fiscalização Governança Transparência Controle,1,0,0,0,1,0
2025,Indicação,60,Deputada Dayse Amarilio,43,0,0,0,43,0
2025,Indicação,61,Deputada Doutora Jane,71,0,0,0,71,0
2025,Indicação,24,Deputada Jaqueline Silva,139,0,0,0,139,0
2025,Indicação,64,Deputada Paula Belmonte,15,0,0,0,15,0
2025,Indicação,15,Deputado Chico Vigilante,6,0,0,0,6,0
2025,Indicação,17,Deputado Daniel Donizet,21,0,0,0,21,0
2025,Indicação,19,Deputado Eduardo Pedrosa,3,0,0,0,3,0
2025,Indicação,20,Deputado Fábio Felix,51,0,0,0,51,0
2025,Indicação,68,Deputado Gabriel Magno,33,0,0,0,33,0
2025,Indicação,22,Deputado Hermeto,41,0,0,0,41,0
2025,Indicação,23,Deputado Iolando,27,0,0,0,27,0
2025,Indicação,62,Deputado Joaquim Roriz Neto,1490,0,0,0,1490,0
2025,Indicação,26,Deputado Jorge Vianna,13,0,0,0,13,0
2025,Indicação,25,Deputado João Cardoso ,3,0,0,0,3,0
2025,Indicação,30,Deputado Martins Machado,11,0,0,0,11,0
2025,Indicação,63,Deputado Max Maciel,191,0,0,0,191,0
2025,Indicação,59,Deputado Pastor Daniel de Castro,115,0,0,0,115,0
2025,Indicação,65,Deputado Pepa,107,0,0,0,107,0
2025,Indicação,57,Deputado Ricardo Vale,114,0,0,0,114,0
2025,Indicação,33,Deputado Robério Negreiros,32,0,0,0,32,0
2025,Indicação,67,Deputado Rogério Morro da Cruz,36,0,0,0,36,0
2025,Indicação,34,Deputado Roosevelt Vilela,4,0,0,0,4,0
2025,Indicação,66,Deputado Thiago Manzoni,19,0,0,0,19,0
2025,Indicação,58,Deputado Wellington Luiz,86,0,0,0,86,0
2025,Moção,60,Deputada Dayse Amarilio,46,0,0,0,46,0
2025,Moção,61,Deputada Doutora Jane,53,0,0,0,53,0
2025,Moção,24,Deputada Jaqueline Silva,10,0,0,0,10,0
2025,Moção,64,Deputada Paula Belmonte,20,0,0,0,20,0
2025,Moção,15,Deputado Chico Vigilante,7,0,0,0,7,0
2025,Moção,17,Deputado Daniel Donizet,3,0,0,0,3,0
2025,Moção,19,Deputado Eduardo Pedrosa,64,0,0,0,64,0
2025,Moção,20,Deputado Fábio Felix,13,0,0,0,13,0
2025,Moção,68,Deputado Gabriel Magno,36,0,0,0,36,0
2025,Moção,22,Deputado Hermeto,68,0,0,0,68,0
2025,Moção,23,Deputado Iolando,14,0,0,0,14,0
2025,Moção,62,Deputado Joaquim Roriz Neto,3,0,0,0,3,0
2025,Moção,26,Deputado Jorge Vianna,72,0,0,0,72,0
2025,Moção,25,Deputado João Cardoso ,22,0,0,0,22,0
2025,Moção,30,Deputado Martins Machado,38,0,0,0,38,0
2025,Moção,63,Deputado Max Maciel,11,0,0,0,11,0
2025,Moção,59,Deputado Pastor Daniel de Castro,27,0,0,0,27,0
2025,Moção,65,Deputado Pepa,9,0,0,0,9,0
2025,Moção,57,Deputado Ricardo Vale,25,0,0,0,25,0
2025,Moção,33,Deputado Robério Negreiros,14,0,0,0,14,0
2025,Moção,67,Deputado Rogério Morro da Cruz,15,0,0,0,15,0
2025,Moção,34,Deputado Roosevelt Vilela,39,0,0,0,39,0
2025,Moção,66,Deputado Thiago Manzoni,12,0,0,0,12,0
2025,Moção,58,Deputado Wellington Luiz,26,0,0,0,26,0
2025,Proc,6,Poder Executivo,20,0,0,20,0,0
2025,Projeto de Decreto Legislativo,8,Comissão de Constituição e Justiça,1,1,0,0,0,0
2025,Projeto de Decreto Legislativo,47,Comissão de Desenvolvimento Econômico Sustentável Ciência Tecnologia Meio Ambiente e Turismo,2,1,0,1,0,0
2025,Projeto de Decreto Legislativo,9,"Comissão de Economia, Orçamento e Finanças",14,11,0,3,0,0
2025,Projeto de Decreto Legislativo,236,Comissão de Saúde,1,0,0,1,0,0
2025,Projeto de Decreto Legislativo,60,Deputada Dayse Amarilio,1,0,0,1,0,0
2025,Projeto de Decreto Legislativo,61,Deputada Doutora Jane,2,2,0,0,0,0
2025,Projeto de Decreto Legislativo,24,Deputada Jaqueline Silva,8,6,0,2,0,0
2025,Projeto de Decreto Legislativo,64,Deputada Paula Belmonte,7,7,0,0,0,0
2025,Projeto de Decreto Legislativo,15,Deputado Chico Vigilante,9,4,0,5,0,0
2025,Projeto de Decreto Legislativo,17,Deputado Daniel Donizet,1,1,0,0,0,0
2025,Projeto de Decreto Legislativo,19,Deputado Eduardo Pedrosa,16,7,0,9,0,0
2025,Projeto de Decreto Legislativo,20,Deputado Fábio Felix,5,2,0,3,0,0
2025,Projeto de Decreto Legislativo,68,Deputado Gabriel Magno,6,1,0,5,0,0
2025,Projeto de Decreto Legislativo,22,Deputado Hermeto,5,3,0,2,0,0
2025,Projeto de Decreto Legislativo,23,Deputado Iolando,4,3,0,1,0,0
2025,Projeto de Decreto Legislativo,62,Deputado Joaquim Roriz Neto,2,1,0,1,0,0
2025,Projeto de Decreto Legislativo,26,Deputado Jorge Vianna,7,6,0,1,0,0
2025,Projeto de Decreto Legislativo,25,Deputado João Cardoso ,7,4,0,3,0,0
2025,Projeto de Decreto Legislativo,30,Deputado Martins Machado,8,3,0,5,0,0
2025,Projeto de Decreto Legislativo,63,Deputado Max Maciel,4,3,0,1,0,0
2025,Projeto de Decreto Legislativo,59,Deputado Pastor Daniel de Castro,13,3,0,10,0,0
2025,Projeto de Decreto Legislativo,65,Deputado Pepa,5,4,0,1,0,0
2025,Projeto de Decreto Legislativo,57,Deputado Ricardo Vale,8,4,0,4,0,0
2025,Projeto de Decreto Legislativo,33,Deputado Robério Negreiros,2,2,0,0,0,0
2025,Projeto de Decreto Legislativo,67,Deputado Rogério Morro da Cruz,6,2,0,4,0,0
2025,Projeto de Decreto Legislativo,34,Deputado Roosevelt Vilela,6,3,0,3,0,0
2025,Projeto de Decreto Legislativo,66,Deputado Thiago Manzoni,10,5,0,5,0,0
2025,Projeto de Decreto Legislativo,58,Deputado Wellington Luiz,11,4,0,7,0,0
2025,Projeto de Decreto Legislativo,56,Mesa Diretora,1,1,0,0,0,0
2025,Projeto de Lei,42,Defensoria Pública do Distrito Federal,1,1,0,0,0,0
2025,Projeto de Lei,60,Deputada Dayse Amarilio,12,6,0,6,0,0
2025,Projeto de Lei,61,Deputada Doutora Jane,16,5,0,11,0,0
2025,Projeto de Lei,24,Deputada Jaqueline Silva,25,7,0,18,0,0
2025,Projeto de Lei,64,Deputada Paula Belmonte,19,4,0,15,0,0
2025,Projeto de Lei,15,Deputado Chico Vigilante,11,3,0,8,0,0
2025,Projeto de Lei,17,Deputado Daniel Donizet,1,0,0,1,0,0
2025,Projeto de Lei,19,Deputado Eduardo Pedrosa,27,6,0,21,0,0
2025,Projeto de Lei,20,Deputado Fábio Felix,22,1,0,21,0,0
2025,Projeto de Lei,68,Deputado Gabriel Magno,11,0,0,11,0,0
2025,Projeto de Lei,22,Deputado Hermeto,18,6,0,12,0,0
2025,Projeto de Lei,23,Deputado Iolando,58,4,0,54,0,0
2025,Projeto de Lei,62,Deputado Joaquim Roriz Neto,11,3,0,8,0,0
2025,Projeto de Lei,26,Deputado Jorge Vianna,20,5,0,15,0,0
2025,Projeto de Lei,25,Deputado João Cardoso ,18,2,0,16,0,0
2025,Projeto de Lei,30,Deputado Martins Machado,12,4,0,8,0,0
2025,Projeto de Lei,63,Deputado Max Maciel,13,0,0,13,0,0
2025,Projeto de Lei,59,Deputado Pastor Daniel de Castro,75,4,0,71,0,0
2025,Projeto de Lei,65,Deputado Pepa,18,3,0,15,0,0
2025,Projeto de Lei,57,Deputado Ricardo Vale,20,2,0,18,0,0
2025,Projeto de Lei,33,Deputado Robério Negreiros,42,2,0,40,0,0
2025,Projeto de Lei,67,Deputado Rogério Morro da Cruz,24,1,0,23,0,0
2025,Projeto de Lei,34,Deputado Roosevelt Vilela,35,3,0,32,0,0
2025,Projeto de Lei,66,Deputado Thiago Manzoni,15,4,0,11,0,0
2025,Projeto de Lei,58,Deputado Wellington Luiz,23,6,1,16,0,0
