deputado,chave,ano,mes,locacao_e_manutencao_de_imoveis,locacao_de_maquinas_e_equipamentos,aquisicao_de_material,locacao_de_veiculos,combustivel_e_lubrificante,assessoria_ou_consultoria_juridica,assessoria_ou_consultoria_especializada,divulgacao_de_atividade_parlamentar,outros,soma_das_rubricas,total_no_quadro,rubricas_somam,glosa,teto_mensal_autorizado,linhas_do_painel,as_of
JOAQUIM RORIZ NETO,JOAQUIM RORIZ NETO,2025,12,0.00,0.00,0.00,7000.00,0.00,0.00,649.00,4348.06,0.00,11997.06,11997.06,sim,0.00,20864.78,1,2026-09-01
JOAQUIM RORIZ NETO,JOAQUIM RORIZ NETO,2026,1,0.00,0.00,0.00,7000.00,0.00,0.00,649.00,3500.00,0.00,11149.00,11149.00,sim,0.00,20864.78,1,2026-09-01
JOAQUIM RORIZ NETO,JOAQUIM RORIZ NETO,2026,2,0.00,0.00,0.00,7000.00,0.00,0.00,649.00,3600.00,0.00,11249.00,11249.00,sim,0.00,20864.78,1,2026-09-01
JOAQUIM RORIZ NETO,JOAQUIM RORIZ NETO,2026,3,0.00,0.00,0.00,7000.00,0.00,0.00,649.00,3539.84,0.00,11188.84,11188.84,sim,0.00,20864.78,1,2026-09-01
JOAQUIM RORIZ NETO,JOAQUIM RORIZ NETO,2026,4,0.00,0.00,0.00,7000.00,0.00,0.00,649.00,5000.00,0.00,12649.00,12649.00,sim,0.00,20864.78,1,2026-09-01
JOAQUIM RORIZ NETO,JOAQUIM RORIZ NETO,2026,5,0.00,0.00,0.00,7000.00,0.00,0.00,649.00,4747.93,0.00,12396.93,12396.93,sim,0.00,20864.78,1,2026-09-01
JOAQUIM RORIZ NETO,JOAQUIM RORIZ NETO,2026,6,0.00,0.00,0.00,7000.00,0.00,0.00,649.00,4565.44,0.00,12214.44,12214.44,sim,0.00,20864.78,1,2026-09-01
JORGE VIANNA,JORGE VIANNA,2023,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,sim,0.00,17681.99,1,2026-09-01
JORGE VIANNA,JORGE VIANNA,2023,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,sim,0.00,17681.99,1,2026-09-01
JORGE VIANNA,JORGE VIANNA,2023,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,sim,0.00,17681.99,1,2026-09-01
JORGE VIANNA,JORGE VIANNA,2023,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,sim,0.00,18472.91,1,2026-09-01
JORGE VIANNA,JORGE VIANNA,2023,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,sim,0.00,18472.91,1,2026-09-01
JORGE VIANNA,JORGE VIANNA,2023,6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,sim,0.00,18472.91,1,2026-09-01
JORGE VIANNA,JORGE VIANNA,2023,7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,sim,0.00,18472.91,1,2026-09-01
JORGE VIANNA,JORGE VIANNA,2023,8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,sim,0.00,18472.91,1,2026-09-01
JORGE VIANNA,JORGE VIANNA,2023,9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,sim,0.00,18472.91,1,2026-09-01
JORGE VIANNA,JORGE VIANNA,2023,10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,sim,0.00,18472.91,1,2026-09-01
JORGE VIANNA,JORGE VIANNA,2023,11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,sim,0.00,18472.91,1,2026-09-01
JORGE VIANNA,JORGE VIANNA,2023,12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,sim,0.00,18472.91,1,2026-09-01
JORGE VIANNA,JORGE VIANNA,2024,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,sim,0.00,18472.91,1,2026-09-01
JORGE VIANNA,JORGE VIANNA,2024,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,sim,0.00,19803.83,1,2026-09-01
JORGE VIANNA,JORGE VIANNA,2024,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,sim,0.00,19803.83,1,2026-09-01
JORGE VIANNA,JORGE VIANNA,2024,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,sim,0.00,19803.83,1,2026-09-01
JORGE VIANNA,JORGE VIANNA,2024,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,sim,0.00,19803.83,1,2026-09-01
JORGE VIANNA,JORGE VIANNA,2024,6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,sim,0.00,19803.83,1,2026-09-01
JORGE VIANNA,JORGE VIANNA,2024,7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,sim,0.00,19803.83,1,2026-09-01
JORGE VIANNA,JORGE VIANNA,2024,8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,sim,0.00,19803.83,1,2026-09-01
JORGE VIANNA,JORGE VIANNA,2024,9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,sim,0.00,19803.83,1,2026-09-01
JORGE VIANNA,JORGE VIANNA,2024,10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,sim,0.00,19803.83,1,2026-09-01
JORGE VIANNA,JORGE VIANNA,2024,11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,sim,0.00,19803.83,1,2026-09-01
JORGE VIANNA,JORGE VIANNA,2024,12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,sim,0.00,19803.83,1,2026-09-01
JORGE VIANNA,JORGE VIANNA,2025,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,sim,0.00,19803.83,1,2026-09-01
JORGE VIANNA,JORGE VIANNA,2025,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,sim,0.00,20864.78,1,2026-09-01
JORGE VIANNA,JORGE VIANNA,2025,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,sim,0.00,20864.78,1,2026-09-01
JORGE VIANNA,JORGE VIANNA,2025,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,sim,0.00,20864.78,1,2026-09-01
JORGE VIANNA,JORGE VIANNA,2025,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,sim,0.00,20864.78,1,2026-09-01
JORGE VIANNA,JORGE VIANNA,2025,6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,sim,0.00,20864.78,1,2026-09-01
JORGE VIANNA,JORGE VIANNA,2025,7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,sim,0.00,20864.78,1,2026-09-01
JORGE VIANNA,JORGE VIANNA,2025,8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,sim,0.00,20864.78,1,2026-09-01
JORGE VIANNA,JORGE VIANNA,2025,9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,sim,0.00,20864.78,1,2026-09-01
JORGE VIANNA,JORGE VIANNA,2025,10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,sim,0.00,20864.78,1,2026-09-01
JORGE VIANNA,JORGE VIANNA,2025,11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,sim,0.00,20864.78,1,2026-09-01
JORGE VIANNA,JORGE VIANNA,2025,12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,sim,0.00,20864.78,1,2026-09-01
JORGE VIANNA,JORGE VIANNA,2026,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,sim,0.00,20864.78,1,2026-09-01
JORGE VIANNA,JORGE VIANNA,2026,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,sim,0.00,20864.78,1,2026-09-01
JORGE VIANNA,JORGE VIANNA,2026,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,sim,0.00,20864.78,1,2026-09-01
JORGE VIANNA,JORGE VIANNA,2026,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,sim,0.00,20864.78,1,2026-09-01
JORGE VIANNA,JORGE VIANNA,2026,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,sim,0.00,20864.78,1,2026-09-01
JORGE VIANNA,JORGE VIANNA,2026,6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,sim,0.00,20864.78,1,2026-09-01
MARCOS MARTINS MACHADO,MARTINS MACHADO,2023,1,0.00,0.00,0.00,5890.00,629.08,0.00,5000.00,0.00,0.00,11519.08,11519.08,sim,0.00,17681.99,1,2026-09-01
MARCOS MARTINS MACHADO,MARTINS MACHADO,2023,2,0.00,0.00,0.00,5890.00,811.75,0.00,5000.00,0.00,0.00,11701.75,11701.75,sim,0.00,17681.99,1,2026-09-01
MARCOS MARTINS MACHADO,MARTINS MACHADO,2023,3,0.00,0.00,0.00,5990.00,600.00,0.00,5000.00,0.00,0.00,11590.00,11590.00,sim,0.00,17681.99,1,2026-09-01
MARCOS MARTINS MACHADO,MARTINS MACHADO,2023,4,0.00,0.00,0.00,5990.00,528.59,0.00,5000.00,0.00,0.00,11518.59,11518.59,sim,0.00,18472.91,1,2026-09-01
MARCOS MARTINS MACHADO,MARTINS MACHADO,2023,5,0.00,0.00,0.00,5990.00,850.00,0.00,0.00,5000.00,0.00,11840.00,11840.00,sim,0.00,18472.91,1,2026-09-01
MARCOS MARTINS MACHADO,MARTINS MACHADO,2023,6,0.00,0.00,0.00,5990.00,802.34,0.00,0.00,5000.00,0.00,11792.34,11792.34,sim,0.00,18472.91,1,2026-09-01
MARCOS MARTINS MACHADO,MARTINS MACHADO,2023,7,0.00,0.00,0.00,5990.00,900.00,0.00,0.00,5000.00,0.00,11890.00,11890.00,sim,0.00,18472.91,1,2026-09-01
MARCOS MARTINS MACHADO,MARTINS MACHADO,2023,8,0.00,0.00,0.00,5990.00,1050.00,0.00,0.00,5000.00,0.00,12040.00,12040.00,sim,0.00,18472.91,1,2026-09-01
MARCOS MARTINS MACHADO,MARTINS MACHADO,2023,9,0.00,0.00,0.00,5990.00,550.00,0.00,0.00,5000.00,0.00,11540.00,11540.00,sim,0.00,18472.91,1,2026-09-01
MARCOS MARTINS MACHADO,MARTINS MACHADO,2023,10,0.00,0.00,0.00,5990.00,650.00,0.00,0.00,5000.00,0.00,11640.00,16956.00,não,0.00,18472.91,1,2026-09-01
MARCOS MARTINS MACHADO,MARTINS MACHADO,2023,11,0.00,0.00,0.00,5990.00,150.00,0.00,0.00,5000.00,0.00,11140.00,16640.00,não,0.00,18472.91,1,2026-09-01
MARCOS MARTINS MACHADO,MARTINS MACHADO,2023,12,0.00,0.00,0.00,5990.00,773.74,0.00,0.00,5000.00,0.00,11763.74,17263.74,não,0.00,18472.91,1,2026-09-01
MARCOS MARTINS MACHADO,MARTINS MACHADO,2024,1,0.00,0.00,0.00,5990.00,531.00,0.00,0.00,5000.00,0.00,11521.00,17021.00,não,0.00,18472.91,1,2026-09-01
MARCOS MARTINS MACHADO,MARTINS MACHADO,2024,2,0.00,0.00,0.00,5990.00,575.00,0.00,0.00,5000.00,0.00,11565.00,17065.00,não,0.00,19803.83,1,2026-09-01
MARCOS MARTINS MACHADO,MARTINS MACHADO,2024,3,0.00,0.00,0.00,5990.00,883.37,5500.00,0.00,5000.00,0.00,17373.37,17373.37,sim,0.00,19803.83,1,2026-09-01
MARCOS MARTINS MACHADO,MARTINS MACHADO,2024,4,0.00,0.00,0.00,5990.00,958.23,5500.00,0.00,5000.00,0.00,17448.23,17448.23,sim,0.00,19803.83,1,2026-09-01
MARCOS MARTINS MACHADO,MARTINS MACHADO,2024,5,0.00,0.00,0.00,5990.00,1430.99,5500.00,0.00,5000.00,0.00,17920.99,17920.99,sim,0.00,19803.83,1,2026-09-01
MARCOS MARTINS MACHADO,MARTINS MACHADO,2024,6,0.00,0.00,0.00,5990.00,958.50,5500.00,0.00,5000.00,0.00,17448.50,17448.50,sim,0.00,19803.83,1,2026-09-01
MARCOS MARTINS MACHADO,MARTINS MACHADO,2024,7,0.00,0.00,0.00,5990.00,1533.21,5500.00,0.00,5000.00,0.00,18023.21,18023.21,sim,0.00,19803.83,1,2026-09-01
MARCOS MARTINS MACHADO,MARTINS MACHADO,2024,8,0.00,0.00,0.00,5990.00,1509.27,5500.00,0.00,5000.00,0.00,17999.27,17999.27,sim,0.00,19803.83,1,2026-09-01
MARCOS MARTINS MACHADO,MARTINS MACHADO,2024,9,0.00,0.00,0.00,5990.00,1525.21,5500.00,0.00,5000.00,0.00,18015.21,18015.21,sim,0.00,19803.83,1,2026-09-01
MARCOS MARTINS MACHADO,MARTINS MACHADO,2024,10,0.00,0.00,0.00,5990.00,783.10,5500.00,0.00,5000.00,0.00,17273.10,17273.10,sim,0.00,19803.83,1,2026-09-01
MARCOS MARTINS MACHADO,MARTINS MACHADO,2024,11,0.00,0.00,0.00,5990.00,1553.56,5500.00,0.00,5000.00,0.00,18043.56,18043.56,sim,0.00,19803.83,1,2026-09-01
MARCOS MARTINS MACHADO,MARTINS MACHADO,2024,12,0.00,0.00,0.00,5990.00,1040.54,5500.00,0.00,5000.00,0.00,17530.54,17530.54,sim,0.00,19803.83,1,2026-09-01
MARCOS MARTINS MACHADO,MARTINS MACHADO,2025,1,0.00,0.00,0.00,5990.00,1531.07,5500.00,0.00,5000.00,0.00,18021.07,18021.07,sim,0.00,19803.83,1,2026-09-01
MARCOS MARTINS MACHADO,MARTINS MACHADO,2025,2,0.00,0.00,0.00,5990.00,1469.65,5500.00,0.00,5000.00,0.00,17959.65,17959.65,sim,0.00,20864.78,1,2026-09-01
MARCOS MARTINS MACHADO,MARTINS MACHADO,2025,3,0.00,0.00,0.00,5990.00,1494.64,5500.00,0.00,5000.00,0.00,17984.64,17984.64,sim,0.00,20864.78,1,2026-09-01
MARCOS MARTINS MACHADO,MARTINS MACHADO,2025,4,0.00,0.00,0.00,5990.00,1404.14,5500.00,0.00,5000.00,0.00,17894.14,17894.14,sim,0.00,20864.78,1,2026-09-01
MARCOS MARTINS MACHADO,MARTINS MACHADO,2025,5,0.00,0.00,0.00,5990.00,1479.94,5500.00,0.00,5000.00,0.00,17969.94,17969.94,sim,0.00,20864.78,1,2026-09-01
MARCOS MARTINS MACHADO,MARTINS MACHADO,2025,6,0.00,0.00,0.00,5990.00,1048.06,5500.00,0.00,5000.00,0.00,17538.06,17538.06,sim,0.00,20864.78,1,2026-09-01
MARCOS MARTINS MACHADO,MARTINS MACHADO,2025,7,0.00,0.00,0.00,5990.00,0.00,5500.00,0.00,5000.00,0.00,16490.00,16490.00,sim,0.00,20864.78,1,2026-09-01
MARCOS MARTINS MACHADO,MARTINS MACHADO,2025,8,0.00,0.00,0.00,5990.00,0.00,5500.00,0.00,5000.00,0.00,16490.00,16490.00,sim,0.00,20864.78,1,2026-09-01
MARCOS MARTINS MACHADO,MARTINS MACHADO,2025,9,0.00,0.00,0.00,5990.00,0.00,5500.00,0.00,5000.00,0.00,16490.00,16490.00,sim,0.00,20864.78,1,2026-09-01
MARCOS MARTINS MACHADO,MARTINS MACHADO,2025,10,0.00,0.00,0.00,5990.00,0.00,5500.00,0.00,5000.00,0.00,16490.00,16490.00,sim,0.00,20864.78,1,2026-09-01
MARCOS MARTINS MACHADO,MARTINS MACHADO,2025,11,0.00,0.00,0.00,4200.00,0.00,5500.00,0.00,5000.00,0.00,14700.00,14700.00,sim,0.00,20864.78,1,2026-09-01
MARCOS MARTINS MACHADO,MARTINS MACHADO,2025,12,0.00,0.00,0.00,4200.00,0.00,5500.00,0.00,5000.00,0.00,14700.00,14700.00,sim,0.00,20864.78,1,2026-09-01
MARCOS MARTINS MACHADO,MARTINS MACHADO,2026,1,0.00,0.00,0.00,4200.00,0.00,5500.00,0.00,5000.00,0.00,14700.00,14700.00,sim,0.00,20864.78,1,2026-09-01
MARCOS MARTINS MACHADO,MARTINS MACHADO,2026,2,0.00,0.00,0.00,4200.00,0.00,5500.00,0.00,5000.00,0.00,14700.00,14700.00,sim,0.00,20864.78,1,2026-09-01
MARCOS MARTINS MACHADO,MARTINS MACHADO,2026,3,0.00,0.00,0.00,4200.00,0.00,5500.00,0.00,5000.00,0.00,14700.00,14700.00,sim,0.00,20864.78,1,2026-09-01
MARCOS MARTINS MACHADO,MARTINS MACHADO,2026,4,0.00,0.00,0.00,5000.00,0.00,5500.00,0.00,5000.00,0.00,15500.00,15500.00,sim,0.00,20864.78,1,2026-09-01
MARCOS MARTINS MACHADO,MARTINS MACHADO,2026,5,0.00,0.00,0.00,5000.00,0.00,5500.00,0.00,5000.00,0.00,15500.00,15500.00,sim,0.00,20864.78,1,2026-09-01
MARCOS MARTINS MACHADO,MARTINS MACHADO,2026,6,0.00,0.00,0.00,5000.00,0.00,5500.00,0.00,5000.00,0.00,15500.00,15500.00,sim,0.00,20864.78,1,2026-09-01
MAX MACIEL,MAX MACIEL,2023,1,0.00,0.00,0.00,2900.00,1001.18,0.00,886.00,0.00,0.00,4787.18,4787.18,sim,0.00,17681.99,1,2026-09-01
MAX MACIEL,MAX MACIEL,2023,2,0.00,0.00,0.00,2900.00,816.23,0.00,886.00,0.00,0.00,4602.23,4602.23,sim,0.00,17681.99,1,2026-09-01
MAX MACIEL,MAX MACIEL,2023,3,0.00,0.00,0.00,2900.00,1721.36,0.00,586.00,600.00,0.00,5807.36,5807.36,sim,0.00,17681.99,1,2026-09-01
MAX MACIEL,MAX MACIEL,2023,4,0.00,0.00,0.00,2900.00,1009.49,0.00,586.00,0.00,0.00,4495.49,4495.49,sim,0.00,18472.91,1,2026-09-01
MAX MACIEL,MAX MACIEL,2023,5,0.00,4000.00,0.00,2900.00,1486.95,0.00,586.00,0.00,0.00,8972.95,8972.95,sim,0.00,18472.91,1,2026-09-01
MAX MACIEL,MAX MACIEL,2023,6,0.00,0.00,0.00,2900.00,931.70,0.00,586.00,0.00,0.00,4417.70,4417.70,sim,0.00,18472.91,1,2026-09-01
MAX MACIEL,MAX MACIEL,2023,7,0.00,0.00,0.00,2900.00,478.31,0.00,586.00,0.00,0.00,3964.31,3964.31,sim,0.00,18472.91,1,2026-09-01
MAX MACIEL,MAX MACIEL,2023,8,0.00,0.00,0.00,2900.00,1308.10,0.00,586.00,0.00,0.00,4794.10,4794.10,sim,0.00,18472.91,1,2026-09-01
MAX MACIEL,MAX MACIEL,2023,9,0.00,0.00,0.00,2900.00,1117.87,0.00,586.00,0.00,0.00,4603.87,4603.87,sim,0.00,18472.91,1,2026-09-01
MAX MACIEL,MAX MACIEL,2023,10,0.00,0.00,0.00,2900.00,810.33,0.00,586.00,0.00,0.00,4296.33,4296.33,sim,0.00,18472.91,1,2026-09-01
MAX MACIEL,MAX MACIEL,2023,11,0.00,0.00,0.00,2900.00,1045.51,0.00,586.00,0.00,0.00,4531.51,4531.51,sim,0.00,18472.91,1,2026-09-01
MAX MACIEL,MAX MACIEL,2023,12,0.00,0.00,0.00,2900.00,635.40,0.00,586.00,0.00,0.00,4121.40,4121.40,sim,0.00,18472.91,1,2026-09-01
MAX MACIEL,MAX MACIEL,2024,1,0.00,0.00,0.00,2900.00,553.39,0.00,586.00,1267.00,0.00,5306.39,5306.39,sim,0.00,18472.91,1,2026-09-01
MAX MACIEL,MAX MACIEL,2024,2,0.00,0.00,0.00,2900.00,957.03,0.00,586.00,1267.00,0.00,5710.03,5710.03,sim,0.00,19803.83,1,2026-09-01
MAX MACIEL,MAX MACIEL,2024,3,0.00,0.00,0.00,2900.00,1021.92,0.00,586.00,1267.00,0.00,5774.92,5774.92,sim,0.00,19803.83,1,2026-09-01
MAX MACIEL,MAX MACIEL,2024,4,0.00,0.00,0.00,2900.00,1042.63,0.00,586.00,0.00,0.00,4528.63,4528.63,sim,0.00,19803.83,1,2026-09-01
MAX MACIEL,MAX MACIEL,2024,5,0.00,0.00,0.00,2900.00,1119.77,0.00,586.00,0.00,0.00,4605.77,4605.77,sim,0.00,19803.83,1,2026-09-01
MAX MACIEL,MAX MACIEL,2024,6,0.00,0.00,0.00,2900.00,791.69,0.00,586.00,0.00,0.00,4277.69,4277.69,sim,0.00,19803.83,1,2026-09-01
MAX MACIEL,MAX MACIEL,2024,7,0.00,0.00,0.00,4400.00,524.29,0.00,586.00,0.00,0.00,5510.29,5510.29,sim,0.00,19803.83,1,2026-09-01
MAX MACIEL,MAX MACIEL,2024,8,0.00,0.00,0.00,4400.00,1060.39,0.00,586.00,0.00,0.00,6046.39,6046.39,sim,0.00,19803.83,1,2026-09-01
MAX MACIEL,MAX MACIEL,2024,9,0.00,0.00,0.00,4400.00,665.15,0.00,586.00,0.00,0.00,5651.15,5651.15,sim,0.00,19803.83,1,2026-09-01
MAX MACIEL,MAX MACIEL,2024,10,0.00,0.00,0.00,4400.00,1224.96,0.00,0.00,0.00,0.00,5624.96,5624.96,sim,0.00,19803.83,1,2026-09-01
MAX MACIEL,MAX MACIEL,2024,11,0.00,0.00,0.00,4400.00,797.19,0.00,0.00,0.00,0.00,5197.19,5197.19,sim,0.00,19803.83,1,2026-09-01
MAX MACIEL,MAX MACIEL,2024,12,0.00,0.00,0.00,4400.00,913.20,0.00,0.00,0.00,0.00,5313.20,5313.20,sim,0.00,19803.83,1,2026-09-01
MAX MACIEL,MAX MACIEL,2025,1,0.00,0.00,0.00,4400.00,627.55,0.00,0.00,0.00,0.00,5027.55,5027.55,sim,0.00,19803.83,1,2026-09-01
MAX MACIEL,MAX MACIEL,2025,2,0.00,0.00,0.00,3238.66,1438.09,0.00,0.00,0.00,0.00,4676.75,4676.75,sim,0.00,20864.78,1,2026-09-01
MAX MACIEL,MAX MACIEL,2025,3,0.00,0.00,0.00,3390.00,1517.29,0.00,0.00,0.00,0.00,4907.29,4907.29,sim,0.00,20864.78,1,2026-09-01
MAX MACIEL,MAX MACIEL,2025,4,0.00,0.00,0.00,3390.00,1159.05,0.00,0.00,0.00,0.00,4549.05,4549.05,sim,0.00,20864.78,1,2026-09-01
MAX MACIEL,MAX MACIEL,2025,5,0.00,0.00,0.00,3390.00,1238.40,0.00,3000.00,0.00,0.00,7628.40,7628.40,sim,0.00,20864.78,1,2026-09-01
MAX MACIEL,MAX MACIEL,2025,6,0.00,0.00,0.00,3390.00,1180.09,0.00,0.00,0.00,0.00,4570.09,4570.09,sim,0.00,20864.78,1,2026-09-01
MAX MACIEL,MAX MACIEL,2025,7,0.00,0.00,0.00,3390.00,163.67,0.00,0.00,0.00,0.00,3553.67,3553.67,sim,0.00,20864.78,1,2026-09-01
MAX MACIEL,MAX MACIEL,2025,8,0.00,0.00,0.00,3390.00,0.00,0.00,0.00,0.00,0.00,3390.00,3390.00,sim,0.00,20864.78,1,2026-09-01
MAX MACIEL,MAX MACIEL,2025,9,0.00,0.00,0.00,3390.00,0.00,0.00,0.00,0.00,0.00,3390.00,3390.00,sim,0.00,20864.78,1,2026-09-01
MAX MACIEL,MAX MACIEL,2025,10,0.00,0.00,0.00,3390.00,0.00,0.00,0.00,5000.00,0.00,8390.00,8390.00,sim,0.00,20864.78,1,2026-09-01
MAX MACIEL,MAX MACIEL,2025,11,0.00,0.00,0.00,3390.00,0.00,0.00,0.00,5000.00,0.00,8390.00,8390.00,sim,0.00,20864.78,1,2026-09-01
MAX MACIEL,MAX MACIEL,2025,12,0.00,0.00,0.00,3390.00,0.00,0.00,0.00,5000.00,0.00,8390.00,8390.00,sim,0.00,20864.78,1,2026-09-01
MAX MACIEL,MAX MACIEL,2026,1,0.00,0.00,0.00,3390.00,0.00,0.00,0.00,5000.00,0.00,8390.00,8390.00,sim,0.00,20864.78,1,2026-09-01
MAX MACIEL,MAX MACIEL,2026,2,0.00,0.00,0.00,1816.07,0.00,0.00,0.00,5000.00,0.00,6816.07,6816.07,sim,0.00,20864.78,1,2026-09-01
MAX MACIEL,MAX MACIEL,2026,3,0.00,0.00,0.00,3770.00,0.00,0.00,0.00,5000.00,0.00,8770.00,8770.00,sim,0.00,20864.78,1,2026-09-01
MAX MACIEL,MAX MACIEL,2026,4,0.00,0.00,0.00,3770.00,0.00,0.00,0.00,5000.00,0.00,8770.00,8770.00,sim,0.00,20864.78,1,2026-09-01
MAX MACIEL,MAX MACIEL,2026,5,0.00,0.00,0.00,3770.00,0.00,0.00,0.00,5000.00,0.00,8770.00,8770.00,sim,0.00,20864.78,1,2026-09-01
MAX MACIEL,MAX MACIEL,2026,6,0.00,0.00,0.00,3770.00,0.00,0.00,0.00,0.00,0.00,3770.00,3770.00,sim,0.00,20864.78,1,2026-09-01
PASTOR DANIEL DE CASTRO,PASTOR DANIEL DE CASTRO,2023,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,sim,0.00,17681.99,1,2026-09-01
PASTOR DANIEL DE CASTRO,PASTOR DANIEL DE CASTRO,2023,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,sim,0.00,17681.99,1,2026-09-01
PASTOR DANIEL DE CASTRO,PASTOR DANIEL DE CASTRO,2023,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,sim,0.00,17681.99,1,2026-09-01
PASTOR DANIEL DE CASTRO,PASTOR DANIEL DE CASTRO,2023,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,sim,0.00,18472.91,1,2026-09-01
PASTOR DANIEL DE CASTRO,PASTOR DANIEL DE CASTRO,2023,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,sim,0.00,18472.91,1,2026-09-01
PASTOR DANIEL DE CASTRO,PASTOR DANIEL DE CASTRO,2023,6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,sim,0.00,18472.91,1,2026-09-01
PASTOR DANIEL DE CASTRO,PASTOR DANIEL DE CASTRO,2023,7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,sim,0.00,18472.91,1,2026-09-01
PASTOR DANIEL DE CASTRO,PASTOR DANIEL DE CASTRO,2023,8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,sim,0.00,18472.91,1,2026-09-01
PASTOR DANIEL DE CASTRO,PASTOR DANIEL DE CASTRO,2023,9,0.00,0.00,0.00,5100.00,0.00,0.00,0.00,560.00,0.00,5660.00,5660.00,sim,0.00,18472.91,1,2026-09-01
PASTOR DANIEL DE CASTRO,PASTOR DANIEL DE CASTRO,2023,10,0.00,0.00,0.00,5100.00,795.66,0.00,0.00,560.00,0.00,6455.66,6455.66,sim,0.00,18472.91,1,2026-09-01
