deputado,chave,ano,mes,locacao_e_manutencao_de_imoveis,locacao_de_maquinas_e_equipamentos,aquisicao_de_material,locacao_de_veiculos,combustivel_e_lubrificante,assessoria_ou_consultoria_juridica,assessoria_ou_consultoria_especializada,divulgacao_de_atividade_parlamentar,outros,soma_das_rubricas,total_no_quadro,rubricas_somam,glosa,teto_mensal_autorizado,linhas_do_painel,as_of
RICARDO VALE,RICARDO VALE,2024,10,4600.00,0.00,0.00,0.00,0.00,6000.00,656.00,6500.00,0.00,17756.00,17756.00,sim,0.00,19803.83,1,2026-09-01
RICARDO VALE,RICARDO VALE,2024,11,4600.00,0.00,0.00,0.00,0.00,6000.00,656.00,7000.00,0.00,18256.00,18256.00,sim,0.00,19803.83,1,2026-09-01
RICARDO VALE,RICARDO VALE,2024,12,4600.00,0.00,0.00,0.00,0.00,6000.00,656.00,7999.99,0.00,19255.99,19255.99,sim,0.00,19803.83,1,2026-09-01
RICARDO VALE,RICARDO VALE,2025,1,4600.00,0.00,0.00,0.00,0.00,6000.00,656.00,5999.99,0.00,17255.99,17255.99,sim,0.00,19803.83,1,2026-09-01
RICARDO VALE,RICARDO VALE,2025,2,4600.00,0.00,0.00,0.00,0.00,6000.00,656.00,8000.00,0.00,19256.00,19256.00,sim,0.00,20864.78,1,2026-09-01
RICARDO VALE,RICARDO VALE,2025,3,5540.51,0.00,0.00,0.00,0.00,6000.00,656.00,8000.00,0.00,20196.51,20196.51,sim,0.00,20864.78,1,2026-09-01
RICARDO VALE,RICARDO VALE,2025,4,5451.86,0.00,0.00,0.00,0.00,6000.00,656.00,8000.00,0.00,20107.86,20107.86,sim,0.00,20864.78,1,2026-09-01
RICARDO VALE,RICARDO VALE,2025,5,5522.31,0.00,0.00,0.00,0.00,6000.00,656.00,8000.00,0.00,20178.31,20178.31,sim,0.00,20864.78,1,2026-09-01
RICARDO VALE,RICARDO VALE,2025,6,5592.22,0.00,0.00,0.00,0.00,6000.00,744.60,8000.00,0.00,20336.82,20336.82,sim,0.00,20864.78,1,2026-09-01
RICARDO VALE,RICARDO VALE,2025,7,5659.15,0.00,0.00,0.00,0.00,6000.00,744.60,8000.00,0.00,20403.75,20403.75,sim,0.00,20864.78,1,2026-09-01
RICARDO VALE,RICARDO VALE,2025,8,4879.26,0.00,0.00,0.00,0.00,6000.00,744.60,8000.00,0.00,19623.86,19623.86,sim,0.00,20864.78,1,2026-09-01
RICARDO VALE,RICARDO VALE,2025,9,4971.72,0.00,0.00,0.00,0.00,6000.00,0.00,8744.60,0.00,19716.32,19716.32,sim,0.00,20864.78,1,2026-09-01
RICARDO VALE,RICARDO VALE,2025,10,4984.33,0.00,0.00,0.00,0.00,6000.00,0.00,8744.60,0.00,19728.93,19728.93,sim,0.00,20864.78,1,2026-09-01
RICARDO VALE,RICARDO VALE,2025,11,4964.64,0.00,0.00,0.00,0.00,0.00,6000.00,8744.60,0.00,19709.24,19709.24,sim,0.00,20864.78,1,2026-09-01
RICARDO VALE,RICARDO VALE,2025,12,5007.51,0.00,0.00,0.00,0.00,6000.00,0.00,8744.60,0.00,19752.11,19752.11,sim,0.00,20864.78,1,2026-09-01
RICARDO VALE,RICARDO VALE,2026,1,4735.34,0.00,0.00,0.00,0.00,6000.00,0.00,8744.60,0.00,19479.94,19479.94,sim,0.00,20864.78,1,2026-09-01
RICARDO VALE,RICARDO VALE,2026,2,5052.32,0.00,0.00,0.00,0.00,6000.00,0.00,8744.60,0.00,19796.92,19796.92,sim,0.00,20864.78,1,2026-09-01
RICARDO VALE,RICARDO VALE,2026,3,5678.98,0.00,0.00,0.00,0.00,6000.00,0.00,8744.60,0.00,20423.58,20423.58,sim,0.00,20864.78,1,2026-09-01
RICARDO VALE,RICARDO VALE,2026,4,4917.03,0.00,0.00,0.00,0.00,6000.00,0.00,8744.60,0.00,19661.63,19661.63,sim,0.00,20864.78,1,2026-09-01
RICARDO VALE,RICARDO VALE,2026,5,4934.00,0.00,0.00,0.00,0.00,6000.00,0.00,3744.60,0.00,14678.60,14678.60,sim,0.00,20864.78,1,2026-09-01
RICARDO VALE,RICARDO VALE,2026,6,5831.64,0.00,0.00,0.00,0.00,6000.00,0.00,3744.60,0.00,15576.24,15576.24,sim,0.00,20864.78,1,2026-09-01
ROBÉRIO NEGREIROS,ROBERIO NEGREIROS,2023,1,3600.00,0.00,0.00,4000.00,1314.97,0.00,600.00,0.00,0.00,9514.97,9514.97,sim,0.00,17681.99,1,2026-09-01
ROBÉRIO NEGREIROS,ROBERIO NEGREIROS,2023,2,3600.00,0.00,0.00,4000.00,1496.31,0.00,600.00,0.00,0.00,9696.31,9696.31,sim,0.00,17681.99,1,2026-09-01
ROBÉRIO NEGREIROS,ROBERIO NEGREIROS,2023,3,3893.78,300.00,0.00,4000.00,2347.52,0.00,600.00,649.00,0.00,11790.30,11790.30,sim,0.00,17681.99,1,2026-09-01
ROBÉRIO NEGREIROS,ROBERIO NEGREIROS,2023,4,3893.79,300.00,0.00,4000.00,1064.94,0.00,600.00,649.00,0.00,10507.73,10507.73,sim,0.00,18472.91,1,2026-09-01
ROBÉRIO NEGREIROS,ROBERIO NEGREIROS,2023,5,3843.62,300.00,0.00,4000.00,1452.25,0.00,600.00,649.00,0.00,10844.87,10844.87,sim,0.00,18472.91,1,2026-09-01
ROBÉRIO NEGREIROS,ROBERIO NEGREIROS,2023,6,3839.99,300.00,0.00,4000.00,1300.00,0.00,600.00,649.00,0.00,10688.99,10688.99,sim,0.00,18472.91,1,2026-09-01
ROBÉRIO NEGREIROS,ROBERIO NEGREIROS,2023,7,3839.99,300.00,0.00,0.00,500.00,0.00,600.00,949.00,0.00,6188.99,6188.99,sim,0.00,18472.91,1,2026-09-01
ROBÉRIO NEGREIROS,ROBERIO NEGREIROS,2023,8,6739.99,300.00,0.00,0.00,2100.13,0.00,600.00,2368.89,0.00,12109.01,12109.01,sim,0.00,18472.91,1,2026-09-01
ROBÉRIO NEGREIROS,ROBERIO NEGREIROS,2023,9,6739.99,300.00,0.00,0.00,3283.72,0.00,600.00,986.21,0.00,11909.92,11909.92,sim,0.00,18472.91,1,2026-09-01
ROBÉRIO NEGREIROS,ROBERIO NEGREIROS,2023,10,6739.99,300.00,0.00,0.00,2000.00,0.00,600.00,2395.20,0.00,12035.19,12035.19,sim,0.00,18472.91,1,2026-09-01
ROBÉRIO NEGREIROS,ROBERIO NEGREIROS,2023,11,6739.99,300.00,0.00,0.00,1979.90,0.00,600.00,949.00,0.00,10568.89,10568.89,sim,0.00,18472.91,1,2026-09-01
ROBÉRIO NEGREIROS,ROBERIO NEGREIROS,2023,12,6739.99,300.00,0.00,0.00,1810.51,0.00,600.00,949.00,0.00,10399.50,10099.50,não,0.00,18472.91,1,2026-09-01
ROBÉRIO NEGREIROS,ROBERIO NEGREIROS,2024,1,6736.40,300.00,0.00,0.00,610.05,0.00,600.00,774.66,0.00,9021.11,9021.11,sim,0.00,18472.91,1,2026-09-01
ROBÉRIO NEGREIROS,ROBERIO NEGREIROS,2024,2,6745.98,300.00,0.00,0.00,350.02,0.00,600.00,1149.00,0.00,9145.00,9145.00,sim,0.00,19803.83,1,2026-09-01
ROBÉRIO NEGREIROS,ROBERIO NEGREIROS,2024,3,6745.98,300.00,0.00,1310.19,0.00,600.00,0.00,1138.27,0.00,10094.44,10094.44,sim,0.00,19803.83,1,2026-09-01
ROBÉRIO NEGREIROS,ROBERIO NEGREIROS,2024,4,6745.98,300.00,0.00,0.00,1748.24,0.00,600.00,1044.15,0.00,10438.37,10438.37,sim,0.00,19803.83,1,2026-09-01
ROBÉRIO NEGREIROS,ROBERIO NEGREIROS,2024,5,6745.98,0.00,0.00,0.00,2137.64,0.00,600.00,1053.72,0.00,10537.34,10837.34,não,0.00,19803.83,1,2026-09-01
ROBÉRIO NEGREIROS,ROBERIO NEGREIROS,2024,6,6745.98,300.00,0.00,4500.00,1484.69,0.00,600.00,649.00,0.00,14279.67,14279.67,sim,0.00,19803.83,1,2026-09-01
ROBÉRIO NEGREIROS,ROBERIO NEGREIROS,2024,7,6745.98,300.00,0.00,4500.00,1047.49,0.00,600.00,1049.00,0.00,14242.47,14242.47,sim,0.00,19803.83,1,2026-09-01
ROBÉRIO NEGREIROS,ROBERIO NEGREIROS,2024,8,6745.98,300.00,0.00,4500.00,2276.05,0.00,600.00,1149.00,0.00,15571.03,15571.03,sim,0.00,19803.83,1,2026-09-01
ROBÉRIO NEGREIROS,ROBERIO NEGREIROS,2024,9,6745.98,371.82,0.00,4500.00,1738.37,0.00,600.00,1010.73,0.00,14966.90,14966.90,sim,0.00,19803.83,1,2026-09-01
ROBÉRIO NEGREIROS,ROBERIO NEGREIROS,2024,10,6755.20,300.00,0.00,4500.00,2143.90,0.00,1249.00,449.10,0.00,15397.20,15397.20,sim,0.00,19803.83,1,2026-09-01
ROBÉRIO NEGREIROS,ROBERIO NEGREIROS,2024,11,6755.40,300.00,0.00,4500.00,2113.40,0.00,1249.00,522.44,0.00,15440.24,15440.24,sim,0.00,19803.83,1,2026-09-01
ROBÉRIO NEGREIROS,ROBERIO NEGREIROS,2024,12,7118.09,300.00,0.00,4500.00,1100.00,0.00,1249.00,250.00,0.00,14517.09,14517.09,sim,0.00,19803.83,1,2026-09-01
ROBÉRIO NEGREIROS,ROBERIO NEGREIROS,2025,1,7118.09,300.00,0.00,4500.00,50.00,0.00,1249.00,375.06,0.00,13592.15,13592.15,sim,0.00,19803.83,1,2026-09-01
ROBÉRIO NEGREIROS,ROBERIO NEGREIROS,2025,2,7118.09,300.00,0.00,4500.00,1406.49,0.00,1249.00,364.55,0.00,14938.13,14938.13,sim,0.00,20864.78,1,2026-09-01
ROBÉRIO NEGREIROS,ROBERIO NEGREIROS,2025,3,7418.09,0.00,0.00,4500.00,2543.31,0.00,1249.00,0.00,0.00,15710.40,15710.40,sim,0.00,20864.78,1,2026-09-01
ROBÉRIO NEGREIROS,ROBERIO NEGREIROS,2025,4,7443.83,0.00,0.00,4500.00,2194.56,0.00,1249.00,265.72,0.00,15653.11,15653.11,sim,0.00,20864.78,1,2026-09-01
ROBÉRIO NEGREIROS,ROBERIO NEGREIROS,2025,5,7118.09,325.74,0.00,4500.00,2147.53,0.00,1249.00,511.97,0.00,15852.33,15852.33,sim,0.00,20864.78,1,2026-09-01
ROBÉRIO NEGREIROS,ROBERIO NEGREIROS,2025,6,7118.09,325.74,0.00,4500.00,3078.96,0.00,1249.00,300.00,0.00,16571.79,16571.79,sim,0.00,20864.78,1,2026-09-01
ROBÉRIO NEGREIROS,ROBERIO NEGREIROS,2025,7,7118.09,325.74,0.00,4500.00,370.00,0.00,1249.00,204.80,0.00,13767.63,13767.63,sim,0.00,20864.78,1,2026-09-01
ROBÉRIO NEGREIROS,ROBERIO NEGREIROS,2025,8,7118.09,325.74,0.00,4000.00,0.00,0.00,1249.00,457.64,0.00,13150.47,13150.47,sim,0.00,20864.78,1,2026-09-01
ROBÉRIO NEGREIROS,ROBERIO NEGREIROS,2025,9,7118.09,325.74,0.00,4000.00,0.00,0.00,1249.00,235.56,0.00,12928.39,12928.39,sim,0.00,20864.78,1,2026-09-01
ROBÉRIO NEGREIROS,ROBERIO NEGREIROS,2025,10,7123.71,325.74,0.00,4000.00,0.00,0.00,1249.00,300.00,0.00,12998.45,12998.45,sim,0.00,20864.78,1,2026-09-01
ROBÉRIO NEGREIROS,ROBERIO NEGREIROS,2025,11,7127.47,325.74,0.00,4000.00,0.00,0.00,1249.00,477.77,0.00,13179.98,13179.98,sim,0.00,20864.78,1,2026-09-01
ROBÉRIO NEGREIROS,ROBERIO NEGREIROS,2025,12,7127.47,325.74,0.00,4000.00,0.00,0.00,1249.00,297.26,0.00,12999.47,12999.47,sim,0.00,20864.78,1,2026-09-01
ROBÉRIO NEGREIROS,ROBERIO NEGREIROS,2026,1,7207.60,325.74,0.00,4000.00,0.00,0.00,1249.00,0.00,0.00,12782.34,12782.34,sim,0.00,20864.78,1,2026-09-01
ROBÉRIO NEGREIROS,ROBERIO NEGREIROS,2026,2,7209.78,325.74,0.00,4000.00,0.00,0.00,0.00,1249.00,0.00,12784.52,12784.52,sim,0.00,20864.78,1,2026-09-01
ROBÉRIO NEGREIROS,ROBERIO NEGREIROS,2026,3,7209.78,325.74,0.00,4000.00,0.00,0.00,0.00,1748.99,0.00,13284.51,13284.51,sim,0.00,20864.78,1,2026-09-01
ROBÉRIO NEGREIROS,ROBERIO NEGREIROS,2026,4,7209.78,325.74,0.00,4000.00,0.00,0.00,0.00,2226.79,0.00,13762.31,13762.31,sim,0.00,20864.78,1,2026-09-01
ROBÉRIO NEGREIROS,ROBERIO NEGREIROS,2026,5,7209.78,325.74,0.00,4000.00,0.00,0.00,0.00,1249.00,0.00,12784.52,12784.52,sim,0.00,20864.78,1,2026-09-01
ROBÉRIO NEGREIROS,ROBERIO NEGREIROS,2026,6,7209.78,325.74,0.00,4000.00,0.00,0.00,0.00,2749.00,0.00,14284.52,14284.52,sim,0.00,20864.78,1,2026-09-01
ROGÉRIO MORRO DA CRUZ,ROGERIO MORRO DA CRUZ,2023,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,sim,0.00,17681.99,1,2026-09-01
ROGÉRIO MORRO DA CRUZ,ROGERIO MORRO DA CRUZ,2023,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5000.00,0.00,5000.00,5000.00,sim,0.00,17681.99,1,2026-09-01
ROGÉRIO MORRO DA CRUZ,ROGERIO MORRO DA CRUZ,2023,3,0.00,0.00,0.00,5500.00,999.98,0.00,0.00,6300.00,0.00,12799.98,12799.98,sim,0.00,17681.99,1,2026-09-01
ROGÉRIO MORRO DA CRUZ,ROGERIO MORRO DA CRUZ,2023,4,0.00,0.00,0.00,5500.00,1886.29,0.00,0.00,9300.00,0.00,16686.29,16686.29,sim,0.00,18472.91,1,2026-09-01
ROGÉRIO MORRO DA CRUZ,ROGERIO MORRO DA CRUZ,2023,5,0.00,0.00,0.00,5500.00,2132.34,0.00,0.00,9300.00,0.00,16932.34,16932.34,sim,0.00,18472.91,1,2026-09-01
ROGÉRIO MORRO DA CRUZ,ROGERIO MORRO DA CRUZ,2023,6,0.00,0.00,0.00,5500.00,1160.65,0.00,0.00,9300.00,0.00,15960.65,15960.65,sim,0.00,18472.91,1,2026-09-01
ROGÉRIO MORRO DA CRUZ,ROGERIO MORRO DA CRUZ,2023,7,0.00,0.00,0.00,5500.00,887.58,0.00,0.00,9300.00,0.00,15687.58,15687.58,sim,0.00,18472.91,1,2026-09-01
ROGÉRIO MORRO DA CRUZ,ROGERIO MORRO DA CRUZ,2023,8,0.00,0.00,0.00,5500.00,2276.22,0.00,0.00,8300.00,0.00,16076.22,16076.22,sim,0.00,18472.91,1,2026-09-01
ROGÉRIO MORRO DA CRUZ,ROGERIO MORRO DA CRUZ,2023,9,0.00,0.00,0.00,5500.00,2146.55,0.00,0.00,8300.00,0.00,15946.55,15946.55,sim,0.00,18472.91,1,2026-09-01
ROGÉRIO MORRO DA CRUZ,ROGERIO MORRO DA CRUZ,2023,10,0.00,0.00,0.00,5500.00,2901.55,0.00,0.00,8300.00,0.00,16701.55,16701.55,sim,0.00,18472.91,1,2026-09-01
ROGÉRIO MORRO DA CRUZ,ROGERIO MORRO DA CRUZ,2023,11,0.00,0.00,0.00,5500.00,2807.21,0.00,0.00,8300.00,0.00,16607.21,16607.21,sim,0.00,18472.91,1,2026-09-01
ROGÉRIO MORRO DA CRUZ,ROGERIO MORRO DA CRUZ,2023,12,0.00,0.00,0.00,5500.00,1890.61,0.00,0.00,8300.00,0.00,15690.61,15690.61,sim,0.00,18472.91,1,2026-09-01
ROGÉRIO MORRO DA CRUZ,ROGERIO MORRO DA CRUZ,2024,1,0.00,0.00,0.00,5150.00,1939.31,0.00,0.00,8300.00,0.00,15389.31,15389.31,sim,0.00,18472.91,1,2026-09-01
ROGÉRIO MORRO DA CRUZ,ROGERIO MORRO DA CRUZ,2024,2,0.00,0.00,0.00,4800.00,1695.38,0.00,0.00,8300.00,0.00,14795.38,14795.38,sim,0.00,19803.83,1,2026-09-01
ROGÉRIO MORRO DA CRUZ,ROGERIO MORRO DA CRUZ,2024,3,0.00,0.00,0.00,4800.00,1515.05,0.00,0.00,6100.00,0.00,12415.05,12415.05,sim,0.00,19803.83,1,2026-09-01
ROGÉRIO MORRO DA CRUZ,ROGERIO MORRO DA CRUZ,2024,4,0.00,0.00,0.00,4800.00,1987.98,0.00,0.00,6100.00,0.00,12887.98,12887.98,sim,0.00,19803.83,1,2026-09-01
ROGÉRIO MORRO DA CRUZ,ROGERIO MORRO DA CRUZ,2024,5,0.00,0.00,0.00,4800.00,1399.16,0.00,0.00,4600.00,0.00,10799.16,10799.16,sim,0.00,19803.83,1,2026-09-01
ROGÉRIO MORRO DA CRUZ,ROGERIO MORRO DA CRUZ,2024,6,0.00,0.00,0.00,4800.00,1712.21,0.00,0.00,2450.00,0.00,8962.21,8962.21,sim,0.00,19803.83,1,2026-09-01
ROGÉRIO MORRO DA CRUZ,ROGERIO MORRO DA CRUZ,2024,7,0.00,0.00,0.00,4800.00,411.54,0.00,0.00,1800.00,0.00,7011.54,7011.54,sim,0.00,19803.83,1,2026-09-01
ROGÉRIO MORRO DA CRUZ,ROGERIO MORRO DA CRUZ,2024,8,0.00,0.00,0.00,4800.00,1518.45,0.00,0.00,1800.00,0.00,8118.45,8118.45,sim,0.00,19803.83,1,2026-09-01
ROGÉRIO MORRO DA CRUZ,ROGERIO MORRO DA CRUZ,2024,9,0.00,0.00,0.00,4800.00,2554.81,0.00,0.00,1800.00,0.00,9154.81,9154.81,sim,0.00,19803.83,1,2026-09-01
ROGÉRIO MORRO DA CRUZ,ROGERIO MORRO DA CRUZ,2024,10,0.00,0.00,0.00,4800.00,1659.79,0.00,0.00,1800.00,0.00,8259.79,8259.79,sim,0.00,19803.83,1,2026-09-01
ROGÉRIO MORRO DA CRUZ,ROGERIO MORRO DA CRUZ,2024,11,0.00,0.00,0.00,4800.00,1962.89,0.00,0.00,1800.00,0.00,8562.89,8562.89,sim,0.00,19803.83,1,2026-09-01
ROGÉRIO MORRO DA CRUZ,ROGERIO MORRO DA CRUZ,2024,12,0.00,0.00,0.00,4800.00,2199.47,0.00,0.00,1800.00,0.00,8799.47,8799.47,sim,0.00,19803.83,1,2026-09-01
ROGÉRIO MORRO DA CRUZ,ROGERIO MORRO DA CRUZ,2025,1,0.00,0.00,0.00,4800.00,1734.52,0.00,0.00,1800.00,0.00,8334.52,8334.52,sim,0.00,19803.83,1,2026-09-01
ROGÉRIO MORRO DA CRUZ,ROGERIO MORRO DA CRUZ,2025,2,0.00,0.00,0.00,5300.00,2307.81,0.00,0.00,1800.00,0.00,9407.81,9407.81,sim,0.00,20864.78,1,2026-09-01
ROGÉRIO MORRO DA CRUZ,ROGERIO MORRO DA CRUZ,2025,3,0.00,0.00,0.00,5300.00,2189.09,0.00,0.00,9700.00,0.00,17189.09,17189.09,sim,0.00,20864.78,1,2026-09-01
ROGÉRIO MORRO DA CRUZ,ROGERIO MORRO DA CRUZ,2025,4,0.00,0.00,0.00,5300.00,2601.54,0.00,0.00,9700.00,0.00,17601.54,17601.54,sim,0.00,20864.78,1,2026-09-01
ROGÉRIO MORRO DA CRUZ,ROGERIO MORRO DA CRUZ,2025,5,0.00,0.00,0.00,5300.00,2469.94,0.00,0.00,9700.00,0.00,17469.94,17469.94,sim,0.00,20864.78,1,2026-09-01
ROGÉRIO MORRO DA CRUZ,ROGERIO MORRO DA CRUZ,2025,6,0.00,0.00,0.00,5300.00,1915.97,0.00,0.00,9700.00,0.00,16915.97,16915.97,sim,0.00,20864.78,1,2026-09-01
ROGÉRIO MORRO DA CRUZ,ROGERIO MORRO DA CRUZ,2025,7,0.00,0.00,0.00,5300.00,0.00,0.00,0.00,9700.00,0.00,15000.00,15000.00,sim,0.00,20864.78,1,2026-09-01
ROGÉRIO MORRO DA CRUZ,ROGERIO MORRO DA CRUZ,2025,8,0.00,0.00,0.00,5300.00,0.00,0.00,0.00,9700.00,0.00,15000.00,15000.00,sim,0.00,20864.78,1,2026-09-01
ROGÉRIO MORRO DA CRUZ,ROGERIO MORRO DA CRUZ,2025,9,0.00,0.00,0.00,5300.00,0.00,0.00,0.00,9700.00,0.00,15000.00,15000.00,sim,0.00,20864.78,1,2026-09-01
ROGÉRIO MORRO DA CRUZ,ROGERIO MORRO DA CRUZ,2025,10,0.00,0.00,0.00,5300.00,0.00,0.00,0.00,9700.00,0.00,15000.00,15000.00,sim,0.00,20864.78,1,2026-09-01
ROGÉRIO MORRO DA CRUZ,ROGERIO MORRO DA CRUZ,2025,11,0.00,0.00,0.00,5300.00,0.00,0.00,0.00,9700.00,0.00,15000.00,15000.00,sim,0.00,20864.78,1,2026-09-01
ROGÉRIO MORRO DA CRUZ,ROGERIO MORRO DA CRUZ,2025,12,0.00,0.00,0.00,5300.00,0.00,0.00,0.00,9700.00,0.00,15000.00,15000.00,sim,0.00,20864.78,1,2026-09-01
ROGÉRIO MORRO DA CRUZ,ROGERIO MORRO DA CRUZ,2026,1,0.00,0.00,0.00,5300.00,0.00,0.00,0.00,9800.00,0.00,15100.00,15100.00,sim,0.00,20864.78,1,2026-09-01
ROGÉRIO MORRO DA CRUZ,ROGERIO MORRO DA CRUZ,2026,2,0.00,0.00,0.00,5300.00,0.00,0.00,0.00,9800.00,0.00,15100.00,15100.00,sim,0.00,20864.78,1,2026-09-01
ROGÉRIO MORRO DA CRUZ,ROGERIO MORRO DA CRUZ,2026,3,0.00,0.00,0.00,5300.00,0.00,0.00,0.00,9800.00,0.00,15100.00,15100.00,sim,0.00,20864.78,1,2026-09-01
ROGÉRIO MORRO DA CRUZ,ROGERIO MORRO DA CRUZ,2026,4,0.00,0.00,0.00,5300.00,0.00,0.00,0.00,9800.00,0.00,15100.00,15100.00,sim,0.00,20864.78,1,2026-09-01
ROGÉRIO MORRO DA CRUZ,ROGERIO MORRO DA CRUZ,2026,5,0.00,0.00,0.00,5300.00,0.00,0.00,0.00,9800.00,0.00,15100.00,15100.00,sim,0.00,20864.78,1,2026-09-01
ROGÉRIO MORRO DA CRUZ,ROGERIO MORRO DA CRUZ,2026,6,0.00,0.00,0.00,5300.00,0.00,0.00,0.00,9800.00,0.00,15100.00,15100.00,sim,0.00,20864.78,1,2026-09-01
ROOSEVELT VILELA,ROOSEVELT VILELA,2023,1,0.00,0.00,0.00,5900.00,0.00,0.00,0.00,0.00,0.00,5900.00,5900.00,sim,0.00,17681.99,1,2026-09-01
ROOSEVELT VILELA,ROOSEVELT VILELA,2023,2,5900.00,583.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6483.20,6483.20,sim,0.00,17681.99,1,2026-09-01
ROOSEVELT VILELA,ROOSEVELT VILELA,2023,3,0.00,0.00,0.00,5900.00,0.00,0.00,0.00,0.00,0.00,5900.00,5900.00,sim,0.00,17681.99,1,2026-09-01
ROOSEVELT VILELA,ROOSEVELT VILELA,2023,4,0.00,0.00,0.00,5900.00,0.00,0.00,0.00,0.00,0.00,5900.00,5900.00,sim,0.00,18472.91,1,2026-09-01
ROOSEVELT VILELA,ROOSEVELT VILELA,2023,5,0.00,0.00,0.00,5900.00,0.00,0.00,0.00,2511.86,0.00,8411.86,8411.86,sim,0.00,18472.91,1,2026-09-01
ROOSEVELT VILELA,ROOSEVELT VILELA,2023,6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,sim,0.00,18472.91,1,2026-09-01
ROOSEVELT VILELA,ROOSEVELT VILELA,2023,7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,sim,0.00,18472.91,1,2026-09-01
ROOSEVELT VILELA,ROOSEVELT VILELA,2023,8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3171.44,0.00,3171.44,0.00,não,0.00,18472.91,1,2026-09-01
ROOSEVELT VILELA,ROOSEVELT VILELA,2023,9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,sim,0.00,18472.91,1,2026-09-01
ROOSEVELT VILELA,ROOSEVELT VILELA,2023,10,0.00,0.00,0.00,0.00,200.00,0.00,0.00,3004.55,0.00,3204.55,0.00,não,0.00,18472.91,1,2026-09-01
ROOSEVELT VILELA,ROOSEVELT VILELA,2023,11,0.00,0.00,0.00,0.00,200.00,0.00,0.00,0.00,0.00,200.00,0.00,não,0.00,18472.91,1,2026-09-01
ROOSEVELT VILELA,ROOSEVELT VILELA,2023,12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,sim,0.00,18472.91,1,2026-09-01
ROOSEVELT VILELA,ROOSEVELT VILELA,2024,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,sim,0.00,18472.91,1,2026-09-01
ROOSEVELT VILELA,ROOSEVELT VILELA,2024,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,sim,0.00,19803.83,1,2026-09-01
ROOSEVELT VILELA,ROOSEVELT VILELA,2024,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,sim,0.00,19803.83,1,2026-09-01
ROOSEVELT VILELA,ROOSEVELT VILELA,2024,4,0.00,0.00,0.00,3400.00,0.00,0.00,0.00,1164.85,0.00,4564.85,4564.85,sim,0.00,19803.83,1,2026-09-01
ROOSEVELT VILELA,ROOSEVELT VILELA,2024,5,0.00,0.00,0.00,3400.00,0.00,0.00,0.00,339.00,0.00,3739.00,3739.09,não,0.00,19803.83,1,2026-09-01
ROOSEVELT VILELA,ROOSEVELT VILELA,2024,6,0.00,0.00,0.00,3400.00,0.00,0.00,0.00,0.00,0.00,3400.00,3400.00,sim,0.00,19803.83,1,2026-09-01
ROOSEVELT VILELA,ROOSEVELT VILELA,2024,7,0.00,0.00,0.00,3400.00,0.00,0.00,0.00,0.00,0.00,3400.00,3400.00,sim,0.00,19803.83,1,2026-09-01
ROOSEVELT VILELA,ROOSEVELT VILELA,2024,8,0.00,0.00,0.00,3400.00,0.00,0.00,0.00,0.00,0.00,3400.00,3400.00,sim,0.00,19803.83,1,2026-09-01
ROOSEVELT VILELA,ROOSEVELT VILELA,2024,9,0.00,0.00,0.00,3400.00,0.00,0.00,0.00,1112.57,0.00,4512.57,4512.57,sim,0.00,19803.83,1,2026-09-01
ROOSEVELT VILELA,ROOSEVELT VILELA,2024,10,0.00,0.00,0.00,3400.00,0.00,0.00,0.00,93.28,0.00,3493.28,3493.28,sim,0.00,19803.83,1,2026-09-01
ROOSEVELT VILELA,ROOSEVELT VILELA,2024,11,0.00,0.00,0.00,3400.00,0.00,0.00,0.00,2785.13,0.00,6185.13,6185.13,sim,0.00,19803.83,1,2026-09-01
ROOSEVELT VILELA,ROOSEVELT VILELA,2024,12,0.00,0.00,0.00,3400.00,0.00,0.00,0.00,0.00,0.00,3400.00,3400.00,sim,0.00,19803.83,1,2026-09-01
ROOSEVELT VILELA,ROOSEVELT VILELA,2025,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,sim,0.00,19803.83,1,2026-09-01
ROOSEVELT VILELA,ROOSEVELT VILELA,2025,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,sim,0.00,20864.78,1,2026-09-01
ROOSEVELT VILELA,ROOSEVELT VILELA,2025,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,sim,0.00,20864.78,1,2026-09-01
