deputado,chave,ano,mes,total_no_quadro,total_nos_comprovantes,diferenca,comprovantes,concordam,as_of_quadro,as_of_comprovantes
ROGÉRIO MORRO DA CRUZ,ROGERIO MORRO DA CRUZ,2025,12,15000.00,,,0,não,2026-09-01,2026-08-11T18:09:30
ROGÉRIO MORRO DA CRUZ,ROGERIO MORRO DA CRUZ,2026,1,15100.00,,,0,não,2026-09-01,2026-08-11T18:09:30
ROGÉRIO MORRO DA CRUZ,ROGERIO MORRO DA CRUZ,2026,2,15100.00,,,0,não,2026-09-01,2026-08-11T18:09:30
ROGÉRIO MORRO DA CRUZ,ROGERIO MORRO DA CRUZ,2026,3,15100.00,,,0,não,2026-09-01,2026-08-11T18:09:30
ROGÉRIO MORRO DA CRUZ,ROGERIO MORRO DA CRUZ,2026,4,15100.00,,,0,não,2026-09-01,2026-08-11T18:09:30
ROGÉRIO MORRO DA CRUZ,ROGERIO MORRO DA CRUZ,2026,5,15100.00,,,0,não,2026-09-01,2026-08-11T18:09:30
ROGÉRIO MORRO DA CRUZ,ROGERIO MORRO DA CRUZ,2026,6,15100.00,,,0,não,2026-09-01,2026-08-11T18:09:30
ROOSEVELT VILELA,ROOSEVELT VILELA,2023,1,5900.00,,,0,não,2026-09-01,2026-08-11T18:09:30
ROOSEVELT VILELA,ROOSEVELT VILELA,2023,2,6483.20,6483.20,0.00,4,sim,2026-09-01,2026-08-11T18:09:30
ROOSEVELT VILELA,ROOSEVELT VILELA,2023,3,5900.00,5900.00,0.00,1,sim,2026-09-01,2026-08-11T18:09:30
ROOSEVELT VILELA,ROOSEVELT VILELA,2023,4,5900.00,5900.00,0.00,1,sim,2026-09-01,2026-08-11T18:09:30
ROOSEVELT VILELA,ROOSEVELT VILELA,2023,5,8411.86,5900.00,2511.86,1,não,2026-09-01,2026-08-11T18:09:30
ROOSEVELT VILELA,ROOSEVELT VILELA,2023,6,0.00,8711.86,'-8711.86,5,não,2026-09-01,2026-08-11T18:09:30
ROOSEVELT VILELA,ROOSEVELT VILELA,2023,7,0.00,8734.74,'-8734.74,3,não,2026-09-01,2026-08-11T18:09:30
ROOSEVELT VILELA,ROOSEVELT VILELA,2023,8,0.00,8008.90,'-8008.90,2,não,2026-09-01,2026-08-11T18:09:30
ROOSEVELT VILELA,ROOSEVELT VILELA,2023,9,0.00,6642.10,'-6642.10,3,não,2026-09-01,2026-08-11T18:09:30
ROOSEVELT VILELA,ROOSEVELT VILELA,2023,10,0.00,3549.00,'-3549.00,2,não,2026-09-01,2026-08-11T18:09:30
ROOSEVELT VILELA,ROOSEVELT VILELA,2023,11,0.00,6604.55,'-6604.55,4,não,2026-09-01,2026-08-11T18:09:30
ROOSEVELT VILELA,ROOSEVELT VILELA,2023,12,0.00,3400.00,'-3400.00,1,não,2026-09-01,2026-08-11T18:09:30
ROOSEVELT VILELA,ROOSEVELT VILELA,2024,1,0.00,,,0,não,2026-09-01,2026-08-11T18:09:30
ROOSEVELT VILELA,ROOSEVELT VILELA,2024,2,0.00,,,0,não,2026-09-01,2026-08-11T18:09:30
ROOSEVELT VILELA,ROOSEVELT VILELA,2024,3,0.00,,,0,não,2026-09-01,2026-08-11T18:09:30
ROOSEVELT VILELA,ROOSEVELT VILELA,2024,4,4564.85,,,0,não,2026-09-01,2026-08-11T18:09:30
ROOSEVELT VILELA,ROOSEVELT VILELA,2024,5,3739.09,,,0,não,2026-09-01,2026-08-11T18:09:30
ROOSEVELT VILELA,ROOSEVELT VILELA,2024,6,3400.00,,,0,não,2026-09-01,2026-08-11T18:09:30
ROOSEVELT VILELA,ROOSEVELT VILELA,2024,7,3400.00,,,0,não,2026-09-01,2026-08-11T18:09:30
ROOSEVELT VILELA,ROOSEVELT VILELA,2024,8,3400.00,,,0,não,2026-09-01,2026-08-11T18:09:30
ROOSEVELT VILELA,ROOSEVELT VILELA,2024,9,4512.57,,,0,não,2026-09-01,2026-08-11T18:09:30
ROOSEVELT VILELA,ROOSEVELT VILELA,2024,10,3493.28,,,0,não,2026-09-01,2026-08-11T18:09:30
ROOSEVELT VILELA,ROOSEVELT VILELA,2024,11,6185.13,,,0,não,2026-09-01,2026-08-11T18:09:30
ROOSEVELT VILELA,ROOSEVELT VILELA,2024,12,3400.00,,,0,não,2026-09-01,2026-08-11T18:09:30
ROOSEVELT VILELA,ROOSEVELT VILELA,2025,1,0.00,,,0,não,2026-09-01,2026-08-11T18:09:30
ROOSEVELT VILELA,ROOSEVELT VILELA,2025,2,0.00,,,0,não,2026-09-01,2026-08-11T18:09:30
ROOSEVELT VILELA,ROOSEVELT VILELA,2025,3,0.00,,,0,não,2026-09-01,2026-08-11T18:09:30
ROOSEVELT VILELA,ROOSEVELT VILELA,2025,4,0.00,,,0,não,2026-09-01,2026-08-11T18:09:30
ROOSEVELT VILELA,ROOSEVELT VILELA,2025,5,0.00,,,0,não,2026-09-01,2026-08-11T18:09:30
ROOSEVELT VILELA,ROOSEVELT VILELA,2025,6,0.00,,,0,não,2026-09-01,2026-08-11T18:09:30
ROOSEVELT VILELA,ROOSEVELT VILELA,2025,7,0.00,,,0,não,2026-09-01,2026-08-11T18:09:30
ROOSEVELT VILELA,ROOSEVELT VILELA,2025,8,0.00,,,0,não,2026-09-01,2026-08-11T18:09:30
ROOSEVELT VILELA,ROOSEVELT VILELA,2025,9,0.00,,,0,não,2026-09-01,2026-08-11T18:09:30
ROOSEVELT VILELA,ROOSEVELT VILELA,2025,10,0.00,,,0,não,2026-09-01,2026-08-11T18:09:30
ROOSEVELT VILELA,ROOSEVELT VILELA,2025,11,0.00,,,0,não,2026-09-01,2026-08-11T18:09:30
ROOSEVELT VILELA,ROOSEVELT VILELA,2025,12,0.00,,,0,não,2026-09-01,2026-08-11T18:09:30
ROOSEVELT VILELA,ROOSEVELT VILELA,2026,1,0.00,,,0,não,2026-09-01,2026-08-11T18:09:30
ROOSEVELT VILELA,ROOSEVELT VILELA,2026,2,0.00,,,0,não,2026-09-01,2026-08-11T18:09:30
ROOSEVELT VILELA,ROOSEVELT VILELA,2026,3,0.00,,,0,não,2026-09-01,2026-08-11T18:09:30
ROOSEVELT VILELA,ROOSEVELT VILELA,2026,4,0.00,,,0,não,2026-09-01,2026-08-11T18:09:30
ROOSEVELT VILELA,ROOSEVELT VILELA,2026,5,0.00,,,0,não,2026-09-01,2026-08-11T18:09:30
ROOSEVELT VILELA,ROOSEVELT VILELA,2026,6,0.00,,,0,não,2026-09-01,2026-08-11T18:09:30
THIAGO MANZONI,THIAGO MANZONI,2023,1,0.00,,,0,não,2026-09-01,2026-08-11T18:09:30
THIAGO MANZONI,THIAGO MANZONI,2023,2,3519.28,3519.28,0.00,5,sim,2026-09-01,2026-08-11T18:09:30
THIAGO MANZONI,THIAGO MANZONI,2023,3,3513.57,3390.56,123.01,3,não,2026-09-01,2026-08-11T18:09:30
THIAGO MANZONI,THIAGO MANZONI,2023,4,6126.63,6126.63,0.00,9,sim,2026-09-01,2026-08-11T18:09:30
THIAGO MANZONI,THIAGO MANZONI,2023,5,11274.97,10884.97,390.00,14,não,2026-09-01,2026-08-11T18:09:30
THIAGO MANZONI,THIAGO MANZONI,2023,6,9775.44,9775.44,0.00,12,sim,2026-09-01,2026-08-11T18:09:30
THIAGO MANZONI,THIAGO MANZONI,2023,7,9345.66,9345.66,0.00,11,sim,2026-09-01,2026-08-11T18:09:30
THIAGO MANZONI,THIAGO MANZONI,2023,8,11174.48,11174.48,0.00,13,sim,2026-09-01,2026-08-11T18:09:30
THIAGO MANZONI,THIAGO MANZONI,2023,9,12721.53,12721.53,0.00,15,sim,2026-09-01,2026-08-11T18:09:30
THIAGO MANZONI,THIAGO MANZONI,2023,10,17092.01,,,0,não,2026-09-01,2026-08-11T18:09:30
THIAGO MANZONI,THIAGO MANZONI,2023,11,17608.55,,,0,não,2026-09-01,2026-08-11T18:09:30
THIAGO MANZONI,THIAGO MANZONI,2023,12,15135.83,,,0,não,2026-09-01,2026-08-11T18:09:30
THIAGO MANZONI,THIAGO MANZONI,2024,1,16078.35,,,0,não,2026-09-01,2026-08-11T18:09:30
THIAGO MANZONI,THIAGO MANZONI,2024,2,19210.47,,,0,não,2026-09-01,2026-08-11T18:09:30
THIAGO MANZONI,THIAGO MANZONI,2024,3,19198.00,,,0,não,2026-09-01,2026-08-11T18:09:30
THIAGO MANZONI,THIAGO MANZONI,2024,4,19803.83,,,0,não,2026-09-01,2026-08-11T18:09:30
THIAGO MANZONI,THIAGO MANZONI,2024,5,15389.23,,,0,não,2026-09-01,2026-08-11T18:09:30
THIAGO MANZONI,THIAGO MANZONI,2024,6,19393.34,,,0,não,2026-09-01,2026-08-11T18:09:30
THIAGO MANZONI,THIAGO MANZONI,2024,7,12645.25,,,0,não,2026-09-01,2026-08-11T18:09:30
THIAGO MANZONI,THIAGO MANZONI,2024,8,16026.27,,,0,não,2026-09-01,2026-08-11T18:09:30
THIAGO MANZONI,THIAGO MANZONI,2024,9,15416.20,,,0,não,2026-09-01,2026-08-11T18:09:30
THIAGO MANZONI,THIAGO MANZONI,2024,10,12568.11,,,0,não,2026-09-01,2026-08-11T18:09:30
THIAGO MANZONI,THIAGO MANZONI,2024,11,13768.11,,,0,não,2026-09-01,2026-08-11T18:09:30
THIAGO MANZONI,THIAGO MANZONI,2024,12,13168.11,,,0,não,2026-09-01,2026-08-11T18:09:30
THIAGO MANZONI,THIAGO MANZONI,2025,1,14968.11,,,0,não,2026-09-01,2026-08-11T18:09:30
THIAGO MANZONI,THIAGO MANZONI,2025,2,12788.16,,,0,não,2026-09-01,2026-08-11T18:09:30
THIAGO MANZONI,THIAGO MANZONI,2025,3,20864.78,,,0,não,2026-09-01,2026-08-11T18:09:30
THIAGO MANZONI,THIAGO MANZONI,2025,4,14507.00,,,0,não,2026-09-01,2026-08-11T18:09:30
THIAGO MANZONI,THIAGO MANZONI,2025,5,20415.32,,,0,não,2026-09-01,2026-08-11T18:09:30
THIAGO MANZONI,THIAGO MANZONI,2025,6,15327.44,,,0,não,2026-09-01,2026-08-11T18:09:30
THIAGO MANZONI,THIAGO MANZONI,2025,7,17427.44,,,0,não,2026-09-01,2026-08-11T18:09:30
THIAGO MANZONI,THIAGO MANZONI,2025,8,16227.44,,,0,não,2026-09-01,2026-08-11T18:09:30
THIAGO MANZONI,THIAGO MANZONI,2025,9,16785.44,,,0,não,2026-09-01,2026-08-11T18:09:30
THIAGO MANZONI,THIAGO MANZONI,2025,10,16182.33,,,0,não,2026-09-01,2026-08-11T18:09:30
THIAGO MANZONI,THIAGO MANZONI,2025,11,18502.82,,,0,não,2026-09-01,2026-08-11T18:09:30
THIAGO MANZONI,THIAGO MANZONI,2025,12,16182.33,,,0,não,2026-09-01,2026-08-11T18:09:30
THIAGO MANZONI,THIAGO MANZONI,2026,1,16170.92,,,0,não,2026-09-01,2026-08-11T18:09:30
THIAGO MANZONI,THIAGO MANZONI,2026,2,14211.15,,,0,não,2026-09-01,2026-08-11T18:09:30
THIAGO MANZONI,THIAGO MANZONI,2026,3,11801.15,,,0,não,2026-09-01,2026-08-11T18:09:30
THIAGO MANZONI,THIAGO MANZONI,2026,4,13763.96,,,0,não,2026-09-01,2026-08-11T18:09:30
THIAGO MANZONI,THIAGO MANZONI,2026,5,16433.77,,,0,não,2026-09-01,2026-08-11T18:09:30
THIAGO MANZONI,THIAGO MANZONI,2026,6,8766.74,,,0,não,2026-09-01,2026-08-11T18:09:30
WELLINGTON LUIZ,WELLINGTON LUIZ,2023,1,0.00,,,0,não,2026-09-01,2026-08-11T18:09:30
WELLINGTON LUIZ,WELLINGTON LUIZ,2023,2,0.00,,,0,não,2026-09-01,2026-08-11T18:09:30
WELLINGTON LUIZ,WELLINGTON LUIZ,2023,3,0.00,,,0,não,2026-09-01,2026-08-11T18:09:30
WELLINGTON LUIZ,WELLINGTON LUIZ,2023,4,0.00,,,0,não,2026-09-01,2026-08-11T18:09:30
WELLINGTON LUIZ,WELLINGTON LUIZ,2023,5,0.00,,,0,não,2026-09-01,2026-08-11T18:09:30
WELLINGTON LUIZ,WELLINGTON LUIZ,2023,6,0.00,,,0,não,2026-09-01,2026-08-11T18:09:30
WELLINGTON LUIZ,WELLINGTON LUIZ,2023,7,0.00,,,0,não,2026-09-01,2026-08-11T18:09:30
WELLINGTON LUIZ,WELLINGTON LUIZ,2023,8,0.00,,,0,não,2026-09-01,2026-08-11T18:09:30
WELLINGTON LUIZ,WELLINGTON LUIZ,2023,9,0.00,,,0,não,2026-09-01,2026-08-11T18:09:30
WELLINGTON LUIZ,WELLINGTON LUIZ,2023,10,0.00,,,0,não,2026-09-01,2026-08-11T18:09:30
WELLINGTON LUIZ,WELLINGTON LUIZ,2023,11,0.00,,,0,não,2026-09-01,2026-08-11T18:09:30
WELLINGTON LUIZ,WELLINGTON LUIZ,2023,12,0.00,,,0,não,2026-09-01,2026-08-11T18:09:30
WELLINGTON LUIZ,WELLINGTON LUIZ,2024,1,0.00,,,0,não,2026-09-01,2026-08-11T18:09:30
WELLINGTON LUIZ,WELLINGTON LUIZ,2024,2,0.00,,,0,não,2026-09-01,2026-08-11T18:09:30
WELLINGTON LUIZ,WELLINGTON LUIZ,2024,3,0.00,,,0,não,2026-09-01,2026-08-11T18:09:30
WELLINGTON LUIZ,WELLINGTON LUIZ,2024,4,0.00,,,0,não,2026-09-01,2026-08-11T18:09:30
WELLINGTON LUIZ,WELLINGTON LUIZ,2024,5,0.00,,,0,não,2026-09-01,2026-08-11T18:09:30
WELLINGTON LUIZ,WELLINGTON LUIZ,2024,6,0.00,,,0,não,2026-09-01,2026-08-11T18:09:30
WELLINGTON LUIZ,WELLINGTON LUIZ,2024,7,0.00,,,0,não,2026-09-01,2026-08-11T18:09:30
WELLINGTON LUIZ,WELLINGTON LUIZ,2024,8,0.00,,,0,não,2026-09-01,2026-08-11T18:09:30
WELLINGTON LUIZ,WELLINGTON LUIZ,2024,9,0.00,,,0,não,2026-09-01,2026-08-11T18:09:30
WELLINGTON LUIZ,WELLINGTON LUIZ,2024,10,0.00,,,0,não,2026-09-01,2026-08-11T18:09:30
WELLINGTON LUIZ,WELLINGTON LUIZ,2024,11,0.00,,,0,não,2026-09-01,2026-08-11T18:09:30
WELLINGTON LUIZ,WELLINGTON LUIZ,2024,12,0.00,,,0,não,2026-09-01,2026-08-11T18:09:30
WELLINGTON LUIZ,WELLINGTON LUIZ,2025,1,0.00,,,0,não,2026-09-01,2026-08-11T18:09:30
WELLINGTON LUIZ,WELLINGTON LUIZ,2025,2,0.00,,,0,não,2026-09-01,2026-08-11T18:09:30
WELLINGTON LUIZ,WELLINGTON LUIZ,2025,3,0.00,,,0,não,2026-09-01,2026-08-11T18:09:30
WELLINGTON LUIZ,WELLINGTON LUIZ,2025,4,0.00,,,0,não,2026-09-01,2026-08-11T18:09:30
WELLINGTON LUIZ,WELLINGTON LUIZ,2025,5,0.00,,,0,não,2026-09-01,2026-08-11T18:09:30
WELLINGTON LUIZ,WELLINGTON LUIZ,2025,6,0.00,,,0,não,2026-09-01,2026-08-11T18:09:30
WELLINGTON LUIZ,WELLINGTON LUIZ,2025,7,0.00,,,0,não,2026-09-01,2026-08-11T18:09:30
WELLINGTON LUIZ,WELLINGTON LUIZ,2025,8,0.00,,,0,não,2026-09-01,2026-08-11T18:09:30
WELLINGTON LUIZ,WELLINGTON LUIZ,2025,9,0.00,,,0,não,2026-09-01,2026-08-11T18:09:30
WELLINGTON LUIZ,WELLINGTON LUIZ,2025,10,0.00,,,0,não,2026-09-01,2026-08-11T18:09:30
WELLINGTON LUIZ,WELLINGTON LUIZ,2025,11,0.00,,,0,não,2026-09-01,2026-08-11T18:09:30
WELLINGTON LUIZ,WELLINGTON LUIZ,2025,12,0.00,,,0,não,2026-09-01,2026-08-11T18:09:30
WELLINGTON LUIZ,WELLINGTON LUIZ,2026,1,0.00,,,0,não,2026-09-01,2026-08-11T18:09:30
WELLINGTON LUIZ,WELLINGTON LUIZ,2026,2,0.00,,,0,não,2026-09-01,2026-08-11T18:09:30
WELLINGTON LUIZ,WELLINGTON LUIZ,2026,3,0.00,,,0,não,2026-09-01,2026-08-11T18:09:30
WELLINGTON LUIZ,WELLINGTON LUIZ,2026,4,0.00,,,0,não,2026-09-01,2026-08-11T18:09:30
WELLINGTON LUIZ,WELLINGTON LUIZ,2026,5,0.00,,,0,não,2026-09-01,2026-08-11T18:09:30
WELLINGTON LUIZ,WELLINGTON LUIZ,2026,6,0.00,,,0,não,2026-09-01,2026-08-11T18:09:30
