deputado,chave,ano,mes,total_no_quadro,total_nos_comprovantes,diferenca,comprovantes,concordam,as_of_quadro,as_of_comprovantes
JOÃO CARDOSO,JOAO CARDOSO,2025,8,12244.37,,,0,não,2026-09-01,2026-08-11T18:09:30
JOÃO CARDOSO,JOAO CARDOSO,2025,9,15738.88,,,0,não,2026-09-01,2026-08-11T18:09:30
JOÃO CARDOSO,JOAO CARDOSO,2025,10,15799.66,,,0,não,2026-09-01,2026-08-11T18:09:30
JOÃO CARDOSO,JOAO CARDOSO,2025,11,15743.90,,,0,não,2026-09-01,2026-08-11T18:09:30
JOÃO CARDOSO,JOAO CARDOSO,2025,12,15785.15,,,0,não,2026-09-01,2026-08-11T18:09:30
JOÃO CARDOSO,JOAO CARDOSO,2026,1,15707.01,,,0,não,2026-09-01,2026-08-11T18:09:30
JOÃO CARDOSO,JOAO CARDOSO,2026,2,15739.85,,,0,não,2026-09-01,2026-08-11T18:09:30
JOÃO CARDOSO,JOAO CARDOSO,2026,3,15997.83,,,0,não,2026-09-01,2026-08-11T18:09:30
JOÃO CARDOSO,JOAO CARDOSO,2026,4,15821.89,,,0,não,2026-09-01,2026-08-11T18:09:30
JOÃO CARDOSO,JOAO CARDOSO,2026,5,16259.43,,,0,não,2026-09-01,2026-08-11T18:09:30
JOÃO CARDOSO,JOAO CARDOSO,2026,6,16075.38,,,0,não,2026-09-01,2026-08-11T18:09:30
JOAQUIM RORIZ NETO,JOAQUIM RORIZ NETO,2023,1,0.00,8000.00,'-8000.00,2,não,2026-09-01,2026-08-11T18:09:30
JOAQUIM DOMINGOS RORIZ NETO,JOAQUIM RORIZ NETO,2023,2,12356.86,5356.86,7000.00,8,não,2026-09-01,2026-08-11T18:09:30
JOAQUIM DOMINGOS RORIZ NETO,JOAQUIM RORIZ NETO,2023,3,6172.32,13172.42,'-7000.10,12,não,2026-09-01,2026-08-11T18:09:30
JOAQUIM DOMINGOS RORIZ NETO,JOAQUIM RORIZ NETO,2023,4,8537.10,4047.10,4490.00,9,não,2026-09-01,2026-08-11T18:09:30
JOAQUIM DOMINGOS RORIZ NETO,JOAQUIM RORIZ NETO,2023,5,9875.52,6876.12,2999.40,15,não,2026-09-01,2026-08-11T18:09:30
JOAQUIM DOMINGOS RORIZ NETO,JOAQUIM RORIZ NETO,2023,6,11125.86,9115.86,2010.00,11,não,2026-09-01,2026-08-11T18:09:30
JOAQUIM DOMINGOS RORIZ NETO,JOAQUIM RORIZ NETO,2023,7,10912.90,12125.80,'-1212.90,17,não,2026-09-01,2026-08-11T18:09:30
JOAQUIM DOMINGOS RORIZ NETO,JOAQUIM RORIZ NETO,2023,8,12036.01,23872.02,'-11836.01,30,não,2026-09-01,2026-08-11T18:09:30
JOAQUIM DOMINGOS RORIZ NETO,JOAQUIM RORIZ NETO,2023,9,10278.18,23956.36,'-13678.18,28,não,2026-09-01,2026-08-11T18:09:30
JOAQUIM DOMINGOS RORIZ NETO,JOAQUIM RORIZ NETO,2023,10,12875.59,22102.20,'-9226.61,29,não,2026-09-01,2026-08-11T18:09:30
JOAQUIM DOMINGOS RORIZ NETO,JOAQUIM RORIZ NETO,2023,11,12358.75,21818.70,'-9459.95,18,não,2026-09-01,2026-08-11T18:09:30
JOAQUIM DOMINGOS RORIZ NETO,JOAQUIM RORIZ NETO,2023,12,11882.78,11282.77,600.01,12,não,2026-09-01,2026-08-11T18:09:30
JOAQUIM DOMINGOS RORIZ NETO,JOAQUIM RORIZ NETO,2024,1,10993.50,2893.68,8099.82,5,não,2026-09-01,2026-08-11T18:09:30
JOAQUIM DOMINGOS RORIZ NETO,JOAQUIM RORIZ NETO,2024,2,11341.69,12555.14,'-1213.45,13,não,2026-09-01,2026-08-11T18:09:30
JOAQUIM DOMINGOS RORIZ NETO,JOAQUIM RORIZ NETO,2024,3,13576.71,12476.73,1099.98,17,não,2026-09-01,2026-08-11T18:09:30
JOAQUIM DOMINGOS RORIZ NETO,JOAQUIM RORIZ NETO,2024,4,13779.43,9899.98,3879.45,3,não,2026-09-01,2026-08-11T18:09:30
JOAQUIM DOMINGOS RORIZ NETO,JOAQUIM RORIZ NETO,2024,5,12541.28,,,0,não,2026-09-01,2026-08-11T18:09:30
JOAQUIM DOMINGOS RORIZ NETO,JOAQUIM RORIZ NETO,2024,6,13420.85,,,0,não,2026-09-01,2026-08-11T18:09:30
JOAQUIM DOMINGOS RORIZ NETO,JOAQUIM RORIZ NETO,2024,7,13827.27,,,0,não,2026-09-01,2026-08-11T18:09:30
JOAQUIM RORIZ NETO,JOAQUIM RORIZ NETO,2024,8,13053.87,,,0,não,2026-09-01,2026-08-11T18:09:30
JOAQUIM RORIZ NETO,JOAQUIM RORIZ NETO,2024,9,13538.15,,,0,não,2026-09-01,2026-08-11T18:09:30
JOAQUIM RORIZ NETO,JOAQUIM RORIZ NETO,2024,10,19026.97,,,0,não,2026-09-01,2026-08-11T18:09:30
JOAQUIM RORIZ NETO,JOAQUIM RORIZ NETO,2024,11,17628.52,440.05,17188.47,2,não,2026-09-01,2026-08-11T18:09:30
JOAQUIM RORIZ NETO,JOAQUIM RORIZ NETO,2024,12,17279.30,,,0,não,2026-09-01,2026-08-11T18:09:30
JOAQUIM RORIZ NETO,JOAQUIM RORIZ NETO,2025,1,17187.33,2487.39,14699.94,8,não,2026-09-01,2026-08-11T18:09:30
JOAQUIM RORIZ NETO,JOAQUIM RORIZ NETO,2025,2,15946.08,21146.02,'-5199.94,13,não,2026-09-01,2026-08-11T18:09:30
JOAQUIM RORIZ NETO,JOAQUIM RORIZ NETO,2025,3,18574.01,16976.94,1597.07,17,não,2026-09-01,2026-08-11T18:09:30
JOAQUIM RORIZ NETO,JOAQUIM RORIZ NETO,2025,4,18798.47,18698.89,99.58,17,não,2026-09-01,2026-08-11T18:09:30
JOAQUIM RORIZ NETO,JOAQUIM RORIZ NETO,2025,5,19159.07,17853.68,1305.39,18,não,2026-09-01,2026-08-11T18:09:30
JOAQUIM RORIZ NETO,JOAQUIM RORIZ NETO,2025,6,18197.45,15599.53,2597.92,13,não,2026-09-01,2026-08-11T18:09:30
JOAQUIM RORIZ NETO,JOAQUIM RORIZ NETO,2025,7,15949.00,15100.00,849.00,4,não,2026-09-01,2026-08-11T18:09:30
JOAQUIM RORIZ NETO,JOAQUIM RORIZ NETO,2025,8,6149.00,,,0,não,2026-09-01,2026-08-11T18:09:30
JOAQUIM RORIZ NETO,JOAQUIM RORIZ NETO,2025,9,11114.97,,,0,não,2026-09-01,2026-08-11T18:09:30
JOAQUIM RORIZ NETO,JOAQUIM RORIZ NETO,2025,10,8649.00,,,0,não,2026-09-01,2026-08-11T18:09:30
JOAQUIM RORIZ NETO,JOAQUIM RORIZ NETO,2025,11,11149.00,,,0,não,2026-09-01,2026-08-11T18:09:30
JOAQUIM RORIZ NETO,JOAQUIM RORIZ NETO,2025,12,11997.06,,,0,não,2026-09-01,2026-08-11T18:09:30
JOAQUIM RORIZ NETO,JOAQUIM RORIZ NETO,2026,1,11149.00,7649.00,3500.00,2,não,2026-09-01,2026-08-11T18:09:30
JOAQUIM RORIZ NETO,JOAQUIM RORIZ NETO,2026,2,11249.00,11149.00,100.00,3,não,2026-09-01,2026-08-11T18:09:30
JOAQUIM RORIZ NETO,JOAQUIM RORIZ NETO,2026,3,11188.84,15814.44,'-4625.60,4,não,2026-09-01,2026-08-11T18:09:30
JOAQUIM RORIZ NETO,JOAQUIM RORIZ NETO,2026,4,12649.00,11188.84,1460.16,3,não,2026-09-01,2026-08-11T18:09:30
JOAQUIM RORIZ NETO,JOAQUIM RORIZ NETO,2026,5,12396.93,12000.00,396.93,2,não,2026-09-01,2026-08-11T18:09:30
JOAQUIM RORIZ NETO,JOAQUIM RORIZ NETO,2026,6,12214.44,,,0,não,2026-09-01,2026-08-11T18:09:30
,JOAQUIM RORIZ NETO,2026,8,,649.00,,1,não,2026-09-01,2026-08-11T18:09:30
JORGE VIANNA,JORGE VIANNA,2023,1,0.00,,,0,não,2026-09-01,2026-08-11T18:09:30
JORGE VIANNA,JORGE VIANNA,2023,2,0.00,,,0,não,2026-09-01,2026-08-11T18:09:30
JORGE VIANNA,JORGE VIANNA,2023,3,0.00,,,0,não,2026-09-01,2026-08-11T18:09:30
JORGE VIANNA,JORGE VIANNA,2023,4,0.00,,,0,não,2026-09-01,2026-08-11T18:09:30
JORGE VIANNA,JORGE VIANNA,2023,5,0.00,,,0,não,2026-09-01,2026-08-11T18:09:30
JORGE VIANNA,JORGE VIANNA,2023,6,0.00,,,0,não,2026-09-01,2026-08-11T18:09:30
JORGE VIANNA,JORGE VIANNA,2023,7,0.00,,,0,não,2026-09-01,2026-08-11T18:09:30
JORGE VIANNA,JORGE VIANNA,2023,8,0.00,,,0,não,2026-09-01,2026-08-11T18:09:30
JORGE VIANNA,JORGE VIANNA,2023,9,0.00,,,0,não,2026-09-01,2026-08-11T18:09:30
JORGE VIANNA,JORGE VIANNA,2023,10,0.00,,,0,não,2026-09-01,2026-08-11T18:09:30
JORGE VIANNA,JORGE VIANNA,2023,11,0.00,,,0,não,2026-09-01,2026-08-11T18:09:30
JORGE VIANNA,JORGE VIANNA,2023,12,0.00,,,0,não,2026-09-01,2026-08-11T18:09:30
JORGE VIANNA,JORGE VIANNA,2024,1,0.00,,,0,não,2026-09-01,2026-08-11T18:09:30
JORGE VIANNA,JORGE VIANNA,2024,2,0.00,,,0,não,2026-09-01,2026-08-11T18:09:30
JORGE VIANNA,JORGE VIANNA,2024,3,0.00,,,0,não,2026-09-01,2026-08-11T18:09:30
JORGE VIANNA,JORGE VIANNA,2024,4,0.00,,,0,não,2026-09-01,2026-08-11T18:09:30
JORGE VIANNA,JORGE VIANNA,2024,5,0.00,,,0,não,2026-09-01,2026-08-11T18:09:30
JORGE VIANNA,JORGE VIANNA,2024,6,0.00,,,0,não,2026-09-01,2026-08-11T18:09:30
JORGE VIANNA,JORGE VIANNA,2024,7,0.00,,,0,não,2026-09-01,2026-08-11T18:09:30
JORGE VIANNA,JORGE VIANNA,2024,8,0.00,,,0,não,2026-09-01,2026-08-11T18:09:30
JORGE VIANNA,JORGE VIANNA,2024,9,0.00,,,0,não,2026-09-01,2026-08-11T18:09:30
JORGE VIANNA,JORGE VIANNA,2024,10,0.00,,,0,não,2026-09-01,2026-08-11T18:09:30
JORGE VIANNA,JORGE VIANNA,2024,11,0.00,,,0,não,2026-09-01,2026-08-11T18:09:30
JORGE VIANNA,JORGE VIANNA,2024,12,0.00,,,0,não,2026-09-01,2026-08-11T18:09:30
JORGE VIANNA,JORGE VIANNA,2025,1,0.00,,,0,não,2026-09-01,2026-08-11T18:09:30
JORGE VIANNA,JORGE VIANNA,2025,2,0.00,,,0,não,2026-09-01,2026-08-11T18:09:30
JORGE VIANNA,JORGE VIANNA,2025,3,0.00,,,0,não,2026-09-01,2026-08-11T18:09:30
JORGE VIANNA,JORGE VIANNA,2025,4,0.00,,,0,não,2026-09-01,2026-08-11T18:09:30
JORGE VIANNA,JORGE VIANNA,2025,5,0.00,,,0,não,2026-09-01,2026-08-11T18:09:30
JORGE VIANNA,JORGE VIANNA,2025,6,0.00,,,0,não,2026-09-01,2026-08-11T18:09:30
JORGE VIANNA,JORGE VIANNA,2025,7,0.00,,,0,não,2026-09-01,2026-08-11T18:09:30
JORGE VIANNA,JORGE VIANNA,2025,8,0.00,,,0,não,2026-09-01,2026-08-11T18:09:30
JORGE VIANNA,JORGE VIANNA,2025,9,0.00,,,0,não,2026-09-01,2026-08-11T18:09:30
JORGE VIANNA,JORGE VIANNA,2025,10,0.00,,,0,não,2026-09-01,2026-08-11T18:09:30
JORGE VIANNA,JORGE VIANNA,2025,11,0.00,,,0,não,2026-09-01,2026-08-11T18:09:30
JORGE VIANNA,JORGE VIANNA,2025,12,0.00,,,0,não,2026-09-01,2026-08-11T18:09:30
JORGE VIANNA,JORGE VIANNA,2026,1,0.00,,,0,não,2026-09-01,2026-08-11T18:09:30
JORGE VIANNA,JORGE VIANNA,2026,2,0.00,,,0,não,2026-09-01,2026-08-11T18:09:30
JORGE VIANNA,JORGE VIANNA,2026,3,0.00,,,0,não,2026-09-01,2026-08-11T18:09:30
JORGE VIANNA,JORGE VIANNA,2026,4,0.00,,,0,não,2026-09-01,2026-08-11T18:09:30
JORGE VIANNA,JORGE VIANNA,2026,5,0.00,,,0,não,2026-09-01,2026-08-11T18:09:30
JORGE VIANNA,JORGE VIANNA,2026,6,0.00,,,0,não,2026-09-01,2026-08-11T18:09:30
MARCOS MARTINS MACHADO,MARTINS MACHADO,2023,1,11519.08,629.08,10890.00,4,não,2026-09-01,2026-08-11T18:09:30
MARCOS MARTINS MACHADO,MARTINS MACHADO,2023,2,11701.75,17591.75,'-5890.00,11,não,2026-09-01,2026-08-11T18:09:30
MARCOS MARTINS MACHADO,MARTINS MACHADO,2023,3,11590.00,11590.00,0.00,8,sim,2026-09-01,2026-08-11T18:09:30
MARCOS MARTINS MACHADO,MARTINS MACHADO,2023,4,11518.59,11518.59,0.00,5,sim,2026-09-01,2026-08-11T18:09:30
MARCOS MARTINS MACHADO,MARTINS MACHADO,2023,5,11840.00,5850.00,5990.00,9,não,2026-09-01,2026-08-11T18:09:30
MARCOS MARTINS MACHADO,MARTINS MACHADO,2023,6,11792.34,11792.34,0.00,9,sim,2026-09-01,2026-08-11T18:09:30
MARCOS MARTINS MACHADO,MARTINS MACHADO,2023,7,11890.00,11890.00,0.00,10,sim,2026-09-01,2026-08-11T18:09:30
MARCOS MARTINS MACHADO,MARTINS MACHADO,2023,8,12040.00,12040.00,0.00,10,sim,2026-09-01,2026-08-11T18:09:30
MARCOS MARTINS MACHADO,MARTINS MACHADO,2023,9,11540.00,11540.00,0.00,7,sim,2026-09-01,2026-08-11T18:09:30
MARCOS MARTINS MACHADO,MARTINS MACHADO,2023,10,16956.00,11640.00,5316.00,9,não,2026-09-01,2026-08-11T18:09:30
MARCOS MARTINS MACHADO,MARTINS MACHADO,2023,11,16640.00,16456.00,184.00,6,não,2026-09-01,2026-08-11T18:09:30
MARCOS MARTINS MACHADO,MARTINS MACHADO,2023,12,17263.74,17263.74,0.00,10,sim,2026-09-01,2026-08-11T18:09:30
MARCOS MARTINS MACHADO,MARTINS MACHADO,2024,1,17021.00,17021.00,0.00,8,sim,2026-09-01,2026-08-11T18:09:30
MARCOS MARTINS MACHADO,MARTINS MACHADO,2024,2,17065.00,17065.00,0.00,12,sim,2026-09-01,2026-08-11T18:09:30
MARCOS MARTINS MACHADO,MARTINS MACHADO,2024,3,17373.37,17373.37,0.00,13,sim,2026-09-01,2026-08-11T18:09:30
MARCOS MARTINS MACHADO,MARTINS MACHADO,2024,4,17448.23,17448.23,0.00,12,sim,2026-09-01,2026-08-11T18:09:30
MARCOS MARTINS MACHADO,MARTINS MACHADO,2024,5,17920.99,17920.99,0.00,17,sim,2026-09-01,2026-08-11T18:09:30
MARCOS MARTINS MACHADO,MARTINS MACHADO,2024,6,17448.50,17448.50,0.00,17,sim,2026-09-01,2026-08-11T18:09:30
MARCOS MARTINS MACHADO,MARTINS MACHADO,2024,7,18023.21,18023.21,0.00,25,sim,2026-09-01,2026-08-11T18:09:30
MARCOS MARTINS MACHADO,MARTINS MACHADO,2024,8,17999.27,17999.27,0.00,23,sim,2026-09-01,2026-08-11T18:09:30
MARCOS MARTINS MACHADO,MARTINS MACHADO,2024,9,18015.21,18015.21,0.00,18,sim,2026-09-01,2026-08-11T18:09:30
MARCOS MARTINS MACHADO,MARTINS MACHADO,2024,10,17273.10,17273.10,0.00,14,sim,2026-09-01,2026-08-11T18:09:30
MARCOS MARTINS MACHADO,MARTINS MACHADO,2024,11,18043.56,18043.56,0.00,20,sim,2026-09-01,2026-08-11T18:09:30
MARCOS MARTINS MACHADO,MARTINS MACHADO,2024,12,17530.54,17530.54,0.00,13,sim,2026-09-01,2026-08-11T18:09:30
MARCOS MARTINS MACHADO,MARTINS MACHADO,2025,1,18021.07,18061.07,'-40.00,18,não,2026-09-01,2026-08-11T18:09:30
MARCOS MARTINS MACHADO,MARTINS MACHADO,2025,2,17959.65,17959.65,0.00,18,sim,2026-09-01,2026-08-11T18:09:30
MARCOS MARTINS MACHADO,MARTINS MACHADO,2025,3,17984.64,17684.64,300.00,16,não,2026-09-01,2026-08-11T18:09:30
MARCOS MARTINS MACHADO,MARTINS MACHADO,2025,4,17894.14,17894.14,0.00,22,sim,2026-09-01,2026-08-11T18:09:30
MARCOS MARTINS MACHADO,MARTINS MACHADO,2025,5,17969.94,17969.94,0.00,16,sim,2026-09-01,2026-08-11T18:09:30
MARCOS MARTINS MACHADO,MARTINS MACHADO,2025,6,17538.06,17618.06,'-80.00,13,não,2026-09-01,2026-08-11T18:09:30
MARCOS MARTINS MACHADO,MARTINS MACHADO,2025,7,16490.00,16550.00,'-60.00,4,não,2026-09-01,2026-08-11T18:09:30
MARCOS MARTINS MACHADO,MARTINS MACHADO,2025,8,16490.00,16490.00,0.00,3,sim,2026-09-01,2026-08-11T18:09:30
MARCOS MARTINS MACHADO,MARTINS MACHADO,2025,9,16490.00,16540.00,'-50.00,4,não,2026-09-01,2026-08-11T18:09:30
MARCOS MARTINS MACHADO,MARTINS MACHADO,2025,10,16490.00,16490.00,0.00,3,sim,2026-09-01,2026-08-11T18:09:30
MARCOS MARTINS MACHADO,MARTINS MACHADO,2025,11,14700.00,70.00,14630.00,1,não,2026-09-01,2026-08-11T18:09:30
MARCOS MARTINS MACHADO,MARTINS MACHADO,2025,12,14700.00,,,0,não,2026-09-01,2026-08-11T18:09:30
MARCOS MARTINS MACHADO,MARTINS MACHADO,2026,1,14700.00,,,0,não,2026-09-01,2026-08-11T18:09:30
MARCOS MARTINS MACHADO,MARTINS MACHADO,2026,2,14700.00,14700.00,0.00,3,sim,2026-09-01,2026-08-11T18:09:30
MARCOS MARTINS MACHADO,MARTINS MACHADO,2026,3,14700.00,14700.00,0.00,3,sim,2026-09-01,2026-08-11T18:09:30
MARCOS MARTINS MACHADO,MARTINS MACHADO,2026,4,15500.00,14700.00,800.00,3,não,2026-09-01,2026-08-11T18:09:30
MARCOS MARTINS MACHADO,MARTINS MACHADO,2026,5,15500.00,15500.00,0.00,3,sim,2026-09-01,2026-08-11T18:09:30
MARCOS MARTINS MACHADO,MARTINS MACHADO,2026,6,15500.00,31000.00,'-15500.00,6,não,2026-09-01,2026-08-11T18:09:30
MAX MACIEL,MAX MACIEL,2023,1,4787.18,1001.18,3786.00,5,não,2026-09-01,2026-08-11T18:09:30
MAX MACIEL,MAX MACIEL,2023,2,4602.23,4602.23,0.00,6,sim,2026-09-01,2026-08-11T18:09:30
MAX MACIEL,MAX MACIEL,2023,3,5807.36,6193.56,'-386.20,9,não,2026-09-01,2026-08-11T18:09:30
MAX MACIEL,MAX MACIEL,2023,4,4495.49,4495.49,0.00,6,sim,2026-09-01,2026-08-11T18:09:30
MAX MACIEL,MAX MACIEL,2023,5,8972.95,8972.95,0.00,10,sim,2026-09-01,2026-08-11T18:09:30
MAX MACIEL,MAX MACIEL,2023,6,4417.70,4417.70,0.00,7,sim,2026-09-01,2026-08-11T18:09:30
MAX MACIEL,MAX MACIEL,2023,7,3964.31,3964.31,0.00,5,sim,2026-09-01,2026-08-11T18:09:30
MAX MACIEL,MAX MACIEL,2023,8,4794.10,4794.10,0.00,9,sim,2026-09-01,2026-08-11T18:09:30
MAX MACIEL,MAX MACIEL,2023,9,4603.87,4603.87,0.00,9,sim,2026-09-01,2026-08-11T18:09:30
MAX MACIEL,MAX MACIEL,2023,10,4296.33,8296.33,'-4000.00,7,não,2026-09-01,2026-08-11T18:09:30
MAX MACIEL,MAX MACIEL,2023,11,4531.51,4531.51,0.00,9,sim,2026-09-01,2026-08-11T18:09:30
MAX MACIEL,MAX MACIEL,2023,12,4121.40,4121.40,0.00,6,sim,2026-09-01,2026-08-11T18:09:30
MAX MACIEL,MAX MACIEL,2024,1,5306.39,,,0,não,2026-09-01,2026-08-11T18:09:30
MAX MACIEL,MAX MACIEL,2024,2,5710.03,,,0,não,2026-09-01,2026-08-11T18:09:30
MAX MACIEL,MAX MACIEL,2024,3,5774.92,,,0,não,2026-09-01,2026-08-11T18:09:30
MAX MACIEL,MAX MACIEL,2024,4,4528.63,,,0,não,2026-09-01,2026-08-11T18:09:30
MAX MACIEL,MAX MACIEL,2024,5,4605.77,,,0,não,2026-09-01,2026-08-11T18:09:30
MAX MACIEL,MAX MACIEL,2024,6,4277.69,,,0,não,2026-09-01,2026-08-11T18:09:30
MAX MACIEL,MAX MACIEL,2024,7,5510.29,,,0,não,2026-09-01,2026-08-11T18:09:30
MAX MACIEL,MAX MACIEL,2024,8,6046.39,,,0,não,2026-09-01,2026-08-11T18:09:30
MAX MACIEL,MAX MACIEL,2024,9,5651.15,,,0,não,2026-09-01,2026-08-11T18:09:30
MAX MACIEL,MAX MACIEL,2024,10,5624.96,,,0,não,2026-09-01,2026-08-11T18:09:30
MAX MACIEL,MAX MACIEL,2024,11,5197.19,,,0,não,2026-09-01,2026-08-11T18:09:30
MAX MACIEL,MAX MACIEL,2024,12,5313.20,2900.00,2413.20,1,não,2026-09-01,2026-08-11T18:09:30
MAX MACIEL,MAX MACIEL,2025,1,5027.55,627.55,4400.00,3,não,2026-09-01,2026-08-11T18:09:30
MAX MACIEL,MAX MACIEL,2025,2,4676.75,9180.09,'-4503.34,11,não,2026-09-01,2026-08-11T18:09:30
MAX MACIEL,MAX MACIEL,2025,3,4907.29,1517.29,3390.00,9,não,2026-09-01,2026-08-11T18:09:30
MAX MACIEL,MAX MACIEL,2025,4,4549.05,7939.05,'-3390.00,9,não,2026-09-01,2026-08-11T18:09:30
MAX MACIEL,MAX MACIEL,2025,5,7628.40,7628.40,0.00,9,sim,2026-09-01,2026-08-11T18:09:30
MAX MACIEL,MAX MACIEL,2025,6,4570.09,4570.09,0.00,8,sim,2026-09-01,2026-08-11T18:09:30
MAX MACIEL,MAX MACIEL,2025,7,3553.67,3553.67,0.00,2,sim,2026-09-01,2026-08-11T18:09:30
MAX MACIEL,MAX MACIEL,2025,8,3390.00,,,0,não,2026-09-01,2026-08-11T18:09:30
MAX MACIEL,MAX MACIEL,2025,9,3390.00,,,0,não,2026-09-01,2026-08-11T18:09:30
MAX MACIEL,MAX MACIEL,2025,10,8390.00,,,0,não,2026-09-01,2026-08-11T18:09:30
MAX MACIEL,MAX MACIEL,2025,11,8390.00,,,0,não,2026-09-01,2026-08-11T18:09:30
MAX MACIEL,MAX MACIEL,2025,12,8390.00,,,0,não,2026-09-01,2026-08-11T18:09:30
MAX MACIEL,MAX MACIEL,2026,1,8390.00,,,0,não,2026-09-01,2026-08-11T18:09:30
MAX MACIEL,MAX MACIEL,2026,2,6816.07,10206.00,'-3389.93,4,não,2026-09-01,2026-08-11T18:09:30
MAX MACIEL,MAX MACIEL,2026,3,8770.00,3770.00,5000.00,1,não,2026-09-01,2026-08-11T18:09:30
MAX MACIEL,MAX MACIEL,2026,4,8770.00,,,0,não,2026-09-01,2026-08-11T18:09:30
MAX MACIEL,MAX MACIEL,2026,5,8770.00,,,0,não,2026-09-01,2026-08-11T18:09:30
MAX MACIEL,MAX MACIEL,2026,6,3770.00,3770.00,0.00,1,sim,2026-09-01,2026-08-11T18:09:30
,MAX MACIEL,2026,8,,8770.00,,2,não,2026-09-01,2026-08-11T18:09:30
,MAX MACIEL,2026,10,,10000.00,,3,não,2026-09-01,2026-08-11T18:09:30
PASTOR DANIEL DE CASTRO,PASTOR DANIEL DE CASTRO,2023,1,0.00,,,0,não,2026-09-01,2026-08-11T18:09:30
PASTOR DANIEL DE CASTRO,PASTOR DANIEL DE CASTRO,2023,2,0.00,,,0,não,2026-09-01,2026-08-11T18:09:30
PASTOR DANIEL DE CASTRO,PASTOR DANIEL DE CASTRO,2023,3,0.00,,,0,não,2026-09-01,2026-08-11T18:09:30
PASTOR DANIEL DE CASTRO,PASTOR DANIEL DE CASTRO,2023,4,0.00,,,0,não,2026-09-01,2026-08-11T18:09:30
PASTOR DANIEL DE CASTRO,PASTOR DANIEL DE CASTRO,2023,5,0.00,,,0,não,2026-09-01,2026-08-11T18:09:30
PASTOR DANIEL DE CASTRO,PASTOR DANIEL DE CASTRO,2023,6,0.00,,,0,não,2026-09-01,2026-08-11T18:09:30
PASTOR DANIEL DE CASTRO,PASTOR DANIEL DE CASTRO,2023,7,0.00,,,0,não,2026-09-01,2026-08-11T18:09:30
PASTOR DANIEL DE CASTRO,PASTOR DANIEL DE CASTRO,2023,8,0.00,,,0,não,2026-09-01,2026-08-11T18:09:30
PASTOR DANIEL DE CASTRO,PASTOR DANIEL DE CASTRO,2023,9,5660.00,,,0,não,2026-09-01,2026-08-11T18:09:30
PASTOR DANIEL DE CASTRO,PASTOR DANIEL DE CASTRO,2023,10,6455.66,,,0,não,2026-09-01,2026-08-11T18:09:30
PASTOR DANIEL DE CASTRO,PASTOR DANIEL DE CASTRO,2023,11,6487.99,,,0,não,2026-09-01,2026-08-11T18:09:30
PASTOR DANIEL DE CASTRO,PASTOR DANIEL DE CASTRO,2023,12,6200.00,,,0,não,2026-09-01,2026-08-11T18:09:30
PASTOR DANIEL DE CASTRO,PASTOR DANIEL DE CASTRO,2024,1,0.00,,,0,não,2026-09-01,2026-08-11T18:09:30
PASTOR DANIEL DE CASTRO,PASTOR DANIEL DE CASTRO,2024,2,8794.37,,,0,não,2026-09-01,2026-08-11T18:09:30
PASTOR DANIEL DE CASTRO,PASTOR DANIEL DE CASTRO,2024,3,11176.08,,,0,não,2026-09-01,2026-08-11T18:09:30
PASTOR DANIEL DE CASTRO,PASTOR DANIEL DE CASTRO,2024,4,10435.50,,,0,não,2026-09-01,2026-08-11T18:09:30
PASTOR DANIEL DE CASTRO,PASTOR DANIEL DE CASTRO,2024,5,13046.67,,,0,não,2026-09-01,2026-08-11T18:09:30
PASTOR DANIEL DE CASTRO,PASTOR DANIEL DE CASTRO,2024,6,11445.42,,,0,não,2026-09-01,2026-08-11T18:09:30
PASTOR DANIEL DE CASTRO,PASTOR DANIEL DE CASTRO,2024,7,11349.05,,,0,não,2026-09-01,2026-08-11T18:09:30
PASTOR DANIEL DE CASTRO,PASTOR DANIEL DE CASTRO,2024,8,10348.55,,,0,não,2026-09-01,2026-08-11T18:09:30
PASTOR DANIEL DE CASTRO,PASTOR DANIEL DE CASTRO,2024,9,11517.84,,,0,não,2026-09-01,2026-08-11T18:09:30
PASTOR DANIEL DE CASTRO,PASTOR DANIEL DE CASTRO,2024,10,11830.78,,,0,não,2026-09-01,2026-08-11T18:09:30
PASTOR DANIEL DE CASTRO,PASTOR DANIEL DE CASTRO,2024,11,10810.42,,,0,não,2026-09-01,2026-08-11T18:09:30
PASTOR DANIEL DE CASTRO,PASTOR DANIEL DE CASTRO,2024,12,10401.72,,,0,não,2026-09-01,2026-08-11T18:09:30
PASTOR DANIEL DE CASTRO,PASTOR DANIEL DE CASTRO,2025,1,12339.03,,,0,não,2026-09-01,2026-08-11T18:09:30
PASTOR DANIEL DE CASTRO,PASTOR DANIEL DE CASTRO,2025,2,10955.47,,,0,não,2026-09-01,2026-08-11T18:09:30
PASTOR DANIEL DE CASTRO,PASTOR DANIEL DE CASTRO,2025,3,13231.88,,,0,não,2026-09-01,2026-08-11T18:09:30
PASTOR DANIEL DE CASTRO,PASTOR DANIEL DE CASTRO,2025,4,11578.94,,,0,não,2026-09-01,2026-08-11T18:09:30
PASTOR DANIEL DE CASTRO,PASTOR DANIEL DE CASTRO,2025,5,16314.83,,,0,não,2026-09-01,2026-08-11T18:09:30
PASTOR DANIEL DE CASTRO,PASTOR DANIEL DE CASTRO,2025,6,14347.08,,,0,não,2026-09-01,2026-08-11T18:09:30
