ano,tipo_votacao,co_materia,materia,data,votos_sim,votos_nao,abstencoes,votos_nao_informado,total_votos,as_of,ementa
2023,SIMBOLICA,7917,1º TURNO DO PROJETO DE LEI  Nº 2554/2021,2023-12-13,0,0,0,1,1,2026-08-27,"DISPÕE SOBRE A APLICAÇÃO DE MEDIDAS ADMINISTRATIVAS PARA OS ESTABELECIMENTOS DENOMINADOS FUNDIÇÕES, SUCATEIROS E SIMILARES, QUE ADERIR E ESOCAR TAMPÕES OU GRADES DE BUEIROS, POÇOS DE VISITA, CAIXAS DE INSPEÇÃO DE TELEFONIA SUBTERRÂNEA E TAMPAS DE REDES DE ESGOTO EM SUAS DEPENDÊNCIAS, UTILIZADAS NAS VIAS E ESPAÇOS PÚBLICOS DO DISTRITO FEDERAL, E DÁ OUTRAS PROVIDÊNCIAS."
2023,SIMBOLICA,7918,2º TURNO DO PROJETO DE LEI  Nº 2554/2021,2023-12-13,0,0,0,1,1,2026-08-27,"DISPÕE SOBRE A APLICAÇÃO DE MEDIDAS ADMINISTRATIVAS PARA OS ESTABELECIMENTOS DENOMINADOS FUNDIÇÕES, SUCATEIROS E SIMILARES, QUE ADERIR E ESOCAR TAMPÕES OU GRADES DE BUEIROS, POÇOS DE VISITA, CAIXAS DE INSPEÇÃO DE TELEFONIA SUBTERRÂNEA E TAMPAS DE REDES DE ESGOTO EM SUAS DEPENDÊNCIAS, UTILIZADAS NAS VIAS E ESPAÇOS PÚBLICOS DO DISTRITO FEDERAL, E DÁ OUTRAS PROVIDÊNCIAS."
2023,SIMBOLICA,7919,PARECER CS AO PL  Nº 2554/2021,2023-12-13,0,0,0,2,2,2026-08-27,"DISPÕE SOBRE A APLICAÇÃO DE MEDIDAS ADMINISTRATIVAS PARA OS ESTABELECIMENTOS DENOMINADOS FUNDIÇÕES, SUCATEIROS E SIMILARES, QUE ADERIR E ESOCAR TAMPÕES OU GRADES DE BUEIROS, POÇOS DE VISITA, CAIXAS DE INSPEÇÃO DE TELEFONIA SUBTERRÂNEA E TAMPAS DE REDES DE ESGOTO EM SUAS DEPENDÊNCIAS, UTILIZADAS NAS VIAS E ESPAÇOS PÚBLICOS DO DISTRITO FEDERAL, E DÁ OUTRAS PROVIDÊNCIAS."
2023,SIMBOLICA,7920,PARECER CAS AO PL  Nº 2554/2021,2023-12-13,0,0,0,1,1,2026-08-27,"DISPÕE SOBRE A APLICAÇÃO DE MEDIDAS ADMINISTRATIVAS PARA OS ESTABELECIMENTOS DENOMINADOS FUNDIÇÕES, SUCATEIROS E SIMILARES, QUE ADERIR E ESOCAR TAMPÕES OU GRADES DE BUEIROS, POÇOS DE VISITA, CAIXAS DE INSPEÇÃO DE TELEFONIA SUBTERRÂNEA E TAMPAS DE REDES DE ESGOTO EM SUAS DEPENDÊNCIAS, UTILIZADAS NAS VIAS E ESPAÇOS PÚBLICOS DO DISTRITO FEDERAL, E DÁ OUTRAS PROVIDÊNCIAS."
2023,SIMBOLICA,7937,PARECER CEOF AO PROJETO DE LEI  Nº 784/2023,2023-12-13,0,0,0,1,1,2026-08-27,"ALTERA A LEI Nº 6.421, DE 16 DE DEZEMBRO DE 2019, QUE DISPÕE SOBRE A REDUÇÃO DA BASE DE CÁLCULO DO IMPOSTO SOBRE OPERAÇÕES RELATIVAS À CIRCULAÇÃO DE MERCADORIAS E SOBRE PRESTAÇÕES DE SERVIÇOS DE TRANSPORTE INTERESTADUAL E INTERMUNICIPAL E DE COMUNICAÇÃO -
ICMS NAS OPERAÇÕES COM A CESTA BÁSICA DE ALIMENTOS."
2023,SIMBOLICA,7941,PARECER CCJ AO PL Nº 502/2023 CJ PL Nº 794/2023,2023-12-13,0,0,0,1,1,2026-08-27,"PROJETO DE LEI Nº 502, DE 2023, DE AUTORIA DO DEPUTADO THIAGO MANZONI QUE ALTERA A LEI Nº 6.466, DE 27 DE DEZEMBRO DE 2019, PARA PRORROGAR, ATÉ 31 DE DEZEMBRO DE 2025, OS BENEFÍCIOS FISCAIS DO IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - IPTU, DO IMPOSTO SOBRE A TRANSMISSÃO CAUSA MORTIS E DOAÇÃO DE QUAISQUER BENS OU DIREITOS - ITCD, DO IMPOSTO SOBRE A TRANSMISSÃO INTER VIVOS DE BENS IMÓVEIS E DE DIREITOS A ELES RELATIVOS - ITBI E DA TAXA DE LIMPEZA PÚBLICA - TLP PREVISTOS NA LEI MENCIONADA, EM TRAMITAÇÃO CONJUNTA COM O PROJETO DE LEI Nº 794, DE 2023, DE AUTORIA DO 
PODER EXECUTIVO QUE ALTERA A LEI Nº 6.466, DE 27 DE DEZEMBRO DE 2019, QUE DISPÕE SOBRE OS BENEFÍCIOS FISCAIS DO IMPOSTO SOBRE A PROPRIEDADE DE VEÍCULOS AUTOMOTORES - IPVA, DO IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - IPTU, DO IMPOSTO SOBRE A TRANSMISSÃO CAUSA MORTIS E DOAÇÃO DE QUAISQUER BENS OU DIREITOS - ITCD, DO IMPOSTO SOBRE A TRANSMISSÃO INTER 
VIVOS DE BENS IMÓVEIS E DE DIREITOS A ELES RELATIVOS - ITBI E DA TAXA DE LIMPEZA PÚBLICA - TLP, E DÁ OUTRAS PROVIDÊNCIAS."
2023,SIMBOLICA,7942,PARECER CEOF AO PL Nº 502/2023 CJ PL Nº 794/2023,2023-12-13,0,0,0,1,1,2026-08-27,"PROJETO DE LEI Nº 502, DE 2023, DE AUTORIA DO DEPUTADO THIAGO MANZONI QUE ALTERA A LEI Nº 6.466, DE 27 DE DEZEMBRO DE 2019, PARA PRORROGAR, ATÉ 31 DE DEZEMBRO DE 2025, OS BENEFÍCIOS FISCAIS DO IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - IPTU, DO IMPOSTO SOBRE A TRANSMISSÃO CAUSA MORTIS E DOAÇÃO DE QUAISQUER BENS OU DIREITOS - ITCD, DO IMPOSTO SOBRE A TRANSMISSÃO INTER VIVOS DE BENS IMÓVEIS E DE DIREITOS A ELES RELATIVOS - ITBI E DA TAXA DE LIMPEZA PÚBLICA - TLP PREVISTOS NA LEI MENCIONADA, EM TRAMITAÇÃO CONJUNTA COM O PROJETO DE LEI Nº 794, DE 2023, DE AUTORIA DO 
PODER EXECUTIVO QUE ALTERA A LEI Nº 6.466, DE 27 DE DEZEMBRO DE 2019, QUE DISPÕE SOBRE OS BENEFÍCIOS FISCAIS DO IMPOSTO SOBRE A PROPRIEDADE DE VEÍCULOS AUTOMOTORES - IPVA, DO IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - IPTU, DO IMPOSTO SOBRE A TRANSMISSÃO CAUSA MORTIS E DOAÇÃO DE QUAISQUER BENS OU DIREITOS - ITCD, DO IMPOSTO SOBRE A TRANSMISSÃO INTER 
VIVOS DE BENS IMÓVEIS E DE DIREITOS A ELES RELATIVOS - ITBI E DA TAXA DE LIMPEZA PÚBLICA - TLP, E DÁ OUTRAS PROVIDÊNCIAS."
2023,SIMBOLICA,7943,1º TURNO DO PROJETO DE LEI  Nº 722/2023,2023-12-13,0,0,0,1,1,2026-08-27,INSTITUI MULTAS POR DESCUMPRIMENTO DE OBRIGAÇÕES ACESSÓRIAS RELATIVAS À DECLARAÇÃO ELETRÔNICA DE SERVIÇOS DAS INSTITUIÇÕES FINANCEIRAS E DEMAIS ENTIDADES - DES-IF.
2023,SIMBOLICA,7944,2º TURNO DO PROJETO DE LEI  Nº 722/2023,2023-12-13,0,0,0,1,1,2026-08-27,INSTITUI MULTAS POR DESCUMPRIMENTO DE OBRIGAÇÕES ACESSÓRIAS RELATIVAS À DECLARAÇÃO ELETRÔNICA DE SERVIÇOS DAS INSTITUIÇÕES FINANCEIRAS E DEMAIS ENTIDADES - DES-IF.
2023,SIMBOLICA,7946,PARECER CEOF AO PROJETO DE LEI  Nº 722/2023,2023-12-13,0,0,0,1,1,2026-08-27,INSTITUI MULTAS POR DESCUMPRIMENTO DE OBRIGAÇÕES ACESSÓRIAS RELATIVAS À DECLARAÇÃO ELETRÔNICA DE SERVIÇOS DAS INSTITUIÇÕES FINANCEIRAS E DEMAIS ENTIDADES - DES-IF.
2023,SIMBOLICA,7956,1º TURNO DO PROJETO DE LEI  Nº 383/2023,2023-12-13,0,0,0,1,1,2026-08-27,"ALTERA A LEI Nº 1.355 DE 30 DE DEZEMBRO DE 1996, QUE DISPÕE SOBRE O REGIME DE SUBSTITUIÇÃO TRIBUTÁRIA RELATIVO AO IMPOSTO SOBRE SERVIÇOS - ISS E DÁ OUTRAS PROVIDÊNCIAS."
2023,SIMBOLICA,7957,2º TURNO DO PROJETO DE LEI  Nº 383/2023,2023-12-13,0,0,0,1,1,2026-08-27,"ALTERA A LEI Nº 1.355 DE 30 DE DEZEMBRO DE 1996, QUE DISPÕE SOBRE O REGIME DE SUBSTITUIÇÃO TRIBUTÁRIA RELATIVO AO IMPOSTO SOBRE SERVIÇOS - ISS E DÁ OUTRAS PROVIDÊNCIAS."
2023,SIMBOLICA,7966,PARECER CAF AO PROJETO DE LEI  Nº 2260/2021,2023-12-13,0,0,0,1,1,2026-08-27,"AUTORIZA O PODER EXECUTIVO A PROMOVER A CONCESSÃO AO SETOR PRIVADO DA PRESTAÇÃO DO SERVIÇO PÚBLICO, PRECEDIDA DE OBRA PÚBLICA PARA REFORMA, AMPLIAÇÃO, GESTÃO, OPERAÇÃO E EXPLORAÇÃO DA RODOVIÁRIA DO PLANO PILOTO E GALERIA DOS ESTADOS DE BRASÍLIA, DISTRITO FEDERAL, E DÁ OUTRAS PROVIDÊNCIAS."
2023,SIMBOLICA,7982,PARECER DA CTMU AO PL Nº 2260/2021,2023-12-12,0,0,0,1,1,2026-08-27,"AUTORIZA O PODER EXECUTIVO A PROMOVER A CONCESSÃO AO SETOR PRIVADO DA PRESTAÇÃO DO SERVIÇO PÚBLICO, PRECEDIDA DE OBRA PÚBLICA PARA REFORMA, AMPLIAÇÃO, GESTÃO, OPERAÇÃO E EXPLORAÇÃO DA RODOVIÁRIA DO PLANO PILOTO E GALERIA DOS ESTADOS DE BRASÍLIA, DISTRITO FEDERAL, E DÁ OUTRAS PROVIDÊNCIAS."
2023,SIMBOLICA,7984,1º TURNO DO PROJETO DE LEI Nº 828/2023,2023-12-12,0,0,0,1,1,2026-08-27,DISPÕE SOBRE A CARREIRA DE DEFENSOR PÚBLICO DA DEFENSORIA PÚBLICA DO DISTRITO FEDERAL E DÁ OUTRAS PROVIDÊNCIAS.
2023,SIMBOLICA,7985,2º TURNO DO PROJETO DE LEI Nº 828/2023,2023-12-13,0,0,0,1,1,2026-08-27,DISPÕE SOBRE A CARREIRA DE DEFENSOR PÚBLICO DA DEFENSORIA PÚBLICA DO DISTRITO FEDERAL E DÁ OUTRAS PROVIDÊNCIAS.
2023,SIMBOLICA,7986,PARECER CAS AO PL Nº 828/2023,2023-12-12,0,0,0,1,1,2026-08-27,DISPÕE SOBRE A CARREIRA DE DEFENSOR PÚBLICO DA DEFENSORIA PÚBLICA DO DISTRITO FEDERAL E DÁ OUTRAS PROVIDÊNCIAS.
2023,SIMBOLICA,7987,PARECER CEOF AO PL Nº 828/2023,2023-12-12,0,0,0,1,1,2026-08-27,DISPÕE SOBRE A CARREIRA DE DEFENSOR PÚBLICO DA DEFENSORIA PÚBLICA DO DISTRITO FEDERAL E DÁ OUTRAS PROVIDÊNCIAS.
2023,SIMBOLICA,7988,PARECER CCJ AO PL Nº 828/2023,2023-12-12,0,0,0,1,1,2026-08-27,DISPÕE SOBRE A CARREIRA DE DEFENSOR PÚBLICO DA DEFENSORIA PÚBLICA DO DISTRITO FEDERAL E DÁ OUTRAS PROVIDÊNCIAS.
2023,SIMBOLICA,7990,PARECER CFGTC AO PROJETO DE LEI Nº 2260/2021,2023-12-12,0,0,0,1,1,2026-08-27,"AUTORIZA O PODER EXECUTIVO A PROMOVER A CONCESSÃO AO SETOR PRIVADO DA PRESTAÇÃO DO SERVIÇO PÚBLICO, PRECEDIDA DE OBRA PÚBLICA PARA REFORMA, AMPLIAÇÃO, GESTÃO, OPERAÇÃO E EXPLORAÇÃO DA RODOVIÁRIA DO PLANO PILOTO E GALERIA DOS ESTADOS DE BRASÍLIA, DISTRITO FEDERAL, E DÁ OUTRAS PROVIDÊNCIAS."
2023,SIMBOLICA,7992,PARECER CDESCTMAT AO PROJETO DE LEI Nº 2260/2021,2023-12-13,0,0,0,1,1,2026-08-27,"AUTORIZA O PODER EXECUTIVO A PROMOVER A CONCESSÃO AO SETOR PRIVADO DA PRESTAÇÃO DO SERVIÇO PÚBLICO, PRECEDIDA DE OBRA PÚBLICA PARA REFORMA, AMPLIAÇÃO, GESTÃO, OPERAÇÃO E EXPLORAÇÃO DA RODOVIÁRIA DO PLANO PILOTO E GALERIA DOS ESTADOS DE BRASÍLIA, DISTRITO FEDERAL, E DÁ OUTRAS PROVIDÊNCIAS."
2023,SIMBOLICA,7993,PARECER CEOF AO PROJETO DE LEI Nº 2260/2021,2023-12-13,0,0,0,1,1,2026-08-27,"AUTORIZA O PODER EXECUTIVO A PROMOVER A CONCESSÃO AO SETOR PRIVADO DA PRESTAÇÃO DO SERVIÇO PÚBLICO, PRECEDIDA DE OBRA PÚBLICA PARA REFORMA, AMPLIAÇÃO, GESTÃO, OPERAÇÃO E EXPLORAÇÃO DA RODOVIÁRIA DO PLANO PILOTO E GALERIA DOS ESTADOS DE BRASÍLIA, DISTRITO FEDERAL, E DÁ OUTRAS PROVIDÊNCIAS."
2023,SIMBOLICA,7994,PARECER CCJ AO PROJETO DE LEI Nº 2260/2021,2023-12-12,0,0,0,1,1,2026-08-27,"AUTORIZA O PODER EXECUTIVO A PROMOVER A CONCESSÃO AO SETOR PRIVADO DA PRESTAÇÃO DO SERVIÇO PÚBLICO, PRECEDIDA DE OBRA PÚBLICA PARA REFORMA, AMPLIAÇÃO, GESTÃO, OPERAÇÃO E EXPLORAÇÃO DA RODOVIÁRIA DO PLANO PILOTO E GALERIA DOS ESTADOS DE BRASÍLIA, DISTRITO FEDERAL, E DÁ OUTRAS PROVIDÊNCIAS."
2023,SIMBOLICA,7995,PARECER CCJ AO PDL Nº 73/2023,2023-12-13,0,0,0,1,1,2026-08-27,"HOMOLOGA O CONVÊNIO ICMS 21, DE 14 DE ABRIL DE 2023"
2023,SIMBOLICA,7996,PARECER CCJ AO PDL Nº  74/2023,2023-12-13,0,0,0,1,1,2026-08-27,"HOMOLOGA OS CONVÊNIOS ICMS Nº 131, DE 3 DE SETEMBRO DE 2021, E Nº 43, DE 14 DE ABRIL DE 2023."
2023,SIMBOLICA,7997,1º TURNO DO PROJETO DE LEI Nº 1719/2023,2023-12-13,0,0,0,1,1,2026-08-27,DISPÕE SOBRE O USO DE DISPOSITIVO DE AÚDIO JUNTO A EQUIPAMENTO DE LEITURA ÓPTICA DE CÓDIGO DE BARRAS EM COMÉRCIOS.
2023,SIMBOLICA,7998,2º TURNO DO PROJETO DE LEI Nº 1719/2021,2023-12-13,0,0,0,1,1,2026-08-27,DISPÕE SOBRE O USO DE DISPOSITIVO DE AÚDIO JUNTO A EQUIPAMENTO DE LEITURA ÓPTICA DE CÓDIGO DE BARRAS EM COMÉRCIOS.
2023,SIMBOLICA,7999,1º TURNO DO PROJETO DE LEI  Nº 760/2023,2023-12-13,0,0,0,1,1,2026-08-27,CRIA O RELATÓRIO ANUAL DE VITIMIZAÇÃO DOS PROFISSIONAIS DE SAÚDE DO DISTRITO FEDERAL.
2023,SIMBOLICA,8000,2º TURNO DO PROJETO DE LEI  Nº 760/2023,2023-12-13,0,0,0,1,1,2026-08-27,CRIA O RELATÓRIO ANUAL DE VITIMIZAÇÃO DOS PROFISSIONAIS DE SAÚDE DO DISTRITO FEDERAL.
2023,SIMBOLICA,8001,PARECER CESC AO PL Nº 760/2023,2023-12-13,0,0,0,1,1,2026-08-27,CRIA O RELATÓRIO ANUAL DE VITIMIZAÇÃO DOS PROFISSIONAIS DE SAÚDE DO DISTRITO FEDERAL.
2023,SIMBOLICA,8002,PARECER CAS AO PL Nº 760/2023,2023-12-13,0,0,0,1,1,2026-08-27,CRIA O RELATÓRIO ANUAL DE VITIMIZAÇÃO DOS PROFISSIONAIS DE SAÚDE DO DISTRITO FEDERAL.
2023,SIMBOLICA,8003,PARECER CEOF AO PL Nº 760/2023,2023-12-13,0,0,0,1,1,2026-08-27,CRIA O RELATÓRIO ANUAL DE VITIMIZAÇÃO DOS PROFISSIONAIS DE SAÚDE DO DISTRITO FEDERAL.
2023,SIMBOLICA,8004,PARECER CCJ AO PL Nº 760/2023,2023-12-13,0,0,0,1,1,2026-08-27,CRIA O RELATÓRIO ANUAL DE VITIMIZAÇÃO DOS PROFISSIONAIS DE SAÚDE DO DISTRITO FEDERAL.
2023,SIMBOLICA,8005,1º TURNO DO PROJETO DE LEI  Nº 689/2023,2023-12-13,0,0,0,1,1,2026-08-27,"INSTITUI O PROGRAMA DE DESCENTRALIZAÇÃO FINANCEIRA PARA AÇÕES DE SEGURANÇA `PÚBLICA - PDFASP POR MEIO DE TRANSFERÊNCIA DE RECURSOS FINANCEIROS DO GOVERNO DO DISTRITO FEDERAL, AOS TERMOS DA LEI FEDERAL Nº 14.133, DE 1º DE ABRIL DE 2021, E DÁ OUTRAS PROVIDÊNCIAS."
2023,SIMBOLICA,8006,2º TURNO DO PROJETO DE LEI  Nº 689/2023,2023-12-13,0,0,0,1,1,2026-08-27,"INSTITUI O PROGRAMA DE DESCENTRALIZAÇÃO FINANCEIRA PARA AÇÕES DE SEGURANÇA `PÚBLICA - PDFASP POR MEIO DE TRANSFERÊNCIA DE RECURSOS FINANCEIROS DO GOVERNO DO DISTRITO FEDERAL, AOS TERMOS DA LEI FEDERAL Nº 14.133, DE 1º DE ABRIL DE 2021, E DÁ OUTRAS PROVIDÊNCIAS."
2023,SIMBOLICA,8007,PARECER CAS AO PL Nº 689/2023,2023-12-13,0,0,0,1,1,2026-08-27,"INSTITUI O PROGRAMA DE DESCENTRALIZAÇÃO FINANCEIRA PARA AÇÕES DE SEGURANÇA `PÚBLICA - PDFASP POR MEIO DE TRANSFERÊNCIA DE RECURSOS FINANCEIROS DO GOVERNO DO DISTRITO FEDERAL, AOS TERMOS DA LEI FEDERAL Nº 14.133, DE 1º DE ABRIL DE 2021, E DÁ OUTRAS PROVIDÊNCIAS."
2023,SIMBOLICA,8008,PARECER CS AO PL Nº 689/2023,2023-12-13,0,0,0,1,1,2026-08-27,"INSTITUI O PROGRAMA DE DESCENTRALIZAÇÃO FINANCEIRA PARA AÇÕES DE SEGURANÇA `PÚBLICA - PDFASP POR MEIO DE TRANSFERÊNCIA DE RECURSOS FINANCEIROS DO GOVERNO DO DISTRITO FEDERAL, AOS TERMOS DA LEI FEDERAL Nº 14.133, DE 1º DE ABRIL DE 2021, E DÁ OUTRAS PROVIDÊNCIAS."
2023,SIMBOLICA,8009,PARECER CEOF AO PL Nº 689/2023,2023-12-13,0,0,0,1,1,2026-08-27,"INSTITUI O PROGRAMA DE DESCENTRALIZAÇÃO FINANCEIRA PARA AÇÕES DE SEGURANÇA `PÚBLICA - PDFASP POR MEIO DE TRANSFERÊNCIA DE RECURSOS FINANCEIROS DO GOVERNO DO DISTRITO FEDERAL, AOS TERMOS DA LEI FEDERAL Nº 14.133, DE 1º DE ABRIL DE 2021, E DÁ OUTRAS PROVIDÊNCIAS."
2023,SIMBOLICA,8010,PARECER CCJ AO PL Nº 689/2023,2023-12-13,0,0,0,1,1,2026-08-27,"INSTITUI O PROGRAMA DE DESCENTRALIZAÇÃO FINANCEIRA PARA AÇÕES DE SEGURANÇA `PÚBLICA - PDFASP POR MEIO DE TRANSFERÊNCIA DE RECURSOS FINANCEIROS DO GOVERNO DO DISTRITO FEDERAL, AOS TERMOS DA LEI FEDERAL Nº 14.133, DE 1º DE ABRIL DE 2021, E DÁ OUTRAS PROVIDÊNCIAS."
2023,SIMBOLICA,8011,PARECER CESC AO PL Nº 401/2023,2023-12-13,0,0,0,1,1,2026-08-27,"ALTERA A LEI Nº 5.080, DE 11 DE MARÇO DE 2013, QUE INCLUI, NO CALENDÁRIO OFICIAL DE EVENTOS E NO CALENDÁRIO ESCOLAR DO DISTRITO FEDERAL, O DIA DO PATRIMÔNIO 
CULTURAL E INSTITUI AS JORNADAS DE BRASÍLIA PATRIMÔNIO CULTURAL DA HUMANIDADE."
2023,SIMBOLICA,8012,PARECER CDESCTMAT AO PL Nº 296/2023,2023-12-13,0,0,0,1,1,2026-08-27,"ALTERA A LEI Nº 4.883, DE 11 DE JULHO DE 2012, QUE DISPÕE SOBRE A POLÍTICA DE TURISMO DO DISTRITO FEDERAL, PARA INCLUIR O TURISMO RELIGIOSO COMO MODALIDADE DE TURISMO NA POLÍTICA DE TURISMO DO DF."
2023,SIMBOLICA,8013,1º TURNO DO PROJETO DE LEI  Nº 299/2023,2023-12-13,0,0,0,1,1,2026-08-27,"PROÍBE A ESPETACULARIZAÇÃO E VEICULAÇÃO, POR QUALQUER MEIO DE COMUNICAÇÃO SOCIAL NO DISTRITO FEDERAL, DOS CASOS DE ATENTADO OU TENTIVA DE ATENTADO COMETIDOS EM ESCOLAS E CRECHES."
2023,SIMBOLICA,8014,2º TURNO DO PROJETO DE LEI  Nº 299/2023,2023-12-13,0,0,0,1,1,2026-08-27,"PROÍBE A ESPETACULARIZAÇÃO E VEICULAÇÃO, POR QUALQUER MEIO DE COMUNICAÇÃO SOCIAL NO DISTRITO FEDERAL, DOS CASOS DE ATENTADO OU TENTIVA DE ATENTADO COMETIDOS EM ESCOLAS E CRECHES."
2023,SIMBOLICA,8015,1º TURNO DO PROJETO DE LEI  Nº 790/2023,2023-12-13,0,0,0,1,1,2026-08-27,"ALTERA A LEI Nº 7.011 DE 20 DE DEZEMBRO DE 2021, QUE 'INSTITUI O PROGRAMA CESTA DO TRABALHADOR NO ÂMBITO DO DISTRITO FEDERAL E DÁ OUTRAS PROVIDÊNCIAS'."
2023,SIMBOLICA,8016,2º TURNO DO PROJETO DE LEI  Nº 790/2023,2023-12-13,0,0,0,1,1,2026-08-27,"ALTERA A LEI Nº 7.011 DE 20 DE DEZEMBRO DE 2021, QUE 'INSTITUI O PROGRAMA CESTA DO TRABALHADOR NO ÂMBITO DO DISTRITO FEDERAL E DÁ OUTRAS PROVIDÊNCIAS'."
2023,SIMBOLICA,8017,PARECER CAS AO PL Nº 790/2023,2023-12-13,0,0,0,1,1,2026-08-27,"ALTERA A LEI Nº 7.011 DE 20 DE DEZEMBRO DE 2021, QUE 'INSTITUI O PROGRAMA CESTA DO TRABALHADOR NO ÂMBITO DO DISTRITO FEDERAL E DÁ OUTRAS PROVIDÊNCIAS'."
2023,SIMBOLICA,8018,PARECER CEOF AO PL Nº 790/2023,2023-12-13,0,0,0,1,1,2026-08-27,"ALTERA A LEI Nº 7.011 DE 20 DE DEZEMBRO DE 2021, QUE 'INSTITUI O PROGRAMA CESTA DO TRABALHADOR NO ÂMBITO DO DISTRITO FEDERAL E DÁ OUTRAS PROVIDÊNCIAS'."
2023,SIMBOLICA,8019,PARECER CCJ AO PL Nº 790/2023,2023-12-13,0,0,0,1,1,2026-08-27,"ALTERA A LEI Nº 7.011 DE 20 DE DEZEMBRO DE 2021, QUE 'INSTITUI O PROGRAMA CESTA DO TRABALHADOR NO ÂMBITO DO DISTRITO FEDERAL E DÁ OUTRAS PROVIDÊNCIAS'."
2023,SIMBOLICA,8020,PARECER CCJ AO PROJETO DE LEI  Nº 281/2023,2023-12-13,0,0,0,1,1,2026-08-27,"INSTITUI A POLÍTICA DE MOBILIDADE A PÉ PARA O DISTRITO FEDERAL, E CRIA O COMITÊ TÉCNICO DA MOBILIDADE A PÉ E DÁ OUTRAS PROVIDÊNCIAS."
2023,SIMBOLICA,8021,PARECER CEOF AO PROJETO DE LEI  Nº 141/2023,2023-12-13,0,0,0,1,1,2026-08-27,"DETERMINA A DIVULGAÇÃO DO SERVIÇO LIGUE 180 - CENTRAL DE ATENDIMENTO À MULHER E TORNA OBRIGATÓRIA A ADOÇÃO DE MEDIDAS AFIRMATIVAS, EDUCATIVAS E PREVENTIVAS AO ABUSO SEXUAL E VIOLÊNCIA CONTRA A MULHER NAS DEPENDÊNCIAS DAS SALAS DE EXIBIÇÃO E CINEMAS DO DISTRITO FEDERAL."
2023,SIMBOLICA,8022,1º PL Nº 141/2019 CJ PL Nº 2.976/2022,2023-12-13,0,0,0,1,1,2026-08-27,"ALTERA A LEI N° 4.462, DE 13 DE JANEIRO DE 2010, QUE DISPÕE SOBRE O PASSE LIVRE ESTUDANTIL NAS MODALIDADES DE TRANSPORTE PÚBLICO COLETIVO, EM TRAMITAÇÃO CONJUNTA COM PROJETO DE LEI N° 2.976/2022, QUE ALTERA A LEI Nº 4.462, DE 13 DE JANEIRO DE 2010, QUE DISPÕE SOBRE O PASSE LIVRE ESTUDANTIL NAS MODALIDADES DE TRANSPORTE PÚBLICO COLETIVO, E DÁ OUTRAS PROVIDÊNCIAS."
2023,SIMBOLICA,8023,1º TURNO DO PROJETO DE LEI  Nº 841/2023,2023-12-13,0,0,0,1,1,2026-08-27,"ALTERA A LEI Nº 7.313, DE 27 DE JULHO DE 2023, QUE DISPÕE SOBRE AS DIRETRIZES ORÇAMENTÁRIAS PARA O EXERCÍCIO FINANCEIRO DE 2024 E DÁ OUTRAS PROVIDÊNCIAS."
2023,SIMBOLICA,8024,PARECER CCJ AO PL  Nº 299/2023,2023-12-13,0,0,0,1,1,2026-08-27,"PROÍBE A ESPETACULARIZAÇÃO E VEICULAÇÃO, POR QUALQUER MEIO DE COMUNICAÇÃO SOCIAL NO DISTRITO FEDERAL, DOS CASOS DE ATENTADO OU TENTIVA DE ATENTADO COMETIDOS EM ESCOLAS E CRECHES."
2023,SIMBOLICA,8025,2º TURNO DO PROJETO DE LEI  Nº 841/2023,2023-12-13,0,0,0,1,1,2026-08-27,"ALTERA A LEI Nº 7.313, DE 27 DE JULHO DE 2023, QUE DISPÕE SOBRE AS DIRETRIZES ORÇAMENTÁRIAS PARA O EXERCÍCIO FINANCEIRO DE 2024 E DÁ OUTRAS PROVIDÊNCIAS."
2023,SIMBOLICA,8026,PARECER CEOF AO PL  Nº 841/2023,2023-12-13,0,0,0,1,1,2026-08-27,"ALTERA A LEI Nº 7.313, DE 27 DE JULHO DE 2023, QUE DISPÕE SOBRE AS DIRETRIZES ORÇAMENTÁRIAS PARA O EXERCÍCIO FINANCEIRO DE 2024 E DÁ OUTRAS PROVIDÊNCIAS."
2023,SIMBOLICA,8027,1º TURNO DO PROJETO DE LEI  Nº 522/2023,2023-12-13,0,0,0,1,1,2026-08-27,"ALTERA A LEI Nº 5.418, DE 24 DE NOVEMBRO DE 2014, QUE DISPÕE SOBRE A POLÍTICA DISTRITAL DE RESÍDUOS SÓLIDOS 6.518, DE 12 DE MARÇO DE 2020, QUE 'DISPÕE SOBRE A OBRIGATORIEDADE DE TRATAMENTO DOS RESÍDUOS SÓLIDOS ORGÂNICOS NO DISTRITO FEDERAL POR PROCESSOS BIOLÓGICOS´"
2023,SIMBOLICA,8028,2º TURNO DO PROJETO DE LEI  Nº 522/2023,2023-12-13,0,0,0,1,1,2026-08-27,"ALTERA A LEI Nº 5.418, DE 24 DE NOVEMBRO DE 2014, QUE DISPÕE SOBRE A POLÍTICA DISTRITAL DE RESÍDUOS SÓLIDOS 6.518, DE 12 DE MARÇO DE 2020, QUE 'DISPÕE SOBRE A OBRIGATORIEDADE DE TRATAMENTO DOS RESÍDUOS SÓLIDOS ORGÂNICOS NO DISTRITO FEDERAL POR PROCESSOS BIOLÓGICOS´"
