ano,mes,mes_numero,tipo,linhas,matriculas_distintas,creditos,descontos,auxilios,liquido
2018,Fevereiro,2,DEPUTADO,23,23,"582.411,75","'-223.316,68","34.052,82","393.147,89"
2018,Fevereiro,2,INATIVO,270,270,"6.483.116,46","'-2.448.952,25","1.269,84","4.035.434,05"
2018,Fevereiro,2,PENSIONISTA,42,42,"355.039,08","'-101.064,32","0,00","253.974,76"
2018,Fevereiro,2,REQUISITADO,84,84,"621.518,12","'-166.179,16","118.175,02","573.513,98"
2018,Março,3,,1,1,"0,00","'-101,58","1.269,84","1.168,26"
2018,Março,3,COMISSIONADO,918,918,"7.271.787,66","'-2.517.030,66","1.463.235,93","6.217.992,93"
2018,Março,3,CONCURSADO,591,591,"18.040.866,20","'-6.692.961,91","860.386,47","12.208.290,76"
2018,Março,3,DEPUTADO,23,23,"582.411,75","'-213.680,36","34.052,82","402.784,21"
2018,Março,3,INATIVO,271,271,"6.154.967,66","'-2.460.887,79","0,00","3.694.079,87"
2018,Março,3,PENSIONISTA,44,44,"421.100,97","'-122.138,46","0,00","298.962,51"
2018,Março,3,REQUISITADO,85,85,"529.813,80","'-150.975,54","112.742,39","491.580,65"
2018,Abril,4,,1,1,"0,00","'-101,58","1.269,84","1.168,26"
2018,Abril,4,COMISSIONADO,903,903,"6.945.562,50","'-2.398.658,15","1.498.214,32","6.045.118,67"
2018,Abril,4,CONCURSADO,585,585,"15.024.203,30","'-6.555.713,88","853.252,67","9.321.742,09"
2018,Abril,4,DEPUTADO,23,23,"582.411,75","'-217.078,11","34.052,82","399.386,46"
2018,Abril,4,INATIVO,276,276,"6.392.677,54","'-2.591.649,97","3.520,36","3.804.547,93"
2018,Abril,4,PENSIONISTA,44,44,"418.267,53","'-130.934,93","0,00","287.332,60"
2018,Abril,4,REQUISITADO,84,84,"522.421,95","'-150.477,91","115.605,65","487.549,69"
2018,Maio,5,,1,1,"0,00","'-101,58","1.269,84","1.168,26"
2018,Maio,5,COMISSIONADO,909,909,"7.241.109,81","'-2.461.967,72","1.514.989,22","6.294.131,31"
2018,Maio,5,CONCURSADO,585,585,"15.166.607,48","'-6.648.674,55","852.206,70","9.370.139,63"
2018,Maio,5,DEPUTADO,23,23,"582.411,75","'-220.241,91","34.052,82","396.222,66"
2018,Maio,5,INATIVO,274,274,"6.356.786,14","'-2.578.468,51","0,00","3.778.317,63"
2018,Maio,5,PENSIONISTA,46,46,"393.763,17","'-111.396,61","0,00","282.366,56"
2018,Maio,5,REQUISITADO,81,81,"541.655,93","'-157.889,84","117.388,34","501.154,43"
2018,Junho,6,,1,1,"0,00","'-101,58","1.269,84","1.168,26"
2018,Junho,6,COMISSIONADO,914,914,"9.230.246,79","'-2.496.384,66","1.532.098,15","8.265.960,28"
2018,Junho,6,CONCURSADO,581,581,"17.126.776,59","'-6.584.855,79","843.437,71","11.385.358,51"
2018,Junho,6,DEPUTADO,23,23,"873.614,75","'-226.862,40","34.052,82","680.805,17"
2018,Junho,6,INATIVO,278,278,"9.843.295,77","'-2.106.621,98","3.982,68","7.740.656,47"
2018,Junho,6,PENSIONISTA,46,46,"593.492,39","'-115.832,78","0,00","477.659,61"
2018,Junho,6,REQUISITADO,80,80,"669.419,90","'-149.983,92","112.266,72","631.702,70"
2018,Setembro,9,,1,1,"1.168,26","0,00","0,00","1.168,26"
2018,Setembro,9,COMISSIONADO,933,933,"7.413.769,49","'-2.432.739,78","1.535.488,10","6.516.517,81"
2018,Setembro,9,CONCURSADO,574,574,"16.385.500,79","'-7.109.736,54","828.056,57","10.103.820,82"
2018,Setembro,9,DEPUTADO,23,23,"582.411,75","'-221.042,07","34.052,82","395.422,50"
2018,Setembro,9,INATIVO,285,285,"7.027.882,49","'-2.852.827,14","3.869,36","4.178.924,71"
2018,Setembro,9,PENSIONISTA,43,43,"365.086,30","'-104.076,08","0,00","261.010,22"
2018,Setembro,9,REQUISITADO,79,79,"527.370,75","'-153.133,85","111.459,92","485.696,82"
2018,Novembro,11,COMISSIONADO,1141,1141,"7.802.928,44","'-2.369.412,81","1.813.168,58","7.246.684,21"
2018,Novembro,11,CONCURSADO,568,568,"16.869.552,43","'-6.940.117,58","1.003.672,58","10.933.107,43"
2018,Novembro,11,DEPUTADO,23,23,"582.411,75","'-217.382,88","41.807,72","406.836,59"
2018,Novembro,11,INATIVO,291,291,"7.296.563,94","'-2.852.600,03","8.339,79","4.452.303,70"
2018,Novembro,11,PENSIONISTA,42,42,"362.490,22","'-100.858,30","0,00","261.631,92"
2018,Novembro,11,REQUISITADO,91,91,"568.072,88","'-167.928,94","133.035,42","533.179,36"
2018,Dezembro,12,COMISSIONADO,908,908,"18.138.723,27","'-6.894.611,06","1.523.772,35","12.767.884,56"
2018,Dezembro,12,CONCURSADO,564,564,"28.435.002,81","'-17.541.196,84","829.062,54","11.722.868,51"
2018,Dezembro,12,DEPUTADO,23,23,"1.160.000,21","'-639.994,83","34.760,34","554.765,72"
2018,Dezembro,12,INATIVO,294,294,"13.438.313,34","'-7.654.787,86","3.948,56","5.787.474,04"
2018,Dezembro,12,PENSIONISTA,42,42,"679.368,58","'-134.017,93","0,00","545.350,65"
2018,Dezembro,12,REQUISITADO,77,77,"1.158.692,75","'-466.066,11","114.533,86","807.160,50"
2019,Janeiro,1,COMISSIONADO,866,866,"9.367.507,84","'-2.026.721,44","773.334,77","8.114.121,17"
2019,Janeiro,1,CONCURSADO,563,563,"24.635.605,84","'-7.254.481,06","825.555,95","18.206.680,73"
2019,Janeiro,1,DEPUTADO,25,25,"607.734,00","'-167.793,54","13.608,88","453.549,34"
2019,Janeiro,1,INATIVO,295,295,"7.386.250,86","'-2.707.989,28","1.296,24","4.679.557,82"
2019,Janeiro,1,PENSIONISTA,42,42,"382.954,98","'-103.404,97","0,00","279.550,01"
2019,Janeiro,1,REQUISITADO,73,73,"573.780,74","'-111.624,45","76.139,78","538.296,07"
2019,Fevereiro,2,COMISSIONADO,879,879,"7.526.247,71","'-1.825.070,68","1.642.252,36","7.343.429,39"
2019,Fevereiro,2,CONCURSADO,559,559,"15.696.418,27","'-6.566.594,57","819.324,42","9.949.148,12"
2019,Fevereiro,2,DEPUTADO,24,24,"610.921,68","'-177.179,78","58.445,36","492.187,26"
2019,Fevereiro,2,INATIVO,299,299,"8.480.506,34","'-2.757.421,52","5.242,08","5.728.326,90"
2019,Fevereiro,2,PENSIONISTA,42,42,"382.954,98","'-109.367,91","0,00","273.587,07"
2019,Fevereiro,2,REQUISITADO,86,86,"572.853,75","'-147.089,47","121.022,36","546.786,64"
2019,Março,3,COMISSIONADO,877,877,"7.391.059,57","'-1.974.996,76","1.490.212,78","6.906.275,59"
2019,Março,3,CONCURSADO,561,561,"16.360.347,92","'-6.581.813,06","823.494,06","10.602.028,92"
2019,Março,3,DEPUTADO,24,24,"609.081,00","'-187.603,25","37.705,52","459.183,27"
2019,Março,3,INATIVO,299,299,"7.277.921,83","'-2.705.195,82","0,00","4.572.726,01"
2019,Março,3,PENSIONISTA,42,42,"384.453,77","'-108.724,25","0,00","275.729,52"
2019,Março,3,REQUISITADO,91,91,"661.469,51","'-154.937,98","118.220,11","624.751,64"
2019,Abril,4,COMISSIONADO,857,857,"6.928.773,47","'-1.998.930,55","1.442.069,64","6.371.912,56"
2019,Abril,4,CONCURSADO,559,559,"15.662.675,69","'-6.553.693,67","848.281,32","9.957.263,34"
2019,Abril,4,DEPUTADO,24,24,"612.068,45","'-191.484,37","38.776,04","459.360,12"
2019,Abril,4,INATIVO,303,303,"7.700.554,39","'-2.704.765,21","2.681,36","4.998.470,54"
2019,Abril,4,PENSIONISTA,42,42,"394.509,93","'-102.783,55","0,00","291.726,38"
2019,Abril,4,REQUISITADO,92,92,"686.172,13","'-166.205,42","134.927,18","654.893,89"
2019,Maio,5,COMISSIONADO,860,860,"6.937.748,99","'-2.149.625,39","1.434.217,75","6.222.341,35"
2019,Maio,5,CONCURSADO,558,558,"15.454.998,43","'-6.740.582,11","854.026,71","9.568.443,03"
2019,Maio,5,DEPUTADO,25,25,"620.395,14","'-208.350,81","38.998,24","451.042,57"
2019,Maio,5,INATIVO,303,303,"7.389.782,66","'-2.856.543,54","1.828,20","4.535.067,32"
2019,Maio,5,PENSIONISTA,42,42,"432.293,03","'-122.711,60","0,00","309.581,43"
2019,Maio,5,REQUISITADO,93,93,"692.049,73","'-179.245,78","139.682,76","652.486,71"
2019,Junho,6,COMISSIONADO,857,857,"9.785.277,40","'-2.230.026,82","1.399.969,29","8.955.219,87"
2019,Junho,6,CONCURSADO,556,556,"21.632.785,16","'-6.750.547,90","843.945,52","15.726.182,78"
2019,Junho,6,DEPUTADO,25,25,"952.976,42","'-245.861,24","38.221,17","745.336,35"
2019,Junho,6,INATIVO,305,305,"11.331.443,64","'-2.854.325,53","1.722,64","8.478.840,75"
2019,Junho,6,PENSIONISTA,43,43,"619.108,16","'-128.259,57","0,00","490.848,59"
2019,Junho,6,REQUISITADO,92,92,"995.798,23","'-209.240,86","137.243,04","923.800,41"
2019,Julho,7,COMISSIONADO,846,846,"6.848.057,67","'-2.282.144,32","1.424.811,15","5.990.724,50"
2019,Julho,7,CONCURSADO,556,556,"15.370.250,66","'-6.694.472,56","829.129,59","9.504.907,69"
2019,Julho,7,DEPUTADO,24,24,"607.734,00","'-224.550,95","38.815,42","421.998,47"
2019,Julho,7,INATIVO,317,317,"7.937.388,84","'-3.029.753,76","4.691,28","4.912.326,36"
2019,Julho,7,PENSIONISTA,44,44,"435.593,00","'-141.166,29","0,00","294.426,71"
2019,Julho,7,REQUISITADO,96,96,"686.313,73","'-189.665,22","140.447,92","637.096,43"
2019,Agosto,8,COMISSIONADO,882,882,"7.053.962,34","'-2.312.161,80","1.413.240,48","6.155.041,02"
2019,Agosto,8,CONCURSADO,556,556,"15.290.518,91","'-6.681.871,30","833.770,94","9.442.418,55"
2019,Agosto,8,DEPUTADO,24,24,"603.513,63","'-215.378,56","38.936,93","427.072,00"
2019,Agosto,8,INATIVO,320,320,"8.485.676,50","'-3.002.165,22","457,72","5.483.969,00"
2019,Agosto,8,PENSIONISTA,44,44,"409.467,71","'-124.505,72","0,00","284.961,99"
2019,Agosto,8,REQUISITADO,99,99,"729.277,37","'-191.403,59","146.770,18","684.643,96"
2019,Setembro,9,COMISSIONADO,2120,854,"7.037.756,01","'-2.404.861,36","1.427.638,31","6.060.532,96"
2019,Setembro,9,CONCURSADO,1256,562,"17.804.391,57","'-6.695.865,82","864.357,24","11.972.882,99"
2019,Setembro,9,DEPUTADO,49,25,"617.018,82","'-216.874,11","38.998,24","439.142,95"
2019,Setembro,9,INATIVO,320,320,"7.774.518,13","'-2.971.294,17","0,00","4.803.223,96"
2019,Setembro,9,PENSIONISTA,43,43,"416.863,28","'-132.044,01","0,00","284.819,27"
2019,Setembro,9,REQUISITADO,208,99,"751.444,78","'-202.935,26","154.290,66","702.800,18"
2019,Outubro,10,COMISSIONADO,2122,852,"6.885.367,25","'-2.331.484,68","1.409.729,99","5.963.612,56"
2019,Outubro,10,CONCURSADO,1204,556,"16.943.687,80","'-6.750.442,09","843.146,25","11.036.391,96"
2019,Outubro,10,DEPUTADO,50,25,"612.876,41","'-218.820,34","38.998,24","433.054,31"
2019,Outubro,10,INATIVO,341,326,"9.060.526,51","'-3.065.351,16","2.070,86","5.997.246,21"
2019,Outubro,10,PENSIONISTA,42,42,"405.642,93","'-128.391,48","0,00","277.251,45"
2019,Outubro,10,REQUISITADO,214,100,"750.768,47","'-229.549,96","156.194,62","677.413,13"
2019,Novembro,11,COMISSIONADO,2103,850,"6.883.243,07","'-2.414.122,17","1.407.026,36","5.876.147,26"
2019,Novembro,11,CONCURSADO,1198,554,"16.097.183,62","'-6.696.838,37","837.301,91","10.237.647,16"
2019,Novembro,11,DEPUTADO,53,26,"681.894,32","'-259.420,97","40.338,92","462.812,27"
2019,Novembro,11,INATIVO,330,328,"7.997.123,39","'-3.099.990,91","0,00","4.897.132,48"
2019,Novembro,11,PENSIONISTA,43,43,"414.725,52","'-129.846,20","0,00","284.879,32"
2019,Novembro,11,REQUISITADO,210,99,"743.829,73","'-205.106,09","149.376,51","688.100,15"
2019,Dezembro,12,COMISSIONADO,3958,850,"13.044.436,10","'-6.808.871,00","1.439.791,62","7.675.356,72"
2019,Dezembro,12,CONCURSADO,2650,554,"35.376.580,51","'-17.575.338,11","866.099,44","18.667.341,84"
2019,Dezembro,12,DEPUTADO,105,26,"915.644,68","'-392.807,08","40.943,92","563.781,52"
2019,Dezembro,12,INATIVO,656,328,"15.461.400,97","'-8.773.794,93","0,00","6.687.606,04"
2019,Dezembro,12,PENSIONISTA,85,43,"813.566,89","'-417.197,84","0,00","396.369,05"
2019,Dezembro,12,REQUISITADO,416,99,"1.335.860,08","'-587.914,91","164.197,78","912.142,95"
2020,Janeiro,1,COMISSIONADO,3267,844,"9.781.821,32","'-2.622.211,98","1.448.953,93","8.608.563,27"
2020,Janeiro,1,CONCURSADO,2112,554,"28.960.527,73","'-7.477.121,88","866.828,70","22.350.234,55"
2020,Janeiro,1,DEPUTADO,74,24,"607.754,87","'-225.139,07","40.470,72","423.086,52"
2020,Janeiro,1,INATIVO,327,327,"8.005.029,36","'-3.150.003,11","0,00","4.855.026,25"
2020,Janeiro,1,PENSIONISTA,43,43,"411.083,50","'-127.034,75","0,00","284.048,75"
2020,Janeiro,1,REQUISITADO,330,98,"918.851,69","'-220.647,61","159.352,43","857.556,51"
2020,Fevereiro,2,COMISSIONADO,2111,849,"7.174.751,70","'-2.425.334,00","1.435.760,46","6.185.178,16"
2020,Fevereiro,2,CONCURSADO,1232,560,"17.652.557,16","'-6.677.893,04","871.636,91","11.846.301,03"
2020,Fevereiro,2,DEPUTADO,50,24,"608.489,91","'-215.571,98","41.355,72","434.273,65"
2020,Fevereiro,2,INATIVO,328,328,"8.030.054,69","'-3.044.629,51","0,00","4.985.425,18"
2020,Fevereiro,2,PENSIONISTA,43,43,"408.670,46","'-122.416,48","0,00","286.253,98"
2020,Fevereiro,2,REQUISITADO,211,98,"693.568,42","'-202.994,41","161.404,41","651.978,42"
2020,Março,3,COMISSIONADO,2854,838,"6.920.957,84","'-2.470.661,45","1.409.939,75","5.860.236,14"
2020,Março,3,CONCURSADO,1205,559,"17.311.427,62","'-6.707.946,31","879.617,96","11.483.099,27"
2020,Março,3,DEPUTADO,65,24,"608.252,65","'-214.861,23","41.355,72","434.747,14"
2020,Março,3,INATIVO,338,331,"9.174.870,43","'-3.087.861,11","263,84","6.087.273,16"
2020,Março,3,PENSIONISTA,43,43,"452.576,04","'-134.910,18","0,00","317.665,86"
2020,Março,3,REQUISITADO,212,97,"724.460,22","'-209.151,70","158.766,04","674.074,56"
2020,Abril,4,COMISSIONADO,1860,831,"6.923.150,12","'-2.604.254,37","1.396.827,07","5.715.722,82"
2020,Abril,4,CONCURSADO,1144,557,"15.643.017,54","'-6.705.730,31","875.210,36","9.812.497,59"
2020,Abril,4,DEPUTADO,49,24,"607.794,86","'-224.967,22","40.407,48","423.235,12"
2020,Abril,4,INATIVO,336,333,"8.210.301,11","'-3.118.718,12","0,00","5.091.582,99"
2020,Abril,4,PENSIONISTA,43,43,"462.286,88","'-139.669,77","0,00","322.617,11"
2020,Abril,4,REQUISITADO,185,98,"738.365,19","'-208.049,41","157.302,52","687.618,30"
2020,Maio,5,COMISSIONADO,1869,843,"6.916.073,13","'-2.777.714,78","1.385.707,40","5.524.065,75"
2020,Maio,5,CONCURSADO,1136,559,"15.247.688,22","'-7.001.862,15","871.489,08","9.117.315,15"
2020,Maio,5,DEPUTADO,48,24,"604.357,77","'-232.799,01","40.217,76","411.776,52"
2020,Maio,5,INATIVO,336,334,"8.240.352,74","'-3.277.558,08","1.451,12","4.964.245,78"
2020,Maio,5,PENSIONISTA,43,43,"429.981,88","'-136.633,05","0,00","293.348,83"
2020,Maio,5,REQUISITADO,185,99,"726.407,73","'-244.577,00","152.518,72","634.349,45"
2020,Junho,6,COMISSIONADO,1683,840,"9.182.136,77","'-2.640.646,45","1.391.799,16","7.933.289,48"
2020,Junho,6,CONCURSADO,1143,559,"18.107.307,04","'-6.874.514,14","880.591,24","12.113.384,14"
2020,Junho,6,DEPUTADO,48,24,"885.700,00","'-229.996,73","40.470,72","696.173,99"
2020,Junho,6,INATIVO,334,334,"11.969.909,77","'-3.235.968,94","0,00","8.733.940,83"
2020,Junho,6,PENSIONISTA,43,43,"644.043,73","'-136.005,30","0,00","508.038,43"
2020,Junho,6,REQUISITADO,181,95,"996.924,20","'-233.087,34","152.708,44","916.545,30"
2020,Julho,7,COMISSIONADO,1687,838,"6.830.880,67","'-2.670.673,91","1.376.929,04","5.537.135,80"
2020,Julho,7,CONCURSADO,1133,559,"15.332.931,32","'-6.860.189,62","873.000,04","9.345.741,74"
2020,Julho,7,DEPUTADO,48,24,"607.778,48","'-233.689,43","40.470,72","414.559,77"
2020,Julho,7,INATIVO,340,336,"8.306.197,86","'-3.283.898,26","1.096,84","5.023.396,44"
2020,Julho,7,PENSIONISTA,43,43,"429.981,88","'-130.878,98","0,00","299.102,90"
2020,Julho,7,REQUISITADO,181,95,"727.993,78","'-221.549,49","151.506,88","657.951,17"
2020,Agosto,8,COMISSIONADO,1680,838,"6.814.472,81","'-2.656.729,46","1.384.107,76","5.541.851,11"
2020,Agosto,8,CONCURSADO,1149,561,"15.358.667,08","'-6.829.779,04","876.997,16","9.405.885,20"
2020,Agosto,8,DEPUTADO,48,24,"607.734,00","'-237.420,46","40.470,72","410.784,26"
2020,Agosto,8,INATIVO,338,335,"9.222.938,75","'-3.269.001,26","0,00","5.953.937,49"
2020,Agosto,8,PENSIONISTA,44,44,"458.769,30","'-138.303,52","0,00","320.465,78"
2020,Agosto,8,REQUISITADO,180,94,"726.854,18","'-240.026,94","152.645,20","639.472,44"
2020,Setembro,9,COMISSIONADO,1730,853,"7.081.173,79","'-2.823.036,99","1.375.840,48","5.633.977,28"
2020,Setembro,9,CONCURSADO,1376,572,"15.890.883,55","'-7.046.589,89","885.620,24","9.729.913,90"
2020,Setembro,9,DEPUTADO,48,24,"607.734,00","'-238.707,11","40.470,72","409.497,61"
2020,Setembro,9,INATIVO,338,336,"8.305.796,75","'-3.285.892,32","1.391,28","5.021.295,71"
2020,Setembro,9,PENSIONISTA,44,44,"445.684,11","'-135.851,89","0,00","309.832,22"
2020,Setembro,9,REQUISITADO,182,95,"713.307,33","'-231.662,36","149.736,16","631.381,13"
2020,Outubro,10,COMISSIONADO,1748,862,"7.249.815,55","'-2.854.421,40","1.372.776,86","5.768.171,01"
2020,Outubro,10,CONCURSADO,1246,582,"17.380.561,30","'-7.039.883,72","902.863,32","11.243.540,90"
2020,Outubro,10,DEPUTADO,50,25,"629.289,37","'-250.777,12","41.103,12","419.615,37"
2020,Outubro,10,INATIVO,337,335,"8.283.008,75","'-3.301.957,52","0,00","4.981.051,23"
2020,Outubro,10,PENSIONISTA,45,45,"468.931,88","'-141.454,63","0,00","327.477,25"
2020,Outubro,10,REQUISITADO,194,97,"769.046,37","'-262.557,91","149.127,28","655.615,74"
2020,Novembro,11,COMISSIONADO,1711,847,"7.099.330,87","'-2.687.788,00","1.382.376,63","5.793.919,50"
2020,Novembro,11,CONCURSADO,1226,598,"16.948.828,58","'-7.456.481,62","924.080,60","10.416.427,56"
2020,Novembro,11,DEPUTADO,49,25,"609.757,68","'-253.953,77","40.218,12","396.022,03"
2020,Novembro,11,INATIVO,334,334,"8.259.551,06","'-3.418.552,43","0,00","4.840.998,63"
2020,Novembro,11,PENSIONISTA,45,45,"449.005,22","'-155.414,43","0,00","293.590,79"
2020,Novembro,11,REQUISITADO,187,96,"716.552,90","'-232.430,23","150.809,56","634.932,23"
2020,Dezembro,12,COMISSIONADO,2571,835,"13.043.268,68","'-6.983.159,03","1.388.501,45","7.448.611,10"
2020,Dezembro,12,CONCURSADO,1918,602,"31.891.885,78","'-19.104.576,75","952.619,76","13.739.928,79"
2020,Dezembro,12,DEPUTADO,73,24,"928.975,39","'-336.431,38","41.040,24","633.584,25"
2020,Dezembro,12,INATIVO,664,333,"16.592.547,77","'-9.646.660,14","0,00","6.945.887,63"
2020,Dezembro,12,PENSIONISTA,90,46,"961.090,92","'-466.093,52","0,00","494.997,40"
2020,Dezembro,12,REQUISITADO,279,95,"1.370.577,22","'-679.068,37","152.344,11","843.852,96"
2021,Janeiro,1,COMISSIONADO,1988,837,"10.600.496,93","'-2.939.728,65","1.374.026,49","9.034.794,77"
2021,Janeiro,1,CONCURSADO,1602,602,"28.512.037,97","'-8.264.776,46","941.136,72","21.188.398,23"
2021,Janeiro,1,DEPUTADO,48,24,"607.734,00","'-255.570,81","39.585,72","391.748,91"
2021,Janeiro,1,INATIVO,333,333,"8.286.466,11","'-3.609.989,09","0,00","4.676.477,02"
2021,Janeiro,1,PENSIONISTA,46,46,"458.110,83","'-159.192,41","0,00","298.918,42"
2021,Janeiro,1,REQUISITADO,210,96,"1.017.703,52","'-240.288,09","147.902,90","925.318,33"
2021,Fevereiro,2,COMISSIONADO,1731,835,"7.251.702,96","'-2.835.037,48","1.346.624,91","5.763.290,39"
2021,Fevereiro,2,CONCURSADO,1301,602,"18.454.047,65","'-7.723.222,51","935.964,32","11.666.789,46"
2021,Fevereiro,2,DEPUTADO,48,24,"607.734,00","'-253.900,28","39.585,72","393.419,44"
2021,Fevereiro,2,INATIVO,333,333,"8.321.183,91","'-3.580.885,13","0,00","4.740.298,78"
2021,Fevereiro,2,PENSIONISTA,46,46,"476.322,05","'-164.018,12","0,00","312.303,93"
2021,Fevereiro,2,REQUISITADO,182,93,"677.498,55","'-239.448,64","147.766,49","585.816,40"
2021,Março,3,COMISSIONADO,1739,847,"7.231.965,94","'-2.826.355,87","1.374.499,26","5.780.109,33"
2021,Março,3,CONCURSADO,1296,600,"18.760.610,83","'-7.651.082,26","935.160,56","12.044.689,13"
2021,Março,3,DEPUTADO,48,24,"606.889,95","'-237.094,08","39.522,48","409.318,35"
2021,Março,3,INATIVO,343,335,"8.831.417,94","'-3.628.215,19","569,16","5.203.771,91"
2021,Março,3,PENSIONISTA,46,46,"468.916,55","'-158.871,85","0,00","310.044,70"
2021,Março,3,REQUISITADO,183,91,"681.967,84","'-220.627,48","144.717,07","606.057,43"
2021,Abril,4,COMISSIONADO,1763,843,"7.183.160,48","'-2.800.907,94","1.418.058,72","5.800.311,26"
2021,Abril,4,CONCURSADO,1256,582,"20.691.356,38","'-7.361.581,82","902.701,44","14.232.476,00"
2021,Abril,4,DEPUTADO,48,24,"607.734,00","'-229.495,52","39.585,72","417.824,20"
2021,Abril,4,INATIVO,412,353,"14.185.146,61","'-3.808.260,48","18.030,20","10.394.916,33"
2021,Abril,4,PENSIONISTA,46,46,"467.216,44","'-159.690,07","0,00","307.526,37"
2021,Abril,4,REQUISITADO,182,92,"693.585,80","'-231.696,47","144.084,38","605.973,71"
2021,Maio,5,COMISSIONADO,1772,849,"7.199.805,71","'-2.863.140,03","1.389.993,77","5.726.659,45"
2021,Maio,5,CONCURSADO,1152,539,"16.943.908,98","'-6.831.048,61","846.592,96","10.959.453,33"
2021,Maio,5,DEPUTADO,48,24,"607.734,00","'-237.199,50","39.585,72","410.120,22"
2021,Maio,5,INATIVO,554,396,"19.482.991,10","'-4.383.393,43","34.289,68","15.133.887,35"
2021,Maio,5,PENSIONISTA,46,46,"467.216,44","'-159.951,55","0,00","307.264,89"
2021,Maio,5,REQUISITADO,180,91,"670.215,83","'-238.381,92","141.906,26","573.740,17"
2021,Junho,6,COMISSIONADO,1775,856,"9.607.147,04","'-2.867.651,01","1.396.214,40","8.135.710,43"
2021,Junho,6,CONCURSADO,1107,540,"17.880.022,99","'-6.741.198,83","831.434,08","11.970.258,24"
2021,Junho,6,DEPUTADO,51,26,"935.142,83","'-254.683,42","39.585,72","720.045,13"
2021,Junho,6,INATIVO,493,406,"16.832.332,27","'-4.417.511,08","4.371,72","12.419.192,91"
2021,Junho,6,PENSIONISTA,45,45,"694.751,63","'-159.983,01","0,00","534.768,62"
2021,Junho,6,REQUISITADO,178,89,"865.996,36","'-247.257,81","136.782,53","755.521,08"
2021,Julho,7,COMISSIONADO,1793,868,"7.313.263,59","'-2.970.768,10","1.418.682,35","5.761.177,84"
2021,Julho,7,CONCURSADO,1182,557,"15.536.113,98","'-6.917.580,92","893.621,80","9.512.154,86"
2021,Julho,7,DEPUTADO,50,25,"633.601,42","'-257.861,49","40.154,88","415.894,81"
2021,Julho,7,INATIVO,484,406,"12.047.643,49","'-4.420.687,51","0,00","7.626.955,98"
2021,Julho,7,PENSIONISTA,46,46,"528.321,17","'-183.292,46","0,00","345.028,71"
2021,Julho,7,REQUISITADO,174,89,"639.961,34","'-227.467,96","134.061,43","546.554,81"
2021,Agosto,8,COMISSIONADO,1789,864,"7.248.166,81","'-2.991.679,14","1.421.124,70","5.677.612,37"
2021,Agosto,8,CONCURSADO,1162,557,"15.341.999,38","'-6.846.347,02","880.402,16","9.376.054,52"
2021,Agosto,8,DEPUTADO,49,25,"633.056,25","'-263.936,58","39.585,72","408.705,39"
2021,Agosto,8,INATIVO,485,407,"12.154.389,73","'-4.380.694,10","252,96","7.773.948,59"
2021,Agosto,8,PENSIONISTA,46,46,"487.112,70","'-169.258,02","0,00","317.854,68"
2021,Agosto,8,REQUISITADO,169,87,"653.329,56","'-224.966,02","134.061,43","562.424,97"
2021,Setembro,9,COMISSIONADO,1834,881,"7.423.199,82","'-2.901.049,35","1.430.339,36","5.952.489,83"
2021,Setembro,9,CONCURSADO,1176,557,"15.729.249,47","'-6.878.430,55","874.840,12","9.725.659,04"
2021,Setembro,9,DEPUTADO,49,25,"633.056,25","'-262.629,97","39.585,72","410.012,00"
2021,Setembro,9,INATIVO,485,407,"11.721.302,40","'-4.385.709,77","0,00","7.335.592,63"
2021,Setembro,9,PENSIONISTA,47,47,"503.859,06","'-173.222,83","0,00","330.636,23"
2021,Setembro,9,REQUISITADO,173,87,"661.990,87","'-240.943,75","136.821,20","557.868,32"
2021,Outubro,10,COMISSIONADO,1838,879,"7.453.884,65","'-2.974.708,73","1.465.319,77","5.944.495,69"
2021,Outubro,10,CONCURSADO,1164,558,"15.917.701,88","'-6.947.771,68","877.252,76","9.847.182,96"
2021,Outubro,10,DEPUTADO,49,25,"633.056,25","'-261.721,75","38.700,72","410.035,22"
2021,Outubro,10,INATIVO,479,405,"11.080.081,13","'-4.379.514,20","0,00","6.700.566,93"
2021,Outubro,10,PENSIONISTA,46,46,"490.541,99","'-168.284,42","0,00","322.257,57"
2021,Outubro,10,REQUISITADO,175,86,"745.881,34","'-279.864,11","130.975,88","596.993,11"
2021,Novembro,11,COMISSIONADO,1876,882,"7.279.584,23","'-2.935.913,08","1.462.679,67","5.806.350,82"
2021,Novembro,11,CONCURSADO,1235,567,"16.832.329,22","'-6.986.946,33","874.205,04","10.719.587,93"
2021,Novembro,11,DEPUTADO,49,25,"633.056,25","'-261.571,57","38.700,72","410.185,40"
2021,Novembro,11,INATIVO,479,405,"10.176.399,06","'-4.381.884,18","0,00","5.794.514,88"
2021,Novembro,11,PENSIONISTA,46,46,"542.807,16","'-160.937,05","0,00","381.870,11"
2021,Novembro,11,REQUISITADO,173,86,"713.974,94","'-237.297,41","128.846,85","605.524,38"
2021,Dezembro,12,COMISSIONADO,2787,876,"13.950.076,88","'-7.908.541,39","1.453.989,06","7.495.524,55"
2021,Dezembro,12,CONCURSADO,1864,578,"29.607.560,86","'-17.840.545,94","918.130,92","12.685.145,84"
2021,Dezembro,12,DEPUTADO,79,26,"959.469,58","'-436.291,57","38.262,28","561.440,29"
2021,Dezembro,12,INATIVO,893,406,"19.925.895,48","'-11.612.917,03","1.391,28","8.314.369,73"
