ano,mes,mes_numero,unidade_orcamentaria,funcao,funcao_rotulo,subfuncao,subfuncao_rotulo,natureza,natureza_rotulo,natureza_em_seis_digitos,natureza_categoria_economica,natureza_grupo,natureza_modalidade_de_aplicacao,natureza_elemento,natureza_subelemento,fonte,fonte_rotulo,empenhado,liquidado,pago,as_of
2022,Dezembro,12,1101,1,,126,,339030,,339030,3,3,90,30,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2022,Dezembro,12,1101,1,,126,,339039,,339039,3,3,90,39,,100,,"4.146,42","470.539,08","470.539,08",2026-08-07T20:15:03.924257
2022,Dezembro,12,1101,1,,126,,339040,,339040,3,3,90,40,,100,,"'-8.861,00","1.095.760,38","1.297.258,25",2026-08-07T20:15:03.924257
2022,Dezembro,12,1101,1,,126,,339092,,339092,3,3,90,92,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2022,Dezembro,12,1101,1,,126,,449040,,449040,4,4,90,40,,100,,"0,00","4.842,91","8.832,91",2026-08-07T20:15:03.924257
2022,Dezembro,12,1101,1,,126,,449052,,449052,4,4,90,52,,100,,"0,00","0,00","1.390.851,60",2026-08-07T20:15:03.924257
2022,Dezembro,12,1101,1,,128,,339032,,339032,3,3,90,32,,100,,"'-183,00","2.671,80","2.671,80",2026-08-07T20:15:03.924257
2022,Dezembro,12,1101,1,,128,,339036,,339036,3,3,90,36,,100,,"24.431,41","22.992,62","22.953,45",2026-08-07T20:15:03.924257
2022,Dezembro,12,1101,1,,128,,339039,,339039,3,3,90,39,,100,,"'-5.800,00","58.891,98","59.429,81",2026-08-07T20:15:03.924257
2022,Dezembro,12,1101,1,,131,,339037,,339037,3,3,90,37,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2022,Dezembro,12,1101,1,,131,,339039,,339039,3,3,90,39,,100,,"0,00","36.083,85","36.083,85",2026-08-07T20:15:03.924257
2022,Dezembro,12,1101,1,,131,,339092,,339092,3,3,90,92,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2022,Dezembro,12,1101,1,,131,,449052,,449052,4,4,90,52,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2022,Dezembro,12,1101,1,,31,,339030,,339030,3,3,90,30,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2022,Dezembro,12,1101,1,,31,,339031,,339031,3,3,90,31,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2022,Dezembro,12,1101,1,,31,,339032,,339032,3,3,90,32,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2022,Dezembro,12,1101,1,,31,,339037,,339037,3,3,90,37,,100,,"14.000,00","1.016.415,30","998.199,47",2026-08-07T20:15:03.924257
2022,Dezembro,12,1101,1,,31,,339039,,339039,3,3,90,39,,100,,"7.678.362,30","704.294,64","704.756,64",2026-08-07T20:15:03.924257
2022,Dezembro,12,1101,1,,31,,339139,,339139,3,3,91,39,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2022,Dezembro,12,1101,1,,31,,449052,,449052,4,4,90,52,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2022,Dezembro,12,1101,1,,392,,339031,,339031,3,3,90,31,,100,,"240.000,00","0,00","0,00",2026-08-07T20:15:03.924257
2022,Dezembro,12,1101,1,,392,,339036,,339036,3,3,90,36,,100,,"0,00","24.000,00","21.360,00",2026-08-07T20:15:03.924257
2022,Dezembro,12,1101,1,,392,,339039,,339039,3,3,90,39,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2022,Dezembro,12,1101,1,,392,,339092,,339092,3,3,90,92,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2022,Dezembro,12,1101,28,,845,,339139,,339139,3,3,91,39,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2022,Dezembro,12,1101,28,,846,,319091,,319091,3,1,90,91,,100,,"19.841,51","9.133,05","9.133,05",2026-08-07T20:15:03.924257
2022,Dezembro,12,1101,28,,846,,319092,,319092,3,1,90,92,,100,,"631.036,69","631.036,69","631.036,69",2026-08-07T20:15:03.924257
2022,Dezembro,12,1101,28,,846,,319094,,319094,3,1,90,94,,100,,"8.318.276,55","2.848.303,83","2.849.086,65",2026-08-07T20:15:03.924257
2022,Dezembro,12,1101,28,,846,,319096,,319096,3,1,90,96,,100,,"0,00","50.992,41","50.992,41",2026-08-07T20:15:03.924257
2022,Dezembro,12,1101,28,,846,,319192,,319192,3,1,91,92,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2022,Dezembro,12,1101,28,,846,,319196,,319196,3,1,91,96,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2022,Dezembro,12,1101,28,,846,,339091,,339091,3,3,90,91,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2022,Dezembro,12,1101,28,,846,,339092,,339092,3,3,90,92,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2022,Dezembro,12,1101,28,,846,,339093,,339093,3,3,90,93,,100,,"5.955.939,71","240.507,63","240.507,63",2026-08-07T20:15:03.924257
2022,Dezembro,12,1101,28,,846,,339192,,339192,3,3,91,92,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2022,Dezembro,12,1101,28,,846,,339193,,339193,3,3,91,93,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2023,Janeiro,1,1101,1,,122,,319007,,319007,3,1,90,07,,100,,"2.911.173,84","213.219,82","213.219,82",2026-08-07T20:15:03.924257
2023,Janeiro,1,1101,1,,122,,319011,,319011,3,1,90,11,,100,,"26.809.596,18","26.809.596,18","26.360.005,44",2026-08-07T20:15:03.924257
2023,Janeiro,1,1101,1,,122,,319013,,319013,3,1,90,13,,100,,"42.900,40","2.249,82","2.249,82",2026-08-07T20:15:03.924257
2023,Janeiro,1,1101,1,,122,,319016,,319016,3,1,90,16,,100,,"17.152,17","17.152,16","17.152,16",2026-08-07T20:15:03.924257
2023,Janeiro,1,1101,1,,122,,319092,,319092,3,1,90,92,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2023,Janeiro,1,1101,1,,122,,319113,,319113,3,1,91,13,,100,,"53.926.000,00","4.125.975,18","4.125.975,18",2026-08-07T20:15:03.924257
2023,Janeiro,1,1101,1,,122,,339008,,339008,3,3,90,08,,100,,"254.200,19","254.200,19","254.200,19",2026-08-07T20:15:03.924257
2023,Janeiro,1,1101,1,,122,,339014,,339014,3,3,90,14,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2023,Janeiro,1,1101,1,,122,,339030,,339030,3,3,90,30,,100,,"158.481,61","6.898,68","0,00",2026-08-07T20:15:03.924257
2023,Janeiro,1,1101,1,,122,,339033,,339033,3,3,90,33,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2023,Janeiro,1,1101,1,,122,,339035,,339035,3,3,90,35,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2023,Janeiro,1,1101,1,,122,,339036,,339036,3,3,90,36,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2023,Janeiro,1,1101,1,,122,,339037,,339037,3,3,90,37,,100,,"4.635.734,83","0,00","0,00",2026-08-07T20:15:03.924257
2023,Janeiro,1,1101,1,,122,,339039,,339039,3,3,90,39,,100,,"1.888.345,47","0,00","0,00",2026-08-07T20:15:03.924257
2023,Janeiro,1,1101,1,,122,,339046,,339046,3,3,90,46,,100,,"3.318.774,75","3.318.774,74","3.165.415,99",2026-08-07T20:15:03.924257
2023,Janeiro,1,1101,1,,122,,339047,,339047,3,3,90,47,,100,,"2.289,00","2.289,00","2.289,00",2026-08-07T20:15:03.924257
2023,Janeiro,1,1101,1,,122,,339049,,339049,3,3,90,49,,100,,"47.595,46","47.595,45","44.092,02",2026-08-07T20:15:03.924257
2023,Janeiro,1,1101,1,,122,,339093,,339093,3,3,90,93,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2023,Janeiro,1,1101,1,,122,,449051,,449051,4,4,90,51,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2023,Janeiro,1,1101,1,,122,,449052,,449052,4,4,90,52,,100,,"81.370,00","0,00","0,00",2026-08-07T20:15:03.924257
2023,Janeiro,1,1101,1,,126,,339030,,339030,3,3,90,30,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2023,Janeiro,1,1101,1,,126,,339039,,339039,3,3,90,39,,100,,"1.390.895,63","0,00","0,00",2026-08-07T20:15:03.924257
2023,Janeiro,1,1101,1,,126,,339040,,339040,3,3,90,40,,100,,"4.695.255,19","35.623,75","35.623,75",2026-08-07T20:15:03.924257
2023,Janeiro,1,1101,1,,126,,449040,,449040,4,4,90,40,,100,,"1.104.649,52","0,00","0,00",2026-08-07T20:15:03.924257
2023,Janeiro,1,1101,1,,126,,449052,,449052,4,4,90,52,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2023,Janeiro,1,1101,1,,128,,339032,,339032,3,3,90,32,,100,,"14.823,00","0,00","0,00",2026-08-07T20:15:03.924257
2023,Janeiro,1,1101,1,,128,,339036,,339036,3,3,90,36,,100,,"9.615,31","0,00","0,00",2026-08-07T20:15:03.924257
2023,Janeiro,1,1101,1,,128,,339039,,339039,3,3,90,39,,100,,"260.624,15","912,90","912,90",2026-08-07T20:15:03.924257
2023,Janeiro,1,1101,1,,131,,339037,,339037,3,3,90,37,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2023,Janeiro,1,1101,1,,131,,339039,,339039,3,3,90,39,,100,,"350.074,21","0,00","0,00",2026-08-07T20:15:03.924257
2023,Janeiro,1,1101,1,,131,,449052,,449052,4,4,90,52,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2023,Janeiro,1,1101,1,,31,,339031,,339031,3,3,90,31,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2023,Janeiro,1,1101,1,,31,,339032,,339032,3,3,90,32,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2023,Janeiro,1,1101,1,,31,,339039,,339039,3,3,90,39,,100,,"182.241,34","0,00","0,00",2026-08-07T20:15:03.924257
2023,Janeiro,1,1101,1,,392,,339031,,339031,3,3,90,31,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2023,Janeiro,1,1101,1,,392,,339036,,339036,3,3,90,36,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2023,Janeiro,1,1101,1,,392,,339039,,339039,3,3,90,39,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2023,Janeiro,1,1101,28,,845,,339139,,339139,3,3,91,39,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2023,Janeiro,1,1101,28,,846,,319091,,319091,3,1,90,91,,100,,"9.133,05","9.133,05","9.133,05",2026-08-07T20:15:03.924257
2023,Janeiro,1,1101,28,,846,,319092,,319092,3,1,90,92,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2023,Janeiro,1,1101,28,,846,,319094,,319094,3,1,90,94,,100,,"774.332,50","774.332,49","774.332,49",2026-08-07T20:15:03.924257
2023,Janeiro,1,1101,28,,846,,319096,,319096,3,1,90,96,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2023,Janeiro,1,1101,28,,846,,339091,,339091,3,3,90,91,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2023,Janeiro,1,1101,28,,846,,339092,,339092,3,3,90,92,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2023,Janeiro,1,1101,28,,846,,339093,,339093,3,3,90,93,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2023,Fevereiro,2,1101,1,,122,,319007,,319007,3,1,90,07,,100,,"0,00","229.668,21","229.668,21",2026-08-07T20:15:03.924257
2023,Fevereiro,2,1101,1,,122,,319011,,319011,3,1,90,11,,100,,"29.420.985,58","29.416.795,34","29.360.271,92",2026-08-07T20:15:03.924257
2023,Fevereiro,2,1101,1,,122,,319013,,319013,3,1,90,13,,100,,"27.500.000,00","1.907.074,52","1.907.074,52",2026-08-07T20:15:03.924257
2023,Fevereiro,2,1101,1,,122,,319016,,319016,3,1,90,16,,100,,"154.847,25","154.847,25","154.847,25",2026-08-07T20:15:03.924257
2023,Fevereiro,2,1101,1,,122,,319092,,319092,3,1,90,92,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2023,Fevereiro,2,1101,1,,122,,319113,,319113,3,1,91,13,,100,,"0,00","3.973.943,34","3.973.943,34",2026-08-07T20:15:03.924257
2023,Fevereiro,2,1101,1,,122,,339008,,339008,3,3,90,08,,100,,"447.146,83","447.146,83","447.146,83",2026-08-07T20:15:03.924257
2023,Fevereiro,2,1101,1,,122,,339014,,339014,3,3,90,14,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2023,Fevereiro,2,1101,1,,122,,339030,,339030,3,3,90,30,,100,,"527.986,10","28.181,79","29.280,47",2026-08-07T20:15:03.924257
2023,Fevereiro,2,1101,1,,122,,339033,,339033,3,3,90,33,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2023,Fevereiro,2,1101,1,,122,,339035,,339035,3,3,90,35,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2023,Fevereiro,2,1101,1,,122,,339036,,339036,3,3,90,36,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2023,Fevereiro,2,1101,1,,122,,339037,,339037,3,3,90,37,,100,,"3.505.925,89","554.498,02","497.771,93",2026-08-07T20:15:03.924257
2023,Fevereiro,2,1101,1,,122,,339039,,339039,3,3,90,39,,100,,"3.966.706,31","201.737,14","201.737,14",2026-08-07T20:15:03.924257
2023,Fevereiro,2,1101,1,,122,,339046,,339046,3,3,90,46,,100,,"2.823.498,60","2.724.807,98","2.608.627,40",2026-08-07T20:15:03.924257
2023,Fevereiro,2,1101,1,,122,,339047,,339047,3,3,90,47,,100,,"30.000,00","2.400,00","2.400,00",2026-08-07T20:15:03.924257
2023,Fevereiro,2,1101,1,,122,,339049,,339049,3,3,90,49,,100,,"36.042,16","33.976,03","31.357,34",2026-08-07T20:15:03.924257
2023,Fevereiro,2,1101,1,,122,,339093,,339093,3,3,90,93,,100,,"630,74","630,74","630,74",2026-08-07T20:15:03.924257
2023,Fevereiro,2,1101,1,,122,,449051,,449051,4,4,90,51,,100,,"19.196,04","0,00","0,00",2026-08-07T20:15:03.924257
2023,Fevereiro,2,1101,1,,122,,449052,,449052,4,4,90,52,,100,,"29.998,00","0,00","0,00",2026-08-07T20:15:03.924257
2023,Fevereiro,2,1101,1,,126,,339030,,339030,3,3,90,30,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2023,Fevereiro,2,1101,1,,126,,339039,,339039,3,3,90,39,,100,,"164.866,00","0,00","0,00",2026-08-07T20:15:03.924257
2023,Fevereiro,2,1101,1,,126,,339040,,339040,3,3,90,40,,100,,"216.062,50","416.709,95","414.870,02",2026-08-07T20:15:03.924257
2023,Fevereiro,2,1101,1,,126,,449040,,449040,4,4,90,40,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2023,Fevereiro,2,1101,1,,126,,449052,,449052,4,4,90,52,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2023,Fevereiro,2,1101,1,,128,,339032,,339032,3,3,90,32,,100,,"44.980,00","0,00","0,00",2026-08-07T20:15:03.924257
2023,Fevereiro,2,1101,1,,128,,339036,,339036,3,3,90,36,,100,,"4.226,56","4.226,56","4.226,56",2026-08-07T20:15:03.924257
2023,Fevereiro,2,1101,1,,128,,339039,,339039,3,3,90,39,,100,,"47.045,40","8.335,39","8.335,39",2026-08-07T20:15:03.924257
2023,Fevereiro,2,1101,1,,131,,339037,,339037,3,3,90,37,,100,,"3.332.176,23","0,00","0,00",2026-08-07T20:15:03.924257
2023,Fevereiro,2,1101,1,,131,,339039,,339039,3,3,90,39,,100,,"100.000,00","48.180,12","48.180,12",2026-08-07T20:15:03.924257
2023,Fevereiro,2,1101,1,,131,,449052,,449052,4,4,90,52,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2023,Fevereiro,2,1101,1,,31,,339031,,339031,3,3,90,31,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2023,Fevereiro,2,1101,1,,31,,339032,,339032,3,3,90,32,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2023,Fevereiro,2,1101,1,,31,,339039,,339039,3,3,90,39,,100,,"40.000,00","17.053,50","17.053,50",2026-08-07T20:15:03.924257
2023,Fevereiro,2,1101,1,,392,,339031,,339031,3,3,90,31,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2023,Fevereiro,2,1101,1,,392,,339036,,339036,3,3,90,36,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2023,Fevereiro,2,1101,1,,392,,339039,,339039,3,3,90,39,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2023,Fevereiro,2,1101,28,,845,,339139,,339139,3,3,91,39,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2023,Fevereiro,2,1101,28,,846,,319091,,319091,3,1,90,91,,100,,"9.133,05","9.133,05","9.133,05",2026-08-07T20:15:03.924257
2023,Fevereiro,2,1101,28,,846,,319092,,319092,3,1,90,92,,100,,"83.256,46","83.256,46","83.256,46",2026-08-07T20:15:03.924257
2023,Fevereiro,2,1101,28,,846,,319094,,319094,3,1,90,94,,100,,"1.657.614,10","1.576.631,85","1.576.631,85",2026-08-07T20:15:03.924257
2023,Fevereiro,2,1101,28,,846,,319096,,319096,3,1,90,96,,100,,"520.705,61","2.126,06","2.126,06",2026-08-07T20:15:03.924257
2023,Fevereiro,2,1101,28,,846,,339091,,339091,3,3,90,91,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2023,Fevereiro,2,1101,28,,846,,339092,,339092,3,3,90,92,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2023,Fevereiro,2,1101,28,,846,,339093,,339093,3,3,90,93,,100,,"2.151.544,59","0,00","0,00",2026-08-07T20:15:03.924257
2023,Março,3,1101,1,,122,,319007,,319007,3,1,90,07,,100,,"0,00","239.927,30","239.927,30",2026-08-07T20:15:03.924257
2023,Março,3,1101,1,,122,,319011,,319011,3,1,90,11,,100,,"28.627.940,66","28.492.869,12","28.449.770,47",2026-08-07T20:15:03.924257
2023,Março,3,1101,1,,122,,319013,,319013,3,1,90,13,,100,,"293,06","2.064.638,07","2.064.638,07",2026-08-07T20:15:03.924257
2023,Março,3,1101,1,,122,,319016,,319016,3,1,90,16,,100,,"132.310,53","132.310,53","132.310,53",2026-08-07T20:15:03.924257
2023,Março,3,1101,1,,122,,319113,,319113,3,1,91,13,,100,,"0,00","3.885.101,82","3.885.101,82",2026-08-07T20:15:03.924257
2023,Março,3,1101,1,,122,,339008,,339008,3,3,90,08,,100,,"402.524,56","402.524,56","402.524,56",2026-08-07T20:15:03.924257
2023,Março,3,1101,1,,122,,339030,,339030,3,3,90,30,,100,,"613.077,17","62.785,00","48.301,03",2026-08-07T20:15:03.924257
2023,Março,3,1101,1,,122,,339035,,339035,3,3,90,35,,100,,"42.250,00","0,00","0,00",2026-08-07T20:15:03.924257
2023,Março,3,1101,1,,122,,339037,,339037,3,3,90,37,,100,,"36.000,00","653.808,18","668.907,69",2026-08-07T20:15:03.924257
2023,Março,3,1101,1,,122,,339039,,339039,3,3,90,39,,100,,"1.718.862,72","750.291,62","589.534,78",2026-08-07T20:15:03.924257
2023,Março,3,1101,1,,122,,339046,,339046,3,3,90,46,,100,,"2.858.769,38","2.798.896,33","2.832.071,94",2026-08-07T20:15:03.924257
2023,Março,3,1101,1,,122,,339047,,339047,3,3,90,47,,100,,"284,00","641,02","641,02",2026-08-07T20:15:03.924257
2023,Março,3,1101,1,,122,,339049,,339049,3,3,90,49,,100,,"39.882,18","38.555,09","39.144,71",2026-08-07T20:15:03.924257
2023,Março,3,1101,1,,122,,339092,,339092,3,3,90,92,,100,,"6.993,34","6.993,34","6.993,34",2026-08-07T20:15:03.924257
2023,Março,3,1101,1,,122,,339093,,339093,3,3,90,93,,100,,"5.176,06","539,60","0,00",2026-08-07T20:15:03.924257
2023,Março,3,1101,1,,122,,449051,,449051,4,4,90,51,,100,,"0,00","3.199,34","3.199,34",2026-08-07T20:15:03.924257
2023,Março,3,1101,1,,122,,449052,,449052,4,4,90,52,,100,,"702.437,66","636.175,66","636.175,66",2026-08-07T20:15:03.924257
2023,Março,3,1101,1,,122,,449092,,449092,4,4,90,92,,100,,"14.160,84","14.160,84","14.160,84",2026-08-07T20:15:03.924257
2023,Março,3,1101,1,,126,,339030,,339030,3,3,90,30,,100,,"35.944,80","0,00","0,00",2026-08-07T20:15:03.924257
2023,Março,3,1101,1,,126,,339039,,339039,3,3,90,39,,100,,"0,00","41.847,84","41.847,84",2026-08-07T20:15:03.924257
2023,Março,3,1101,1,,126,,339040,,339040,3,3,90,40,,100,,"9.087,02","227.326,49","228.133,25",2026-08-07T20:15:03.924257
2023,Março,3,1101,1,,126,,449040,,449040,4,4,90,40,,100,,"0,00","1.558,00","1.558,00",2026-08-07T20:15:03.924257
2023,Março,3,1101,1,,126,,449052,,449052,4,4,90,52,,100,,"50.100,00","0,00","0,00",2026-08-07T20:15:03.924257
2023,Março,3,1101,1,,128,,339032,,339032,3,3,90,32,,100,,"56.821,50","44.980,00","44.980,00",2026-08-07T20:15:03.924257
2023,Março,3,1101,1,,128,,339036,,339036,3,3,90,36,,100,,"11.027,94","20.643,24","19.817,42",2026-08-07T20:15:03.924257
2023,Março,3,1101,1,,128,,339039,,339039,3,3,90,39,,100,,"381.271,35","71.760,08","71.760,08",2026-08-07T20:15:03.924257
2023,Março,3,1101,1,,131,,339037,,339037,3,3,90,37,,100,,"0,00","495.963,11","495.963,11",2026-08-07T20:15:03.924257
2023,Março,3,1101,1,,131,,339039,,339039,3,3,90,39,,100,,"144.335,40","37.993,35","37.993,35",2026-08-07T20:15:03.924257
2023,Março,3,1101,1,,131,,339092,,339092,3,3,90,92,,100,,"12.275,06","12.275,06","12.275,06",2026-08-07T20:15:03.924257
2023,Março,3,1101,1,,31,,339031,,339031,3,3,90,31,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2023,Março,3,1101,1,,31,,339032,,339032,3,3,90,32,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2023,Março,3,1101,1,,31,,339039,,339039,3,3,90,39,,100,,"7.980.120,00","13.160,90","13.160,90",2026-08-07T20:15:03.924257
2023,Março,3,1101,1,,392,,339031,,339031,3,3,90,31,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2023,Março,3,1101,1,,392,,339036,,339036,3,3,90,36,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2023,Março,3,1101,1,,392,,339092,,339092,3,3,90,92,,100,,"3.000,00","0,00","0,00",2026-08-07T20:15:03.924257
2023,Março,3,1101,28,,845,,339139,,339139,3,3,91,39,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2023,Março,3,1101,28,,846,,319091,,319091,3,1,90,91,,100,,"9.133,05","9.133,05","9.133,05",2026-08-07T20:15:03.924257
2023,Março,3,1101,28,,846,,319092,,319092,3,1,90,92,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2023,Março,3,1101,28,,846,,319094,,319094,3,1,90,94,,100,,"828.340,28","844.667,04","844.667,04",2026-08-07T20:15:03.924257
2023,Março,3,1101,28,,846,,319096,,319096,3,1,90,96,,100,,"0,00","45.521,58","45.521,58",2026-08-07T20:15:03.924257
2023,Março,3,1101,28,,846,,339091,,339091,3,3,90,91,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2023,Março,3,1101,28,,846,,339092,,339092,3,3,90,92,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2023,Março,3,1101,28,,846,,339093,,339093,3,3,90,93,,100,,"993.020,58","206.348,27","206.348,27",2026-08-07T20:15:03.924257
2023,Abril,4,1101,1,,122,,319007,,319007,3,1,90,07,,100,,"0,00","239.967,35","239.967,35",2026-08-07T20:15:03.924257
2023,Abril,4,1101,1,,122,,319011,,319011,3,1,90,11,,100,,"28.946.813,37","28.897.803,72","28.881.931,91",2026-08-07T20:15:03.924257
2023,Abril,4,1101,1,,122,,319013,,319013,3,1,90,13,,100,,"2.985,00","2.033.035,33","2.032.747,49",2026-08-07T20:15:03.924257
2023,Abril,4,1101,1,,122,,319016,,319016,3,1,90,16,,100,,"122.309,77","122.309,77","122.309,77",2026-08-07T20:15:03.924257
2023,Abril,4,1101,1,,122,,319092,,319092,3,1,90,92,,100,,"290.972,49","290.972,49","290.972,49",2026-08-07T20:15:03.924257
2023,Abril,4,1101,1,,122,,319113,,319113,3,1,91,13,,100,,"0,00","3.912.320,16","3.912.320,16",2026-08-07T20:15:03.924257
2023,Abril,4,1101,1,,122,,339008,,339008,3,3,90,08,,100,,"404.694,06","403.386,10","403.386,10",2026-08-07T20:15:03.924257
2023,Abril,4,1101,1,,122,,339014,,339014,3,3,90,14,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2023,Abril,4,1101,1,,122,,339030,,339030,3,3,90,30,,100,,"10.275,54","87.949,63","103.163,14",2026-08-07T20:15:03.924257
2023,Abril,4,1101,1,,122,,339033,,339033,3,3,90,33,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2023,Abril,4,1101,1,,122,,339035,,339035,3,3,90,35,,100,,"0,00","42.250,00","0,00",2026-08-07T20:15:03.924257
2023,Abril,4,1101,1,,122,,339036,,339036,3,3,90,36,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2023,Abril,4,1101,1,,122,,339037,,339037,3,3,90,37,,100,,"0,00","960.501,87","940.690,13",2026-08-07T20:15:03.924257
2023,Abril,4,1101,1,,122,,339039,,339039,3,3,90,39,,100,,"40.365,89","547.044,03","683.139,06",2026-08-07T20:15:03.924257
2023,Abril,4,1101,1,,122,,339046,,339046,3,3,90,46,,100,,"2.828.782,03","2.801.298,35","2.802.646,72",2026-08-07T20:15:03.924257
2023,Abril,4,1101,1,,122,,339047,,339047,3,3,90,47,,100,,"4.899,00","7.298,36","7.298,36",2026-08-07T20:15:03.924257
2023,Abril,4,1101,1,,122,,339049,,339049,3,3,90,49,,100,,"47.110,27","46.405,52","45.599,51",2026-08-07T20:15:03.924257
2023,Abril,4,1101,1,,122,,339092,,339092,3,3,90,92,,100,,"1.345,72","0,00","0,00",2026-08-07T20:15:03.924257
2023,Abril,4,1101,1,,122,,339093,,339093,3,3,90,93,,100,,"1.267,38","5.903,84","6.443,44",2026-08-07T20:15:03.924257
2023,Abril,4,1101,1,,122,,449051,,449051,4,4,90,51,,100,,"0,00","1.599,67","1.599,67",2026-08-07T20:15:03.924257
2023,Abril,4,1101,1,,122,,449052,,449052,4,4,90,52,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2023,Abril,4,1101,1,,126,,339030,,339030,3,3,90,30,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2023,Abril,4,1101,1,,126,,339039,,339039,3,3,90,39,,100,,"0,00","19.423,92","19.423,92",2026-08-07T20:15:03.924257
2023,Abril,4,1101,1,,126,,339040,,339040,3,3,90,40,,100,,"1.602.137,23","482.451,17","478.928,96",2026-08-07T20:15:03.924257
2023,Abril,4,1101,1,,126,,449040,,449040,4,4,90,40,,100,,"0,00","12.638,23","12.638,23",2026-08-07T20:15:03.924257
