unidade_normalizada,competencia,ano,mes,quantidade,com_matricula,com_afericao,apenas_nome
Setor de Inovação e Tecnologia da Informação - SEINOVA,2024-10,2024,10,3,0,0,3
Setor de Serviços Auxiliares - SEAUX,2024-10,2024,10,1,0,0,1
Setor de Taquigrafia - SETAQ,2024-10,2024,10,46,0,0,46
Seção de Administração de Sistemas - SEASI,2024-10,2024,10,4,0,0,4
Seção de Elaboração Orçamentária - SEORC,2024-10,2024,10,3,0,0,3
Seção de Infraestrutura de Tecnologia da Informação - SEINF,2024-10,2024,10,6,0,0,6
"Unidade Desenvolvimento Urbano, Rural e Meio Ambiente - UDA",2024-10,2024,10,12,0,0,12
Unidade de Constituição e Justiça - UCJ,2024-10,2024,10,6,0,0,6
"Unidade de Economia e Finanças - UEF (Unidade de Processo Legislativo Orçamentário, Finanças, Transparência, Tributação, Regulação, Desenvolvimento Econômico, Ciência e Tecnologia - UEOF)",2024-10,2024,10,11,0,0,11
"Unidade de Saúde, Educação, Cultura e Desenvolvimento Científico e Tecnológico - USE",2024-10,2024,10,5,0,0,5
"Unidade de Tecnologia Aplicada, Ciência de Dados e Inteligência Artificial - UCT",2024-10,2024,10,1,0,0,1
l,2024-10,2024,10,1,0,0,1
,2024-11,2024,11,3,0,0,3
?COMISSÃO DE ASSUNTOS SOCIAIS - CAS,2024-11,2024,11,1,0,0,1
Assessoria Técnica de Administração e Finanças - ASTAF,2024-11,2024,11,1,0,0,1
Assessoria Técnica de Engenhearia e Arquitetura - ASTEA,2024-11,2024,11,3,0,0,3
Assessoria de Governança Legislativa e Gestão Estratégica - ASSEGE,2024-11,2024,11,4,0,0,4
Auditoria Interna - AUDIT,2024-11,2024,11,6,0,0,6
Comissão Permanente de Contratação - CPC,2024-11,2024,11,1,0,0,1
Comissão Permanente de Tomada de Contas Especial e Sindicância,2024-11,2024,11,4,0,0,4
Comissão de Constituição e Justiça - CCJ,2024-11,2024,11,4,0,0,4
"Comissão de Economia, Orçamento e Finanças - CEOF",2024-11,2024,11,9,0,0,9
"Comissão de Educação, Saúde e Cultura - CESC",2024-11,2024,11,2,0,0,2
Consultoria Legislativa,2024-11,2024,11,4,0,0,4
Diretoria de Administração e Finanças - DAF,2024-11,2024,11,2,0,0,2
Diretoria de Comunicação Social - DICOM,2024-11,2024,11,1,0,0,1
Diretoria de Gestão de Pessoas - DGP,2024-11,2024,11,1,0,0,1
Escola do Legislativo - ELEGIS,2024-11,2024,11,2,0,0,2
Gabinete da Mesa Diretoria - GMD,2024-11,2024,11,3,0,0,3
Gabinete da Segunda Secretaria - GSS,2024-11,2024,11,5,0,0,5
Gabinete da Terceira Secretaria - GTS,2024-11,2024,11,4,0,0,4
Núcleo de Carreira e Desempenho - NCAD,2024-11,2024,11,1,0,0,1
Núcleo de Classificação e Codificação - NUCOD,2024-11,2024,11,1,0,0,1
Núcleo de Contratos - NUCOD,2024-11,2024,11,1,0,0,1
Núcleo de Educação Permanente - NEP/ELEGIS,2024-11,2024,11,2,0,0,2
Núcleo de Enfermagem - NENF,2024-11,2024,11,1,0,0,1
Núcleo de Gestão Patrimonial - NUGEP,2024-11,2024,11,1,0,0,1
Núcleo de Gestão e Desenvolvimento - NGED,2024-11,2024,11,1,0,0,1
Núcleo de Informatização da Legislação - NIL,2024-11,2024,11,1,0,0,1
Núcleo de Instruções e Pesquisa de Preços - NUINP,2024-11,2024,11,1,0,0,1
Núcleo de Jornalismo e Comunicação Interativa - NJCI,2024-11,2024,11,10,0,0,10
Núcleo de Projeto Especiais - NPE/ELEGIS,2024-11,2024,11,1,0,0,1
Ouvidoria,2024-11,2024,11,6,0,0,6
Publicidade Institucional,2024-11,2024,11,1,0,0,1
Secretaria Legislativa,2024-11,2024,11,1,0,0,1
Setor de Apoio às Comissões Permanentes - SACP,2024-11,2024,11,7,0,0,7
Setor de Apoio às Comissões Temporárias - SACT,2024-11,2024,11,4,0,0,4
Setor de Assistência Social e Qualidade de Vida no Trabalho- SASQ,2024-11,2024,11,2,0,0,2
Setor de Ata e Súmula - SEAS,2024-11,2024,11,8,0,0,8
Setor de Auditoria Médica - SAM,2024-11,2024,11,9,0,0,9
Setor de Biblioteca - SEBIB,2024-11,2024,11,4,0,0,4
Setor de Cadastro Parlamentar e de Cargos Comissionados - SECAD,2024-11,2024,11,2,0,0,2
Setor de Contabilidade - SECON,2024-11,2024,11,3,0,0,3
Setor de Desenvolvimento de Pessoas - SEDEP,2024-11,2024,11,1,0,0,1
Setor de Finanças - SEFIN,2024-11,2024,11,5,0,0,5
Setor de Inovação e Tecnologia da Informação - SEINOVA,2024-11,2024,11,3,0,0,3
Setor de Serviços Auxiliares - SEAUX,2024-11,2024,11,1,0,0,1
Setor de Taquigrafia - SETAQ,2024-11,2024,11,46,0,0,46
Seção de Administração de Sistemas - SEASI,2024-11,2024,11,5,0,0,5
Seção de Elaboração Orçamentária - SEORC,2024-11,2024,11,3,0,0,3
Seção de Infraestrutura de Tecnologia da Informação - SEINF,2024-11,2024,11,6,0,0,6
"Unidade Desenvolvimento Urbano, Rural e Meio Ambiente - UDA",2024-11,2024,11,12,0,0,12
Unidade de Constituição e Justiça - UCJ,2024-11,2024,11,6,0,0,6
"Unidade de Economia e Finanças - UEF (Unidade de Processo Legislativo Orçamentário, Finanças, Transparência, Tributação, Regulação, Desenvolvimento Econômico, Ciência e Tecnologia - UEOF)",2024-11,2024,11,11,0,0,11
"Unidade de Saúde, Educação, Cultura e Desenvolvimento Científico e Tecnológico - USE",2024-11,2024,11,6,0,0,6
"Unidade de Tecnologia Aplicada, Ciência de Dados e Inteligência Artificial - UCT",2024-11,2024,11,1,0,0,1
?COMISSÃO DE ASSUNTOS SOCIAIS - CAS,2024-12,2024,12,1,0,0,1
Assessoria Técnica de Administração e Finanças - ASTAF,2024-12,2024,12,1,0,0,1
Assessoria Técnica de Engenhearia e Arquitetura - ASTEA,2024-12,2024,12,3,0,0,3
Assessoria de Governança Legislativa e Gestão Estratégica - ASSEGE,2024-12,2024,12,4,0,0,4
Auditoria Interna - AUDIT,2024-12,2024,12,8,0,0,8
Comissão Permanente de Contratação - CPC,2024-12,2024,12,1,0,0,1
Comissão Permanente de Tomada de Contas Especial e Sindicância,2024-12,2024,12,4,0,0,4
Comissão de Constituição e Justiça - CCJ,2024-12,2024,12,4,0,0,4
"Comissão de Economia, Orçamento e Finanças - CEOF",2024-12,2024,12,9,0,0,9
"Comissão de Educação, Saúde e Cultura - CESC",2024-12,2024,12,1,0,0,1
Consultoria Legislativa,2024-12,2024,12,4,0,0,4
Diretoria de Administração e Finanças - DAF,2024-12,2024,12,2,0,0,2
Diretoria de Comunicação Social - DICOM,2024-12,2024,12,1,0,0,1
Diretoria de Gestão de Pessoas - DGP,2024-12,2024,12,1,0,0,1
Escola do Legislativo - ELEGIS,2024-12,2024,12,2,0,0,2
Gabinete da Mesa Diretoria - GMD,2024-12,2024,12,3,0,0,3
Gabinete da Segunda Secretaria - GSS,2024-12,2024,12,5,0,0,5
Gabinete da Terceira Secretaria - GTS,2024-12,2024,12,4,0,0,4
Núcleo de Carreira e Desempenho - NCAD,2024-12,2024,12,1,0,0,1
Núcleo de Classificação e Codificação - NUCOD,2024-12,2024,12,1,0,0,1
Núcleo de Contratos - NUCOD,2024-12,2024,12,1,0,0,1
Núcleo de Educação Permanente - NEP/ELEGIS,2024-12,2024,12,2,0,0,2
Núcleo de Enfermagem,2024-12,2024,12,2,0,0,2
Núcleo de Enfermagem - NENF,2024-12,2024,12,1,0,0,1
Núcleo de Gestão Patrimonial - NUGEP,2024-12,2024,12,1,0,0,1
Núcleo de Gestão e Desenvolvimento - NGED,2024-12,2024,12,1,0,0,1
Núcleo de Informatização da Legislação - NIL,2024-12,2024,12,1,0,0,1
Núcleo de Instruções e Pesquisa de Preços - NUINP,2024-12,2024,12,1,0,0,1
Núcleo de Jornalismo e Comunicação Interativa - NJCI,2024-12,2024,12,10,0,0,10
Núcleo de Projeto Especiais - NPE/ELEGIS,2024-12,2024,12,1,0,0,1
Ouvidoria,2024-12,2024,12,5,0,0,5
Publicidade Institucional,2024-12,2024,12,1,0,0,1
Setor de Apoio às Comissões Permanentes - SACP,2024-12,2024,12,5,0,0,5
Setor de Apoio às Comissões Temporárias - SACT,2024-12,2024,12,4,0,0,4
Setor de Assistência Social e Qualidade de Vida no Trabalho- SASQ,2024-12,2024,12,2,0,0,2
Setor de Ata e Súmula - SEAS,2024-12,2024,12,8,0,0,8
Setor de Auditoria Médica - SAM,2024-12,2024,12,9,0,0,9
Setor de Biblioteca - SEBIB,2024-12,2024,12,4,0,0,4
Setor de Cadastro Parlamentar e de Cargos Comissionados - SECAD,2024-12,2024,12,2,0,0,2
Setor de Contabilidade - SECON,2024-12,2024,12,3,0,0,3
Setor de Desenvolvimento de Pessoas - SEDEP,2024-12,2024,12,1,0,0,1
Setor de Finanças - SEFIN,2024-12,2024,12,6,0,0,6
Setor de Inovação e Tecnologia da Informação - SEINOVA,2024-12,2024,12,1,0,0,1
Setor de Registro e Redação Legislativa - SEREL,2024-12,2024,12,46,0,0,46
Setor de Serviços Auxiliares - SEAUX,2024-12,2024,12,1,0,0,1
Seção de Administração de Sistemas - SEASI,2024-12,2024,12,5,0,0,5
Seção de Elaboração Orçamentária - SEORC,2024-12,2024,12,3,0,0,3
"Unidade Desenvolvimento Urbano, Rural e Meio Ambiente - UDA",2024-12,2024,12,12,0,0,12
Unidade de Constituição e Justiça - UCJ,2024-12,2024,12,6,0,0,6
"Unidade de Economia e Finanças - UEF (Unidade de Processo Legislativo Orçamentário, Finanças, Transparência, Tributação, Regulação, Desenvolvimento Econômico, Ciência e Tecnologia - UEOF)",2024-12,2024,12,9,0,0,9
"Unidade de Saúde, Educação, Cultura e Desenvolvimento Científico e Tecnológico - USE",2024-12,2024,12,5,0,0,5
"Unidade de Tecnologia Aplicada, Ciência de Dados e Inteligência Artificial - UCT",2024-12,2024,12,1,0,0,1
Assessoria Técnica de Engenhearia e Arquitetura - ASTEA,2025-01,2025,01,4,0,0,4
Auditoria Interna - AUDIT,2025-01,2025,01,8,0,0,8
Comissão Permanente de Contratação - CPC,2025-01,2025,01,1,0,0,1
Comissão Permanente de Tomada de Contas Especial e Sindicância,2025-01,2025,01,4,0,0,4
Comissão de Constituição e Justiça - CCJ,2025-01,2025,01,4,0,0,4
Consultoria Legislativa,2025-01,2025,01,4,0,0,4
Diretoria de Comunicação Social - DICOM,2025-01,2025,01,1,0,0,1
Diretoria de Gestão de Pessoas - DGP,2025-01,2025,01,1,0,0,1
Gabinete da Mesa Diretoria - GMD,2025-01,2025,01,3,0,0,3
Gabinete da Segunda Secretaria - GSS,2025-01,2025,01,5,0,0,5
Gabinete da Terceira Secretaria - GTS,2025-01,2025,01,4,0,0,4
Núcleo de Educação Permanente - NEP/ELEGIS,2025-01,2025,01,2,0,0,2
Núcleo de Enfermagem,2025-01,2025,01,2,0,0,2
Núcleo de Gestão Patrimonial - NUGEP,2025-01,2025,01,1,0,0,1
Núcleo de Informatização da Legislação - NIL,2025-01,2025,01,1,0,0,1
Núcleo de Planejamento de Compras - NUGEP,2025-01,2025,01,1,0,0,1
Núcleo de Produção,2025-01,2025,01,1,0,0,1
Núcleo de Projeto Especiais - NPE/ELEGIS,2025-01,2025,01,1,0,0,1
Ouvidoria,2025-01,2025,01,7,0,0,7
Publicidade Institucional,2025-01,2025,01,1,0,0,1
Secretaria Legislativa,2025-01,2025,01,1,0,0,1
Secretaria Legislativa - SELEG,2025-01,2025,01,1,0,0,1
Setor de Apoio às Comissões Permanentes - SACP,2025-01,2025,01,5,0,0,5
Setor de Apoio às Comissões Temporárias - SACT,2025-01,2025,01,4,0,0,4
Setor de Assistência Social e Qualidade de Vida no Trabalho- SASQ,2025-01,2025,01,2,0,0,2
Setor de Ata e Súmula - SEAS,2025-01,2025,01,1,0,0,1
Setor de Auditoria Médica - SAM,2025-01,2025,01,5,0,0,5
Setor de Biblioteca - SEBIB,2025-01,2025,01,4,0,0,4
Setor de Contabilidade - SECON,2025-01,2025,01,3,0,0,3
Setor de Finanças - SEFIN,2025-01,2025,01,5,0,0,5
Setor de Inovação e Tecnologia da Informação - SEINOVA,2025-01,2025,01,1,0,0,1
Setor de Registro e Redação Legislativa - SEREL,2025-01,2025,01,46,0,0,46
Setor de Serviços Auxiliares - SEAUX,2025-01,2025,01,1,0,0,1
Unidade de Acompanhamento de Políticas Públicas - UCP/CONOFIS,2025-01,2025,01,1,0,0,1
Unidade de Constituição e Justiça - UCJ,2025-01,2025,01,3,0,0,3
"Unidade de Saúde, Educação, Cultura e Desenvolvimento Científico e Tecnológico - USE",2025-01,2025,01,1,0,0,1
Assessoria Técnica de Administração e Finanças - ASTAF,2025-02,2025,02,2,0,0,2
Assessoria Técnica de Engenhearia e Arquitetura - ASTEA,2025-02,2025,02,4,0,0,4
Assessoria de Governança Legislativa e Gestão Estratégica - ASSEGE,2025-02,2025,02,4,0,0,4
Auditoria Interna - AUDIT,2025-02,2025,02,8,0,0,8
Comissão Permanente de Contratação - CPC,2025-02,2025,02,1,0,0,1
Comissão Permanente de Tomada de Contas Especial e Sindicância,2025-02,2025,02,4,0,0,4
Comissão de Constituição e Justiça - CCJ,2025-02,2025,02,4,0,0,4
"Comissão de Economia, Orçamento e Finanças - CEOF",2025-02,2025,02,9,0,0,9
"Comissão de Educação, Saúde e Cultura - CESC",2025-02,2025,02,2,0,0,2
Comissão de Saúde,2025-02,2025,02,1,0,0,1
Consultoria Legislativa,2025-02,2025,02,4,0,0,4
Diretoria de Administração e Finanças - DAF,2025-02,2025,02,3,0,0,3
Diretoria de Comunicação Social - DICOM,2025-02,2025,02,1,0,0,1
Diretoria de Gestão de Pessoas - DGP,2025-02,2025,02,1,0,0,1
Escola do Legislativo - ELEGIS,2025-02,2025,02,2,0,0,2
Gabinete da Mesa Diretoria - GMD,2025-02,2025,02,3,0,0,3
Gabinete da Segunda Secretaria - GSS,2025-02,2025,02,5,0,0,5
Gabinete da Terceira Secretaria - GTS,2025-02,2025,02,4,0,0,4
Núcleo de Apoio Logístico,2025-02,2025,02,1,0,0,1
Núcleo de Carreira e Desempenho - NCAD,2025-02,2025,02,1,0,0,1
Núcleo de Classificação e Codificação - NUCOD,2025-02,2025,02,2,0,0,2
Núcleo de Educação Permanente - NEP/ELEGIS,2025-02,2025,02,2,0,0,2
Núcleo de Gestão Patrimonial - NUGEP,2025-02,2025,02,1,0,0,1
Núcleo de Gestão e Desenvolvimento - NGED,2025-02,2025,02,1,0,0,1
Núcleo de Informatização da Legislação - NIL,2025-02,2025,02,1,0,0,1
Núcleo de Instruções e Pesquisa de Preços - NUINP,2025-02,2025,02,2,0,0,2
Núcleo de Jornalismo e Comunicação Interativa - NJCI,2025-02,2025,02,10,0,0,10
Núcleo de Planejamento de Compras - NUGEP,2025-02,2025,02,2,0,0,2
Núcleo de Produção,2025-02,2025,02,1,0,0,1
Núcleo de Projeto Especiais - NPE/ELEGIS,2025-02,2025,02,1,0,0,1
Ouvidoria,2025-02,2025,02,7,0,0,7
Publicidade Institucional,2025-02,2025,02,1,0,0,1
Secretaria Legislativa - SELEG,2025-02,2025,02,1,0,0,1
Setor de Apoio às Comissões Permanentes - SACP,2025-02,2025,02,6,0,0,6
Setor de Apoio às Comissões Temporárias - SACT,2025-02,2025,02,4,0,0,4
Setor de Assistência Social e Qualidade de Vida no Trabalho- SASQ,2025-02,2025,02,2,0,0,2
Setor de Ata e Súmula - SEAS,2025-02,2025,02,9,0,0,9
Setor de Auditoria Médica - SAM,2025-02,2025,02,10,0,0,10
Setor de Biblioteca - SEBIB,2025-02,2025,02,4,0,0,4
Setor de Contabilidade - SECON,2025-02,2025,02,3,0,0,3
Setor de Contratos e Aquisições - SECONT,2025-02,2025,02,2,0,0,2
Setor de Desenvolvimento de Pessoas - SEDEP,2025-02,2025,02,1,0,0,1
Setor de Finanças - SEFIN,2025-02,2025,02,6,0,0,6
Setor de Inovação e Tecnologia da Informação - SEINOVA,2025-02,2025,02,2,0,0,2
Setor de Registro e Redação Legislativa - SEREL,2025-02,2025,02,46,0,0,46
Setor de Serviços Auxiliares - SEAUX,2025-02,2025,02,1,0,0,1
Seção de Administração de Sistemas - SEASI,2025-02,2025,02,6,0,0,6
Seção de Elaboração Orçamentária - SEORC,2025-02,2025,02,4,0,0,4
TV e Rádio Legislativa,2025-02,2025,02,1,0,0,1
"Unidade Desenvolvimento Urbano, Rural e Meio Ambiente - UDA",2025-02,2025,02,14,0,0,14
Unidade de Acompanhamento de Políticas Públicas - UCP/CONOFIS,2025-02,2025,02,1,0,0,1
"Unidade de Acompanhamento e Gestão de Informações Orçamentárias, Contas Públicas e Gestão Fiscal - UCO",2025-02,2025,02,1,0,0,1
Unidade de Constituição e Justiça - UCJ,2025-02,2025,02,8,0,0,8
"Unidade de Economia e Finanças - UEF (Unidade de Processo Legislativo Orçamentário, Finanças, Transparência, Tributação, Regulação, Desenvolvimento Econômico, Ciência e Tecnologia - UEOF)",2025-02,2025,02,10,0,0,10
"Unidade de Saúde, Educação, Cultura e Desenvolvimento Científico e Tecnológico - USE",2025-02,2025,02,8,0,0,8
"Unidade de Tecnologia Aplicada, Ciência de Dados e Inteligência Artificial - UCT",2025-02,2025,02,1,0,0,1
,2025-03,2025,03,2,0,0,2
Assessoria Técnica de Administração e Finanças - ASTAF,2025-03,2025,03,2,0,0,2
Assessoria Técnica de Engenharia e Arquitetura - ASTEA,2025-03,2025,03,4,0,0,4
Assessoria de Governança Legislativa e Gestão Estratégica - ASSEGE,2025-03,2025,03,5,0,0,5
Auditoria Interna - AUDIT,2025-03,2025,03,9,0,0,9
Comissão Permanente de Contratação - CPC,2025-03,2025,03,1,0,0,1
Comissão Permanente de Tomada de Contas Especial e Sindicância,2025-03,2025,03,4,0,0,4
Comissão de Constituição e Justiça - CCJ,2025-03,2025,03,4,0,0,4
"Comissão de Economia, Orçamento e Finanças - CEOF",2025-03,2025,03,6,0,0,6
Comissão de Educação e Cultura - CEC,2025-03,2025,03,2,0,0,2
Comissão de Saúde - CSA,2025-03,2025,03,1,0,0,1
Consultoria Legislativa - CONLEGIS,2025-03,2025,03,5,0,0,5
"Consultoria Técnico-Legislativa de Fiscalização, Controle, Acompanhamento de Políticas e Contas Públicas e Execução Orçamentária - CONOFIS",2025-03,2025,03,2,0,0,2
Diretoria de Administração e Finanças - DAF,2025-03,2025,03,3,0,0,3
Diretoria de Comunicação Social - DICOM,2025-03,2025,03,1,0,0,1
Diretoria de Gestão de Pessoas - DGP,2025-03,2025,03,1,0,0,1
Escola do Legislativo - ELEGIS,2025-03,2025,03,2,0,0,2
Gabinete da Mesa Diretoria - GMD,2025-03,2025,03,3,0,0,3
Gabinete da Segunda Secretaria - GSS,2025-03,2025,03,5,0,0,5
Gabinete da Terceira Secretaria - GTS,2025-03,2025,03,5,0,0,5
Núcleo de Apoio Logístico - NUAL,2025-03,2025,03,1,0,0,1
Núcleo de Carreira e Desempenho - NCAD,2025-03,2025,03,1,0,0,1
Núcleo de Educação Permanente - NEP/ELEGIS,2025-03,2025,03,2,0,0,2
Núcleo de Faturamento e Fiscalização - NUFAF/FASCAL,2025-03,2025,03,2,0,0,2
Núcleo de Gestão Patrimonial - NUGEP,2025-03,2025,03,1,0,0,1
Núcleo de Gestão e Desenvolvimento - NGED,2025-03,2025,03,1,0,0,1
Núcleo de Informatização da Legislação - NIL,2025-03,2025,03,1,0,0,1
Núcleo de Jornalismo e Comunicação Interativa - NJCI,2025-03,2025,03,10,0,0,10
Núcleo de Planejamento de Compras - NUGEP,2025-03,2025,03,1,0,0,1
Núcleo de Produção,2025-03,2025,03,1,0,0,1
Núcleo de Projeto Especiais - NPE/ELEGIS,2025-03,2025,03,1,0,0,1
Núcleo de Publicidade Legal - DCL,2025-03,2025,03,9,0,0,9
Ouvidoria,2025-03,2025,03,7,0,0,7
Publicidade Institucional,2025-03,2025,03,1,0,0,1
Secretaria Legislativa - SELEG,2025-03,2025,03,1,0,0,1
Setor de Apoio às Comissões Permanentes - SACP,2025-03,2025,03,7,0,0,7
Setor de Apoio às Comissões Temporárias - SACT,2025-03,2025,03,4,0,0,4
Setor de Assistência Social e Qualidade de Vida no Trabalho- SASQ,2025-03,2025,03,2,0,0,2
Setor de Ata e Súmula - SEAS,2025-03,2025,03,10,0,0,10
Setor de Auditoria Médica - SAM,2025-03,2025,03,7,0,0,7
Setor de Biblioteca - SEBIB,2025-03,2025,03,4,0,0,4
Setor de Cadastro Parlamentar e de Cargos Comissionados - SECAD,2025-03,2025,03,2,0,0,2
Setor de Contabilidade - SECON,2025-03,2025,03,4,0,0,4
Setor de Contratos e Aquisições - SECONT,2025-03,2025,03,6,0,0,6
Setor de Desenvolvimento de Pessoas - SEDEP,2025-03,2025,03,2,0,0,2
Setor de Finanças - SEFIN,2025-03,2025,03,5,0,0,5
Setor de Inovação e Tecnologia da Informação - SEINOVA,2025-03,2025,03,3,0,0,3
Setor de Pagamento de Pessoal - SEPAG,2025-03,2025,03,5,0,0,5
Setor de Planejamento e Avaliação Orçamentária,2025-03,2025,03,1,0,0,1
Setor de Registro e Redação Legislativa - SEREL,2025-03,2025,03,45,0,0,45
Setor de Serviços Auxiliares,2025-03,2025,03,1,0,0,1
Setor de Suporte ao Pessoal Efetivo - SESPE,2025-03,2025,03,5,0,0,5
Seção de Administração de Sistemas - SEASI,2025-03,2025,03,5,0,0,5
Seção de Elaboração Orçamentária - SEORC,2025-03,2025,03,4,0,0,4
TV e Rádio Legislativa,2025-03,2025,03,1,0,0,1
"Unidade Desenvolvimento Urbano, Rural e Meio Ambiente - UDA",2025-03,2025,03,14,0,0,14
Unidade de Acompanhamento de Políticas Públicas - UCP/CONOFIS,2025-03,2025,03,2,0,0,2
"Unidade de Acompanhamento e Gestão de Informações Orçamentárias, Contas Públicas e Gestão Fiscal - UCO",2025-03,2025,03,1,0,0,1
Unidade de Constituição e Justiça - UCJ,2025-03,2025,03,8,0,0,8
"Unidade de Economia e Finanças - UEF (Unidade de Processo Legislativo Orçamentário, Finanças, Transparência, Tributação, Regulação, Desenvolvimento Econômico, Ciência e Tecnologia - UEOF)",2025-03,2025,03,10,0,0,10
"Unidade de Redação Parlamentar, Estudos e Pesquisas Legislativas - URP",2025-03,2025,03,1,0,0,1
"Unidade de Saúde, Educação, Cultura e Desenvolvimento Científico e Tecnológico - USE",2025-03,2025,03,9,0,0,9
"Unidade de Tecnologia Aplicada, Ciência de Dados e Inteligência Artificial - UCT",2025-03,2025,03,1,0,0,1
Assessoria Técnica de Administração e Finanças - ASTAF,2025-04,2025,04,2,0,0,2
Assessoria Técnica de Engenharia e Arquitetura - ASTEA,2025-04,2025,04,4,0,0,4
Assessoria de Governança Legislativa e Gestão Estratégica - ASSEGE,2025-04,2025,04,4,0,0,4
Auditoria Interna - AUDIT,2025-04,2025,04,9,0,0,9
Comissão Permanente de Contratação - CPC,2025-04,2025,04,1,0,0,1
Comissão Permanente de Tomada de Contas Especial e Sindicância,2025-04,2025,04,4,0,0,4
Comissão de Constituição e Justiça - CCJ,2025-04,2025,04,4,0,0,4
"Comissão de Economia, Orçamento e Finanças - CEOF",2025-04,2025,04,7,0,0,7
Comissão de Educação e Cultura - CEC,2025-04,2025,04,2,0,0,2
Comissão de Saúde - CSA,2025-04,2025,04,1,0,0,1
Consultoria Legislativa - CONLEGIS,2025-04,2025,04,5,0,0,5
Diretoria de Administração e Finanças - DAF,2025-04,2025,04,3,0,0,3
Diretoria de Comunicação Social - DICOM,2025-04,2025,04,1,0,0,1
Diretoria de Gestão de Pessoas - DGP,2025-04,2025,04,1,0,0,1
Escola do Legislativo - ELEGIS,2025-04,2025,04,2,0,0,2
Gabinete da Mesa Diretoria - GMD,2025-04,2025,04,3,0,0,3
Gabinete da Segunda Secretaria - GSS,2025-04,2025,04,5,0,0,5
Gabinete da Terceira Secretaria - GTS,2025-04,2025,04,5,0,0,5
Núcleo de Apoio Logístico - NUAL,2025-04,2025,04,1,0,0,1
Núcleo de Carreira e Desempenho - NCAD,2025-04,2025,04,1,0,0,1
Núcleo de Educação Permanente - NEP/ELEGIS,2025-04,2025,04,3,0,0,3
Núcleo de Faturamento e Fiscalização - NUFAF/FASCAL,2025-04,2025,04,2,0,0,2
Núcleo de Gestão Patrimonial - NUGEP,2025-04,2025,04,1,0,0,1
Núcleo de Gestão e Desenvolvimento - NGED,2025-04,2025,04,1,0,0,1
Núcleo de Informatização da Legislação - NIL,2025-04,2025,04,1,0,0,1
Núcleo de Jornalismo e Comunicação Interativa - NJCI,2025-04,2025,04,9,0,0,9
Núcleo de Planejamento de Compras - NUGEP,2025-04,2025,04,1,0,0,1
Núcleo de Produção,2025-04,2025,04,1,0,0,1
Núcleo de Projeto Especiais - NPE/ELEGIS,2025-04,2025,04,1,0,0,1
Núcleo de Publicidade Legal - DCL,2025-04,2025,04,9,0,0,9
Ouvidoria,2025-04,2025,04,7,0,0,7
Publicidade Institucional,2025-04,2025,04,1,0,0,1
Secretaria Legislativa - SELEG,2025-04,2025,04,1,0,0,1
Setor de Apoio às Comissões Permanentes - SACP,2025-04,2025,04,7,0,0,7
Setor de Apoio às Comissões Temporárias - SACT,2025-04,2025,04,3,0,0,3
Setor de Assistência Social e Qualidade de Vida no Trabalho- SASQ,2025-04,2025,04,2,0,0,2
Setor de Ata e Súmula - SEAS,2025-04,2025,04,10,0,0,10
Setor de Atendimento e Cultura Digital - SEATI,2025-04,2025,04,1,0,0,1
Setor de Auditoria Médica - SAM,2025-04,2025,04,7,0,0,7
Setor de Biblioteca - SEBIB,2025-04,2025,04,4,0,0,4
Setor de Cadastro Parlamentar e de Cargos Comissionados - SECAD,2025-04,2025,04,2,0,0,2
Setor de Contabilidade - SECON,2025-04,2025,04,4,0,0,4
Setor de Contratos e Aquisições - SECONT,2025-04,2025,04,6,0,0,6
Setor de Desenvolvimento de Pessoas - SEDEP,2025-04,2025,04,2,0,0,2
Setor de Finanças - SEFIN,2025-04,2025,04,5,0,0,5
Setor de Inovação e Tecnologia da Informação - SEINOVA,2025-04,2025,04,3,0,0,3
"Setor de Orçamento, Finanças e Contabilidade",2025-04,2025,04,5,0,0,5
Setor de Pagamento de Pessoal - SEPAG,2025-04,2025,04,5,0,0,5
Setor de Planejamento e Avaliação Orçamentária,2025-04,2025,04,1,0,0,1
Setor de Registro e Redação Legislativa - SEREL,2025-04,2025,04,45,0,0,45
Setor de Serviços Auxiliares,2025-04,2025,04,1,0,0,1
Setor de Suporte ao Pessoal Efetivo - SESPE,2025-04,2025,04,5,0,0,5
Seção de Administração de Sistemas - SEASI,2025-04,2025,04,5,0,0,5
Seção de Elaboração Orçamentária - SEORC,2025-04,2025,04,4,0,0,4
TV e Rádio Legislativa,2025-04,2025,04,1,0,0,1
"Unidade Desenvolvimento Urbano, Rural e Meio Ambiente - UDA",2025-04,2025,04,14,0,0,14
Unidade de Acompanhamento de Políticas Públicas - UCP/CONOFIS,2025-04,2025,04,2,0,0,2
"Unidade de Acompanhamento e Gestão de Informações Orçamentárias, Contas Públicas e Gestão Fiscal - UCO",2025-04,2025,04,1,0,0,1
Unidade de Constituição e Justiça - UCJ,2025-04,2025,04,8,0,0,8
"Unidade de Economia e Finanças - UEF (Unidade de Processo Legislativo Orçamentário, Finanças, Transparência, Tributação, Regulação, Desenvolvimento Econômico, Ciência e Tecnologia - UEOF)",2025-04,2025,04,11,0,0,11
"Unidade de Redação Parlamentar, Estudos e Pesquisas Legislativas - URP",2025-04,2025,04,1,0,0,1
"Unidade de Saúde, Educação, Cultura e Desenvolvimento Científico e Tecnológico - USE",2025-04,2025,04,9,0,0,9
