unidade_normalizada,competencia,ano,mes,quantidade,com_matricula,com_afericao,apenas_nome
"Unidade de Tecnologia Aplicada, Ciência de Dados e Inteligência Artificial - UCT",2025-04,2025,04,1,0,0,1
Assessoria Técnica de Administração e Finanças - ASTAF,2025-05,2025,05,2,0,0,2
Assessoria Técnica de Engenharia e Arquitetura - ASTEA,2025-05,2025,05,4,0,0,4
Assessoria de Governança Legislativa e Gestão Estratégica - ASSEGE,2025-05,2025,05,4,0,0,4
Auditoria Interna - AUDIT,2025-05,2025,05,9,0,0,9
Comissão Permanente de Contratação - CPC,2025-05,2025,05,1,0,0,1
Comissão Permanente de Tomada de Contas Especial e Sindicância,2025-05,2025,05,4,0,0,4
Comissão de Constituição e Justiça - CCJ,2025-05,2025,05,4,0,0,4
"Comissão de Economia, Orçamento e Finanças - CEOF",2025-05,2025,05,7,0,0,7
Comissão de Educação e Cultura - CEC,2025-05,2025,05,2,0,0,2
Comissão de Saúde - CSA,2025-05,2025,05,1,0,0,1
Consultoria Legislativa - CONLEGIS,2025-05,2025,05,5,0,0,5
Diretoria de Administração e Finanças - DAF,2025-05,2025,05,3,0,0,3
Diretoria de Comunicação Social - DICOM,2025-05,2025,05,1,0,0,1
Diretoria de Gestão de Pessoas - DGP,2025-05,2025,05,1,0,0,1
Escola do Legislativo - ELEGIS,2025-05,2025,05,2,0,0,2
Gabinete da Mesa Diretoria - GMD,2025-05,2025,05,3,0,0,3
Gabinete da Primeira Secretaria,2025-05,2025,05,1,0,0,1
Gabinete da Segunda Secretaria - GSS,2025-05,2025,05,5,0,0,5
Gabinete da Terceira Secretaria - GTS,2025-05,2025,05,5,0,0,5
Núcleo de Apoio Logístico - NUAL,2025-05,2025,05,1,0,0,1
Núcleo de Carreira e Desempenho - NCAD,2025-05,2025,05,1,0,0,1
Núcleo de Educação Permanente - NEP/ELEGIS,2025-05,2025,05,3,0,0,3
Núcleo de Faturamento e Fiscalização - NUFAF/FASCAL,2025-05,2025,05,2,0,0,2
Núcleo de Gestão Patrimonial - NUGEP,2025-05,2025,05,1,0,0,1
Núcleo de Gestão e Desenvolvimento - NGED,2025-05,2025,05,1,0,0,1
Núcleo de Informatização da Legislação - NIL,2025-05,2025,05,1,0,0,1
Núcleo de Jornalismo e Comunicação Interativa - NJCI,2025-05,2025,05,4,0,0,4
Núcleo de Planejamento de Compras - NUPLAC,2025-05,2025,05,1,0,0,1
Núcleo de Produção,2025-05,2025,05,1,0,0,1
Núcleo de Publicidade Legal - DCL,2025-05,2025,05,9,0,0,9
Ouvidoria,2025-05,2025,05,7,0,0,7
Publicidade Institucional,2025-05,2025,05,1,0,0,1
Secretaria Legislativa - SELEG,2025-05,2025,05,1,0,0,1
Setor de Apoio às Comissões Permanentes - SACP,2025-05,2025,05,7,0,0,7
Setor de Apoio às Comissões Temporárias - SACT,2025-05,2025,05,4,0,0,4
Setor de Assistência Social e Qualidade de Vida no Trabalho- SASQ,2025-05,2025,05,2,0,0,2
Setor de Ata e Súmula - SEAS,2025-05,2025,05,10,0,0,10
Setor de Atendimento e Cultura Digital - SEATI,2025-05,2025,05,1,0,0,1
Setor de Auditoria Médica - SAM,2025-05,2025,05,7,0,0,7
Setor de Biblioteca - SEBIB,2025-05,2025,05,4,0,0,4
Setor de Cadastro Parlamentar e de Cargos Comissionados - SECAD,2025-05,2025,05,2,0,0,2
Setor de Contabilidade - SECON,2025-05,2025,05,4,0,0,4
Setor de Contratos e Aquisições - SECONT,2025-05,2025,05,6,0,0,6
Setor de Desenvolvimento de Pessoas - SEDEP,2025-05,2025,05,2,0,0,2
Setor de Finanças - SEFIN,2025-05,2025,05,5,0,0,5
Setor de Inovação e Tecnologia da Informação - SEINOVA,2025-05,2025,05,2,0,0,2
"Setor de Orçamento, Finanças e Contabilidade",2025-05,2025,05,3,0,0,3
Setor de Pagamento de Pessoal - SEPAG,2025-05,2025,05,5,0,0,5
Setor de Planejamento e Avaliação Orçamentária,2025-05,2025,05,1,0,0,1
Setor de Registro e Redação Legislativa - SEREL,2025-05,2025,05,45,0,0,45
Setor de Serviços Auxiliares,2025-05,2025,05,1,0,0,1
Setor de Suporte ao Pessoal Efetivo - SESPE,2025-05,2025,05,5,0,0,5
Seção de Administração de Sistemas - SEASI,2025-05,2025,05,5,0,0,5
Seção de Elaboração Orçamentária - SEORC,2025-05,2025,05,3,0,0,3
"Unidade Desenvolvimento Urbano, Rural e Meio Ambiente - UDA",2025-05,2025,05,12,0,0,12
Unidade de Acompanhamento de Políticas Públicas - UCP/CONOFIS,2025-05,2025,05,2,0,0,2
"Unidade de Acompanhamento e Gestão de Informações Orçamentárias, Contas Públicas e Gestão Fiscal - UCO",2025-05,2025,05,1,0,0,1
Unidade de Constituição e Justiça - UCJ,2025-05,2025,05,8,0,0,8
"Unidade de Economia e Finanças - UEF (Unidade de Processo Legislativo Orçamentário, Finanças, Transparência, Tributação, Regulação, Desenvolvimento Econômico, Ciência e Tecnologia - UEOF)",2025-05,2025,05,11,0,0,11
"Unidade de Redação Parlamentar, Estudos e Pesquisas Legislativas - URP",2025-05,2025,05,1,0,0,1
"Unidade de Saúde, Educação, Cultura e Desenvolvimento Científico e Tecnológico - USE",2025-05,2025,05,9,0,0,9
"Unidade de Tecnologia Aplicada, Ciência de Dados e Inteligência Artificial - UCT",2025-05,2025,05,1,0,0,1
?COMISSÃO DE ASSUNTOS SOCIAIS - CAS,2025-06,2025,06,2,2,0,0
Assessoria Técnica de Engenharia e Arquitetura - ASTEA,2025-06,2025,06,2,2,0,0
Assessoria de Governança Legislativa e Gestão Estratégica - ASSEGE,2025-06,2025,06,3,3,0,0
Auditoria Interna - AUDIT,2025-06,2025,06,6,6,0,0
Comissão Permanente de Contratação - CPC,2025-06,2025,06,1,1,0,0
Comissão de Constituição e Justiça - CCJ,2025-06,2025,06,3,3,0,0
"Comissão de Economia, Orçamento e Finanças - CEOF",2025-06,2025,06,3,3,0,0
Comissão de Educação e Cultura - CEC,2025-06,2025,06,2,2,0,0
Comissão de Saúde - CSA,2025-06,2025,06,1,1,0,0
Consultoria Legislativa - CONLEGIS,2025-06,2025,06,3,3,0,0
Diretoria de Administração e Finanças - DAF,2025-06,2025,06,1,1,0,0
Diretoria de Comunicação Social - DICOM,2025-06,2025,06,1,1,0,0
Diretoria de Gestão de Pessoas - DGP,2025-06,2025,06,4,4,0,0
Gabinete da Mesa Diretoria - GMD,2025-06,2025,06,2,2,0,0
Gabinete da Segunda Secretaria - GSS,2025-06,2025,06,3,3,0,0
Gabinete da Terceira Secretaria - GTS,2025-06,2025,06,3,3,0,0
Núcleo de Apoio Logístico - NUAL,2025-06,2025,06,1,1,0,0
Núcleo de Carreira e Desempenho - NCAD,2025-06,2025,06,1,1,0,0
Núcleo de Gestão Patrimonial - NUGEP,2025-06,2025,06,1,1,0,0
Núcleo de Gestão e Desenvolvimento - NGED,2025-06,2025,06,1,1,0,0
Núcleo de Produção - NPROD,2025-06,2025,06,1,1,0,0
Núcleo de Publicidade Legal - DCL,2025-06,2025,06,6,6,0,0
Ouvidoria,2025-06,2025,06,3,3,0,0
Secretaria Legislativa - SELEG,2025-06,2025,06,1,1,0,0
Setor de Apoio às Comissões Permanentes - SACP,2025-06,2025,06,6,6,0,0
Setor de Apoio às Comissões Temporárias - SACT,2025-06,2025,06,3,3,0,0
Setor de Assistência Social e Qualidade de Vida no Trabalho- SASQ,2025-06,2025,06,2,2,0,0
Setor de Auditoria Médica - SAM,2025-06,2025,06,7,7,0,0
Setor de Cadastro Parlamentar e de Cargos Comissionados - SECAD,2025-06,2025,06,2,2,0,0
Setor de Contabilidade - SECON,2025-06,2025,06,2,2,0,0
"Setor de Contas a Receber, Faturamento e Fiscalização - SECREF/FASCAL",2025-06,2025,06,2,2,0,0
Setor de Contratos e Aquisições - SECONT,2025-06,2025,06,2,2,0,0
Setor de Desenvolvimento de Pessoas - SEDEP,2025-06,2025,06,1,1,0,0
Setor de Finanças - SEFIN,2025-06,2025,06,4,4,0,0
Setor de Inovação e Tecnologia da Informação - SEINOVA,2025-06,2025,06,2,2,0,0
"Setor de Orçamento, Finanças e Contabilidade - SOFC",2025-06,2025,06,3,3,0,0
Setor de Pagamento de Pessoal - SEPAG,2025-06,2025,06,2,2,0,0
Setor de Planejamento e Avaliação Orçamentária - SEPLA,2025-06,2025,06,1,1,0,0
Setor de Serviços Auxiliares - SEAUX,2025-06,2025,06,1,1,0,0
Setor de apoio ao plenário - SAPLE,2025-06,2025,06,2,2,0,0
Seção de Administração de Sistemas - SEASI,2025-06,2025,06,3,3,0,0
Seção de Elaboração Orçamentária - SEORC,2025-06,2025,06,2,2,0,0
"Unidade Desenvolvimento Urbano, Rural e Meio Ambiente - UDA",2025-06,2025,06,10,10,0,0
Unidade de Constituição e Justiça - UCJ,2025-06,2025,06,8,8,0,0
"Unidade de Processo Legislativo Orçamentário, Finanças, Transparência, Tributação, Regulação, Desenvolvimento Econômico, Ciência e Tecnologia - UEOF",2025-06,2025,06,7,7,0,0
"Unidade de Saúde, Educação, Cultura e Desenvolvimento Científico e Tecnológico - USE",2025-06,2025,06,5,5,0,0
Auditoria Interna - AUDIT,2025-07,2025,07,3,3,0,0
Comissão de Assuntos Sociais,2025-07,2025,07,1,1,0,0
"Comissão de Economia, Orçamento e Finanças - CEOF",2025-07,2025,07,2,2,0,0
Diretoria de Comunicação Social - DICOM,2025-07,2025,07,1,1,0,0
Gabinete da Mesa Diretoria - GMD,2025-07,2025,07,2,2,0,0
Gabinete da Terceira Secretaria - GTS,2025-07,2025,07,3,3,0,0
Núcleo de Gestão Patrimonial - NUGEP,2025-07,2025,07,1,1,0,0
Secretaria Legislativa - SELEG,2025-07,2025,07,1,1,0,0
Setor de Contratos e Aquisições - SECONT,2025-07,2025,07,2,2,0,0
Setor de Serviços Auxiliares,2025-07,2025,07,1,1,0,0
Setor de apoio ao plenário - SAPLE,2025-07,2025,07,2,2,0,0
,2025-08,2025,08,1,0,0,0
?COMISSÃO DE ASSUNTOS SOCIAIS - CAS,2025-08,2025,08,1,1,0,0
Assessoria Técnica de Engenharia e Arquitetura - ASTEA,2025-08,2025,08,2,2,0,0
Assessoria de Governança Legislativa e Gestão Estratégica - ASSEGE,2025-08,2025,08,3,3,0,0
Auditoria Interna - AUDIT,2025-08,2025,08,3,3,0,0
Comissão Permanente de Contratação - CPC,2025-08,2025,08,1,1,0,0
Comissão de Constituição e Justiça - CCJ,2025-08,2025,08,3,3,0,0
"Comissão de Economia, Orçamento e Finanças - CEOF",2025-08,2025,08,2,2,0,0
Comissão de Educação e Cultura - CEC,2025-08,2025,08,1,1,0,0
"Comissão de Fiscalização, Governança, Transparência Controle - CFGTC",2025-08,2025,08,2,2,0,0
Consultoria Legislativa - CONLEGIS,2025-08,2025,08,3,3,0,0
Diretoria de Administração e Finanças - DAF,2025-08,2025,08,2,2,0,0
Diretoria de Comunicação Social - DICOM,2025-08,2025,08,1,1,0,0
Diretoria de Gestão de Pessoas - DGP,2025-08,2025,08,4,4,0,0
Gabinete da Mesa Diretoria - GMD,2025-08,2025,08,2,2,0,0
Gabinete da Segunda Secretaria - GSS,2025-08,2025,08,4,4,0,0
Gabinete da Terceira Secretaria - GTS,2025-08,2025,08,3,3,0,0
Núcleo de Apoio Logístico - NUAL,2025-08,2025,08,1,1,0,0
Núcleo de Carreira e Desempenho - NCAD,2025-08,2025,08,1,1,0,0
Núcleo de Comunicação Organizacional - NCO,2025-08,2025,08,1,1,0,0
Núcleo de Gestão Patrimonial - NUGEP,2025-08,2025,08,1,1,0,0
Núcleo de Jornalismo - NJ,2025-08,2025,08,5,5,0,0
Núcleo de Publicidade Legal - NPLE,2025-08,2025,08,6,6,0,0
Ouvidoria,2025-08,2025,08,4,4,0,0
Secretaria Legislativa - SELEG,2025-08,2025,08,1,1,0,0
Setor de Apoio às Comissões Permanentes - SACP,2025-08,2025,08,6,6,0,0
Setor de Apoio às Comissões Temporárias - SACT,2025-08,2025,08,3,3,0,0
Setor de Assistência Social e Qualidade de Vida no Trabalho- SASQ,2025-08,2025,08,2,2,0,0
Setor de Ata e Súmula - SEAS,2025-08,2025,08,7,7,0,0
Setor de Auditoria Médica - SAM,2025-08,2025,08,8,8,0,0
Setor de Cadastro Parlamentar e de Cargos Comissionados - SECAD,2025-08,2025,08,2,2,0,0
Setor de Contabilidade - SECON,2025-08,2025,08,2,2,0,0
"Setor de Contas a Receber, Faturamento e Fiscalização - SECREF/FASCAL",2025-08,2025,08,2,2,0,0
Setor de Contratos e Aquisições - SECONT,2025-08,2025,08,2,2,0,0
Setor de Elaboração Orçamentária - SEORC,2025-08,2025,08,2,2,0,0
Setor de Execução Orçamentária - SEO,2025-08,2025,08,3,3,0,0
Setor de Finanças - SEFIN,2025-08,2025,08,4,4,0,0
Setor de Inovação e Tecnologia da Informação - SEINOVA,2025-08,2025,08,1,1,0,0
Setor de Pagamento de Pessoal - SEPAG,2025-08,2025,08,3,3,0,0
Setor de Planejamento e Avaliação Orçamentária - SEPLA,2025-08,2025,08,1,1,0,0
Setor de Registro e Redação Legislativa - SEREL,2025-08,2025,08,3,3,0,0
Setor de Serviços Auxiliares - SEAUX,2025-08,2025,08,1,0,0,0
Setor de apoio ao plenário - SAPLE,2025-08,2025,08,2,2,0,0
Seção de Administração de Sistemas - SEASI,2025-08,2025,08,4,4,0,0
"Unidade Desenvolvimento Urbano, Rural e Meio Ambiente - UDA",2025-08,2025,08,9,9,0,0
Unidade de Constituição e Justiça - UCJ,2025-08,2025,08,10,10,0,0
"Unidade de Processo Legislativo Orçamentário, Finanças, Transparência, Tributação, Regulação, Desenvolvimento Econômico, Ciência e Tecnologia - UEOF",2025-08,2025,08,9,9,0,0
"Unidade de Saúde, Educação, Cultura e Direitos Humanos - USE",2025-08,2025,08,7,7,0,0
?COMISSÃO DE ASSUNTOS SOCIAIS - CAS,2025-09,2025,09,1,1,0,0
Assessoria Técnica de Engenharia e Arquitetura - ASTEA,2025-09,2025,09,2,2,0,0
Assessoria de Governança Legislativa e Gestão Estratégica - ASSEGE,2025-09,2025,09,3,3,0,0
Auditoria Interna - AUDIT,2025-09,2025,09,3,3,0,0
Comissão Permanente de Contratação - CPC,2025-09,2025,09,1,1,0,0
Comissão de Constituição e Justiça - CCJ,2025-09,2025,09,3,3,0,0
"Comissão de Economia, Orçamento e Finanças - CEOF",2025-09,2025,09,2,2,0,0
Comissão de Educação e Cultura - CEC,2025-09,2025,09,2,2,0,0
"Comissão de Fiscalização, Governança, Transparência Controle - CFGTC",2025-09,2025,09,2,2,0,0
Comissão de Processo Disciplinar e Tomada de Contas Especial - CPTCE,2025-09,2025,09,4,4,0,0
Consultoria Legislativa - CONLEGIS,2025-09,2025,09,2,2,0,0
Diretoria de Administração e Finanças - DAF,2025-09,2025,09,2,2,0,0
Diretoria de Comunicação Social - DICOM,2025-09,2025,09,1,1,0,0
Diretoria de Gestão de Pessoas - DGP,2025-09,2025,09,4,4,0,0
Escola do Legislativo - ELEGIS,2025-09,2025,09,1,1,0,0
Gabinete da Mesa Diretoria - GMD,2025-09,2025,09,2,2,0,0
Gabinete da Segunda Secretaria - GSS,2025-09,2025,09,4,4,0,0
Gabinete da Terceira Secretaria - GTS,2025-09,2025,09,3,3,0,0
Núcleo de Apoio Logístico - NUAL,2025-09,2025,09,1,1,0,0
Núcleo de Carreira e Desempenho - NCAD,2025-09,2025,09,1,1,0,0
Núcleo de Comunicação Organizacional - NCO,2025-09,2025,09,1,1,0,0
Núcleo de Gestão Patrimonial - NUGEP,2025-09,2025,09,1,1,0,0
Núcleo de Jornalismo - NJ,2025-09,2025,09,5,5,0,0
Núcleo de Produção - NROD,2025-09,2025,09,1,1,0,0
Núcleo de Publicidade Legal - NPLE,2025-09,2025,09,5,5,0,0
Ouvidoria,2025-09,2025,09,4,4,0,0
Setor de Apoio às Comissões Permanentes - SACP,2025-09,2025,09,5,5,0,0
Setor de Apoio às Comissões Temporárias - SACT,2025-09,2025,09,3,3,0,0
Setor de Assistência Social e Qualidade de Vida no Trabalho- SASQ,2025-09,2025,09,2,2,0,0
Setor de Ata e Súmula - SEAS,2025-09,2025,09,7,7,0,0
Setor de Auditoria Médica - SAM,2025-09,2025,09,8,8,0,0
Setor de Cadastro Parlamentar e de Cargos Comissionados - SECAD,2025-09,2025,09,2,2,0,0
Setor de Contabilidade - SECON,2025-09,2025,09,2,2,0,0
"Setor de Contas a Receber, Faturamento e Fiscalização - SECREF/FASCAL",2025-09,2025,09,1,1,0,0
Setor de Contratos e Aquisições - SECONT,2025-09,2025,09,2,2,0,0
Setor de Desenvolvimento de Pessoas - SEDEP,2025-09,2025,09,1,1,0,0
Setor de Elaboração Orçamentária - SEORC,2025-09,2025,09,2,2,0,0
Setor de Execução Orçamentária - SEO,2025-09,2025,09,2,2,0,0
Setor de Finanças - SEFIN,2025-09,2025,09,3,3,0,0
Setor de Inovação e Tecnologia da Informação - SEINOVA,2025-09,2025,09,1,1,0,0
"Setor de Orçamento, Finanças e Contabilidade - SOFC",2025-09,2025,09,5,5,0,0
Setor de Pagamento de Pessoal - SEPAG,2025-09,2025,09,3,3,0,0
Setor de Planejamento e Avaliação Orçamentária - SEPLA,2025-09,2025,09,1,1,0,0
Setor de Registro e Redação Legislativa - SEREL,2025-09,2025,09,6,6,0,0
Setor de Serviços Auxiliares - SEAUX,2025-09,2025,09,1,0,0,0
Setor de apoio ao plenário - SAPLE,2025-09,2025,09,2,2,0,0
Seção de Administração de Sistemas - SEASI,2025-09,2025,09,2,2,0,0
"Unidade Desenvolvimento Urbano, Rural e Meio Ambiente - UDA",2025-09,2025,09,9,9,0,0
Unidade de Constituição e Justiça - UCJ,2025-09,2025,09,10,10,0,0
"Unidade de Fiscalização, Governança, Transparência e Controle - UCF",2025-09,2025,09,1,1,0,0
"Unidade de Processo Legislativo Orçamentário, Finanças, Transparência, Tributação, Regulação, Desenvolvimento Econômico, Ciência e Tecnologia - UEOF",2025-09,2025,09,9,9,0,0
"Unidade de Saúde, Educação, Cultura e Direitos Humanos - USE",2025-09,2025,09,7,7,0,0
"Unidade de Tecnologia Aplicada, Ciência de Dados e Inteligência Artificial - UCT",2025-09,2025,09,1,1,0,0
?COMISSÃO DE ASSUNTOS SOCIAIS - CAS,2025-10,2025,10,1,1,0,0
Assessoria Técnica de Engenharia e Arquitetura - ASTEA,2025-10,2025,10,2,2,0,0
Assessoria de Governança Legislativa e Gestão Estratégica - ASSEGE,2025-10,2025,10,3,3,0,0
Auditoria Interna - AUDIT,2025-10,2025,10,3,3,0,0
Comissão Permanente de Contratação - CPC,2025-10,2025,10,1,1,0,0
Comissão de Constituição e Justiça - CCJ,2025-10,2025,10,3,3,0,0
"Comissão de Economia, Orçamento e Finanças - CEOF",2025-10,2025,10,2,2,0,0
Comissão de Educação e Cultura - CEC,2025-10,2025,10,2,2,0,0
"Comissão de Fiscalização, Governança, Transparência Controle - CFGTC",2025-10,2025,10,2,2,0,0
Comissão de Processo Disciplinar e Tomada de Contas Especial - CPTCE,2025-10,2025,10,4,4,0,0
Diretoria de Administração e Finanças - DAF,2025-10,2025,10,2,2,0,0
Diretoria de Comunicação Social - DICOM,2025-10,2025,10,1,1,0,0
Diretoria de Gestão de Pessoas - DGP,2025-10,2025,10,3,3,0,0
Gabinete da Mesa Diretoria - GMD,2025-10,2025,10,2,2,0,0
Gabinete da Segunda Secretaria - GSS,2025-10,2025,10,3,3,0,0
Gabinete da Terceira Secretaria - GTS,2025-10,2025,10,3,3,0,0
Núcleo de Apoio Logístico - NUAL,2025-10,2025,10,1,1,0,0
Núcleo de Carreira e Desempenho - NCAD,2025-10,2025,10,1,1,0,0
Núcleo de Comunicação Organizacional - NCO,2025-10,2025,10,1,1,0,0
Núcleo de Gestão Patrimonial - NUGEP,2025-10,2025,10,1,1,0,0
Núcleo de Jornalismo - NJ,2025-10,2025,10,5,5,0,0
Núcleo de Produção - NPROD,2025-10,2025,10,1,1,0,0
Núcleo de Publicidade Legal - NPLE,2025-10,2025,10,5,5,0,0
Ouvidoria,2025-10,2025,10,4,4,0,0
Setor de Apoio às Comissões Permanentes - SACP,2025-10,2025,10,5,5,0,0
Setor de Apoio às Comissões Temporárias - SACT,2025-10,2025,10,3,3,0,0
Setor de Assistência Social e Qualidade de Vida no Trabalho- SASQ,2025-10,2025,10,2,2,0,0
Setor de Ata e Súmula - SEAS,2025-10,2025,10,7,7,0,0
Setor de Auditoria Médica - SAM,2025-10,2025,10,10,10,0,0
Setor de Cadastro Parlamentar e de Cargos Comissionados - SECAD,2025-10,2025,10,2,2,0,0
Setor de Contabilidade - SECON,2025-10,2025,10,2,2,0,0
"Setor de Contas a Receber, Faturamento e Fiscalização - SECREF/FASCAL",2025-10,2025,10,2,2,0,0
Setor de Contratos e Aquisições - SECONT,2025-10,2025,10,2,2,0,0
Setor de Desenvolvimento de Pessoas - SEDEP,2025-10,2025,10,1,1,0,0
Setor de Elaboração Orçamentária - SEORC,2025-10,2025,10,2,2,0,0
Setor de Execução Orçamentária - SEO,2025-10,2025,10,2,2,0,0
Setor de Finanças - SEFIN,2025-10,2025,10,3,3,0,0
Setor de Inovação e Tecnologia da Informação - SEINOVA,2025-10,2025,10,1,1,0,0
"Setor de Orçamento, Finanças e Contabilidade - SOFC",2025-10,2025,10,5,5,0,0
Setor de Pagamento de Pessoal - SEPAG,2025-10,2025,10,3,3,0,0
Setor de Planejamento e Avaliação Orçamentária - SEPLA,2025-10,2025,10,1,1,0,0
Setor de Registro e Redação Legislativa - SEREL,2025-10,2025,10,5,5,0,0
Setor de Serviços Auxiliares - SEAUX,2025-10,2025,10,1,1,0,0
Setor de apoio ao plenário - SAPLE,2025-10,2025,10,2,2,0,0
Seção de Administração de Sistemas - SEASI,2025-10,2025,10,3,3,0,0
"Unidade Desenvolvimento Urbano, Rural e Meio Ambiente - UDA",2025-10,2025,10,8,8,0,0
Unidade de Constituição e Justiça - UCJ,2025-10,2025,10,10,10,0,0
"Unidade de Fiscalização, Governança, Transparência e Controle - UCF",2025-10,2025,10,1,1,0,0
"Unidade de Processo Legislativo Orçamentário, Finanças, Transparência, Tributação, Regulação, Desenvolvimento Econômico, Ciência e Tecnologia - UEOF",2025-10,2025,10,9,9,0,0
"Unidade de Saúde, Educação, Cultura e Direitos Humanos - USE",2025-10,2025,10,7,7,0,0
"Unidade de Tecnologia Aplicada, Ciência de Dados e Inteligência Artificial - UCT",2025-10,2025,10,1,1,0,0
Assessoria Técnica de Engenharia e Arquitetura - ASTEA,2025-11,2025,11,2,2,0,0
Assessoria de Governança Legislativa e Gestão Estratégica - ASSEGE,2025-11,2025,11,3,3,0,0
Auditoria Interna - AUDIT,2025-11,2025,11,3,3,0,0
Comissão Permanente de Contratação - CPC,2025-11,2025,11,1,1,0,0
Comissão de Constituição e Justiça - CCJ,2025-11,2025,11,3,3,0,0
"Comissão de Economia, Orçamento e Finanças - CEOF",2025-11,2025,11,2,2,0,0
Comissão de Educação e Cultura - CEC,2025-11,2025,11,2,2,0,0
Comissão de Processo Disciplinar e Tomada de Contas Especial - CPTCE,2025-11,2025,11,4,4,0,0
Diretoria de Administração e Finanças - DAF,2025-11,2025,11,2,2,0,0
Diretoria de Comunicação Social - DICOM,2025-11,2025,11,1,1,0,0
Diretoria de Gestão de Pessoas - DGP,2025-11,2025,11,4,4,0,0
Gabinete da Mesa Diretoria - GMD,2025-11,2025,11,2,2,0,0
Gabinete da Segunda Secretaria - GSS,2025-11,2025,11,3,3,0,0
Gabinete da Terceira Secretaria - GTS,2025-11,2025,11,3,3,0,0
Núcleo de Apoio Logístico - NUAL,2025-11,2025,11,1,1,0,0
Núcleo de Carreira e Desempenho - NCAD,2025-11,2025,11,1,1,0,0
Núcleo de Comunicação Organizacional - NCO,2025-11,2025,11,1,1,0,0
Núcleo de Gestão Patrimonial - NUGEP,2025-11,2025,11,1,1,0,0
Núcleo de Jornalismo - NJ,2025-11,2025,11,4,4,0,0
Núcleo de Produção - NPROD,2025-11,2025,11,1,1,0,0
Núcleo de Publicidade Legal - NPLE,2025-11,2025,11,5,5,0,0
Ouvidoria,2025-11,2025,11,4,4,0,0
Setor de Apoio às Comissões Permanentes - SACP,2025-11,2025,11,6,6,0,0
Setor de Apoio às Comissões Temporárias - SACT,2025-11,2025,11,3,3,0,0
Setor de Assistência Social e Qualidade de Vida no Trabalho- SASQ,2025-11,2025,11,3,3,0,0
Setor de Ata e Súmula - SEAS,2025-11,2025,11,7,7,0,0
Setor de Auditoria Médica - SAM,2025-11,2025,11,9,9,0,0
Setor de Cadastro Parlamentar e de Cargos Comissionados - SECAD,2025-11,2025,11,2,2,0,0
Setor de Contabilidade - SECON,2025-11,2025,11,2,2,0,0
"Setor de Contas a Receber, Faturamento e Fiscalização - SECREF/FASCAL",2025-11,2025,11,2,2,0,0
Setor de Contratos e Aquisições - SECONT,2025-11,2025,11,3,3,0,0
Setor de Desenvolvimento de Pessoas - SEDEP,2025-11,2025,11,1,1,0,0
Setor de Elaboração Orçamentária - SEORC,2025-11,2025,11,1,1,0,0
Setor de Execução Orçamentária - SEO,2025-11,2025,11,2,2,0,0
Setor de Finanças - SEFIN,2025-11,2025,11,3,3,0,0
Setor de Inovação e Tecnologia da Informação - SEINOVA,2025-11,2025,11,1,1,0,0
"Setor de Orçamento, Finanças e Contabilidade - SOFC",2025-11,2025,11,4,4,0,0
Setor de Pagamento de Pessoal - SEPAG,2025-11,2025,11,3,3,0,0
Setor de Planejamento e Avaliação Orçamentária - SEPLA,2025-11,2025,11,1,1,0,0
Setor de Registro e Redação Legislativa - SEREL,2025-11,2025,11,5,5,0,0
Setor de Serviços Auxiliares - SEAUX,2025-11,2025,11,1,1,0,0
Setor de apoio ao plenário - SAPLE,2025-11,2025,11,2,2,0,0
Seção de Administração de Sistemas - SEASI,2025-11,2025,11,3,3,0,0
"Unidade Desenvolvimento Urbano, Rural e Meio Ambiente - UDA",2025-11,2025,11,8,8,0,0
Unidade de Constituição e Justiça - UCJ,2025-11,2025,11,10,10,0,0
"Unidade de Fiscalização, Governança, Transparência e Controle - UCF",2025-11,2025,11,1,1,0,0
"Unidade de Processo Legislativo Orçamentário, Finanças, Transparência, Tributação, Regulação, Desenvolvimento Econômico, Ciência e Tecnologia - UEOF",2025-11,2025,11,8,8,0,0
"Unidade de Saúde, Educação, Cultura e Direitos Humanos - USE",2025-11,2025,11,5,5,0,0
"Unidade de Tecnologia Aplicada, Ciência de Dados e Inteligência Artificial - UCT",2025-11,2025,11,1,1,0,0
Assessoria Técnica de Engenharia e Arquitetura - ASTEA,2025-12,2025,12,2,2,0,0
Assessoria de Governança Legislativa e Gestão Estratégica - ASSEGE,2025-12,2025,12,3,3,0,0
Auditoria Interna - AUDIT,2025-12,2025,12,3,3,0,0
Comissão Permanente de Contratação - CPC,2025-12,2025,12,1,1,0,0
Comissão de Constituição e Justiça - CCJ,2025-12,2025,12,2,2,0,0
"Comissão de Economia, Orçamento e Finanças - CEOF",2025-12,2025,12,2,2,0,0
Comissão de Educação e Cultura - CEC,2025-12,2025,12,1,1,0,0
Comissão de Processo Disciplinar e Tomada de Contas Especial - CPTCE,2025-12,2025,12,1,1,0,0
Diretoria de Administração e Finanças - DAF,2025-12,2025,12,3,3,0,0
Diretoria de Comunicação Social - DICOM,2025-12,2025,12,1,1,0,0
Diretoria de Gestão de Pessoas - DGP,2025-12,2025,12,4,4,0,0
Gabinete da Mesa Diretoria - GMD,2025-12,2025,12,2,2,0,0
Gabinete da Segunda Secretaria - GSS,2025-12,2025,12,3,3,0,0
Gabinete da Terceira Secretaria - GTS,2025-12,2025,12,2,2,0,0
Núcleo de Carreira e Desempenho - NCAD,2025-12,2025,12,1,1,0,0
