ano,data_da_liquidacao,data_da_ordem_bancaria,dias_entre_liquidacao_e_pagamento,cnpj_credor,credor,forma_do_registro_na_fonte,valor,objeto,categoria_de_contrato,fonte_de_recursos,obrigacoes_mais_antigas_ultrapassadas,justificativa_publicada,as_of
2026,2026-02-13,2026-02-13,0,20022974000183,NORDEN TECNOLOGIA LTDA.,cnpj,"10.154.664,00",FORNECIMENTO DE EQUIPAMENTOS DE ARMAZENAMENTO DE DADOS - STORAGE - RPNP,FORNECIMENTO DE BENS,1500-100000000,0,,2026-09-02T17:49:17
2026,2026-02-13,2026-02-19,6,88633680000202,OSM CONSULTORIA E SISTEMAS LTDA,cnpj,"13.036,95",SERVIÇOS DE MANUTENÇÃO E SUPORTE DA MENSAGERIA MENTORH (ESOCIAL) - JANEIRO,PRESTAÇÃO DE SERVIÇOS,1500-100000000,0,,2026-09-02T17:49:17
2026,2026-02-13,2026-02-20,7,12625657000123,BK TECNOLOGIA DA INFORMACAO LTDA EPP,cnpj,"2.994.516,00",LOCAÇÃO DE SOFTWARES - FORNECIMENTO DE LICENÇAS ELASTIC CLOUD ENTERPRISE,LOCAÇÕES,1500-100000000,0,,2026-09-02T17:49:17
2026,2026-02-19,2026-02-19,0,11325221000156,CLICK NET BRASIL TELECOMUNICAÇÃO LTDA ME,cnpj,"1.662,19",SERVIÇOS DE LINK DE DADOS PARA ACESSO DEDICADO À INTERNET - JANEIRO,PRESTAÇÃO DE SERVIÇOS,1500-100000000,0,,2026-09-02T17:49:17
2026,2026-02-19,2026-02-19,0,14062549000115,H3D SOLUCOES DE TELEINFORMATICA LTDA,cnpj,"4.655,00",SERVIÇO DE MANUTENÇÃO DO SISTEMA DA CENTRAL TELEFÔNICA - JANEIRO DE 2026,PRESTAÇÃO DE SERVIÇOS,1500-100000000,0,,2026-09-02T17:49:17
2026,2026-02-19,2026-02-19,0,05058935000142,INTERATIVA FACILITIES LTDA,cnpj,"16.594,72",FORNECIMENTO DE MATERIAIS PARA MANUT. E CONSERVAÇÃO PREDIAL - DEZEMBRO/2025 - RPNP,FORNECIMENTO DE BENS,1500-100000000,0,,2026-09-02T17:49:17
2026,2026-02-19,2026-02-19,0,05058935000142,INTERATIVA FACILITIES LTDA,cnpj,"77.564,28",SERVIÇOS DE MANUTENÇÃO E CONSERVAÇÃO PREDIAL - DEZEMBRO/2025 - RPNP,PRESTAÇÃO DE SERVIÇOS,1500-100000000,0,,2026-09-02T17:49:17
2026,2026-02-19,2026-02-19,0,26968438000151,PRINCIPAL CONSTRUCOES LTDA,cnpj,"1.317,42",SERVIÇOS DE MANUTENÇÃO DOS MOTORES DO GRUPO MOTO-GERADOR - RPNP - DEZEMBRO,PRESTAÇÃO DE SERVIÇOS,1500-100000000,0,,2026-09-02T17:49:17
2026,2026-02-19,2026-02-19,0,,SECR. DE ESTADO DE ECONOMIA DO DF,codigo_de_orgao,"9.202,72",SERVIÇOS DE PUBLICAÇÕES DA CLDF NO DIÁRIO OFICIAL DO DF (DODF) - JANEIRO DE 2026,PRESTAÇÃO DE SERVIÇOS,1500-100000000,0,,2026-09-02T17:49:17
2026,2026-02-19,2026-02-19,0,02558157013574,TELEFÔNICA BRASIL S.A,cnpj,"593.978,31",LOCAÇÃO DE SOFTWARE - LICENÇAS WINDOWS SERVER (LOCAÇÃO DE SOFTWARE) - RPNP,LOCAÇÕES,1500-100000000,1,,2026-09-02T17:49:17
2026,2026-02-19,2026-02-20,1,00082024000137,COMPANHIA DE SANEAMENTO AMBIENTAL DO DF - CAESB,cnpj,"20.490,86",SERVIÇOS DE FORNECIMENTO DE ÁGUA E TRATAMENTO DE ESGOTO - JANEIRO DE 2026,PRESTAÇÃO DE SERVIÇOS,1500-100000000,0,,2026-09-02T17:49:17
2026,2026-02-19,2026-02-20,1,,FUNDAÇÃO DE AMPARO AO TRABALHADOR PRESO - FUNAP,codigo_de_orgao,"2.533,38",SERVIÇOS DE MÃO DE OBRA DE SENTENCIADOS - JANEIRO,PRESTAÇÃO DE SERVIÇOS,1500-100000000,0,,2026-09-02T17:49:17
2026,2026-02-20,2026-02-20,0,04784569000227,CALIA Y2 PROPAGANDA E MARKETING LTDA,cnpj,"78.328,42",SERVIÇOS DE PUBLICIDADE - CAMPANHA: ENTREGAS - RPNP,PRESTAÇÃO DE SERVIÇOS,1500-100000000,0,,2026-09-02T17:49:17
2026,2026-02-20,2026-02-20,0,10719671000160,ELDEX DISTRIBUIDORA DE JORNAIS E REVISTAS LTDA-ME,cnpj,"1.922,00",SERVIÇO DE ASSINATURA DE REVISTAS E JORNAIS PERIÓDICOS EM MEIO DIGITAL - JANEIRO DE 2026,PRESTAÇÃO DE SERVIÇOS,1500-100000000,0,,2026-09-02T17:49:17
2026,2026-02-20,2026-02-20,0,07316919000138,GOVERNET EDITORA LTDA ME,cnpj,"36.390,75",SERVIÇOS DE ASSINATURA ANUAL DOS PERIÓDICOS GOVERNET,PRESTAÇÃO DE SERVIÇOS,1500-100000000,0,,2026-09-02T17:49:17
2026,2026-02-20,2026-02-20,0,05411789000197,SHOWCASE PRO TECNOLOGIA LTDA,cnpj,"501,47","SERVIÇO DE AUDIODESCRIÇÃO, ENTREGA MIXADA EM PROGRAMAS PRÉ-GRAVADOS - JANEIRO",PRESTAÇÃO DE SERVIÇOS,1500-100000000,0,,2026-09-02T17:49:17
2026,2026-02-20,2026-02-23,3,71208516000174,ALGAR TELECOM S/A,cnpj,"5.755,26",SERVIÇO DE TELEFONIA FIXA - JANEIRO DE 2026,PRESTAÇÃO DE SERVIÇOS,1500-100000000,0,,2026-09-02T17:49:17
2026,2026-02-20,2026-02-23,3,01688354000133,AV COMUNICAÇÃO E MARKETING LTDA,cnpj,"21.811,13",SERVIÇOS DE PUBLICIDADE - CAMPANHA: PETS 2025 - RPNP,PRESTAÇÃO DE SERVIÇOS,1500-100000000,0,,2026-09-02T17:49:17
2026,2026-02-20,2026-02-23,3,01688354000133,AV COMUNICAÇÃO E MARKETING LTDA,cnpj,"32.296,74",SERVIÇOS DE PUBLICIDADE - CAMPANHA: DIVERSAS - MACHISMO NÃO 4 - RPNP,PRESTAÇÃO DE SERVIÇOS,1500-100000000,0,,2026-09-02T17:49:17
2026,2026-02-20,2026-02-23,3,02116643000120,AXEN TECNOLOGIA E ENGENHARIA LTDA,cnpj,"21.567,38",SERVIÇOS DE MANUTENÇÃO DO SISTEMA DE AUTOMAÇÃO PREDIAL - RPNP - DEZEMBRO DE 2025,PRESTAÇÃO DE SERVIÇOS,1500-100000000,0,,2026-09-02T17:49:17
2026,2026-02-20,2026-02-23,3,04752792000101,QUALIFICAR-GESTAO TERCEIRIZADA DE SERV CORPORATE,cnpj,"2.064,36",SERVIÇOS TÉCNICOS DE ATENDIMENTO DE USUÁRIOS DA TI - REPACTUAÇÃO DE 2025,PRESTAÇÃO DE SERVIÇOS,1500-100000000,0,,2026-09-02T17:49:17
2026,2026-02-23,2026-02-24,1,14470051000272,EBM QUINTTO COMUNICACAO LTDA,cnpj,"45.734,29",SERVIÇOS DE PUBLICIDADE - CAMPANHA: DIVERSAS - UP 2025 - RPNP,PRESTAÇÃO DE SERVIÇOS,1500-100000000,0,,2026-09-02T17:49:17
2026,2026-02-24,2026-02-24,0,71208516000174,ALGAR TELECOM S/A,cnpj,"387,26",SERVIÇO DE TELEFONIA FIXA - JANEIRO DE 2026 (RESIDUAL),PRESTAÇÃO DE SERVIÇOS,1500-100000000,0,,2026-09-02T17:49:17
2026,2026-02-24,2026-02-24,0,01688354000133,AV COMUNICAÇÃO E MARKETING LTDA,cnpj,"1.108.194,00",SERVIÇOS DE PUBLICIDADE - CAMPANHA: ENTREGAS 2025 - RPNP,PRESTAÇÃO DE SERVIÇOS,1500-100000000,0,,2026-09-02T17:49:17
2026,2026-02-24,2026-02-24,0,01688354000133,AV COMUNICAÇÃO E MARKETING LTDA,cnpj,"106.261,29",SERVIÇOS DE PUBLICIDADE - CAMPANHA: AÇÕES DIVERSAS 2025 - RPNP,PRESTAÇÃO DE SERVIÇOS,1500-100000000,0,,2026-09-02T17:49:17
2026,2026-02-24,2026-02-24,0,31379786000123,CONTEXA INOVAÇÃO EM TECNOLOGIA LTDA.,cnpj,"16.472,23",SERVIÇO DE MANUTENÇÃO EM IMPRESSORAS (XEROX VERSANT 180) - JANEIRO,PRESTAÇÃO DE SERVIÇOS,1500-100000000,0,,2026-09-02T17:49:17
2026,2026-02-24,2026-02-24,0,00609334000167,IMPACTO AUDITORIA EM SAÚDE LTDA,cnpj,"281.641,70",SERVIÇO DE GESTÃO DE PLANO DE SAÚDE - FASCAL - RPNP - DEZEMBRO,PRESTAÇÃO DE SERVIÇOS,1500-100000000,0,,2026-09-02T17:49:17
2026,2026-02-24,2026-02-24,0,19877285000252,LANLINK SOLUCOES E COMERCIALIZACAO EM INFORMATICA,cnpj,"64.554,05",LOCAÇÃO DE SOFTWARE - SUBSCRIÇÕES ANUAIS DE SOLUÇÃO DE BUSINESS INTELLIGENCE (BI),LOCAÇÕES,1500-100000000,0,,2026-09-02T17:49:17
2026,2026-02-24,2026-02-24,0,21416819000104,MAZIMU'S SERVIÇOS ESPECIALIZADOS EIRELI,cnpj,"7.366,42",FORNECIMENTO DE MATERIAIS PARA MANUTENÇÃO DAS PORTAS DE VIDRO E ALUMÍNIO,FORNECIMENTO DE BENS,1500-100000000,0,,2026-09-02T17:49:17
2026,2026-02-24,2026-02-24,0,21416819000104,MAZIMU'S SERVIÇOS ESPECIALIZADOS EIRELI,cnpj,"8.026,34",SERVIÇOS DE MANUTENÇÃO DAS PORTAS DE VIDRO E ALUMÍNIO DA CLDF,PRESTAÇÃO DE SERVIÇOS,1500-100000000,0,,2026-09-02T17:49:17
2026,2026-02-24,2026-02-24,0,25165749000110,NEO CONSULT. E ADMINIST. DE BENEFÍCIOS EIRELI EPP,cnpj,"2.916,45",FORNECIMENTO DE PEÇAS PARA MANUTENÇÃO DE VEÍCULOS - JANEIRO,FORNECIMENTO DE BENS,1500-100000000,0,,2026-09-02T17:49:17
2026,2026-02-24,2026-02-24,0,25165749000110,NEO CONSULT. E ADMINIST. DE BENEFÍCIOS EIRELI EPP,cnpj,"745,59",SERVIÇOS DE MANUTENÇÃO EM VEÍCULOS DA CLDF - JANEIRO,PRESTAÇÃO DE SERVIÇOS,1500-100000000,0,,2026-09-02T17:49:17
2026,2026-02-24,2026-02-24,0,07522669000192,NEOENERGIA DISTRIBUIÇÃO BRASÍLIA S/A,cnpj,"193.521,40",SERVIÇO DE FORNECIMENTO DE ENERGIA ELÉTRICA - JANEIRO,PRESTAÇÃO DE SERVIÇOS,1500-100000000,0,,2026-09-02T17:49:17
2026,2026-02-24,2026-02-24,0,05340639000130,PRIME CONSULTORIA E ASSESSORIA EMPRESARIAL LTDA,cnpj,"24.794,75",FORNECIMENTO DE COMBUSTÍVEIS PARA VEÍCULOS DA CLDF,FORNECIMENTO DE BENS,1500-100000000,0,,2026-09-02T17:49:17
2026,2026-02-24,2026-02-25,1,14470051000272,EBM QUINTTO COMUNICACAO LTDA,cnpj,"991.113,80",SERVIÇOS DE PUBLICIDADE - CAMPANHA: ENTREGAS 2025 - RPNP,PRESTAÇÃO DE SERVIÇOS,1500-100000000,0,,2026-09-02T17:49:17
2026,2026-02-24,2026-02-25,1,34782400000118,MEDIC VITALL COMERCIO E SERVIÇOS HOSPITALARES,cnpj,"22.052,34",SERVIÇO DE MANUTENÇÃO CADEIRAS DE TRABALHO E POLTRONAS TIPO AUDITÓRIO - RPNP,PRESTAÇÃO DE SERVIÇOS,1500-100000000,0,,2026-09-02T17:49:17
2026,2026-02-25,2026-02-25,0,01688354000133,AV COMUNICAÇÃO E MARKETING LTDA,cnpj,"159.389,44",SERVIÇOS DE PUBLICIDADE - CAMPANHA: DIVERSAS UP- RPNP,PRESTAÇÃO DE SERVIÇOS,1500-100000000,0,,2026-09-02T17:49:17
2026,2026-02-25,2026-02-25,0,31379786000123,CONTEXA INOVAÇÃO EM TECNOLOGIA LTDA.,cnpj,"21.263,74",SERVIÇO DE MANUTENÇÃO EM IMPRESSORAS (XEROX VERSANT 280) - JANEIRO,PRESTAÇÃO DE SERVIÇOS,1500-100000000,0,,2026-09-02T17:49:17
2026,2026-02-25,2026-02-26,1,10277241000136,FERNANDA F PONTIN,cnpj,"149,75",SERVIÇOS DE LEITURA DO DIÁRIO DA JUSTIÇA - JANEIRO DE 2026,PRESTAÇÃO DE SERVIÇOS,1500-100000000,0,,2026-09-02T17:49:17
2026,2026-02-26,2026-02-26,0,72619976000158,AGIL EMPRESA DE VIGILANCIA LTDA,cnpj,"301.318,85",SERVIÇO DE VIGILÂNCIA PATRIMONIAL ARMADA E DESARMADA NA CLDF - JANEIRO,PRESTAÇÃO DE SERVIÇOS,1500-100000000,0,,2026-09-02T17:49:17
2026,2026-02-26,2026-02-26,0,05801353000104,ASSOCIAÇÃO BRASILEIRA DAS ESCOLAS DO LEGISLATIVO,cnpj,"6.000,00",SERVIÇOS - ANUIDADE DA FILIAÇÃO DA CLDF À ABEL - 2026,PRESTAÇÃO DE SERVIÇOS,1500-100000000,0,,2026-09-02T17:49:17
2026,2026-02-26,2026-02-26,0,10629386000159,OVER ELEVADORES EIRELI,cnpj,"9.979,20",SERVIÇOS DE ENGENHARIA PARA MANUTENÇÃO DOS ELEVADORES DA CLDF - JANEIRO,PRESTAÇÃO DE SERVIÇOS,1500-100000000,0,,2026-09-02T17:49:17
2026,2026-02-26,2026-02-26,0,13258899000199,SEFIX - GESTAO DE PROFISSIONAIS EIRELI,cnpj,"168.116,86","SERVIÇO DE LIMPEZA, HIGIENIZAÇÃO E CONSERVAÇÃO NA CLDF - JANEIRO",PRESTAÇÃO DE SERVIÇOS,1500-100000000,0,,2026-09-02T17:49:17
2026,2026-02-26,2026-02-27,1,04491152000195,4LINUX SOFTWARE E COMÉRCIO DE PROGRAMAS LTDA,cnpj,"23.795,24","SERVIÇOS DE TREINAMENTO - CURSO: FORMAÇÃO LINUX, EM ADMINISTRAÇÃO DE SISTEMAS OPERACIONAIS LINUX - RPNP",PRESTAÇÃO DE SERVIÇOS,1500-100000000,0,,2026-09-02T17:49:17
2026,2026-02-26,2026-02-27,1,14745075000106,CONFIANCA ADMINISTRACOES E SERVICOS EIRELI,cnpj,"185,17",SERVIÇOS DE COLETA E DESTINAÇÃO FINAL DE RESÍDUOS DO SAS - JANEIRO,PRESTAÇÃO DE SERVIÇOS,1500-100000000,0,,2026-09-02T17:49:17
2026,2026-02-26,2026-02-27,1,02474172000122,"INST. BRASILEIRO DE ENSINO, DES. E PESQUISA - IDP",cnpj,"1.300,14",PÓS-GRADUACAO EM DIREITO CONSTITUCIONAL - PARCELAS 09 DE 12 - RPNP,PRESTAÇÃO DE SERVIÇOS,1500-100000000,0,,2026-09-02T17:49:17
2026,2026-02-26,2026-02-27,1,24907701000177,TEMPER ENGENHARIA E COMERCIO LTDA,cnpj,"107.614,48",SERVIÇOS DE OBRAS E INSTALAÇÃO - SISTEMAS DE CLIMATIZAÇÃO COM CENTRAL DE ÁGUA GELADA - RPNP,OBRAS,1500-100000000,0,,2026-09-02T17:49:17
2026,2026-02-27,2026-02-27,0,43478505000179,SC BRASIL GROUP SOLUCOES TECNOLOGICAS LTDA,cnpj,"20.800,00",FORNECIMENTO DE MATERIAL PERMANENTE - IMPRESSORAS PARA CRACHÁ,FORNECIMENTO DE BENS,1500-100000000,0,,2026-09-02T17:49:17
2026,2026-02-27,2026-02-27,0,43478505000179,SC BRASIL GROUP SOLUCOES TECNOLOGICAS LTDA,cnpj,"21.000,00",FORNECIMENTO DE MATERIAIS DE CONSUMO PARA CONFECÇÃO DE CRACHAS,FORNECIMENTO DE BENS,1500-100000000,0,,2026-09-02T17:49:17
2026,2026-02-27,2026-02-27,0,09388567000151,SHOW TECNOLOGIA DA INFORMACAO E COM. DE EQUIP.,cnpj,"8.017,96",SERVIÇOS DE MANUTENÇÃO DO PARQUE DE COMPUTADORES NA CLDF - JANEIRO,PRESTAÇÃO DE SERVIÇOS,1500-100000000,0,,2026-09-02T17:49:17
2026,2026-02-27,2026-03-02,3,07432517000107,"SIMPRESS COMÉRCIO, LOCAÇÃO E SERVIÇOS S/A",cnpj,"11.650,91",SERVIÇOS DE OUTSOURCING DE IMPRESSÃO - JANEIRO DE 2026,PRESTAÇÃO DE SERVIÇOS,1500-100000000,0,,2026-09-02T17:49:17
2026,2026-03-01,2026-03-02,1,57142978000105,BRASOFTWARE INFORMÁTICA LTDA,cnpj,"7.350,25",SERVIÇOS EM PLATAFORMA DE DESENVOLVIMENTO - MICROSOFT AZURE DEVOPS SERVICES - RPNP - OUTUBRO A DEZEMBRO DE 2025,PRESTAÇÃO DE SERVIÇOS,1500-100000000,0,,2026-09-02T17:49:17
2026,2026-03-01,2026-03-02,1,85240869000166,ILHA SERVICE TECNOLOGIA E SERVICOS LTDA,cnpj,"50.796,44",SERVIÇOS DE SUPORTE AOS USUÁRIOS E À INFRAESTRUTURA DE TI - RPNP - DEZEMBRO DE 2025,PRESTAÇÃO DE SERVIÇOS,1500-100000000,0,,2026-09-02T17:49:17
2026,2026-03-01,2026-03-02,1,26968438000151,PRINCIPAL CONSTRUCOES LTDA,cnpj,"1.317,42",SERVIÇOS DE MANUTENÇÃO DOS MOTORES DO GRUPO MOTO-GERADOR - JANEIRO,PRESTAÇÃO DE SERVIÇOS,1500-100000000,0,,2026-09-02T17:49:17
2026,2026-03-01,2026-03-02,1,60765823000130,SOC. BENEFICENTE ISRAELITA HOSP. ALBERT EINSTEIN,cnpj,"1.498,73",PÓS-GRADUAÇÃO EAD EM AUDITORIA EM SERVIÇOS DE SAÚDE (PARCELA 07/12) - RPNP,PRESTAÇÃO DE SERVIÇOS,1500-100000000,0,,2026-09-02T17:49:17
2026,2026-03-02,2026-03-02,0,24907701000177,TEMPER ENGENHARIA E COMERCIO LTDA,cnpj,"17.210,74",SERVIÇOS DE OBRAS E INSTALAÇÃO - SISTEMAS DE CLIMATIZAÇÃO COM CENTRAL DE ÁGUA GELADA,OBRAS,1500-100000000,0,,2026-09-02T17:49:17
2026,2026-03-03,2026-03-03,0,01688354000133,AV COMUNICAÇÃO E MARKETING LTDA,cnpj,"3.810,40",SERVIÇOS DE PUBLICIDADE - CAMPANHA: AÇÕES DIVERSAS 2025 - RPNP,PRESTAÇÃO DE SERVIÇOS,1500-100000000,0,,2026-09-02T17:49:17
2026,2026-03-04,2026-03-04,0,01688354000133,AV COMUNICAÇÃO E MARKETING LTDA,cnpj,"13.647,04",SERVIÇOS DE PUBLICIDADE - CAMPANHA: DIVERSAS - MACHISMO NÃO 4 - RPNP,PRESTAÇÃO DE SERVIÇOS,1500-100000000,0,,2026-09-02T17:49:17
2026,2026-03-04,2026-03-04,0,14470051000272,EBM QUINTTO COMUNICACAO LTDA,cnpj,"468.531,25",SERVIÇOS DE PUBLICIDADE - CAMPANHA: ENTREGAS 2025 - RPNP,PRESTAÇÃO DE SERVIÇOS,1500-100000000,0,,2026-09-02T17:49:17
2026,2026-03-04,2026-03-04,0,38036000000114,JME SERVICOS INTEGRADOS E EQUIPAMENTOS EIRELI,cnpj,"448.689,14",SERVIÇOS DE OPERACIONALIZAÇÃO E ASSISTÊNCIA TÉCNICA DE TV DIGITAL - JANEIRO DE 2026,PRESTAÇÃO DE SERVIÇOS,1500-100000000,0,,2026-09-02T17:49:17
2026,2026-03-04,2026-03-04,0,21992832000101,PONTUAL SERVIÇOS GERAIS LTDA.-ME,cnpj,"29.850,55",SERVIÇO DE APOIO ADMINISTRATIVO - RECEPCIONISTAS - JANEIRO DE 2026,PRESTAÇÃO DE SERVIÇOS,1500-100000000,0,,2026-09-02T17:49:17
2026,2026-03-05,2026-03-05,0,39999415000156,BARBIN EMPRESARIAL LTDA,cnpj,"1.099,11",FORNECIMENTO DE MATERIAL PERMANENTE - MESAS PORTÁTEIS DOBRÁVEIS,FORNECIMENTO DE BENS,1500-100000000,0,,2026-09-02T17:49:17
2026,2026-03-05,2026-03-05,0,39999415000156,BARBIN EMPRESARIAL LTDA,cnpj,"397,98",FORNECIMENTO DE MATERIAIS DE CONSUMO DIVERSOS PARA CONSERVAÇÃO,FORNECIMENTO DE BENS,1500-100000000,0,,2026-09-02T17:49:17
2026,2026-03-05,2026-03-05,0,02604476000167,CLIMATICA ENGENHARIA EIRELI,cnpj,"48.824,64",SERVIÇOS DE MANUTENÇÃO DO AR CONDIONADO - JANEIRO,PRESTAÇÃO DE SERVIÇOS,1500-100000000,0,,2026-09-02T17:49:17
2026,2026-03-05,2026-03-05,0,11311279000140,EUNICE MARIA GONCALVES DE OLIVEIRA - ME 2135,cnpj,"4.861,37",FORNECIMENTO DE MATERIAIS BIBLIOGRÁFICOS NACIONAIS E ESTRANGEIROS,FORNECIMENTO DE BENS,1500-100000000,0,,2026-09-02T17:49:17
2026,2026-03-05,2026-03-05,0,61560757000124,H H COMÉRCIO VAREJISTA LTDA,cnpj,"1.430,00",FORNECIMENTO DE MATERIAL PERMANENTE - PARAFUSADEIRAS,FORNECIMENTO DE BENS,1500-100000000,0,,2026-09-02T17:49:17
2026,2026-03-05,2026-03-05,0,61560757000124,H H COMÉRCIO VAREJISTA LTDA,cnpj,"12.360,38",FORNECIMENTO DE MATERIAIS DE CONSUMO DIVERSOS PARA CONSERVAÇÃO,FORNECIMENTO DE BENS,1500-100000000,0,,2026-09-02T17:49:17
2026,2026-03-05,2026-03-05,0,01832691000152,NEW SOLUTIONS COMERCIO E SERVICOS LTDA,cnpj,"6.236,26",SERVIÇO DE MANUTENÇÃO DE EQUIPAMENTOS DE TI E DE TV BROADCAST - FEVEREIRO,PRESTAÇÃO DE SERVIÇOS,1500-100000000,0,,2026-09-02T17:49:17
2026,2026-03-05,2026-03-05,0,03828805000116,RIOPRO INFORMÁTICA LTDA.,cnpj,"11.500,00",SERVIÇOS DE SUPORTE AO SISTEMA DE GESTÃO DE ALMOXARIFADO E PATRIMÔNIO - FEVEREIRO,PRESTAÇÃO DE SERVIÇOS,1500-100000000,0,,2026-09-02T17:49:17
2026,2026-03-05,2026-03-05,0,51659136000149,SOUL DISTRIBUIDORA PROD. EQUIPAM. INDUSTRIAIS LTDA,cnpj,"356,16",FORNECIMENTO DE MATERIAL PERMANENTE - SOPRADOR DE AR,FORNECIMENTO DE BENS,1500-100000000,0,,2026-09-02T17:49:17
2026,2026-03-05,2026-03-05,0,00627992000181,UNIAO NACIONAL DO LEG ESTADUAIS,cnpj,"16.691,76",CONTRIBUIÇÃO MENSAL À UNALE - FEVEREIRO DE 2026,PRESTAÇÃO DE SERVIÇOS,1500-100000000,0,,2026-09-02T17:49:17
2026,2026-03-05,2026-03-05,0,05342580000119,UNIVERSIDADE PATATIVA DO ASSARE,cnpj,"176.225,00",SERVIÇOS DE CONTRATAÇÃO DE ESTAGIÁRIOS PARA A CLDF - FEVEREIRO,PRESTAÇÃO DE SERVIÇOS,1500-100000000,0,,2026-09-02T17:49:17
2026,2026-03-05,2026-03-06,1,01688354000133,AV COMUNICAÇÃO E MARKETING LTDA,cnpj,"1.308.649,24",SERVIÇOS DE PUBLICIDADE - CAMPANHA: ENTREGAS 2025 - RPNP,PRESTAÇÃO DE SERVIÇOS,1500-100000000,0,,2026-09-02T17:49:17
2026,2026-03-05,2026-03-06,1,01688354000133,AV COMUNICAÇÃO E MARKETING LTDA,cnpj,"17.640,00",SERVIÇOS DE PUBLICIDADE - CAMPANHA: DIVERSAS UP - RPNP,PRESTAÇÃO DE SERVIÇOS,1500-100000000,0,,2026-09-02T17:49:17
2026,2026-03-05,2026-03-06,1,01688354000133,AV COMUNICAÇÃO E MARKETING LTDA,cnpj,"40.174,09",SERVIÇOS DE PUBLICIDADE - CAMPANHA: PETS - 2025 - RPNP,PRESTAÇÃO DE SERVIÇOS,1500-100000000,0,,2026-09-02T17:49:17
2026,2026-03-05,2026-03-06,1,10277241000136,FERNANDA F PONTIN,cnpj,"178,07",SERVIÇOS DE LEITURA DO DIÁRIO DA JUSTIÇA - FEVEREIRO DE 2026,PRESTAÇÃO DE SERVIÇOS,1500-100000000,0,,2026-09-02T17:49:17
2026,2026-03-05,2026-03-06,1,02474172000122,"INST. BRASILEIRO DE ENSINO, DES. E PESQUISA - IDP",cnpj,"2.103,29",MESTRADO ACADÊMICO EM COMUNICAÇÃO - PARCELA 05 DE 24,PRESTAÇÃO DE SERVIÇOS,1500-100000000,0,,2026-09-02T17:49:17
2026,2026-03-05,2026-03-06,1,05411789000197,SHOWCASE PRO TECNOLOGIA LTDA,cnpj,"11.514,47","SERVIÇOS DE MANUT E SUP. TÉCNICO - SHOWBROWSER, SHOWPLAY E SHOWLOUDNESS - FEVEREIRO DE 2026",PRESTAÇÃO DE SERVIÇOS,1500-100000000,0,,2026-09-02T17:49:17
2026,2026-03-05,2026-03-06,1,17178195000167,SOCIEDADE MINEIRA DE CULTURA,cnpj,"679,00",MBA EM CONTABILIDADE APLICADA AO SETOR PÚBLICO - PARCELA 09 DE 18 - RPNP,PRESTAÇÃO DE SERVIÇOS,1500-100000000,0,,2026-09-02T17:49:17
2026,2026-03-06,2026-03-06,0,02474172000122,"INST. BRASILEIRO DE ENSINO, DES. E PESQUISA - IDP",cnpj,"1.205,64",POS-GRADUACAO EM LICITACOES E CONTRATOS - PARCELA 10 DE 12,PRESTAÇÃO DE SERVIÇOS,1500-100000000,0,,2026-09-02T17:49:17
2026,2026-03-06,2026-03-06,0,03517258000158,MAXVIDEO COMERCIO E SERVICOS LTDA - ME,cnpj,"19.418,19",SERVIÇOS DE LOCAÇÃO DE SOLUÇÕES DE TELEJORNALISMO (MOCHILINK) - FEVEREIRO DE 2026,PRESTAÇÃO DE SERVIÇOS,1500-100000000,0,,2026-09-02T17:49:17
2026,2026-03-06,2026-03-06,0,21416819000104,MAZIMU'S SERVIÇOS ESPECIALIZADOS EIRELI,cnpj,"2.324,25",SERVIÇOS DE MANUTENÇÃO E CALIBRAÇÃO DOS EQUIPAMENTOS DE SAÚDE SAS,PRESTAÇÃO DE SERVIÇOS,1500-100000000,0,,2026-09-02T17:49:17
2026,2026-03-06,2026-03-06,0,01011976000122,ORION ENGENHARIA E TECNOLOGIA S/A,cnpj,"1.490,90",SERVIÇOS DE AFERIÇÃO E MONITORAMENTO DE ENERGIA FOTOVOLTAICA - MÊS 55 DE 60,OBRAS,1500-100000000,0,,2026-09-02T17:49:17
2026,2026-03-06,2026-03-06,0,23921349000161,VISUAL SISTEMAS ELETRÔNICOS LTDA,cnpj,"28.375,70",SERVIÇOS DE ASSIST. TÉCNICA NOS SISTEMAS ELETRÔNICOS DE VOTAÇÃO DO PLENÁRIO - FEVEREIRO DE 2026,PRESTAÇÃO DE SERVIÇOS,1500-100000000,0,,2026-09-02T17:49:17
2026,2026-03-06,2026-03-09,3,04784569000227,CALIA Y2 PROPAGANDA E MARKETING LTDA,cnpj,"646.410,03",SERVIÇOS DE PUBLICIDADE - CAMPANHA: ENTREGAS - RPNP,PRESTAÇÃO DE SERVIÇOS,1500-100000000,0,,2026-09-02T17:49:17
