ano,data_da_liquidacao,data_da_ordem_bancaria,dias_entre_liquidacao_e_pagamento,cnpj_credor,credor,forma_do_registro_na_fonte,valor,objeto,categoria_de_contrato,fonte_de_recursos,obrigacoes_mais_antigas_ultrapassadas,justificativa_publicada,as_of
2023,2023-05-25,2023-05-26,1,13922714000107,MILLENNIUM EVENTOS EIREL,cnpj,"393.448,20",SERVIÇO DE ALUGUEL DE ITENS PARA EVENTOS - CÂMARA NAS CIDADES SOBRADINHO RA V - 11 E 12 DE MAIO DE 2023,PRESTAÇÃO DE SERVIÇOS,1500-100000000,2,,2026-09-02T17:49:17
2023,2023-05-25,2023-05-26,1,07522669000192,NEOENERGIA DISTRIBUIÇÃO BRASÍLIA S/A,cnpj,"195.521,73",FORNECIMENTO DE ENERGIA ELÉTRICA - MÊS FATURADO: MAIO/2023,PRESTAÇÃO DE SERVIÇOS,1500-100000000,2,,2026-09-02T17:49:17
2023,2023-05-26,2023-05-26,0,14470051000191,EBM QUINTTO COMUNICAÇÃO LTDA.,cnpj,"189.588,99","SERVIÇOS DE PUBLICIDADE INSTITUCIONAL NA CAMPANHA ENTREGAS, COM SUBCONTRATADAS - RPNP",PRESTAÇÃO DE SERVIÇOS,1500-100000000,2,,2026-09-02T17:49:17
2023,2023-05-26,2023-05-26,0,07566931000109,R2R CONSTRUÇÕES E SERVIÇOS LTDA,cnpj,"56.556,00",SERVIÇO DE COPEIRAGEM PARA CLDF - ABRIL/23,PRESTAÇÃO DE SERVIÇOS,1500-100000000,2,,2026-09-02T17:49:17
2023,2023-05-26,2023-05-29,3,01688354000133,AV COMUNICAÇÃO E MARKETING LTDA,cnpj,"132.373,11","SERVIÇOS DE PUBLICIDADE INSTITUCIONAL NA CAMPANHA ENTREGAS, COM SUBCONTRATADAS - RPNP",PRESTAÇÃO DE SERVIÇOS,1500-100000000,1,,2026-09-02T17:49:17
2023,2023-05-26,2023-05-29,3,02474172000122,"INST. BRASILEIRO DE ENSINO, DES. E PESQUISA - IDP",cnpj,"1.470,28",MBA EM COMUNICAÇÃO GOV. E MARKETING POLÍTICO,PRESTAÇÃO DE SERVIÇOS,1500-100000000,1,,2026-09-02T17:49:17
2023,2023-05-26,2023-05-29,3,02474172000122,"INST. BRASILEIRO DE ENSINO, DES. E PESQUISA - IDP",cnpj,"1.470,28",PÓS-GRADUAÇÃO ONLINE EM DIREITO ADMINISTRATIVO,PRESTAÇÃO DE SERVIÇOS,1500-100000000,1,,2026-09-02T17:49:17
2023,2023-05-26,2023-05-29,3,00545482000165,NETWORLD TELECOMUNICACOES DO BRASIL LTDA,cnpj,"1.795,18",SERVIÇO DE GOV-DDOS E FORNECIMENTO DE LINK LP 2 GBPS - JANEIRO A MARÇO/2023,PRESTAÇÃO DE SERVIÇOS,1500-100000000,1,,2026-09-02T17:49:17
2023,2023-05-29,2023-05-29,0,17791755000154,IDPROMO COMERCIAL EIRELI,cnpj,"660,00","AQUISIÇÃO DE PORTA CRACHÁ RÍGIDO FORMATO VERTICAL, INJETADO EMPOLIPROPILENO.",FORNECIMENTO DE BENS,1500-100000000,1,,2026-09-02T17:49:17
2023,2023-05-29,2023-05-29,0,02474172000122,"INST. BRASILEIRO DE ENSINO, DES. E PESQUISA - IDP",cnpj,"1.470,28",PÓS-GRADUAÇÃO ONLINE EM DIREITO ADMINISTRATIVO,PRESTAÇÃO DE SERVIÇOS,1500-100000000,1,,2026-09-02T17:49:17
2023,2023-05-29,2023-05-29,0,02474172000122,"INST. BRASILEIRO DE ENSINO, DES. E PESQUISA - IDP",cnpj,"1.470,28",PÓS-GRADUAÇÃO LATU SENSU EM DIREITO ADMINISTRATIVO,PRESTAÇÃO DE SERVIÇOS,1500-100000000,1,,2026-09-02T17:49:17
2023,2023-05-29,2023-05-29,0,12086330000120,MEGA SOLUÇÕES CIENTÍFICAS E LOCAÇÃO EIRELI,cnpj,"10.523,31",SERVIÇO DE MANUTENÇÃO DE EQUIPAMENTOS DO SAS - 3º QUADRIMESTRE,PRESTAÇÃO DE SERVIÇOS,1500-100000000,1,,2026-09-02T17:49:17
2023,2023-05-29,2023-05-29,0,04752792000101,QUALIFICAR-GESTAO TERCEIRIZADA DE SERV CORPORATE,cnpj,"24.436,41",SERV.TÉC. PRONTO ATENDIM.USUARIO-04/2023,PRESTAÇÃO DE SERVIÇOS,1500-100000000,1,,2026-09-02T17:49:17
2023,2023-05-29,2023-05-29,0,04744995000156,TOP SERVICOS E CONSTRUCOES EIRELI EPP,cnpj,"59.921,27",SERVIÇO DE CONSERVAÇÃO PREDIAL - ABRIL DE 2023,PRESTAÇÃO DE SERVIÇOS,1500-100000000,1,,2026-09-02T17:49:17
2023,2023-05-29,2023-05-29,0,04744995000156,TOP SERVICOS E CONSTRUCOES EIRELI EPP,cnpj,"9.434,41",FORNECIMENTO DE PEÇAS PARA CONSERVAÇÃO PREDIAL - ABRIL DE 2023,FORNECIMENTO DE BENS,1500-100000000,1,,2026-09-02T17:49:17
2023,2023-05-30,2023-05-30,0,02116643000120,RONALDO DE SOUZA MOSCOSO - ME,cnpj,"21.567,38",SERVIÇO DE MANUTENÇÃO PREVENTIVA E CORRETIVA DO SISTEMA DE AUTOMAÇÃO PREDIAL - ABRIL/2023,PRESTAÇÃO DE SERVIÇOS,1500-100000000,1,,2026-09-02T17:49:17
2023,2023-05-30,2023-05-30,0,13258899000199,SEFIX - GESTAO DE PROFISSIONAIS EIRELI,cnpj,"149.874,76","SERVIÇOS DE LIMPEZA, HIGIENIZAÇÃO E CONSERVAÇÃO - ABRIL/2023",PRESTAÇÃO DE SERVIÇOS,1500-100000000,1,,2026-09-02T17:49:17
2023,2023-05-30,2023-05-31,1,33683111000107,SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO,cnpj,"3.522,21",SERVIÇO DE CONEXÃO REDE INFOVIA BRASÍLIA - MAIO/2023,PRESTAÇÃO DE SERVIÇOS,1500-100000000,1,,2026-09-02T17:49:17
2023,2023-05-31,2023-05-31,0,14745075000106,CONFIANCA ADMINISTRACOES E SERVICOS EIREL,cnpj,"172,48","SERVIÇO DE COLETA, TRANSPORTE, TRATAMENTO E DESTINAÇÃO FINAL DE RESÍDUOS NO SAS",PRESTAÇÃO DE SERVIÇOS,1500-100000000,1,,2026-09-02T17:49:17
2023,2023-06-01,2023-06-01,0,11349160000167,VIPPIM VIGILÂNCIA E SEGURANÇA LTDA,cnpj,"114.070,83",SERVIÇO DE BOMBEIRO CIVIL - ABRIL DE 2023,PRESTAÇÃO DE SERVIÇOS,1500-100000000,1,,2026-09-02T17:49:17
2023,2023-06-05,2023-06-05,0,14470051000272,EBM QUINTTO COMUNICACAO LTDA,cnpj,"179.136,13","SERVIÇOS DE PUBLICIDADE INSTITUCIONAL NA CAMPANHA MACHISMO NÃO, COM SUBCONTRATADAS.",PRESTAÇÃO DE SERVIÇOS,1500-100000000,1,,2026-09-02T17:49:17
2023,2023-06-06,2023-06-06,0,00059857000187,CENTRO DE ENSINO UNIFICADO DE BRASILIA,cnpj,"1.483,02",MBA EM GESTÃO PÚBLICA - PARCELA 09/15,PRESTAÇÃO DE SERVIÇOS,1500-100000000,1,,2026-09-02T17:49:17
2023,2023-06-06,2023-06-06,0,00474973000162,ECAD ESC CENTRAL DE ARR E DIST,cnpj,"11.371,34","AUTORIZAÇÃO PARA EXECUÇÃO PÚBLICA DE OBRAS MUSICAIS, LITEROMUSICAIS E DE FONOGRAMAS - JUNHO DE 2023",PRESTAÇÃO DE SERVIÇOS,1500-100000000,1,,2026-09-02T17:49:17
2023,2023-06-06,2023-06-06,0,08065700000176,EXITO DISTRIBUIDORA E COMERCIO DE LIVROS LTDA,cnpj,"6.084,59",FORNECIMENTO DE MATERIAIS BIBLIOGRÁFICOS DIVERSOS,FORNECIMENTO DE BENS,1500-100000000,0,,2026-09-02T17:49:17
2023,2023-06-06,2023-06-06,0,03624962000100,GESTEMAQ COMERCIO E ASSISTENCIA TECNICA LTDA,cnpj,"4.827,68",MANUTENÇÃO PREVENTIVA E CORRETIVA DE EQUIPAMENTOS GRÁFICOS - MAIO/2023,PRESTAÇÃO DE SERVIÇOS,1500-100000000,1,,2026-09-02T17:49:17
2023,2023-06-06,2023-06-06,0,47557564000193,GILCELENA ROSA CURTZ,cnpj,"288,00",FORNECIMENTO DE MATERIAL DE CONSUMO (FERRAMENTAS),FORNECIMENTO DE BENS,1500-100000000,0,,2026-09-02T17:49:17
2023,2023-06-06,2023-06-06,0,00394601000126,GOVERNO DO DISTRITO FEDERAL,cnpj,"9.256,00",PUBLIC. ATOS OFICIAIS NO DODF - MAIO 23,PRESTAÇÃO DE SERVIÇOS,1500-100000000,1,,2026-09-02T17:49:17
2023,2023-06-06,2023-06-06,0,40186167000103,META COMÉRCIO DE MATERIAIS DE CONSTRUÇÃO E SERVIÇO,cnpj,"1.000,00",FORNECIMENTO DE MATERIAL DE CONSUMO (FERRAMENTAS),FORNECIMENTO DE BENS,1500-100000000,0,,2026-09-02T17:49:17
2023,2023-06-06,2023-06-06,0,37247494000113,NORTHWEST COM DE FER IMPL AGRICO E SUPRIM LTDA,cnpj,"399,99",FORNECIMENTO DE MATERIAL DE CONSUMO (FERRAMENTAS),FORNECIMENTO DE BENS,1500-100000000,0,,2026-09-02T17:49:17
2023,2023-06-06,2023-06-06,0,21992832000101,PONTUAL SERVIÇOS GERAIS LTDA.-ME,cnpj,"30.612,72",SERVIÇO DE APOIO ADM DE RECEPCIONISTA - ABR E RET.,PRESTAÇÃO DE SERVIÇOS,1500-100000000,1,,2026-09-02T17:49:17
2023,2023-06-06,2023-06-06,0,24531339000182,UNYEAD EDUCACIONAL S.A.,cnpj,"220,18",PÓS-GRAD.: PLANEJAMENTO PÚBLICO - PARCELA 15/16,PRESTAÇÃO DE SERVIÇOS,1500-100000000,1,,2026-09-02T17:49:17
2023,2023-06-06,2023-06-07,1,06963327000145,ASSOC. BRAS. DE TELEVISÕES E RÁDIOS LEGISLATIVAS,cnpj,"4.500,00",TAXA DE ANUIDADE REFERENTE AO TERMO DE COOPERAÇÃO TÉCNICA ENTRE A CLDF E A ASSOCIAÇÃO BRASILEIRA DE TELEVISÃO E RÁDIOS LEGISLATIVAS - ASTRAL.,PRESTAÇÃO DE SERVIÇOS,1500-100000000,1,,2026-09-02T17:49:17
2023,2023-06-06,2023-06-07,1,39999415000156,BARBIN EMPRESARIAL LTDA,cnpj,"199,71",FORNECIMENTO DE MATERIAL DE CONSUMO (FERRAMENTAS),FORNECIMENTO DE BENS,1500-100000000,0,,2026-09-02T17:49:17
2023,2023-06-06,2023-06-07,1,04941693000178,DROGARIA SÃO MIGUEL ARCANJO LTDA ME,cnpj,"875,00",FORNECIMENTO DE MEDICAMENTOS E INSUMOS MÉDICO-HOSPITALARES,FORNECIMENTO DE BENS,1500-100000000,0,,2026-09-02T17:49:17
2023,2023-06-06,2023-06-07,1,02474172000122,"INST. BRASILEIRO DE ENSINO, DES. E PESQUISA - IDP",cnpj,"1.295,26",PÓS-GRADUAÇÃO EM DIREITO TRIBUTÁRIO,PRESTAÇÃO DE SERVIÇOS,1500-100000000,1,,2026-09-02T17:49:17
2023,2023-06-06,2023-06-07,1,08491483000186,"IPETEC INSTITUTO DE PESQUISA, EDUCACAO E TECNOLOG",cnpj,"413,61",PÓS-GRADUAÇÃO EM MBA QUALIDADE E GESTÃO PROCESSOS - MAIO/2023,PRESTAÇÃO DE SERVIÇOS,1500-100000000,1,,2026-09-02T17:49:17
2023,2023-06-06,2023-06-07,1,02055120000111,R. S. DE PAULA INDUSTRIA E COMERCIO GRAFICO LTDA,cnpj,"4.450,00",AQUISIÇÃO DE CARTÕES DE PVC - ADESIVADOS,FORNECIMENTO DE BENS,1500-100000000,0,,2026-09-02T17:49:17
2023,2023-06-06,2023-06-07,1,88630413000281,UNIÃO BRASILEIRA DE EDUCAÇÃO E ASSISTÊNCIA,cnpj,"2.864,00",CURSO ESPECIALIZAÇÃO - 3/12,PRESTAÇÃO DE SERVIÇOS,1500-100000000,1,,2026-09-02T17:49:17
2023,2023-06-06,2023-06-07,1,24531339000182,UNYEAD EDUCACIONAL S.A.,cnpj,"943,65",PÓS-GRAD.: SEGURANÇA DA INFORMAÇÃO - PARCELA 15/16,PRESTAÇÃO DE SERVIÇOS,1500-100000000,1,,2026-09-02T17:49:17
2023,2023-06-07,2023-06-07,0,02604476000167,CLIMATICA ENGENHARIA EIRELI,cnpj,"46.306,07","SERVIÇOS DE ASSISTÊNCIA TÉCNICA NECESSÁRIA À OPERAÇÃO, MANUTENÇÃO PREVENTIVA E CORRETIVA DOS SISTEMAS DE CONDICIONAMENTO DE AR CENTRAL - ABRIL/2023",PRESTAÇÃO DE SERVIÇOS,1500-100000000,1,,2026-09-02T17:49:17
2023,2023-06-07,2023-06-07,0,02604476000167,CLIMATICA ENGENHARIA EIRELI,cnpj,"568,55",FORNECIMENTO DE PEÇAS PARA MANUTENÇÃO PREVENTIVA E CORRETIVA DOS SISTEMAS DE CONDICIONAMENTO DE AR CENTRAL - ABRIL/2023,FORNECIMENTO DE BENS,1500-100000000,0,,2026-09-02T17:49:17
2023,2023-06-07,2023-06-12,5,10221304000132,AZTER SOLUÇÕES LTDA,cnpj,"7.716,50",FORNECIMENTO DE KIT LANCHE - PROJETOS DE EDUCAÇÃO PARA CIDADANIA - ELEGIS - MAIO/2023,FORNECIMENTO DE BENS,1500-100000000,0,,2026-09-02T17:49:17
2023,2023-06-12,2023-06-12,0,03624962000100,GESTEMAQ COMERCIO E ASSISTENCIA TECNICA LTDA,cnpj,"268,98","MANUTENÇÃO PREVENTIVA E CORRETIVA DE EQUIPAMENTOS GRÁFICOS, INCLUINDO PEÇAS - APOSTILAMENTO - DEZEMBRO DE 2022 - RPNP",PRESTAÇÃO DE SERVIÇOS,1500-100000000,1,,2026-09-02T17:49:17
2023,2023-06-12,2023-06-12,0,14062549000115,H3D SOLUCOES DE TELEINFORMATICA LTDA,cnpj,"8.573,13",SERVIÇO DE GERENCIAMENTO E PROGRAMAÇÃO DO SISTEMA DE MANUTENÇÃO PREVENTIVA E CORRETIVA DA CENTRAL TELEFÔNICA - MAIO DE 2023,PRESTAÇÃO DE SERVIÇOS,1500-100000000,1,,2026-09-02T17:49:17
2023,2023-06-12,2023-06-12,0,72649361000174,HBL CARIMBOS E PLACAS INDUSTRIA E COMERCIO LTDA-ME,cnpj,"126,00",SERVIÇO DE CONFECÇÃO DE CARIMBOS PARA CLDF,FORNECIMENTO DE BENS,1500-100000000,0,,2026-09-02T17:49:17
2023,2023-06-12,2023-06-12,0,15813919000171,INFOCONS - PRODUTOS E SERVIÇOS DE INFORMATICA LTDA,cnpj,"147,00",SERVIÇO DE LEITURA CONTÍNUA E ININTERRUPTA DO DIÁRIO DA JUSTIÇA (DJ) PARA A CLDF - MAIO DE 2023,PRESTAÇÃO DE SERVIÇOS,1500-100000000,1,,2026-09-02T17:49:17
2023,2023-06-12,2023-06-12,0,03828805000116,RIOPRO INFORMÁTICA LTDA.,cnpj,"11.500,00",SERVIÇOS DE MANUTENÇÃO E SUPORTE TÉCNICO DOS SISTEMAS DE GESTÃO DE ALMOXARIFADO E PATRIMÔNIO - MAIO DE 2023,PRESTAÇÃO DE SERVIÇOS,1500-100000000,1,,2026-09-02T17:49:17
2023,2023-06-12,2023-06-12,0,02261854000157,UNINTER EDUCACIONAL S/A,cnpj,"242,72",CURSO: GESTÃO EM RÁDIO E MÍDIAS AUDIOVISUAIS - PARCELA 09 DE 18,PRESTAÇÃO DE SERVIÇOS,1500-100000000,1,,2026-09-02T17:49:17
2023,2023-06-12,2023-06-28,16,48659502000155,FEALQ-FUND.DE EST.AGRARIOS LUIZ DE QUEIROZ,cnpj,"690,00",CURSO DE PÓS-GRADUAÇÃO - MBA EM GESTÃO DE PESSOAS -PARC. 01/18,PRESTAÇÃO DE SERVIÇOS,1500-100000000,0,,2026-09-02T17:49:17
2023,2023-06-13,2023-06-13,0,24531339000182,UNYEAD EDUCACIONAL S.A.,cnpj,"174,75",CURSO DE PÓS-GRADUAÇÃO EM DIREITO LEGISLATIVO - PARCELA 11/16,PRESTAÇÃO DE SERVIÇOS,1500-100000000,2,,2026-09-02T17:49:17
2023,2023-06-13,2023-06-14,1,05801353000104,ASSOCIAÇÃO BRASILEIRA DAS ESCOLAS DO LEGISLATIVO,cnpj,"4.500,00",ANUIDADE DA FILIAÇÃO DA CLDF À ABEL - 2023¿,PRESTAÇÃO DE SERVIÇOS,1500-100000000,2,,2026-09-02T17:49:17
2023,2023-06-13,2023-06-14,1,14745075000106,CONFIANCA ADMINISTRACOES E SERVICOS EIREL,cnpj,"172,48","SERVIÇO DE COLETA, TRANSPORTE, TRATAMENTO E DESTINAÇÃO FINAL DE RESÍDUOS NO SAS",PRESTAÇÃO DE SERVIÇOS,1500-100000000,2,,2026-09-02T17:49:17
2023,2023-06-13,2023-06-14,1,09388567000151,SHOW TECNOLOGIA DA INFORMACAO E COM. DE EQUIP. DE,cnpj,"7.825,22",MANUTENÇÃO DO PARQUE COMPUTADORES HP ELITEONE - MAIO/2023,PRESTAÇÃO DE SERVIÇOS,1500-100000000,2,,2026-09-02T17:49:17
2023,2023-06-13,2023-06-14,1,05411789000197,SHOWCASE PRO TECNOLOGIA LTDA,cnpj,"7.692,44",LOCAÇÃO DE EQUIPAMENTOS PARA CLOSED CAPTION (CC) - MAIO/2023,PRESTAÇÃO DE SERVIÇOS,1500-100000000,2,,2026-09-02T17:49:17
2023,2023-06-13,2023-06-14,1,24531339000182,UNYEAD EDUCACIONAL S.A.,cnpj,"249,03",PÓS-GRADUAÇÃO EM CONTABILIDADE PÚBLICA - PARCELA 05/12,PRESTAÇÃO DE SERVIÇOS,1500-100000000,2,,2026-09-02T17:49:17
2023,2023-06-14,2023-06-14,0,61600839000155,CENTRO DE INTEGRACAO EMPRESA-ESCOLA - CIEE,cnpj,"109.206,88",CONTRATAÇÃO DE ESTAGIÁRIOS PARA CLDF - MAIO/2023,PRESTAÇÃO DE SERVIÇOS,1500-100000000,2,,2026-09-02T17:49:17
2023,2023-06-14,2023-06-14,0,00082024000137,COMPANHIA DE SANEAMENTO AMBIENTAL DO DISTRITO FEDE,cnpj,"44.288,64",FORNECIMENTO DE ÁGUA E TRATAMENTO DE ESGOTO - MAIO DE 2023,PRESTAÇÃO DE SERVIÇOS,1500-100000000,2,,2026-09-02T17:49:17
2023,2023-06-14,2023-06-14,0,34028316000707,EMPRESA BRASILEIRA DE CORREIOS E TELEGRAFOS,cnpj,"445,65",SERVIÇOS POSTAIS E TELEMÁTICOS PARA CLDF NO MÊS DE MAIO DE 2023.¿,PRESTAÇÃO DE SERVIÇOS,1500-100000000,2,,2026-09-02T17:49:17
2023,2023-06-14,2023-06-14,0,01215897000133,IDEALINE TECNOLOGIA E SEGURANCA LTDA EPP,cnpj,"2.396,87",MANUTENÇÃO CORRETIVA E PREVENTIVA DO SISTEMA DE CONTROLE DE ACESSO DE PESSOAS E VEÍCULOS NO EDIFÍCIO SEDE DA CLDF - 4ª ETAPA,PRESTAÇÃO DE SERVIÇOS,1500-100000000,2,,2026-09-02T17:49:17
2023,2023-06-14,2023-06-14,0,10947243000195,LINEAR COMUNICACAO LTDA EPP,cnpj,"3.924,38",SERVIÇO DE CLIPPING DE TV E RÁDIO - MAIO DE 2023,PRESTAÇÃO DE SERVIÇOS,1500-100000000,2,,2026-09-02T17:49:17
2023,2023-06-14,2023-06-14,0,28993675000106,O2 AMBIENTAL LTDA,cnpj,"2.167,91","SERVIÇO DE COLETA, TRANSPORTE, TRANSBORDO E DESTINAÇÃO FINAL DE RESÍDUOS - ABRIL DE 2023",PRESTAÇÃO DE SERVIÇOS,1500-100000000,2,,2026-09-02T17:49:17
2023,2023-06-14,2023-06-14,0,05411789000197,SHOWCASE PRO TECNOLOGIA LTDA,cnpj,"1.790,61","SERVIÇO DE AUDIODESCRIÇÃO SOB DEMANDA, ENTREGUE MIXADA EM PROGRAMAS PRÉ-GRAVADOS - MAIO DE 2023.",PRESTAÇÃO DE SERVIÇOS,1500-100000000,2,,2026-09-02T17:49:17
2023,2023-06-14,2023-06-14,0,37142932000189,SISTEMA DE EMERGENCIA MOVEL DE BRASILIA LTDA,cnpj,"3.678,40",SERVIÇO CONTÍNUO PRÉ-HOSPITALAR MÓVEL DE URGÊNCIA - MAIO DE 2023,PRESTAÇÃO DE SERVIÇOS,1500-100000000,2,,2026-09-02T17:49:17
2023,2023-06-14,2023-06-14,0,37142932000189,SISTEMA DE EMERGENCIA MOVEL DE BRASILIA LTDA,cnpj,"4.252,58",SERVIÇO CONTÍNUO PRÉ-HOSPITALAR MÓVEL DE URGÊNCIA - EVENTO CÂMARA NAS CIDADES - 11/05/2023,PRESTAÇÃO DE SERVIÇOS,1500-100000000,2,,2026-09-02T17:49:17
2023,2023-06-14,2023-06-14,0,02558157000162,TELEFONICA BRASIL S/A,cnpj,"787,91",SERVIÇO DE TELEFONIA MÓVEL - MAIO/2023,PRESTAÇÃO DE SERVIÇOS,1500-100000000,2,,2026-09-02T17:49:17
2023,2023-06-14,2023-06-15,1,04784569000227,CALIA Y2 PROPAGANDA E MARKETING LTDA,cnpj,"221.406,76","SERVIÇOS DE PUBLICIDADE INSTITUCIONAL NA CAMPANHA MACHISMO NÃO, COM SUBCONTRATADAS.¿",PRESTAÇÃO DE SERVIÇOS,1500-100000000,2,,2026-09-02T17:49:17
2023,2023-06-15,2023-06-15,0,01011976000122,ORION TELECOMUNICACOES ENGENHARIA S/A,cnpj,"1.506,89",SERVIÇOS DE AFERIÇÃO E MONITORAMENTO DE ENERGIA FOTOVOLTAICA - 23/60.,OBRAS,1500-100000000,0,,2026-09-02T17:49:17
2023,2023-06-15,2023-06-15,0,06259738000154,SYS COMUNICACAO E TECNOLOGIA LTDA ME,cnpj,"1.709,92",AQUISIÇÃO DE MATERIAL DE SINALIZAÇÃO VISUAL SOB DEMANDA,FORNECIMENTO DE BENS,1500-100000000,0,,2026-09-02T17:49:17
2023,2023-06-15,2023-06-16,1,09475334000196,EDUCALIBRAS TREIN. E DES.DO IDIOMA DE LIBRAS LTDA.,cnpj,"35.586,38",SERVIÇO DE TRADUÇÃO E INTERPRETAÇÃO DE LIBRAS NAS SESSÕES DA CLDF - MAIO DE 2023,PRESTAÇÃO DE SERVIÇOS,1500-100000000,1,,2026-09-02T17:49:17
2023,2023-06-15,2023-06-16,1,07432517000107,"SIMPRESS COMÉRCIO, LOCAÇÃO E SERVIÇOS S/A",cnpj,"24.883,47",SERVIÇO OUTSOURCING DE IMPRESSÃO - MAIO/2023,PRESTAÇÃO DE SERVIÇOS,1500-100000000,1,,2026-09-02T17:49:17
2023,2023-06-16,2023-06-16,0,01688354000133,AV COMUNICAÇÃO E MARKETING LTDA,cnpj,"490.137,91","SERVIÇOS DE PUBLICIDADE INSTITUCIONAL NA CAMPANHA MACHISMO NÃO, COM SUBCONTRATADAS",PRESTAÇÃO DE SERVIÇOS,1500-100000000,1,,2026-09-02T17:49:17
2023,2023-06-16,2023-06-16,0,04784569000227,CALIA Y2 PROPAGANDA E MARKETING LTDA,cnpj,"131.738,99","SERVIÇOS DE PUBLICIDADE INSTITUCIONAL NA CAMPANHA ENTREGAS, COM SUBCONTRATADA - RPNP",PRESTAÇÃO DE SERVIÇOS,1500-100000000,1,,2026-09-02T17:49:17
2023,2023-06-16,2023-06-16,0,13498257000167,CENTRO OESTE PRESTADORA DE SERVICO DE DESINSETIZAC,cnpj,"1.797,08","SERVIÇO DE CONTROLE DE PRAGAS URBANAS, ENVOLVENDO DESINSETIZAÇÃO E DESRATIZAÇÃO, SOB DEMANDA, NO EDIFÍCIO SEDE DA CLDF - MAI/2023",PRESTAÇÃO DE SERVIÇOS,1500-100000000,1,,2026-09-02T17:49:17
2023,2023-06-16,2023-06-16,0,14470051000272,EBM QUINTTO COMUNICACAO LTDA,cnpj,"692.500,66","SERVIÇOS DE PUBLICIDADE INSTITUCIONAL NA CAMPANHA MACHISMO NÃO, COM SUBCONTRATADAS.",PRESTAÇÃO DE SERVIÇOS,1500-100000000,1,,2026-09-02T17:49:17
2023,2023-06-16,2023-06-16,0,02434797000160,FATTO CONSULTORIA E SISTEMAS LTDA,cnpj,"2.170,18","CONTAGEM DE PONTOS DE FUNÇÃO NO DESENVOLVIMENTO, MANUTENÇÃO EVOLUTIVA, CORRETIVA E ADAPTATIVADE SOFTWARE PARA CLDF- REF. 05/2023",PRESTAÇÃO DE SERVIÇOS,1500-100000000,1,,2026-09-02T17:49:17
2023,2023-06-16,2023-06-16,0,20217208000174,GOLDI SERVIÇOS E ADMINISTRAÇÃO LTDA - EPP,cnpj,"15.030,54","AGENCIAMENTO, CORRETAGEM E INTERMEDIAÇÃO NO FORNECIMENTO DE COMBUSTÍVEIS PARA A FROTA DE VEÍCULOS DA CLDF - MAIO DE 2023",FORNECIMENTO DE BENS,1500-100000000,0,,2026-09-02T17:49:17
2023,2023-06-16,2023-06-16,0,08220275000142,GRÁFICA E EDITORA MOVIMENTO LTDA,cnpj,"52.487,11",SERVIÇO GRÁFICO.,PRESTAÇÃO DE SERVIÇOS,1500-100000000,1,,2026-09-02T17:49:17
2023,2023-06-16,2023-06-16,0,04744995000156,TOP SERVICOS E CONSTRUCOES EIRELI EPP,cnpj,"13.401,11",REPACTUAÇÃO - SERVIÇO DE CONSERVAÇÃO PREDIAL - JANEIRO A MARÇO/2023,PRESTAÇÃO DE SERVIÇOS,1500-100000000,1,,2026-09-02T17:49:17
2023,2023-06-16,2023-06-16,0,04744995000156,TOP SERVICOS E CONSTRUCOES EIRELI EPP,cnpj,"4.587,69",REPACTUAÇÃO - MATERIAL PARA SERVIÇO DE CONSERVAÇÃO PREDIAL - NOVEMBRO E DEZEMBRO/22 - RPNP,FORNECIMENTO DE BENS,1500-100000000,0,,2026-09-02T17:49:17
2023,2023-06-16,2023-06-16,0,09169349000126,TRANSMONICI TRANSPORTE E TURISMO LTDA,cnpj,"48.651,94",SERVIÇO DE TRANSPORTE DE ALUNOS E PROFESSORES DA REDE DE ENSINO DO DF PARA A CLDF NO MÊS DE MAI/2023.,PRESTAÇÃO DE SERVIÇOS,1500-100000000,1,,2026-09-02T17:49:17
2023,2023-06-16,2023-06-16,0,23921349000161,VISUAL SISTEMAS ELETRÔNICOS LTDA,cnpj,"17.131,90",MANUTENÇÃO PREVENTIVA E CORRETIVA DE EQUIPAMENTOS E COMPONENTES DA CLDF - MAIO/2023,PRESTAÇÃO DE SERVIÇOS,1500-100000000,1,,2026-09-02T17:49:17
2023,2023-06-16,2023-06-16,0,23921349000161,VISUAL SISTEMAS ELETRÔNICOS LTDA,cnpj,"3.023,08",SUPORTE TÉCNICO E ATUALIZAÇÃO DE VERSÕES - MAIO/2023,PRESTAÇÃO DE SERVIÇOS,1500-100000000,1,,2026-09-02T17:49:17
2023,2023-06-19,2023-06-19,0,13258899000199,SEFIX - GESTAO DE PROFISSIONAIS EIRELI,cnpj,"10.942,68","SERVIÇOS DE LIMPEZA, HIGIENIZAÇÃO E CONSERVAÇÃO - VALORES RETROATIVOS DE JANEIRO E FEVEREIRO 2023.",PRESTAÇÃO DE SERVIÇOS,1500-100000000,1,,2026-09-02T17:49:17
2023,2023-06-19,2023-06-20,1,20220322000153,ITC - INSTITUTO DE TREINAMENTO CONTINUADO LTDA,cnpj,"7.126,50","CURSO ACLS - SUPORTE AVANÇADO DE VIDA EM CARDIOLOGIA, REALIZADO NOS DIAS 29 E 30 DE ABRIL DE 2023, PARA SERVIDORES DA CLDF.",PRESTAÇÃO DE SERVIÇOS,1500-100000000,1,,2026-09-02T17:49:17
