sessao_legislativa,ano,co_materia,data,dia_da_semana,materia,presentes_no_dia,votantes,presentes_que_nao_votaram,votos_sim,votos_nao,abstencoes,as_of
33,2023,6366,2023-02-08,quarta,BLOCO REQUERIMENTOS 08.02.2023,22,13,9,13,0,0,2026-08-27
33,2023,6396,2023-03-01,quarta,RECURSO Nº 1 /2023,21,13,8,13,0,0,2026-08-27
33,2023,6397,2023-03-01,quarta,BLOCO REQUERIMENTOS 01.03.2023,21,14,7,14,0,0,2026-08-27
33,2023,6399,2023-03-01,quarta,TURNO ÚNICO REQUERIMENTO Nº 217/2023,21,16,5,16,0,0,2026-08-27
33,2023,6037,2023-03-21,terça,2º TURNO PROPOSTA DE EMENDA A LEI ORGÂNICA Nº 46/2022,24,16,8,16,0,0,2026-08-27
33,2023,6379,2023-03-21,terça,BLOCO REQUERIMENTOS 21.03.2023,24,16,8,16,0,0,2026-08-27
33,2023,6635,2023-03-21,terça,TURNO ÚNICO MOÇÃO Nº 57/2023,24,19,5,12,7,0,2026-08-27
33,2023,6381,2023-03-28,terça,1º TURNO DO PROJETO DE LEI  Nº 3/2023,22,15,7,15,0,0,2026-08-27
33,2023,6384,2023-03-28,terça,1º TURNO PROJETO DE LEI COMPLEMENTAR Nº 129/2022,22,14,8,14,0,0,2026-08-27
33,2023,6599,2023-03-28,terça,1º TURNO PROJETO DE LEI COMPLEMENTAR Nº 13/2023,22,14,8,14,0,0,2026-08-27
33,2023,6601,2023-03-28,terça,PARECER CAS AO PLC Nº 13/2023,22,0,22,0,0,0,2026-08-27
33,2023,6619,2023-03-28,terça,1º TURNO PROJETO DE LEI COMPLEMENTAR Nº 12/2023,22,14,8,14,0,0,2026-08-27
33,2023,1106,2023-04-04,terça,VETO TOTAL PROJETO DE LEI Nº 438/2019,20,19,1,19,0,0,2026-08-27
33,2023,6758,2023-04-04,terça,VETO PARCIAL AO PLC Nº 113/2022.,20,18,2,2,18,0,2026-08-27
33,2023,6390,2023-04-11,terça,1º TURNO PROJETO DE LEI COMPLEMENTAR Nº 141/2022,22,19,3,19,0,0,2026-08-27
33,2023,6391,2023-04-11,terça,2º TURNO PROJETO DE LEI COMPLEMENTAR Nº 141/2022,22,18,4,18,0,0,2026-08-27
33,2023,6794,2023-04-11,terça,PARECER DA CESC AO PROC 04/2023,22,21,1,19,0,2,2026-08-27
33,2023,6015,2023-04-12,quarta,VETO TOTAL PROJETO DE LEI 2886/2022,21,21,0,0,21,0,2026-08-27
33,2023,6365,2023-04-12,quarta,PROJETO DE DECRETO LEGISLATIVO Nº 177/2021,21,14,7,14,0,0,2026-08-27
33,2023,6382,2023-04-12,quarta,2º TURNO DO PROJETO DE LEI  Nº 3/2023,21,16,5,16,0,0,2026-08-27
33,2023,6385,2023-04-12,quarta,2º TURNO PROJETO DE LEI COMPLEMENTAR Nº 129/2022,21,16,5,16,0,0,2026-08-27
33,2023,6600,2023-04-12,quarta,2º TURNO PROJETO DE LEI COMPLEMENTAR Nº 13/2023,21,15,6,15,0,0,2026-08-27
33,2023,6621,2023-04-12,quarta,2º TURNO PROJETO DE LEI COMPLEMENTAR Nº 12/2023,21,14,7,14,0,0,2026-08-27
33,2023,6797,2023-04-19,quarta,BLOCO REQUERIMENTOS E MOÇÕES 19.04.2023,21,13,8,13,0,0,2026-08-27
33,2023,6833,2023-04-26,quarta,BLOCO REQUERIMENTOS 26.04.2023,18,13,5,13,0,0,2026-08-27
33,2023,6852,2023-05-03,quarta,BLOCO MOÇÕES E REQUERIMENTOS 03.05.2023,22,15,7,15,0,0,2026-08-27
33,2023,6894,2023-05-23,terça,TURNO ÚNICO PDL Nº 14/2023,20,14,6,14,0,0,2026-08-27
33,2023,6895,2023-05-23,terça,BLOCO REQUERIMENTOS E MOÇÕES 23.05.2023,20,13,7,13,0,0,2026-08-27
33,2023,6899,2023-05-23,terça,TURNO ÚNICO PDL Nº 181/2021,20,14,6,14,0,0,2026-08-27
33,2023,6806,2023-05-31,quarta,TURNO ÚNICO PDL Nº 204/2021,22,13,9,13,0,0,2026-08-27
33,2023,6907,2023-05-31,quarta,1º TURNO DO PROJETO DE LEI  Nº 399/2023,22,14,8,14,0,0,2026-08-27
33,2023,6310,2023-06-20,terça,1º TURNO DO PROJETO DE LEI  Nº 3069/2022,23,23,0,20,3,0,2026-08-27
33,2023,6991,2023-06-20,terça,1º TURNO PELO Nº 5/2023,23,22,1,22,0,0,2026-08-27
33,2023,7016,2023-06-20,terça,1º TURNO DO PROJETO DE LEI Nº 219/2023,23,23,0,23,0,0,2026-08-27
33,2023,7020,2023-06-20,terça,2º TURNO PL Nº 219/2023,23,23,0,23,0,0,2026-08-27
33,2023,7046,2023-06-20,terça,EMENDA Nº 14 AO PL Nº 3069/2023,23,23,0,8,15,0,2026-08-27
33,2023,7047,2023-06-20,terça,EMENDA Nº 15 AO PL Nº 3069/2023,23,23,0,8,15,0,2026-08-27
33,2023,7048,2023-06-20,terça,EMENDA Nº 16 AO PL Nº 3069/2023,23,23,0,8,15,0,2026-08-27
33,2023,7049,2023-06-20,terça,EMENDA Nº 17 AO PL Nº 3069/2023,23,23,0,7,16,0,2026-08-27
33,2023,7050,2023-06-20,terça,EMENDA Nº 18 AO PL Nº 3069/2023,23,23,0,0,23,0,2026-08-27
33,2023,7051,2023-06-20,terça,EMENDA Nº 19 AO PL Nº 3069/2023,23,23,0,8,15,0,2026-08-27
33,2023,7052,2023-06-20,terça,EMENDA Nº 20 AO PL Nº 3069/2023,23,23,0,6,17,0,2026-08-27
33,2023,7053,2023-06-20,terça,EMENDA Nº 21 AO PL Nº 3069/2023,23,23,0,7,16,0,2026-08-27
33,2023,6694,2023-06-27,terça,TURNO ÚNICO PDL Nº 13/2023,24,21,3,21,0,0,2026-08-27
33,2023,6695,2023-06-27,terça,TURNO ÚNICO PDL Nº 9/2023,24,21,3,21,0,0,2026-08-27
33,2023,6912,2023-06-27,terça,1º TURNO PROJETO DE LEI COMPLEMENTAR Nº 14/2023,24,21,3,21,0,0,2026-08-27
33,2023,6913,2023-06-27,terça,2º TURNO PROJETO DE LEI COMPLEMENTAR Nº 14/2023,24,20,4,20,0,0,2026-08-27
33,2023,6917,2023-06-27,terça,1º TURNO PROJETO DE LEI COMPLEMENTAR Nº 2/2023,24,21,3,21,0,0,2026-08-27
33,2023,6918,2023-06-27,terça,2º TURNO PROJETO DE LEI COMPLEMENTAR Nº 2/2023,24,20,4,20,0,0,2026-08-27
33,2023,6928,2023-06-27,terça,2º TURNO PLC Nº 18/2023,24,19,5,19,0,0,2026-08-27
33,2023,7040,2023-06-27,terça,PARECER CCJ AO PR Nº 8/2023,24,19,5,12,7,0,2026-08-27
33,2023,7114,2023-06-27,terça,1º TURNO PROJETO DE LEI COMPLEMENTAR Nº 24/2023,24,21,3,21,0,1,2026-08-27
33,2023,7115,2023-06-27,terça,2º TURNO PROJETO DE LEI COMPLEMENTAR Nº 24/2023,24,20,4,20,0,0,2026-08-27
33,2023,7132,2023-06-27,terça,1º TURNO DA EMENDA DESTACADA Nº 35 AO PL Nº 323/2023,24,21,3,21,0,0,2026-08-27
33,2023,7144,2023-06-27,terça,1º TURNO PROJETO DE LEI COMPLEMENTAR Nº 18/2023,24,21,3,22,0,0,2026-08-27
33,2023,7154,2023-06-27,terça,1º TURNO PROJETO DE LEI COMPLEMENTAR Nº 108/2023,24,17,7,17,0,0,2026-08-27
33,2023,7155,2023-06-27,terça,2º TURNO PROJETO DE LEI COMPLEMENTAR Nº 108/2023,24,16,8,16,0,0,2026-08-27
33,2023,7167,2023-06-27,terça,BLOCO PDL 27.06.2023,24,17,7,17,0,0,2026-08-27
33,2023,7171,2023-06-27,terça,PARECER CCJ AO PDL Nº 34/2023,24,18,6,11,7,0,2026-08-27
33,2023,7183,2023-06-27,terça,2º TURNO PROJETO DE LEI Nº 373/2023,24,16,8,16,0,0,2026-08-27
33,2023,7214,2023-08-15,terça,BLOCO REQUERIMENTOS 15.08.2023,20,16,4,16,0,0,2026-08-27
33,2023,7253,2023-08-22,terça,VETO PARCIAL PROJETO DE LEI Nº 371/2023,24,22,2,1,22,0,2026-08-27
33,2023,7270,2023-08-29,terça,1º TURNO DO PROJETO DE RESOLUÇÃO Nº 18/2023,23,18,5,15,3,0,2026-08-27
33,2023,7271,2023-08-29,terça,2º TURNO DO PROJETO DE RESOLUÇÃO Nº 18/2023,23,21,2,18,3,0,2026-08-27
33,2023,7278,2023-08-29,terça,TURNO ÚNICO PDL Nº 41/2023,23,19,4,8,11,0,2026-08-27
33,2023,7305,2023-08-29,terça,TURNO ÚNICO PROJETO DE DECRETO LEGISLATIVO Nº 34/2023,23,20,3,16,4,0,2026-08-27
33,2023,6834,2023-08-30,quarta,BLOCO VETOS PODER EXECUTIVO 30.08.2023,17,14,3,14,0,0,2026-08-27
33,2023,7236,2023-09-19,terça,TURNO ÚNICO MOÇÃO Nº 294/2023,22,22,0,18,2,2,2026-08-27
33,2023,7252,2023-09-19,terça,BLOCO REQUERIMENTOS 19.09.2023,22,19,3,19,0,0,2026-08-27
33,2023,7400,2023-09-19,terça,1º TURNO DO PROJETO DE LEI Nº 454/2023,22,22,0,15,7,0,2026-08-27
33,2023,7414,2023-09-19,terça,TURNO ÚNICO MOÇÃO Nº 378/2023,22,20,2,15,4,1,2026-08-27
33,2023,7415,2023-09-19,terça,TURNO ÚNICO MOÇÃO Nº 383/2023,22,20,2,16,4,0,2026-08-27
33,2023,7385,2023-09-26,terça,PROJETO DE DECRETO LEGISLATIVO Nº 27/2023,23,20,3,14,6,0,2026-08-27
33,2023,7387,2023-09-26,terça,PARECER CCJ AO PDL Nº 27/2023,23,17,6,12,5,0,2026-08-27
33,2023,7388,2023-09-26,terça,PROJETO DE DECRETO LEGISLATIVO Nº 37/2023,23,15,8,15,0,0,2026-08-27
33,2023,7395,2023-09-26,terça,TURNO ÚNICO PDL Nº 30/2023,23,19,4,14,5,0,2026-08-27
33,2023,7419,2023-09-26,terça,TURNO ÚNICO PDL Nº 21/2023,23,19,4,14,5,0,2026-08-27
33,2023,7457,2023-09-26,terça,BLOCO PDL 26.09.2023,23,18,5,18,0,0,2026-08-27
33,2023,7460,2023-09-26,terça,DESTAQUE EMENDA Nº 7 AO PL Nº 2872/2022,23,18,5,17,0,1,2026-08-27
33,2023,7440,2023-10-03,terça,1º TURNO PLC Nº 31/2023,23,23,0,22,0,1,2026-08-27
33,2023,7441,2023-10-03,terça,2º TURNO PLC Nº 31/2023,23,23,0,22,0,1,2026-08-27
33,2023,7450,2023-10-03,terça,1º TURNO DO PROJETO DE LEI  Nº 588/2023,23,22,1,15,6,1,2026-08-27
33,2023,7478,2023-10-03,terça,REQUERIMENTO Nº /2023,23,21,2,5,17,0,2026-08-27
33,2023,7481,2023-10-03,terça,EMENDA DESTACADA Nº 2 Nº 31/2023,23,23,0,1,21,1,2026-08-27
33,2023,7482,2023-10-03,terça,EMENDA DESTACADA Nº 10 Nº 31/2023,23,23,0,7,16,0,2026-08-27
33,2023,7483,2023-10-03,terça,EMENDA DESTACADA Nº 15 Nº 31/2023,23,23,0,10,13,0,2026-08-27
33,2023,7273,2023-10-10,terça,1º TURNO PLC Nº 25/2023,23,22,1,22,0,0,2026-08-27
33,2023,7274,2023-10-10,terça,2º TURNO PLC Nº 25/2023,23,23,0,22,0,1,2026-08-27
33,2023,7455,2023-10-10,terça,BLOCO REQUERIMENTOS 10.10.2023,23,17,6,17,0,0,2026-08-27
33,2023,7486,2023-10-10,terça,EMENDA DESTACADA Nº 35 AO PLC Nº 25/2023,23,23,0,7,16,0,2026-08-27
33,2023,7488,2023-10-10,terça,EMENDA DESTACADA Nº 68 AO PLC Nº 25/2023,23,21,2,6,15,0,2026-08-27
33,2023,7489,2023-10-10,terça,EMENDA DESTACADA Nº 67 AO PLC Nº 25/2023,23,21,2,7,16,0,2026-08-27
33,2023,7502,2023-10-10,terça,VETO PARCIAL PROJETO DE LEI Nº 3069/2022,23,18,5,0,17,1,2026-08-27
33,2023,7510,2023-10-10,terça,EMENDA DESTACADA Nº 46 AO PLC Nº 25/2023,23,22,1,1,22,0,2026-08-27
33,2023,7512,2023-10-10,terça,EMENDA DESTACADA Nº 88 AO PLC Nº 25/2023,23,21,2,15,6,0,2026-08-27
33,2023,7517,2023-10-10,terça,VETO PARCIAL EMENDAS Nº 114 E 311 PROJETO DE LEI Nº 535/2023,23,20,3,0,20,0,2026-08-27
33,2023,1405,2023-10-17,terça,VETO TOTAL PROJETO DE LEI Nº 535/2023,23,23,0,0,23,0,2026-08-27
33,2023,5724,2023-10-17,terça,1º TURNO PROJETO DE LEI COMPLEMENTAR Nº 127/2022,23,22,1,22,0,0,2026-08-27
33,2023,5725,2023-10-17,terça,2º TURNO PROJETO DE LEI COMPLEMENTAR Nº 127/2022,23,21,2,21,0,0,2026-08-27
33,2023,7470,2023-10-17,terça,1º TURNO DO PROJETO DE LEI  Nº 468/2023,23,22,1,22,0,0,2026-08-27
33,2023,7471,2023-10-17,terça,2º TURNO DO PROJETO DE LEI  Nº 468/2023,23,21,2,21,0,0,2026-08-27
33,2023,7487,2023-10-24,terça,"EMENDAS DESTACADAS Nº 22, 23 E 87 AO PLC Nº 25/2023",22,20,2,19,0,1,2026-08-27
33,2023,7526,2023-10-24,terça,EMENDA DESTACADA Nº 45 AO PLC Nº 25/2023,22,22,0,21,1,0,2026-08-27
33,2023,7527,2023-10-24,terça,EMENDAS DESTACADAS Nº 82 E 24 AO PLC Nº 25/2023,22,22,0,0,21,1,2026-08-27
33,2023,7528,2023-10-24,terça,"EMENDAS DESTACADAS Nº 4, 5, 6 E 83 AO PLC Nº 25/2023",22,22,0,1,21,0,2026-08-27
33,2023,7571,2023-10-31,terça,"PARECER CDESCTMAT AO PROC Nº 11, DE 2023",22,20,2,20,0,0,2026-08-27
33,2023,7572,2023-11-07,terça,1º TURNO PROJETO DE LEI COMPLEMENTAR Nº 6/2023,21,16,5,16,0,0,2026-08-27
33,2023,7573,2023-11-07,terça,2º TURNO PROJETO DE LEI COMPLEMENTAR Nº 6/2023,21,16,5,16,0,0,2026-08-27
33,2023,7639,2023-11-07,terça,BLOCO PDL 7.11.2023,21,16,5,16,0,0,2026-08-27
33,2023,7805,2023-11-21,terça,1º TURNO DO PROJETO DE LEI  Nº 769/2023,22,18,4,18,0,0,2026-08-27
33,2023,7518,2023-11-28,terça,1º TURNO PROJETO DE LEI COMPLEMENTAR Nº 27/2023,22,18,4,18,0,0,2026-08-27
33,2023,7519,2023-11-28,terça,2º TURNO PROJETO DE LEI COMPLEMENTAR Nº 27/2023,22,18,4,18,0,0,2026-08-27
33,2023,7836,2023-11-28,terça,TURNO ÚNICO PDL Nº 29/2023,22,14,8,14,0,0,2026-08-27
